ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND
150267508;514_914L_18.0;w914l-w922v;S;0,028;0,035;2018-12-13;;;914;922;WISSEL;WISSEL
150267509;517_227AL_0.3;w227Al-w227Bl;S;0,039;0,044;2018-12-13;;;227A;227B;WISSEL;WISSEL
150267510;534_1005BV_44.6;w1005Bv-w1011Av;S;0,000;0,025;2018-12-13;;;1005B;1011A;WISSEL;WISSEL
150267511;166_2195R_144.4;w2195r-w2197r;S;0,099;0,148;2018-12-13;;;2195;2197;WISSEL;WISSEL
150267514;545_223AL_23.7;w223A/217Bv-w225A/223Bv;S;0,017;0,020;2018-12-13;;;223A/217B;225A/223B;WISSEL;WISSEL
150267515;924_05-07L_35.3;s105-w3317r;S;0,852;0,938;2018-12-13;;;;3317;STOP_BD;WISSEL
150267517;506_503L_42.8;w503l-w504v;S;0,027;0,054;2018-12-13;;;503;504;WISSEL;WISSEL
150267518;506_653V_44.2;w653v-w655r;S;0,000;0,068;2018-12-13;;;653;655;WISSEL;WISSEL
150267519;087_77AR_25.2;w77Ar-w77Br;S;0,029;0,037;2018-12-13;;;77A;77B;WISSEL;WISSEL
150267520;654_403L_49.2;w403l-w407l;S;0,048;0,062;2018-12-13;;;403;407;WISSEL;WISSEL
150267521;924_2369AL_36.7;k2371A/B-w2375l;S;0,575;0,613;2018-12-13;;;2371A/B;2375;KRUISING;WISSEL
150267522;924_2369AL_36.7;sDD-k2371A/B;S;0,335;0,523;2018-12-13;;;2382;2371A/B;BED_SEIN;KRUISING
150267523;924_2369AL_36.7;w2369Al-sDD;S;0,029;0,080;2018-12-13;;;2369A;2374;WISSEL;BED_SEIN
150267526;120_800V_200.7;s151-s99;S;0,759;0,774;2018-12-13;;;;909;RIJ_NA_OPDR;STOP_BD
150254615;486_955R_75.1;w955r-w956v;S;0,029;0,040;2018-12-13;;;955;956;WISSEL;WISSEL
150255753;047_2003V_24.1;w2003v-w2005v;S;0,000;0,020;2018-12-13;;;2003;2005;WISSEL;WISSEL
150255754;950_411R_26.9;s605-w431l;S;0,820;0,865;2018-12-13;;;434;431;BED_SEIN;WISSEL
150256602;528_55BV_29.0;sRC-w1103v;S;5,623;6,055;2018-12-13;;;1104;1103;BED_SEIN;WISSEL
150256603;528_55BV_29.0;w55Bv-sRC;S;0,000;0,251;2018-12-13;;;55B;56;WISSEL;BED_SEIN
150256605;508_2117L_91.4;s10-w2131l;S;0,698;0,837;2018-12-13;;;2132;2131;BED_SEIN;WISSEL
150256606;508_2117L_91.4;w2117l-s10;S;0,048;0,245;2018-12-13;;;2117;2116;WISSEL;BED_SEIN
150256607;504_934L_17.9;s59-sj;S;0,167;0,299;2018-12-13;;;;SJ_934L;STOP_BD;STOOTJUK
150256608;097_4331R_21.3;w4331r-w4333r;S;0,033;0,066;2018-12-13;;;4331;4333;WISSEL;WISSEL
150256609;586_2561AR_80.4;w2561A/2545Bv-w91A/2561Bv;S;0,017;0,018;2018-12-13;;;2561A/2545B;91A/2561B;WISSEL;WISSEL
150256610;073_1119AL_1.3;w1119Al-s611;S;0,027;0,069;2018-12-13;;;1119A;1122;WISSEL;BED_SEIN
150256612;609_93BV_27.5;s501a-w121Br;S;0,172;0,225;2018-12-13;;;114;121B;BED_SEIN;WISSEL
150256613;609_93BV_27.5;w93Bv-s501a;S;0,000;0,014;2018-12-13;;;93B;110;WISSEL;BED_SEIN
150256616;536_221AR_60.5;w221Ar-w223A/221Bv;S;0,029;0,037;2018-12-13;;;221A;223A/221B;WISSEL;WISSEL
150256617;551_143AL_22.7;sKJ-w183r;S;2,426;2,801;2018-12-13;;;180;183;BED_SEIN;WISSEL
150256618;551_143AL_22.7;w143Al-sKJ;S;0,029;0,390;2018-12-13;;;143A;154;WISSEL;BED_SEIN
150256619;603_67L_2.4;w67l-s13;S;0,029;0,053;2018-12-13;;;67;74;WISSEL;BED_SEIN
150257074;099_1021BR_6.2;s711-w3661v;S;5,738;5,960;2018-12-13;;;3674;3661;BED_SEIN;WISSEL
150257075;099_1021BR_6.2;w1021Br-sBA;S;0,046;0,265;2018-12-13;;;1021B;1020;WISSEL;BED_SEIN
150254617;155_4441R_86.4;s559-w4461l;S;1,602;1,991;2018-12-13;;;4454;4461;BLOKMARKEERBORD;WISSEL
150254618;155_4441R_86.4;w4441r-s559;S;0,053;0,304;2018-12-13;;;4441;4444;WISSEL;BLOKMARKEERBORD
150254619;478_1571V_1.8;w1571v-w1595v;S;0,000;0,018;2018-12-13;;;1571;1595;WISSEL;WISSEL
150254621;009_105BV_138.8;sUC-w115Av;S;8,776;9,455;2018-12-13;;;114;115A;BED_SEIN;WISSEL
150254622;009_105BV_138.8;w105Bv-sUC;S;0,000;0,491;2018-12-13;;;105B;106;WISSEL;BED_SEIN
150254624;152_4025L_6.8;sKB4-w4061v;S;8,075;8,226;2018-12-13;;;4060;4061;BLOKMARKEERBORD;WISSEL
150255068;155_4471L_88.2;w4471l-w4473r;S;0,028;0,347;2018-12-13;;;4471;4473;WISSEL;WISSEL
150255070;135_908L_45.1;w908l-w909A/909Bv;S;0,027;0,046;2018-12-13;;;908;909A/909B;WISSEL;WISSEL
150255072;543_161BL_45.2;w161Bl-w163Ar;S;0,027;0,036;2018-12-13;;;161B;163A;WISSEL;WISSEL
150255076;618_191BR_50.7;w191Br-w187B/195Av;S;0,033;0,133;2018-12-13;;;191B;187B/195A;WISSEL;WISSEL
150255077;609_17BV_28.9;w17Bv-w19Av;S;0,000;0,027;2018-12-13;;;17B;19A;WISSEL;WISSEL
150255078;119_121AR_21.3;w121Ar-w123Bl;S;0,029;0,126;2018-12-13;;;121A;123B;WISSEL;WISSEL
150255079;305_52L_18.0;w52l-w55v;S;0,028;0,170;2018-12-13;;;52;55;WISSEL;WISSEL
150255080;094_1079AL_2.7;w1079Al-w1081v;S;0,047;0,062;2018-12-13;;;1079A;1081;WISSEL;WISSEL
150255082;527_37AL_16.5;w37Al-w37Bl;S;0,027;0,033;2018-12-13;;;37A;37B;WISSEL;WISSEL
150255083;543_207V_46.0;w207v-w209r;S;0,000;0,004;2018-12-13;;;207;209;WISSEL;WISSEL
