ID;OBJECTTYPE;SPOORTAK_IDENTIFICATIE;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;KM_BEGIN;NR_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;KM_EIND;NR_EIND;KANTCODE_EIND;NR_SUB;LENGTE;OBEGINTIJD;BEHEERDER;LENGTE_GEOM
214711;--VERVALLEN--;938_4545V_1.4;938;;CUP Valburg;1,365;4545;V;938;;CUP Valburg;2,302;4581;V;;0,936;2015-01-09;ProRail;0,936162
214712;--VERVALLEN--;478_1031L_0.3;478;a;Rotterdam Europoort 4;0,292;1031;L;478;a;Rotterdam Europoort 4;0,386;1035;V;;0,096;2015-01-09;ProRail;0,095681
214713;--VERVALLEN--;485_40L_100.9;485;d;Amsterdam Hemhaven (gebied);100,945;40;L;485;d;Amsterdam Hemhaven (gebied);100,832;SJ_40L;V;;0,113;2015-01-09;ProRail;0,113239
214714;--VERVALLEN--;485_123AR_201.7;485;f;Amsterdam Hemhaven (gebied);201,688;123A;RE;485;f;Amsterdam Hemhaven (gebied);201,971;124;L;;0,267;2015-01-09;ProRail;0,266540
214715;--VERVALLEN--;485_123AL_201.7;485;f;Amsterdam Hemhaven (gebied);201,688;123A;LE;485;f;Amsterdam Hemhaven (gebied);201,971;124;R;;0,266;2015-01-09;ProRail;0,266070
214716;--VERVALLEN--;485_123ApV_201.7;485;f;Amsterdam Hemhaven (gebied);201,688;123A;L+R;485;f;Amsterdam Hemhaven (gebied);201,721;123B;L+R;p;0,034;2015-01-09;ProRail;0,033670
214717;--VERVALLEN--;485_123AqV_201.7;485;f;Amsterdam Hemhaven (gebied);201,688;123A;L+R;485;f;Amsterdam Hemhaven (gebied);201,721;123B;L+R;q;0,034;2015-01-09;ProRail;0,033670
214718;--VERVALLEN--;588_845BR_2.1;588;;Amsterdam Dijksgracht;2,119;845B;RE;588;;Amsterdam Dijksgracht;2,156;847;V;;0,016;2015-01-09;ProRail;0,016126
214719;--VERVALLEN--;588_845ApV_2.2;588;;Amsterdam Dijksgracht;2,156;845A;L+R;588;;Amsterdam Dijksgracht;2,120;845B;L+R;p;0,033;2015-01-09;ProRail;0,032999
214720;--VERVALLEN--;588_845AqV_2.2;588;;Amsterdam Dijksgracht;2,156;845A;L+R;588;;Amsterdam Dijksgracht;2,119;845B;L+R;q;0,034;2015-01-09;ProRail;0,033670
214721;--VERVALLEN--;588_870V_2.4;588;;Amsterdam Dijksgracht;2,376;870;V;588;;Amsterdam Dijksgracht;2,662;SJ_870V;V;;0,277;2015-01-09;ProRail;0,277205
214722;--VERVALLEN--;588_864R_2.2;588;;Amsterdam Dijksgracht;2,219;864;R;588;;Amsterdam Dijksgracht;2,070;SJ_864R;V;;0,139;2015-01-09;ProRail;0,139221
214723;--VERVALLEN--;479_13V_502.5;479;b;Maasvlakte 2;502,495;13;V;479;b;Maasvlakte 2;502,530;14;R;;0,034;2015-01-09;ProRail;0,034408
214724;--VERVALLEN--;479_14V_502.5;479;b;Maasvlakte 2;502,530;14;V;479;b;Maasvlakte 2;502,610;SJ_14V;V;;0,080;2015-01-09;ProRail;0,080000
214725;--VERVALLEN--;133_1181BpV_20.1;133;a;Amsterdam Riekerpolder - Warmond;20,092;1181B;L+R;133;a;Amsterdam Riekerpolder - Warmond;20,058;1183A;L+R;p;0,034;2015-01-09;ProRail;0,033670
214871;--VERVALLEN--;133_963L_20.6;133;a;Amsterdam Riekerpolder - Warmond;20,556;963;L;133;a;Amsterdam Riekerpolder - Warmond;20,010;1179;RE;;0,524;2015-01-09;ProRail;0,524223
214872;--VERVALLEN--;625_339AL_14.7;625;b;Lage Zwaluwe;14,739;339A;L;625;b;Lage Zwaluwe;14,638;339B;L;;0,103;2015-01-09;ProRail;0,102639
214873;--VERVALLEN--;625_291AV_14.6;625;b;Lage Zwaluwe;14,618;291A;V;625;b;Lage Zwaluwe;14,638;339B;V;;0,020;2015-01-09;ProRail;0,019575
214874;--VERVALLEN--;588_341BqV_1.1;588;;Amsterdam Dijksgracht;1,087;341B;L+R;588;;Amsterdam Dijksgracht;1,054;343;L+R;q;0,033;2015-01-09;ProRail;0,033084
214875;--VERVALLEN--;164_2481R_252.9;164;;Prinsenbeek - Hazeldonk Grens;252,862;2481;R;164;;Prinsenbeek - Hazeldonk Grens;253,631;2487;L;;0,770;2015-01-09;ProRail;0,769645
214876;--VERVALLEN--;164_2481L_252.9;164;;Prinsenbeek - Hazeldonk Grens;252,862;2481;L;164;;Prinsenbeek - Hazeldonk Grens;253,091;2483;L;;0,230;2015-01-09;ProRail;0,229552
214877;--VERVALLEN--;542_1165L_29.1;542;a;Dordrecht;29,071;1165;L;542;a;Dordrecht;29,357;SJ_1165L;V;;0,290;2015-01-09;ProRail;0,290294
214878;--VERVALLEN--;542_1165R_29.1;542;a;Dordrecht;29,071;1165;R;542;a;Dordrecht;29,357;SJ_1165R;V;;0,291;2015-01-09;ProRail;0,290795
214879;--VERVALLEN--;542_1169L_29.1;542;a;Dordrecht;29,115;1169;L;542;a;Dordrecht;29,243;1173B;L;;0,131;2015-01-09;ProRail;0,130753
214880;--VERVALLEN--;542_1173AR_29.1;542;a;Dordrecht;29,117;1173A;R;542;a;Dordrecht;29,243;1173B;R;;0,129;2015-01-09;ProRail;0,129338
214881;--VERVALLEN--;542_1173BV_29.2;542;a;Dordrecht;29,243;1173B;V;542;a;Dordrecht;29,419;1195A;V;;0,174;2015-01-09;ProRail;0,173920
214882;--VERVALLEN--;076_1677V_12.4;076;;Santpoort Noord - Uitgeest;12,416;1677;V;076;;Santpoort Noord - Uitgeest;13,372;1683;R;;0,954;2016-11-07;ProRail;0,953740
214883;--VERVALLEN--;076_1675R_12.3;076;;Santpoort Noord - Uitgeest;12,327;1675;R;076;;Santpoort Noord - Uitgeest;13,372;1683;L;;1,045;2016-11-07;ProRail;1,045341
214884;--VERVALLEN--;076_1675L_12.3;076;;Santpoort Noord - Uitgeest;12,327;1675;L;076;;Santpoort Noord - Uitgeest;12,416;1677;L;;0,090;2016-11-07;ProRail;0,090039
214885;--VERVALLEN--;531_2783L_35.9;531;c;Utrecht Centraal;35,866;2783;L;531;c;Utrecht Centraal;35,779;2785;R;;0,087;2015-07-16;ProRail;0,087141
214886;--VERVALLEN--;542_1167pV_29.1;542;a;Dordrecht;29,115;1167;L+R;542;a;Dordrecht;29,081;1171A;L+R;p;0,033;2015-01-09;ProRail;0,033327
215052;--VERVALLEN--;486_916V_76.2;486;b;Amsterdam Westhaven (gebied);76,221;916;V;486;b;Amsterdam Westhaven (gebied);76,254;918;V;;0,033;2015-01-09;ProRail;0,032736
215053;--VERVALLEN--;486_918R_76.3;486;b;Amsterdam Westhaven (gebied);76,254;918;R;486;b;Amsterdam Westhaven (gebied);76,399;SJ_918R;V;;0,147;2015-01-09;ProRail;0,146673
215054;--VERVALLEN--;542_1145AR_93.6;542;b;Dordrecht;93,556;1145A;R;542;a;Dordrecht;28,946;1145B;R;;0,075;2015-01-09;ProRail;0,074803
215055;--VERVALLEN--;542_1145BV_28.9;542;a;Dordrecht;28,946;1145B;V;542;a;Dordrecht;28,979;1155A;V;;0,036;2015-01-09;ProRail;0,036029
215056;--VERVALLEN--;586_2557R_80.4;586;;Amsterdam Centraal;80,371;2557;R;586;;Amsterdam Centraal;80,397;TI_2557R;V;;0,026;2015-01-09;ProRail;0,025567
215057;--VERVALLEN--;525_499AR_79.2;525;b;Amsterdam Singelgracht Aansl.;79,230;499A;R;525;b;Amsterdam Singelgracht Aansl.;79,327;499B;R;;0,098;2015-01-09;ProRail;0,097836
215058;--VERVALLEN--;525_493AR_79.1;525;b;Amsterdam Singelgracht Aansl.;79,106;493A;R;525;b;Amsterdam Singelgracht Aansl.;79,327;499B;L;;0,223;2015-01-09;ProRail;0,222999
215059;--VERVALLEN--;525_493BV_79.2;525;b;Amsterdam Singelgracht Aansl.;79,208;493B;V;525;b;Amsterdam Singelgracht Aansl.;79,230;499A;V;;0,023;2015-01-09;ProRail;0,022982
215060;--VERVALLEN--;525_489BV_79.2;525;b;Amsterdam Singelgracht Aansl.;79,173;489B;V;525;b;Amsterdam Singelgracht Aansl.;79,197;497A;V;;0,024;2015-01-09;ProRail;0,024340
215061;--VERVALLEN--;525_487AR_79.1;525;b;Amsterdam Singelgracht Aansl.;79,071;487A;R;525;b;Amsterdam Singelgracht Aansl.;79,203;487B;R;;0,133;2015-01-09;ProRail;0,132911
215062;--VERVALLEN--;525_487AL_79.1;525;b;Amsterdam Singelgracht Aansl.;79,071;487A;L;525;b;Amsterdam Singelgracht Aansl.;79,173;489B;L;;0,102;2015-01-09;ProRail;0,102372
215063;--VERVALLEN--;525_489AR_79.1;525;b;Amsterdam Singelgracht Aansl.;79,070;489A;R;525;b;Amsterdam Singelgracht Aansl.;79,173;489B;R;;0,103;2015-01-09;ProRail;0,102532
215064;--VERVALLEN--;525_491V_79.2;525;b;Amsterdam Singelgracht Aansl.;79,152;491;V;525;b;Amsterdam Singelgracht Aansl.;79,208;493B;R;;0,056;2015-01-09;ProRail;0,056250
215065;--VERVALLEN--;927_993V_906.5;927;;Watergraafsmeer;906,481;993;V;927;;Watergraafsmeer;906,557;994;L;;0,076;2015-01-09;ProRail;0,075877
215066;--VERVALLEN--;927_992V_906.4;927;;Watergraafsmeer;906,441;992;V;927;;Watergraafsmeer;906,481;993;R;;0,040;2015-01-09;ProRail;0,040427
215067;--VERVALLEN--;927_983V_906.5;927;;Watergraafsmeer;906,469;983;V;927;;Watergraafsmeer;906,512;984;L;;0,044;2015-01-09;ProRail;0,043686
215068;--VERVALLEN--;927_982V_906.4;927;;Watergraafsmeer;906,430;982;V;927;;Watergraafsmeer;906,469;983;L;;0,039;2015-01-09;ProRail;0,039057
