ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_VAN;SPOORTAK_TOT;DATUM_VERWERKING;DATUM_METING;BOOGSTRAAL_VAN;BOOGSTRAAL_TOT;ELEMENTTYPE;BOOG_ID
26;011_807L_68.3;0,389;0,406;01-07-2016;01-07-2016;5000;5000;BOOG;011_504_68.282
27;011_807L_68.3;0,415;0,427;01-07-2016;01-07-2016;200;200;BOOG;011_822_68.277
28;011_807L_68.3;0,427;0,434;01-07-2016;01-07-2016;190;190;BOOG;011_822_68.272
29;011_807L_68.3;0,434;0,435;01-07-2016;01-07-2016;250;250;BOOG;011_822_68.266
30;011_807R_68.3;0,029;0,079;01-07-2016;01-07-2016;-415;-415;BOOG;011_505_68.315
31;011_807R_68.3;0,079;0,293;01-07-2016;01-07-2016;-1285;-1285;BOOG;011_505_68.479
32;011_807R_68.3;0,377;0,383;01-07-2016;01-07-2016;-30000;-30000;BOOG;011_505_68.271
33;011_807R_68.3;0,42;0,439;01-07-2016;01-07-2016;30000;30000;BOOG;011_505_68.284
34;011_81L_69.1;0,035;0,039;01-06-2017;01-06-2017;6800;6800;BOOG;011_w81l-w82v_69.057
35;011_81R_69.1;0,086;0,105;01-07-2017;01-07-2017;30000;30000;BOOG;011_w81r-s308_69.072
36;011_81R_69.1;0,657;0,673;01-07-2017;01-07-2017;25000;25000;BOOG;011_308_69.069
37;011_81R_69.1;0,689;0,703;01-07-2017;01-07-2017;-8000;-8000;BOOG;011_s308-w313r_69.067
38;011_820V_68.7;0;0,005;01-07-2016;01-07-2016;15000;15000;BOOG;011_w820v-w821r_68.738
39;011_821L_68.8;0,002;0,009;01-07-2016;01-07-2016;250;250;BOOG;011_821_68.776
40;011_821L_68.8;0,009;0,021;01-07-2016;01-07-2016;190;190;BOOG;011_821_68.781
41;011_821L_68.8;0,021;0,026;01-07-2016;01-07-2016;200;200;BOOG;011_821_68.774
42;011_821V_68.8;0,016;0,047;01-07-2016;01-07-2016;-275;-275;BOOG;011_w821v-w840A/840Bv_68.8
43;011_822V_68.7;0;0,011;01-07-2016;01-07-2016;-8000;-8000;BOOG;011_w822v-w823r_68.699
44;011_822V_68.7;0,018;0,03;01-07-2016;01-07-2016;-200;-200;BOOG;011_823_68.7
45;011_822V_68.7;0,03;0,037;01-07-2016;01-07-2016;-190;-190;BOOG;011_823_68.695
46;011_822V_68.7;0,037;0,038;01-07-2016;01-07-2016;-250;-250;BOOG;011_823_68.689
47;011_82R_69.1;0,002;0,004;01-06-2017;01-06-2017;250;250;BOOG;011_82_69.094
48;011_82R_69.1;0,004;0,022;01-06-2017;01-06-2017;200;200;BOOG;011_82_69.11
49;011_82R_69.1;0,037;0,049;01-06-2017;01-06-2017;-30000;-30000;BOOG;011_w82r-s307_69.104
50;011_82R_69.1;0,654;0,667;01-06-2017;01-06-2017;-380;-380;BOOG;011_307_69.105
51;011_82R_69.1;0,667;0,715;01-06-2017;01-06-2017;-600;-600;BOOG;011_307_69.14
52;011_82R_69.1;0,715;0,728;01-06-2017;01-06-2017;3890;3890;BOOG;011_307_69.105
53;011_840ApV_68.8;0,007;0,008;01-07-2016;01-07-2016;250;250;BOOG;011_840A/840B_68.816
54;011_840ApV_68.8;0,008;0,024;01-07-2016;01-07-2016;190;190;BOOG;011_840A/840B_68.831
55;011_840ApV_68.8;0,024;0,025;01-07-2016;01-07-2016;250;250;BOOG;011_840A/840B_68.816
56;011_840AqV_68.8;0,007;0,008;01-07-2016;01-07-2016;-250;-250;BOOG;011_840A/840B_68.816
57;011_840AqV_68.8;0,008;0,024;01-07-2016;01-07-2016;-190;-190;BOOG;011_840A/840B_68.831
58;011_840AqV_68.8;0,024;0,025;01-07-2016;01-07-2016;-250;-250;BOOG;011_840A/840B_68.816
59;011_841R_68.8;0,003;0,004;01-07-2016;01-07-2016;250;250;BOOG;011_841_68.781
60;011_841R_68.8;0,004;0,011;01-07-2016;01-07-2016;190;190;BOOG;011_841_68.787
61;011_841R_68.8;0,011;0,023;01-07-2016;01-07-2016;200;200;BOOG;011_841_68.792
62;011_86L_69.1;0,039;0,066;01-06-2017;01-06-2017;250;250;BOOG;011_w86l-s305_69.161
63;011_86L_69.1;0,408;0,413;01-06-2017;01-06-2017;-30000;-30000;BOOG;011_305_69.139
64;011_86L_69.1;0,561;0,574;01-06-2017;01-06-2017;10000;10000;BOOG;011_305_69.147
65;011_86R_69.1;0,034;0,047;01-07-2017;01-07-2017;-13000;-13000;BOOG;011_w86r-s306_69.147
66;011_86R_69.1;0,069;0,082;01-07-2017;01-07-2017;20000;20000;BOOG;011_306_69.147
67;011_86R_69.1;0,429;0,444;01-07-2017;01-07-2017;20000;20000;BOOG;011_306_69.149
68;011_86R_69.1;0,567;0,593;01-07-2017;01-07-2017;-230;-230;BOOG;011_s306-w309l_69.16
69;011_8L_67.8;0,002;0,003;01-07-2017;01-07-2017;-250;-250;BOOG;011_8_67.85
70;011_8L_67.8;0,003;0,01;01-07-2017;01-07-2017;-190;-190;BOOG;011_8_67.856
71;011_8L_67.8;0,01;0,022;01-07-2017;01-07-2017;-200;-200;BOOG;011_8_67.861
72;011_8L_67.8;0,03;0,071;01-07-2017;01-07-2017;400;400;BOOG;011_401a_67.89
73;011_8L_67.8;0,113;0,149;01-07-2017;01-07-2017;540;540;BOOG;011_401a_67.885
74;011_8L_67.8;0,149;0,162;01-07-2017;01-07-2017;260;260;BOOG;011_401a_67.862
75;011_8L_67.8;0,162;0,183;01-07-2017;01-07-2017;550;550;BOOG;011_401a_67.87
76;011_8L_67.8;0,239;0,27;01-07-2017;01-07-2017;-2000;-2000;BOOG;011_401a_67.88
77;011_8L_67.8;0,27;0,45;01-07-2017;01-07-2017;-1500;-1500;BOOG;011_401a_68.029
78;011_8L_67.8;0,45;0,489;01-07-2017;01-07-2017;-1350;-1350;BOOG;011_401a_67.888
79;011_8L_67.8;0,489;0,573;01-07-2017;01-07-2017;-1650;-1650;BOOG;011_401a_67.933
80;011_8R_67.8;0,032;0,041;01-07-2017;01-07-2017;2950;2950;BOOG;011_w8r-w10v_67.858
81;012_303AL_8.4;0,061;0,076;01-02-2013;01-02-2013;30000;30000;BOOG;012_w303Al-sPB_8.424
82;012_303AL_8.4;0,183;0,228;01-02-2013;01-02-2013;-7000;-7000;BOOG;012_w303Al-sPB_8.454
83;012_303AL_8.4;0,245;0,3;01-02-2013;01-02-2013;-9000;-9000;BOOG;012_PB_8.464
84;012_303AL_8.4;0,374;0,552;01-02-2013;01-02-2013;17000;17000;BOOG;012_PB_8.587
85;012_303AL_8.4;1,142;1,162;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.429
86;012_303AL_8.4;1,83;1,92;01-02-2013;01-02-2013;-1713;-1713;BOOG;012_PB_8.499
87;001_1103L_1.0;0,001;0,011;01-06-2014;01-06-2014;-9130;-9130;BOOG;001_w1103l-s611_0.961
88;001_1103L_1.0;0,011;0,028;01-06-2014;01-06-2014;-9130;-9130;BOOG;001_w1103l-s611_0.968
89;001_1103L_1.0;0,028;0,066;01-06-2014;01-06-2014;-9130;-9130;BOOG;001_w1103l-s611_0.989
90;001_1103L_1.0;0,091;0,131;01-06-2014;01-06-2014;25000;25000;BOOG;001_611_0.991
91;001_1103L_1.0;0,23;0,245;01-06-2014;01-06-2014;-25000;-25000;BOOG;001_611_0.966
92;001_1103L_1.0;0,357;0,366;01-06-2014;01-06-2014;25000;25000;BOOG;001_s611-w1107r_0.96
93;001_1103R_1.0;0;0,001;01-06-2014;01-06-2014;-9130;-9130;BOOG;001_w1103r-s612_0.952
94;001_1103R_1.0;0,001;0,022;01-06-2014;01-06-2014;195;195;BOOG;001_w1103r-s612_0.972
95;001_1103R_1.0;0,022;0,028;01-06-2014;01-06-2014;-9130;-9130;BOOG;001_w1103r-s612_0.957
96;001_1103R_1.0;0,028;0,035;01-06-2014;01-06-2014;-9130;-9130;BOOG;001_w1103r-s612_0.958
97;001_1103R_1.0;0,035;0,049;01-06-2014;01-06-2014;300;300;BOOG;001_w1103r-s612_0.965
98;001_1103R_1.0;0,049;0,081;01-06-2014;01-06-2014;-200;-200;BOOG;001_w1103r-s612_0.983
99;001_1103R_1.0;0,186;0,234;01-06-2014;01-06-2014;-1100;-1100;BOOG;001_612_0.999
100;001_1103R_1.0;0,234;0,279;01-06-2014;01-06-2014;1550;1550;BOOG;001_612_0.996
101;001_1103R_1.0;0,346;0,378;01-06-2014;01-06-2014;-330;-330;BOOG;001_s612-w1107l_0.983
102;001_1103R_1.0;0,385;0,403;01-06-2014;01-06-2014;195;195;BOOG;001_1107_0.969
103;001_1103R_1.0;0,403;0,405;01-06-2014;01-06-2014;250;250;BOOG;001_1107_0.953
104;001_1103V_1.0;0;0,047;01-06-2014;01-06-2014;610;610;BOOG;001_w1103v-sRF_0.998
105;001_1103V_1.0;0,047;0,077;01-06-2014;01-06-2014;2400;2400;BOOG;001_w1103v-sRF_0.981
106;001_1103V_1.0;0,077;0,135;01-06-2014;01-06-2014;560;560;BOOG;001_w1103v-sRF_1.009
107;001_1103V_1.0;0,135;0,172;01-06-2014;01-06-2014;780;780;BOOG;001_w1103v-sRF_0.988
108;001_1103V_1.0;0,327;0,336;01-06-2014;01-06-2014;-25000;-25000;BOOG;001_RF_0.96
109;001_1103V_1.0;0,534;0,583;01-06-2014;01-06-2014;296;296;BOOG;001_RF_100.049
110;001_1103V_1.0;0,583;0,67;01-06-2014;01-06-2014;302;302;BOOG;001_RF_100.087
111;001_1103V_1.0;0,67;0,79;01-06-2014;01-06-2014;313;313;BOOG;001_RF_100.12
112;001_1103V_1.0;0,79;0,829;01-06-2014;01-06-2014;400;400;BOOG;001_RF_100.039
113;001_1103V_1.0;0,829;0,917;01-06-2014;01-06-2014;500;500;BOOG;001_RF_100.088
114;001_1103V_1.0;0,917;0,935;01-06-2014;01-06-2014;300;300;BOOG;001_RF_100.018
115;001_1103V_1.0;0,935;1,021;01-06-2014;01-06-2014;399;399;BOOG;001_RF_100.086
116;001_1107V_1.4;0,275;0,28;01-06-2014;01-06-2014;25000;25000;BOOG;001_w1107v-sRE_1.361
117;001_1107V_1.4;1,249;1,254;01-06-2014;01-06-2014;25000;25000;BOOG;001_RE_1.361
118;001_1107V_1.4;1,929;1,935;01-06-2014;01-06-2014;-25000;-25000;BOOG;001_RE_1.362
119;001_1107V_1.4;3,51;3,513;01-06-2014;01-06-2014;-25000;-25000;BOOG;001_RE_1.359
120;001_1107V_1.4;5,096;5,098;01-06-2014;01-06-2014;-25000;-25000;BOOG;001_RE_1.358
121;001_1107V_1.4;6,054;6,136;01-06-2014;01-06-2014;-1175;-1175;BOOG;001_RE_1.438
122;001_1107V_1.4;6,136;6,174;01-06-2014;01-06-2014;-960;-960;BOOG;001_RE_1.394
123;001_1107V_1.4;6,174;6,229;01-06-2014;01-06-2014;-1500;-1500;BOOG;001_RE_1.411
124;001_1107V_1.4;6,229;6,358;01-06-2014;01-06-2014;-1370;-1370;BOOG;001_RE_1.485
125;001_1107V_1.4;6,358;6,581;01-06-2014;01-06-2014;-1295;-1295;BOOG;001_RE_1.579
126;001_1107V_1.4;7,212;7,223;01-06-2014;01-06-2014;25000;25000;BOOG;001_RE_1.367
127;001_1107V_1.4;7,532;7,827;01-10-2018;01-10-2018;1608;1608;BOOG;001_RE_1.651
128;001_1107V_1.4;7,827;7,885;01-10-2018;01-10-2018;2000;2000;BOOG;001_RE_1.414
129;001_1107V_1.4;7,885;7,922;01-10-2018;01-10-2018;1100;1100;BOOG;001_RE_1.393
130;001_1107V_1.4;7,982;8,023;01-10-2018;01-10-2018;2320;2320;BOOG;001_RE_1.397
131;001_1125L_9.4;0,001;0,012;01-10-2018;01-10-2018;2320;2320;BOOG;001_1125_9.379
132;001_1125L_9.4;0,012;0,029;01-10-2018;01-10-2018;2320;2320;BOOG;001_1125_9.385
133;001_1125L_9.4;0,029;0,035;01-10-2018;01-10-2018;2320;2320;BOOG;001_1125_9.374
134;001_1125L_9.4;0,071;0,11;01-10-2018;01-10-2018;1100;1100;BOOG;001_w1125l-s621_9.407
135;001_1125L_9.4;0,11;0,155;01-10-2018;01-10-2018;2500;2500;BOOG;001_w1125l-s621_9.413
136;001_1125L_9.4;0,155;0,294;01-10-2018;01-10-2018;1450;1450;BOOG;001_w1125l-s621_9.507
137;001_1125L_9.4;0,314;0,407;01-10-2018;01-10-2018;2150;2150;BOOG;001_621_9.461
138;001_1125L_9.4;0,407;0,47;01-10-2018;01-10-2018;1150;1150;BOOG;001_621_9.431
139;001_1125L_9.4;0,47;0,496;01-10-2018;01-10-2018;2100;2100;BOOG;001_621_9.394
140;001_1125L_9.4;0,496;0,517;01-10-2018;01-10-2018;2100;2100;BOOG;001_621_9.389
141;001_1125L_9.4;0,517;0,534;01-10-2018;01-10-2018;2100;2100;BOOG;001_621_9.385
142;001_1125R_9.4;0,001;0,003;01-10-2018;01-10-2018;2320;2320;BOOG;001_622_9.37
143;001_1125R_9.4;0,003;0,004;01-10-2018;01-10-2018;250;250;BOOG;001_622_9.369
144;001_1125R_9.4;0,004;0,022;01-10-2018;01-10-2018;178;178;BOOG;001_622_9.386
145;001_1125R_9.4;0,022;0,029;01-10-2018;01-10-2018;2320;2320;BOOG;001_622_9.375
146;001_1125R_9.4;0,029;0,034;01-10-2018;01-10-2018;2320;2320;BOOG;001_622_9.373
147;001_1125R_9.4;0,034;0,084;01-10-2018;01-10-2018;-1250;-1250;BOOG;001_622_9.418
148;001_1125R_9.4;0,141;0,287;01-10-2018;01-10-2018;1490;1490;BOOG;001_622_9.514
149;001_1125R_9.4;0,287;0,365;01-10-2018;01-10-2018;1850;1850;BOOG;001_622_9.446
150;001_1125R_9.4;0,492;0,495;01-10-2018;01-10-2018;2100;2100;BOOG;001_s622-w1129l_9.371
151;001_1129V_9.9;0;0,007;01-10-2018;01-10-2018;2100;2100;BOOG;001_RD_9.907
152;001_1129V_9.9;0,007;0,063;01-10-2018;01-10-2018;1200;1200;BOOG;001_RD_9.956
153;001_1129V_9.9;0,063;0,074;01-10-2018;01-10-2018;1200;1200;BOOG;001_RD_9.911
154;001_1129V_9.9;0,074;0,091;01-10-2018;01-10-2018;1200;1200;BOOG;001_RD_9.917
155;001_1129V_9.9;0,091;0,099;01-10-2018;01-10-2018;1200;1200;BOOG;001_RD_9.908
156;001_1129V_9.9;0,119;0,177;01-10-2018;01-10-2018;2500;2500;BOOG;001_RD_9.958
157;001_1129V_9.9;0,197;0,346;01-10-2018;01-10-2018;1550;1550;BOOG;001_RD_10.049
158;001_1129V_9.9;1,579;1,588;01-06-2014;01-06-2014;-25000;-25000;BOOG;001_RD_9.909
159;001_1129V_9.9;2,025;2,038;01-06-2014;01-06-2014;25000;25000;BOOG;001_RD_9.913
160;001_1129V_9.9;2,757;2,922;01-06-2014;01-06-2014;-1200;-1200;BOOG;001_RD_10.065
161;001_1129V_9.9;2,922;3,054;01-06-2014;01-06-2014;-1175;-1175;BOOG;001_RD_10.032
162;001_1129V_9.9;3,054;3,28;01-06-2014;01-06-2014;-1090;-1090;BOOG;001_RD_10.126
163;001_1129V_9.9;4,622;4,629;01-06-2014;01-06-2014;25000;25000;BOOG;001_RD_9.907
164;001_1129V_9.9;5,435;5,443;01-06-2014;01-06-2014;25000;25000;BOOG;001_RD_9.908
165;001_1145L_15.3;0,083;0,11;01-06-2014;01-06-2014;-2500;-2500;BOOG;001_w1145l-s631_15.366
166;001_1145L_15.3;0,148;0,172;01-06-2014;01-06-2014;2500;2500;BOOG;001_w1145l-s631_15.363
167;001_1145L_15.3;0,291;0,356;01-06-2014;01-06-2014;5000;5000;BOOG;001_631_15.404
168;001_1145L_15.3;0,356;0,418;01-06-2014;01-06-2014;-5000;-5000;BOOG;001_631_15.401
169;001_1145R_15.3;0,002;0,028;01-06-2014;01-06-2014;260;260;BOOG;001_1145_15.365
170;001_1145R_15.3;0,039;0,058;01-11-2016;01-11-2016;-350;-350;BOOG;001_632_15.358
171;001_1145R_15.3;0,058;0,086;01-11-2016;01-11-2016;-550;-550;BOOG;001_632_15.367
172;001_1145R_15.3;0,121;0,124;01-11-2016;01-11-2016;-630;-630;BOOG;001_632_15.342
173;001_1145R_15.3;0,303;0,311;01-11-2016;01-11-2016;-1000;-1000;BOOG;001_632_15.347
174;012_303AL_8.4;1,92;2,038;01-02-2013;01-02-2013;-2100;-2100;BOOG;012_PB_8.527
175;012_303AL_8.4;2,038;2,246;01-02-2013;01-02-2013;-1940;-1940;BOOG;012_PB_8.617
176;012_303AL_8.4;2,688;2,695;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PB_8.416
177;012_303AL_8.4;4,046;4,048;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PB_8.411
178;012_303AL_8.4;4,583;4,584;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PB_8.41
179;012_303AL_8.4;5,583;5,622;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.448
180;012_303AL_8.4;6,158;6,236;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PB_8.487
181;012_303AL_8.4;6,755;6,791;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.445
182;012_303AL_8.4;8,042;8,045;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.412
183;012_303AL_8.4;8,922;8,927;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PB_8.414
184;012_303AL_8.4;9,525;9,534;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.418
185;012_303AL_8.4;10,233;10,236;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.412
186;012_303AL_8.4;10,739;10,957;01-08-2016;01-08-2016;-690;-690;BOOG;012_sPB-w315/313Bv_8.627
187;012_303BV_8.5;0,024;0,062;01-02-2013;01-02-2013;-2400;-2400;BOOG;012_w303Bv-sOB_8.579
188;012_303BV_8.5;0,113;0,133;01-02-2013;01-02-2013;-10000;-10000;BOOG;012_w303Bv-sOB_8.561
189;012_303BV_8.5;0,207;0,434;01-02-2013;01-02-2013;14300;14300;BOOG;012_OB_8.768
190;012_303BV_8.5;1,239;1,258;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.56
191;012_303BV_8.5;1,701;1,802;01-02-2013;01-02-2013;-1700;-1700;BOOG;012_OB_8.642
192;012_303BV_8.5;1,802;1,879;01-02-2013;01-02-2013;-2190;-2190;BOOG;012_OB_8.618
193;012_303BV_8.5;1,879;2,134;01-02-2013;01-02-2013;-1980;-1980;BOOG;012_OB_8.796
194;012_303BV_8.5;2,405;2,414;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.55
195;012_303BV_8.5;2,827;2,83;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OB_8.544
196;012_303BV_8.5;3,969;3,971;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OB_8.543
197;012_303BV_8.5;4,633;4,634;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OB_8.542
198;012_303BV_8.5;5,447;5,48;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.574
199;012_303BV_8.5;5,641;5,68;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.58
200;012_303BV_8.5;5,901;5,958;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OB_8.598
201;012_303BV_8.5;6,054;6,121;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OB_8.608
202;012_303BV_8.5;6,538;6,553;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.556
203;012_303BV_8.5;6,66;6,694;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.575
204;012_303BV_8.5;8,179;8,181;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.543
205;012_303BV_8.5;9,181;9,191;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OB_8.551
206;012_303BV_8.5;9,462;9,483;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.562
207;012_303BV_8.5;9,983;9,986;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OB_8.544
208;012_303BV_8.5;10,451;10,457;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.547
209;012_303BV_8.5;10,658;10,82;01-08-2016;01-08-2016;-585;-585;BOOG;012_sOB-w313A/311v_8.703
210;012_311L_19.4;0,05;0,061;01-08-2016;01-08-2016;-230;-230;BOOG;012_318_19.388
211;012_311L_19.4;0,061;0,078;01-08-2016;01-08-2016;-500;-500;BOOG;012_318_19.394
212;012_311L_19.4;0,078;0,103;01-08-2016;01-08-2016;-308;-308;BOOG;012_318_19.402
213;012_311L_19.4;0,103;0,15;01-08-2016;01-08-2016;-308;-308;BOOG;012_318_19.424
214;012_311L_19.4;0,165;0,213;01-08-2016;01-08-2016;-190;-190;BOOG;012_318_19.425
215;012_311L_19.4;0,213;0,244;01-08-2016;01-08-2016;-1050;-1050;BOOG;012_318_19.408
216;012_311qV_19.4;0,006;0,007;01-08-2016;01-08-2016;999999;999999;BOOG;012_313A/311_19.393
217;012_311qV_19.4;0,026;0,027;01-08-2016;01-08-2016;-204;-204;BOOG;012_313A/311_19.393
218;012_313AR_19.4;0,092;0,148;01-08-2016;01-08-2016;-1100;-1100;BOOG;012_311_19.433
219;012_313AR_19.4;0,499;0,502;01-08-2016;01-08-2016;-10000;-10000;BOOG;012_311_19.38
220;012_313AR_19.4;0,704;0,73;01-08-2016;01-08-2016;-20000;-20000;BOOG;012_311_19.403
221;012_315L_19.4;0,039;0,082;01-08-2016;01-08-2016;-2000;-2000;BOOG;012_313_19.455
222;012_315L_19.4;0,112;0,154;01-08-2016;01-08-2016;1200;1200;BOOG;012_313_19.454
223;012_315L_19.4;0,592;0,624;01-08-2016;01-08-2016;280;280;BOOG;012_313_19.444
224;012_315L_19.4;0,624;0,655;01-08-2016;01-08-2016;-6000;-6000;BOOG;012_313_19.443
225;012_315R_19.4;0,048;0,07;01-08-2016;01-08-2016;-550;-550;BOOG;012_w315/313Bv-s312_19.434
226;012_315R_19.4;0,505;0,508;01-08-2016;01-08-2016;-10000;-10000;BOOG;012_312_19.415
227;012_315R_19.4;0,658;0,664;01-08-2016;01-08-2016;-10000;-10000;BOOG;012_s312-w325A/323v_19.418
228;012_323pV_20.1;0,025;0,026;01-08-2016;01-08-2016;204;204;BOOG;012_325A/323_20.119
229;012_323qV_20.1;0,025;0,026;01-08-2016;01-08-2016;-204;-204;BOOG;012_325A/323_20.119
230;012_325AL_20.1;0,147;0,219;01-08-2016;01-08-2016;-620;-620;BOOG;012_PC_20.174
231;012_325AL_20.1;0,239;0,413;01-08-2016;01-08-2016;-825;-825;BOOG;012_PC_20.276
232;012_325AL_20.1;0,413;0,485;01-08-2016;01-08-2016;-847;-847;BOOG;012_PC_20.174
233;012_325AL_20.1;0,68;0,691;01-02-2013;01-02-2013;10000;10000;BOOG;012_PC_20.113
234;012_325AL_20.1;0,773;0,784;01-02-2013;01-02-2013;-10000;-10000;BOOG;012_PC_20.113
235;012_325AL_20.1;0,943;0,949;01-02-2013;01-02-2013;30000;30000;BOOG;012_PC_20.108
236;012_325AL_20.1;1,247;1,256;01-02-2013;01-02-2013;30000;30000;BOOG;012_PC_20.111
237;012_325AL_20.1;3,653;3,654;01-02-2013;01-02-2013;30000;30000;BOOG;012_PC_20.103
238;012_325AL_20.1;3,896;3,907;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PC_20.113
239;012_325AL_20.1;4,003;4,019;01-02-2013;01-02-2013;30000;30000;BOOG;012_sPC-w341Av_20.118
240;012_325AR_20.1;0,024;0,028;01-08-2016;01-08-2016;2000;2000;BOOG;012_w325A/323v-w325Br_20.106
241;012_325AR_20.1;0,034;0,038;01-08-2016;01-08-2016;-2000;-2000;BOOG;012_w325A/323v-w325Br_20.106
242;012_325AR_20.1;0,052;0,073;01-08-2016;01-08-2016;-180;-180;BOOG;012_325B_20.123
243;012_325BV_20.2;0,061;0,158;01-08-2016;01-08-2016;-595;-595;BOOG;012_OC_20.272
244;012_325BV_20.2;0,188;0,299;01-08-2016;01-08-2016;-960;-960;BOOG;012_OC_20.286
245;012_325BV_20.2;0,329;0,412;01-08-2016;01-08-2016;-830;-830;BOOG;012_OC_20.258
246;012_325BV_20.2;0,608;0,618;01-02-2013;01-02-2013;10000;10000;BOOG;012_OC_20.185
247;012_325BV_20.2;0,708;0,714;01-02-2013;01-02-2013;-10000;-10000;BOOG;012_OC_20.181
248;012_325BV_20.2;0,797;0,804;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OC_20.182
249;012_325BV_20.2;1,252;1,263;01-02-2013;01-02-2013;30000;30000;BOOG;012_OC_20.186
250;012_325BV_20.2;1,893;1,908;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OC_20.19
251;012_325BV_20.2;2,008;2,026;01-02-2013;01-02-2013;30000;30000;BOOG;012_OC_20.193
