GEOCODE;GEOSUBCODE;GEOCODE_NR;NAAM;VERKORTING;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
204;204__;204;Herfte Aansl. - Mariënberg;Hea-Mrb;20230424;C;21
602;602_a;602;Herfte Aansl.;Hea;20230424;C;21
013;013__;13;Herfte Aansl. - Meppel;Hea-Mp;20230424;C;21
014;014__;14;Zwolle - Herfte Aansl.;Zl-Hea;20230424;C;21
490;490_c;490;Amsterdam Houtrakpolder (gebied);Hrp;20230424;C;21
784;784__;784;Visé (B) - Eijsden Grens;Fvs-Edng;20230424;C;21
071;071__;71;Eijsden - Maastricht;Edn-Mt;20230424;C;21
528;528_a;528;Hilversum;Hvs;20230424;C;21
557;557_c;557;Terneuzen Aansl.;Tnza;20230424;C;21
823;823_a;823;Oosterhout Weststad;Otw;20230424;C;21
524;524_a;524;Zaandam;Zd;20230424;C;21
010;010__;10;Haren - Groningen Losplaats;Hrn-Gnl;20230424;C;21
079;079__;79;Zaandam - Hoorn;Zd-Hn;20230424;C;21
851;851_c;851;Born Franciscushaven;Bonfh;20230424;C;21
468;468_a;468;Rotterdam Eemhaven;Reh;20230424;C;21
562;562_a;562;De Haar Aansl.;Har;20230424;C;21
124;124_b;124;Tilburg - Vught Aansl.;Tb-Vga;20230424;C;21
606;606_a;606;Almelo;Aml;20230424;C;21
463;463__;463;Stadskanaal Hoofdstation - Musselkanaal=Valthermond;Skn-Mkv;20230424;C;21
503;503_b;503;Deventer;Dv;20230424;C;21
527;527_c;527;Haarlem;Hlm;20230424;C;21
587;587_d;587;Diemen;Dmn;20230424;C;21
859;859__;859;Sas van Gent Cerestar;Svgca;20230424;C;21
612;612_a;612;Barneveld Noord;Bnn;20230424;C;21
553;553_c;553;Sittard;Std;20230424;C;21
080;080__;80;Amsterdam Bijlmer - Nieuwersluis=Loenen;Asb-Nws;20230424;C;21
095;095__;95;Hilversum - Blauwkapel;Hvs-Bkp;20230424;C;21
133;133_a;133;Amsterdam Riekerpolder - Warmond;Asra-Wmd;20230424;C;21
603;603_e;603;Zwolle;Zl;20230424;C;21
603;603_d;603;Zwolle;Zl;20230424;C;21
603;603_b;603;Zwolle;Zl;20230424;C;21
603;603_a;603;Zwolle;Zl;20230424;C;21
018;018__;18;Deventer - Zwolle;Dv-Zl;20230424;C;21
206;206__;206;Zwolle - Wierden;Zl-Wdn;20230424;C;21
470;470_h;470;Botlek;Bot;20230424;C;21
470;470_g;470;Botlek;Bot;20230424;C;21
470;470_l;470;Botlek;Bot;20230424;C;21
470;470_k;470;Botlek;Bot;20230424;C;21
470;470_c;470;Botlek;Bot;20230424;C;21
470;470_a;470;Botlek;Bot;20230424;C;21
950;950_a;950;Barendrecht Vork - Rotterdam Maasvlakte;Brdv-Mvt;20230424;C;21
541;541_d;541;Weesp Aansl.;Wpa;20230424;C;21
617;617_b;617;Boxtel;Btl;20230424;C;21
021;021__;21;Barneveld Noord - Apeldoorn;Bnn-Apd;20230424;C;21
611;611_b;611;Zevenaar;Zv;20230424;C;21
611;611_c;611;Zevenaar;Zv;20230424;C;21
611;611_a;611;Zevenaar;Zv;20230424;C;21
039;039__;39;Zevenaar - Zevenaar Grens;Zv-Zvg;20230424;C;21
485;485_g;485;Amsterdam Hemhaven (gebied);Asdh;20230424;C;21
785;785__;785;Lanaken (B) - Maastricht grens;Glk-Mtg;20230424;C;21
072;072_a;72;Maastricht - Maastricht Grens;Mt-Mtg;20230424;C;21
063;063__;63;Maastricht - Sittard;Mt-Std;20230424;C;21
828;828_a;828;Tiel Gem. Stamlijn;Tlgs;20230424;C;21
073;073__;73;Den Helder - Heerhugowaard;Hdr-Hwd;20230424;C;21
600;600_b;600;Sauwerd;Swd;20230424;C;21
938;938__;938;CUP Valburg;Cup;20230424;C;21
817;817_a;817;Vlissingen Sloehaven;Sloe;20230424;C;21
072;072_b;72;Maastricht - Maastricht Grens;Mt-Mtg;20230424;C;21
485;485_c;485;Amsterdam Hemhaven (gebied);Asdh;20230424;C;21
485;485_m;485;Amsterdam Hemhaven (gebied);Asdh;20230424;C;21
485;485_f;485;Amsterdam Hemhaven (gebied);Asdh;20230424;C;21
485;485_a;485;Amsterdam Hemhaven (gebied);Asdh;20230424;C;21
542;542_a;542;Dordrecht;Ddr;20230424;C;21
129;129__;129;Terneuzen Aansl. - Terneuzen;Tnza-Tnz;20230424;C;21
667;667_a;667;Prinsenbeek;Pb;20230424;C;21
623;623__;623;Alphen a/d Rijn;Apn;20230424;C;21
477;477_e;477;Rotterdam Europoort 3;Re3;20230424;C;21
205;205__;205;Mariënberg - Almelo;Mrb-Aml;20230424;C;21
818;818_b;818;Terneuzen Dow Chemical;Trzdow;20230424;C;21
822;822_b;822;Zwijndrecht Groote Lindt;Zwdi;20230424;C;21
075;075__;75;Alkmaar - Uitgeest;Amr-Utg;20230424;C;21
817;817_g;817;Vlissingen Sloehaven;Sloe;20230424;C;21
085;085__;85;Haarlem - Warmond;Hlm-Wmd;20230424;C;21
076;076__;76;Santpoort Noord - Uitgeest;Sptn-Utg;20230424;C;21
006;006__;6;Groningen - Sauwerd;Gn-Swd;20230424;C;21
097;097__;97;Nieuwersluis=Loenen - Breukelen;Nws-Bkl;20230424;C;21
144;144_b;144;Duivendrecht - Amsterdam Riekerpolder;Dvd-Asra;20230424;C;21
144;144_a;144;Duivendrecht - Amsterdam Riekerpolder;Dvd-Asra;20230424;C;21
535;535_b;535;Amsterdam Bijlmer Arena;Asb;20230424;C;21
096;096_a;96;Amsterdam Muiderpoort - Duivendrecht;Asdm-Dvd;20230424;C;21
535;535_c;535;Amsterdam Bijlmer Arena;Asb;20230424;C;21
027;027__;27;Diemen - Duivendrecht;Dmn-Dvd;20230424;C;21
555;555__;555;Rotterdam Centraal;Rtd;20230424;C;21
309;309__;309;Landgraaf - Simpelveld;Lg-Spv;20230424;C;21
094;094__;94;Utrecht Centraal - Blauwkapel;Ut-Bkp;20230424;C;21
817;817_l;817;Vlissingen Sloehaven;Sloe;20230424;C;21
604;604_b;604;Hattemerbroek;Htba;20230424;C;21
589;589_b;589;Duivendrecht;Dvd;20230424;C;21
589;589_e;589;Duivendrecht;Dvd;20230424;C;21
862;862__;862;Budel Zinkfabriek;Bdlz;20230424;C;21
549;549_b;549;Haren;Hrn;20230424;C;21
820;820__;820;Almelo Dollegoor;Amldol;20230424;C;21
604;604_a;604;Hattemerbroek;Htba;20230424;C;21
926;926__;926;Zwolle Rangeerterrein;Zlr;20230424;C;21
626;626_a;626;Hoorn;Hn;20230424;C;21
139;139__;139;Zaandam - Amsterdam Sloterdijk;Zd-Ass;20230424;C;21
121;121_a;121;Breda - Lage Zwaluwe;Bd-Zlw;20230424;C;21
526;526_a;526;Amsterdam Muiderpoort;Asdm;20230424;C;21
490;490_d;490;Amsterdam Houtrakpolder (gebied);Hrp;20230424;C;21
474;474_a;474;Rotterdam Europoort 1;Re1;20230424;C;21
096;096_b;96;Amsterdam Muiderpoort - Duivendrecht;Asdm-Dvd;20230424;C;21
535;535_a;535;Amsterdam Bijlmer Arena;Asb;20230424;C;21
589;589_a;589;Duivendrecht;Dvd;20230424;C;21
589;589_c;589;Duivendrecht;Dvd;20230424;C;21
561;561__;561;Den Haag Laan van NOI;Laa;20230424;C;21
536;536__;536;Den Haag HS;Gv;20230424;C;21
564;564_a;564;Den Haag Binckhorst;Bkh;20230424;C;21
564;564_f;564;Den Haag Binckhorst;Bkh;20230424;C;21
589;589_d;589;Duivendrecht;Dvd;20230424;C;21
851;851_a;851;Born Franciscushaven;Bonfh;20230424;C;21
031;031_b;31;Zutphen - Hengelo;Zp-Hgl;20230424;C;21
091;091__;91;Den Dolder - Baarn;Dld-Brn;20230424;C;21
126;126_a;126;Roosendaal - Roosendaal Grens;Rsd-Rsdg;20230424;C;21
008;008__;8;Leeuwarden - Stavoren;Lw-Stv;20230424;C;21
017;017__;17;Amersfoort Aansl. - Hattemerbroek;Ama-Htba;20230424;C;21
514;514_a;514;Nijmegen;Nm;20230424;C;21
839;839_a;839;Tilburg de Loven;Tbio;20230424;C;21
654;654__;654;Assen;Asn;20230424;C;21
564;564_d;564;Den Haag Binckhorst;Bkh;20230424;C;21
564;564_c;564;Den Haag Binckhorst;Bkh;20230424;C;21
564;564_b;564;Den Haag Binckhorst;Bkh;20230424;C;21
212;212__;212;Winterswijk - Zevenaar;Ww-Zv;20230424;C;21
549;549_a;549;Haren;Hrn;20230424;C;21
530;530_a;530;Den Dolder;Dld;20230424;C;21
557;557_g;557;Terneuzen Aansl.;Tnza;20230424;C;21
020;020__;20;Amersfoort Aansl. - Barneveld Noord;Ama-Bnn;20230424;C;21
521;521_a;521;Schin op Geul;Sog;20230424;C;21
823;823_b;823;Oosterhout Weststad;Otw;20230424;C;21
451;451_b;451;Coevorden - Coevorden Grens;Co-Cog;20230424;C;21
618;618_b;618;Eindhoven;Ehv;20230424;C;21
858;858__;858;Arnhem Gem. Stamlijn;Gsah;20230424;C;21
089;089__;89;Amersfoort - Amersfoort Aansl.;Amf-Ama;20230424;C;21
825;825__;825;Roosendaal Majoppeveld Noord;Rsdmn;20230424;C;21
023;023__;23;Apeldoorn - Deventer;Apd-Dv;20230424;C;21
200;200__;200;Winsum - Roodeschool;Wsm-Rd;20230424;C;21
519;519_b;519;Roermond;Rm;20230424;C;21
485;485_k;485;Amsterdam Hemhaven (gebied);Asdh;20230424;C;21
485;485_h;485;Amsterdam Hemhaven (gebied);Asdh;20230424;C;21
166;166__;166;Rotterdam Westelijke Splitsing - Nieuw Vennep;Wspl-Nvp;20230424;C;21
503;503_c;503;Deventer;Dv;20230424;C;21
527;527_b;527;Haarlem;Hlm;20230424;C;21
527;527_f;527;Haarlem;Hlm;20230424;C;21
553;553_b;553;Sittard;Std;20230424;C;21
560;560_b;560;Den Haag Centraal;Gvc;20230424;C;21
560;560_a;560;Den Haag Centraal;Gvc;20230424;C;21
831;831_a;831;Oss Racc. Elzenburg;Oelz;20230424;C;21
044;044__;44;Ressen=Bemmel - Nijmegen;Rsb-Nm;20230424;C;21
551;551_b;551;Tilburg;Tb;20230424;C;21
609;609__;609;Zutphen;Zp;20230424;C;21
545;545_a;545;Roosendaal;Rsd;20230424;C;21
058;058__;58;Budel Grens - Weert;Bdlg-Wt;20230424;C;21
588;588__;588;Amsterdam Dijksgracht;Dgr;20230424;C;21
606;606_c;606;Almelo;Aml;20230424;C;21
049;049__;49;Nijmegen - Beugen;Nm-Bug;20230424;C;21
100;100__;100;Utrecht Centraal - Harmelen Aansl.;Ut-Hmla;20230424;C;21
532;532__;532;Harmelen Aansl.;Hmla;20230424;C;21
490;490_e;490;Amsterdam Houtrakpolder (gebied);Hrp;20230424;C;21
606;606_b;606;Almelo;Aml;20230424;C;21
520;520_b;520;Maastricht;Mt;20230424;C;21
520;520_c;520;Maastricht;Mt;20230424;C;21
520;520_a;520;Maastricht;Mt;20230424;C;21
817;817_b;817;Vlissingen Sloehaven;Sloe;20230424;C;21
435;435__;435;Hoorn - Medemblik;Hn-Mbk;20230424;C;21
507;507_a;507;Velperbroek Aansl.;Va;20230424;C;21
533;533__;533;Woerden;Wd;20230424;C;21
046;046__;46;Meteren Aansl. - s Hertogenbosch;Mtna-Ht;20230424;C;21
801;801_k;801;Moerdijk Industrieterrein;Mdki;20230424;C;21
490;490_g;490;Amsterdam Houtrakpolder (gebied);Hrp;20230424;C;21
092;092__;92;Baarn - Amersfoort;Brn-Amf;20230424;C;21
099;099__;99;Breukelen - Harmelen Aansl.;Bkl-Hmla;20230424;C;21
400;400__;400;Emmen - Weerdinge;Emn-Wdg;20230424;C;21
034;034__;34;Velperbroek Aansl. - Dieren;Va-Dr;20230424;C;21
927;927__;927;Watergraafsmeer;Wgm;20230424;C;21
143;143__;143;Leidschenveen - Leidschendam Lijnwerkplaats;Ldvn-Ldvwpl;20230424;C;21
506;506_c;506;Amersfoort;Amf;20230424;C;21
451;451_a;451;Coevorden - Coevorden Grens;Co-Cog;20230424;C;21
037;037__;37;Arnhem - Velperbroek Aansl.;Ah-Va;20230424;C;21
132;132__;132;Moordrecht Aansl. - Rotterdam Kleiweg;Mda-Rtkw;20230424;C;21
815;815_c;815;Roodeschool Eemshaven;Rde;20230424;C;21
121;121_b;121;Breda - Lage Zwaluwe;Bd-Zlw;20230424;C;21
522;522_b;522;Uitgeest;Utg;20230424;C;21
476;476_c;476;Rotterdam Europoort 2;Re2;20230424;C;21
490;490_h;490;Amsterdam Houtrakpolder (gebied);Hrp;20230424;C;21
120;120_b;120;Lage Zwaluwe - Roosendaal;Zlw-Rsd;20230424;C;21
485;485_l;485;Amsterdam Hemhaven (gebied);Asdh;20230424;C;21
486;486_f;486;Amsterdam Westhaven (gebied);Awhv;20230424;C;21
486;486_r;486;Amsterdam Westhaven (gebied);Awhv;20230424;C;21
486;486_a;486;Amsterdam Westhaven (gebied);Awhv;20230424;C;21
486;486_k;486;Amsterdam Westhaven (gebied);Awhv;20230424;C;21
543;543_b;543;Hengelo;Hgl;20230424;C;21
509;509_b;509;Baarn;Brn;20230424;C;21
026;026__;26;Hengelo - Oldenzaal Grens;Hgl-Odzg;20230424;C;21
069;069__;69;Simpelveld - Schin op Geul;Spv-Sog;20230424;C;21
024;024__;24;Deventer - Wierden;Dv-Wdn;20230424;C;21
822;822_a;822;Zwijndrecht Groote Lindt;Zwdi;20230424;C;21
477;477_a;477;Rotterdam Europoort 3;Re3;20230424;C;21
585;585__;585;Diemen Aansl.;Dmna;20230424;C;21
666;666_e;666;Meteren Aansl.;Mtna;20230424;C;21
667;667_b;667;Prinsenbeek;Pb;20230424;C;21
525;525_c;525;Amsterdam Singelgracht Aansl.;Sgra;20230424;C;21
525;525_a;525;Amsterdam Singelgracht Aansl.;Sgra;20230424;C;21
486;486_c;486;Amsterdam Westhaven (gebied);Awhv;20230424;C;21
603;603_f;603;Zwolle;Zl;20230424;C;21
476;476_b;476;Rotterdam Europoort 2;Re2;20230424;C;21
476;476_a;476;Rotterdam Europoort 2;Re2;20230424;C;21
055;055__;55;Blerick - Eindhoven;Br-Ehv;20230424;C;21
486;486_d;486;Amsterdam Westhaven (gebied);Awhv;20230424;C;21
523;523_c;523;Amsterdam Sloterdijk;Ass;20230424;C;21
523;523_b;523;Amsterdam Sloterdijk;Ass;20230424;C;21
523;523_a;523;Amsterdam Sloterdijk;Ass;20230424;C;21
507;507_c;507;Velperbroek Aansl.;Va;20230424;C;21
065;065__;65;Heerlen - Landgraaf;Hrl-Lg;20230424;C;21
801;801_g;801;Moerdijk Industrieterrein;Mdki;20230424;C;21
522;522_a;522;Uitgeest;Utg;20230424;C;21
167;167__;167;Zevenbergschenhoek Aansluiting;Zha;20230424;C;21
603;603_c;603;Zwolle;Zl;20230424;C;21
552;552_b;552;Groningen Losplaats;Gnl;20230424;C;21
553;553_a;553;Sittard;Std;20230424;C;21
801;801_f;801;Moerdijk Industrieterrein;Mdki;20230424;C;21
503;503_a;503;Deventer;Dv;20230424;C;21
620;620__;620;Alkmaar;Amr;20230424;C;21
041;041__;41;Arnhem - Elst;Ah-Est;20230424;C;21
557;557_d;557;Terneuzen Aansl.;Tnza;20230424;C;21
817;817_k;817;Vlissingen Sloehaven;Sloe;20230424;C;21
605;605__;605;Wierden;Wdn;20230424;C;21
015;015__;15;Zwolle - Kampen;Zl-Kpn;20230424;C;21
068;068__;68;Simpelveld Grens - Simpelveld;Spvg-Spv;20230424;C;21
781;781_a;781;Aachen (D) - Herzogenrath (D);A-Hz;20230424;C;21
950;950_d;950;Barendrecht Vork - Rotterdam Maasvlakte;Brdv-Mvt;20230424;C;21
470;470_n;470;Botlek;Bot;20230424;C;21
