TRAJECT;N_SP_NAAR;TRJ_NAAR;N_SP_VAN;TRJ_VAN;SEGMENT_IDENTIFICATIE;SPOORLIJNNAAM;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ;ABC;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
Asd-Hlm;;Hlm;603;Asd;70ba2ad1-5791-4498-8e0c-e9ffe399078cd4dab830-e6da-4377-825d-dc348aa3c714;603;100-0;648554;691376;38922;-3900;;EIND;;C;20230424;C;21
Wp-Kv;;Kv;GP;Wp;506cc801-6435-4ef8-3652-ed435cf0aebc;GP;0-100;0;198822;3899;202721;BEGIN;;;B;20230424;C;21
Wp-Kv;;Kv;GP;Wp;7366c69b-16bc-435c-ba4e-f6ae2474977edd451825-5747-4a5f-9f5f-6a9a4c8a3b42;GP;0-100;198822;261453;-4500;58131;;;;B;20230424;C;21
Wp-Kv;;Kv;GP;Wp;da792799-d4e6-32a6-7264-2b2277bdd340;GP;0-100;261453;262452;58131;59130;;;;B;20230424;C;21
Wp-Kv;;Kv;GP;Wp;65379a5c-726b-c34e-5959-0a043bf5ab91;GP;0-100;262452;2365176;59130;2161854;;;;B;20230424;C;21
Wp-Kv;;Kv;GP;Wp;a62c04e3-69a3-4bc3-9be0-88494f1958b1473310ec-4b1f-4b8c-921e-c2d884a678e1;GP;100-0;2365176;2430222;61146;-3900;;EIND;;B;20230424;C;21
Swd-Rd;;Rd;162;Swd;c800e943-7b6e-4258-8e4b-b8daafa343f04d77d572-d64b-4c65-af6c-1ab623aa8209;162;0-100;0;38486;-4500;33986;BEGIN;;215;B;20230424;C;21
Swd-Rd;;Rd;162;Swd;7b2e78dd-9e61-a2c2-c9d1-cf429a9dfeab;162;0-100;38486;357177;33986;352677;;;;B;20230424;C;21
Swd-Rd;;Rd;162;Swd;fd98b942-256a-471c-986d-ad982662973900dc5670-2abd-4687-a14c-a9e886f5d0a9;162;100-0;357177;395742;34065;-4500;;EIND;;B;20230424;C;21
Ypb-Gv;;Gv;181;Ypb;c7863cc1-4528-4b15-bc76-76da43417083f28042c1-d373-4be0-b0a4-e5fba2df42de;181;0-100;0;65055;-3899;61156;BEGIN;;195;D;20230424;C;21
Ypb-Gv;;Gv;181;Ypb;fdeb243d-ef91-b398-ed4d-3a0af12f9ba0;181;100-0;65055;706533;645378;3900;;;;D;20230424;C;21
Ypb-Gv;;Gv;181;Ypb;99aff38f-0534-4f06-9d17-e608795fe0bce86b24a2-d587-436f-a3f3-730f9097106a;181;0-100;706533;746903;-3900;36470;;;;D;20230424;C;21
Ypb-Gv;;Gv;181;Ypb;d503cf85-0ad7-7945-ac1e-9a044b51f3c2;181;100-0;746903;762353;36470;51920;;;;D;20230424;C;21
Ypb-Gv;;Gv;181;Ypb;bb56972e-cb2f-4ab9-9f82-24f7a27fa4185e2e3185-4ba0-4b17-b642-ef6c989e15f1;181;100-0;762353;802724;36470;-3901;;EIND;;D;20230424;C;21
Asra-Hfd;;Hfd;106;Asra;83b3d092-3b49-495b-a6d1-0c3d51f15d3223d929c0-c4d6-4df0-bb57-4f7ae91d4a61;106;0-100;0;59853;-3600;56253;BEGIN;;1061;E;20230424;C;21
Asra-Hfd;;Hfd;106;Asra;09dd5d30-419b-a13a-a7f3-9f52c312a96e;106;0-100;59853;825638;56253;822038;;;;E;20230424;C;21
Asra-Hfd;;Hfd;106;Asra;8b4caae4-8a13-4fca-ae42-92faa98500327798e5a0-25bb-45f3-bf5e-2cd6d0a618f5;106;100-0;825638;885450;56212;-3600;;EIND;;E;20230424;C;21
Lg-Krd;;Krd;902;Lg;48f8b50e-9bc9-4b2a-9bd6-29b1d0d2cc4c0fc98430-c1f2-4929-9f5c-997232ed4c9b;902;0-100;0;53721;-3900;49821;BEGIN;;141;B;20230424;C;21
Lg-Krd;;Krd;902;Lg;21776673-07f7-8dac-309c-d55478f895e0;902;0-100;53721;505679;49821;501779;;;;B;20230424;C;21
Lg-Krd;;Krd;902;Lg;4519b6e3-e896-48ee-95d7-d0c9f0623ef3498dd6f1-d021-42bb-9064-457f682da03f;902;100-0;505679;546014;35835;-4500;;EIND;;B;20230424;C;21
Mp-Hrn;;Hrn;332;Mp;e35ef913-f78c-4043-ae38-ad4564a6f516a34d3fac-20d4-41b6-9724-83ab45188ca9;332;0-100;0;65045;-3900;61145;BEGIN;;413;C;20230424;C;21
Mp-Hrn;;Hrn;332;Mp;148a5e18-4380-a4cb-77e4-36592b189202;332;100-0;65045;408522;404622;61145;;;;C;20230424;C;21
Mp-Hrn;;Hrn;332;Mp;57679793-c4b7-4959-af03-2bf018fb1e06b6529706-a9c8-493c-8445-b33e413b14fa;332;100-0;408522;473567;61145;-3900;;;;C;20230424;C;21
Mp-Hrn;;Hrn;332;Mp;fd0220ff-af30-991e-ea77-66d9f577b9b6;332;100-0;473567;606169;3900;136502;;EIND;;C;20230424;C;21
Hmla-Wd;KF;Wd;KD;Hmla;88f3157f-dacc-43f1-0e69-ecf0f0c7738f;KD-KF;0-100;0;85920;5099;91019;BEGIN;;;D;20230424;C;21
Hmla-Wd;KF;Wd;KD;Hmla;40f8cd6b-5a2f-09af-45f1-e76030caa455;KD-KF;0-100;85920;2786290;91019;2791389;;;;D;20230424;C;21
Hmla-Wd;KF;Wd;KD;Hmla;a9ba349d-2b63-023d-0956-91c334377df1;KD-KF;0-100;2786290;3203172;2791389;3208271;;EIND;;D;20230424;C;21
Nm-Br;;Br;331;Nm;1a398c70-3839-408b-be2e-85428be715258a0e4f61-bd61-49fd-9c0c-0dc878710ac4;331;0-100;0;53705;-3900;49805;BEGIN;;69;B;20230424;C;21
Nm-Br;;Br;331;Nm;089d9be3-3e54-a05c-2baa-62d53e0627b0;331;0-100;53705;1087551;49805;1083651;;;;B;20230424;C;21
Nm-Br;;Br;331;Nm;3b452409-adb6-4c9f-a84b-a3702d1dcdba2a79a6dd-759e-4b7b-ad83-afecdcb7fdcd;331;100-0;1087551;1139071;47020;-4500;;EIND;;B;20230424;C;21
Nm-Br;;Br;321;Nm;671ef92a-ebf1-4f2e-a76e-6cae822ad801bcf4ecf4-5d69-4710-86cf-9b51d52dade5;321;0-100;0;38565;-4500;34065;BEGIN;;53;B;20230424;C;21
Nm-Br;;Br;321;Nm;b22fad71-5c7d-7d97-0ada-753db8a79379;321;0-100;38565;760948;34065;756448;;;;B;20230424;C;21
Nm-Br;;Br;321;Nm;ba455c6a-8f2c-414c-9bb0-d203cea578248453d36e-7f96-4042-a9e1-a64f75a2742a;321;100-0;760948;799514;34066;-4500;;EIND;;B;20230424;C;21
Hdr-Hwd;;Hwd;501;Hdr;e8df6d87-daa4-44cf-a073-cdd49778979a2fe6ee37-3d27-4be0-b2b8-08b0b92caf9b;501;0-100;0;53705;-3900;49805;BEGIN;;1135;B;20230424;C;21
Hdr-Hwd;;Hwd;501;Hdr;0df9232d-ddb1-cc9f-5322-767428adf6be;501;0-100;53705;394043;49805;390143;;;;B;20230424;C;21
Hdr-Hwd;;Hwd;501;Hdr;26d9cb70-2a47-4b80-8a69-2219d6231fe51aab96ce-3b50-4a6c-bbb4-7d9d04989baf;501;100-0;394043;447747;49804;-3900;;EIND;;B;20230424;C;21
Ztwo-Ledn;LH;Ledn;LG;Ztwo;449e6165-5e72-4604-bd61-975119013d828231c623-81bf-475e-bb06-2f9681622051;LG-LH;0-100;0;127185;-5700;121485;BEGIN;;317;A;20230424;C;21
Ztwo-Ledn;LH;Ledn;LG;Ztwo;97e900ba-ff98-34d1-12c3-1ee2e57d2d27;LG-LH;0-100;127185;4209415;4203713;121483;;;;A;20230424;C;21
Ztwo-Ledn;LH;Ledn;LG;Ztwo;0e6fe2bd-2621-4c52-be19-b60d7e7eca4f7edd4f3e-8a58-424e-bd38-a7b0d8ad3b45;LG-LH;100-0;4209415;4342998;121483;-12100;;;;A;20230424;C;21
Ztwo-Ledn;LH;Ledn;LG;Ztwo;6fd9f272-d1f2-2e37-5ebb-89ef0319753e;LG-LH;0-100;4342998;6037608;12100;1706710;;;;A;20230424;C;21
Ztwo-Ledn;LH;Ledn;LG;Ztwo;7d3849c2-2fef-4b3e-9698-aa5d660f59056ba4db9c-ff39-46e1-9257-bdae7d8f95da;LG-LH;0-100;6037608;6100235;-4500;58127;;;;A;20230424;C;21
Ztwo-Ledn;LH;Ledn;LG;Ztwo;74397a7d-ee02-c719-b8ea-0776d3cbccef;LG-LH;0-100;6100235;7009542;1326612;417305;;;;A;20230424;C;21
Ztwo-Ledn;LH;Ledn;LG;Ztwo;7932b058-44d5-4622-7ac0-12f7bb713071;LG-LH;0-100;7009542;7311592;417305;115255;;;;A;20230424;C;21
Ztwo-Ledn;LH;Ledn;LG;Ztwo;b3af3ddb-f01c-7c9e-8330-bb4a8bc40e53;LG-LH;100-0;7311592;7422947;115255;3900;;EIND;;A;20230424;C;21
Ama-Htba;;Htba;342;Ama;91cd0095-b647-4356-8077-167b00366c0d2082dda5-9967-495f-9872-fdfdaf132be4;342;0-100;0;44819;-3899;40920;BEGIN;;1021A;C;20230424;C;21
Ama-Htba;;Htba;342;Ama;0eee2cc7-3433-43d2-823b-5b955f690c780c6af1ed-fc39-470d-a120-1612e8134725;342;100-0;44819;88958;40920;-3219;;;;C;20230424;C;21
Ama-Htba;;Htba;342;Ama;6a1f46e0-db01-4e84-8b6d-f09dbfeb8cbb2057f1df-dea7-4ced-90cb-98b758c5a612;342;100-0;88958;141981;49124;-3899;;;;C;20230424;C;21
Ama-Htba;;Htba;342;Ama;33b04af8-8275-157a-925d-5b3e4e10f4c0;342;0-100;141981;469189;3899;331107;;EIND;;C;20230424;C;21
Zb-Nsch;;Nsch;511;Zb;8a89ad77-e9a6-4bad-874d-5815d0f2e77f647efde8-6998-4c82-9bc0-65a765b199fb;511;0-100;0;65047;-3901;61146;BEGIN;;;B;20230424;C;21
Zb-Nsch;;Nsch;511;Zb;af6d723c-ac58-5ba3-757c-2a2b16d4b107;511;0-100;65047;532630;61146;528729;;;;B;20230424;C;21
Zb-Nsch;;Nsch;511;Zb;b3a32e41-c895-4b68-9889-e01b687f53e12f9665ee-4171-47a4-805b-4b9b6a895b44;511;100-0;532630;586325;49795;-3900;;EIND;;B;20230424;C;21
Mbga-Llsoa;;Llsoa;902;Mbga;1d897a81-947a-4e6f-abd1-a8f9368bc2ac308a2f4e-94ae-44a1-a966-fbd1156dea74;902;0-100;0;57326;-3600;53726;BEGIN;;2201;D;20230424;C;21
Mbga-Llsoa;;Llsoa;902;Mbga;a34a9681-34ae-47c7-940a-e817d28149150e73034a-60f7-4409-a1d3-66cc70ab9d5f;902;100-0;57326;114651;53726;-3599;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;902;Mbga;2df3c17e-44f7-a672-dfc3-777bc3c3d072;902;0-100;114651;147531;3599;36479;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;902;Mbga;57279737-1f5d-4ff4-a697-200882b05f67148f2e0c-f0ab-4f04-a89a-610e787e7e9f;902;0-100;147531;207362;-3599;56232;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;902;Mbga;cb568a4c-59e6-1aa1-7206-8951d9f40b41;902;0-100;207362;719960;56232;568830;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;902;Mbga;b2fbebf6-19c9-45a7-be37-aab98412a40d4dd81a73-07de-4fd3-a146-0bba1d8d4d0b;902;100-0;719960;771389;35714;-15715;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;902;Mbga;af2074bf-aae1-010f-2e75-051c1f508723;902;0-100;771389;773960;25505;28076;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;902;Mbga;ac077a53-0e84-44d4-b114-7fc3d41da8506eb1fff4-89a4-43b0-83e4-3160c1b1245c;902;100-0;773960;825388;35714;-15714;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;902;Mbga;18c55589-3842-131d-6ec1-7bc2c100c52a;902;0-100;825388;1262132;25715;462459;;EIND;;D;20230424;C;21
Wt-Rm;FF;Rm;FE;Wt;299797bd-afc5-d336-8d29-72ddd6280361;FE-FF;0-100;0;242910;22630525;22387615;BEGIN;;;B;20230424;C;21
Wt-Rm;FF;Rm;FE;Wt;47cb3a72-63e0-0696-a90e-9c363d80cc1c;FE-FF;0-100;242910;22259589;22387615;370936;;;;B;20230424;C;21
Wt-Rm;FF;Rm;FE;Wt;91ad3bd3-b74f-7547-0c71-052a7d6ea5c4;FE-FF;100-0;22259589;22626025;370936;4500;;EIND;;B;20230424;C;21
Kv-Mbga;;Mbga;891;Kv;a62c04e3-69a3-4bc3-9be0-88494f1958b106b70255-31b7-4460-b9af-935a04d6467f;891;0-100;0;64816;-3900;60916;BEGIN;;101;A;20230424;C;21
Kv-Mbga;;Mbga;891;Kv;1fd8288c-5f02-4bc9-9b16-d646b9d126b6;891;0-100;64816;1370567;60916;1366667;;;;A;20230424;C;21
Kv-Mbga;;Mbga;891;Kv;3c7833d6-a1cd-4ff4-8e42-dc2f9891d45bf13313b3-50c1-42c4-b81e-24507d224121;891;100-0;1370567;1435382;60915;-3900;;EIND;;A;20230424;C;21
Nm-Br;;Br;313;Nm;8215e481-f710-438a-8cd6-8fdd1616052f989444a4-7024-46ee-9398-54ef9e76b382;313;0-100;0;38587;-2446;36141;BEGIN;;43;C;20230424;C;21
Nm-Br;;Br;313;Nm;0837771d-e52a-03dc-3818-52af095158df;313;100-0;38587;816237;814162;36512;;;;C;20230424;C;21
Nm-Br;;Br;313;Nm;659e77d1-929e-4bff-9eae-7f2be2e652c22ff64739-641a-472b-952a-ef14a7269d55;313;100-0;816237;854825;36512;-2076;;EIND;;C;20230424;C;21
Ehv-Wt;;Wt;663;Ehv;31ec9755-2d77-4f1b-af4c-bc3997a5f26712a6531d-6f4e-4e54-9bc9-a82d51f639a5;663;0-100;0;38589;-4501;34088;BEGIN;;45;C;20230424;C;21
Ehv-Wt;;Wt;663;Ehv;6cb39cf9-ad44-e5be-ae5c-2f489883330b;663;0-100;38589;811649;34088;807148;;;;C;20230424;C;21
Ehv-Wt;;Wt;663;Ehv;86c1d359-9e12-40e5-a033-89b5b77c3d90bc9b5290-41ff-4d0d-b2ba-c284af89d9e2;663;100-0;811649;852041;36492;-3900;;EIND;;C;20230424;C;21
Gnl-Gnl;;Gnl;351;Gnl;623d1e0b-decf-41d5-a57b-826ccdd057c4d54b94da-d944-4bee-8874-f4b1e480d53a;351;0-100;0;64813;-3899;60914;BEGIN;;2111;E;20230424;C;21
Gnl-Gnl;;Gnl;351;Gnl;fc17c61c-6c07-32e4-cd7a-16f291cb910c;351;0-100;64813;743284;60914;739385;;EIND;;E;20230424;C;21
Mda-Apn;;Apn;402;Mda;6f7a779c-43d8-4015-8568-ac3779b7938a69f56ba6-094a-4d2b-afb4-67c4c5abfa1c;402;0-100;0;65045;-3900;61145;BEGIN;;435;B;20230424;C;21
Mda-Apn;;Apn;402;Mda;bad9f37b-e23f-42d6-2857-179040d5d16a;402;0-100;65045;535492;506916;36469;;;;B;20230424;C;21
Mda-Apn;;Apn;402;Mda;fd9feda1-9a46-4d8b-a9ff-9b066b1febad039661e6-6bef-4756-854e-8328ba3073a3;402;100-0;535492;575862;36469;-3901;;EIND;;B;20230424;C;21
Ddr-Brd;;Brd;56;Ddr;cf37a155-482a-4250-851b-a32392359c332936629a-3d1b-426f-8011-4f5029b04dc6;56;0-100;0;62634;-4499;58135;BEGIN;;1345;E;20230424;C;21
Ddr-Brd;;Brd;56;Ddr;90f92bb1-abc9-c390-a2b5-c97189e89e40;56;0-100;62634;72100;58135;67601;;;;E;20230424;C;21
Ddr-Brd;;Brd;56;Ddr;cc98f866-4a13-44ac-8aef-7e646bb57bce8a06d5ab-1596-4910-9ab3-a424f8f8141b;56;0-100;72100;134735;-4499;58136;;;;E;20230424;C;21
Ddr-Brd;;Brd;56;Ddr;499249b5-3b6a-8745-85e2-68bfa5ec23e8;56;0-100;134735;913764;58136;837165;;;;E;20230424;C;21
Ddr-Brd;;Brd;56;Ddr;f0923484-bc51-4c26-b6e2-e28c7bbe0f78d6d7d9a6-308d-4a90-bac1-0e33f65ddaef;56;100-0;913764;976402;58138;-4500;;EIND;;E;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;980e8877-0bf7-43ec-aba4-a83294be6d83fcde6136-3ab0-43e5-b919-0f969449d0dd;912;0-100;0;40392;-3900;36492;BEGIN;;253;D;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;e25ba69c-91d7-a303-a499-3ee0ee6bdd4d;912;0-100;40392;87621;36492;83721;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;6511569f-d105-46b5-b48e-bee9067e2a7fc176e82d-adc8-4195-93ef-5e572dc62cee;912;0-100;87621;124828;-3900;33307;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;6402c482-776f-443f-9a1a-a8937757a0344f49833b-bdf1-4621-b09c-6ccb5d9c5d16;912;100-0;124828;161292;32563;-3901;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;ca6bc5a1-2e8a-af66-c393-bc99429bb11a;912;0-100;161292;485698;3901;328307;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;561c0b9b-2729-4027-b13e-703de7680754079c4d55-c92d-4fda-a13a-a2a9711762fe;912;0-100;485698;522576;-3901;32977;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;8e407ed7-752f-41ca-b163-9a98148e3db05c178600-4244-4f2d-85bb-08ec978c26a8;912;100-0;522576;559476;33000;-3900;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;336cacd2-cea7-f960-91a1-300af8e03145;912;0-100;559476;564447;3900;8871;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;6e6c1f99-b343-4f98-b546-7ce8d5cbf9787491adad-e341-4ab0-927c-48a40ca7b361;912;0-100;564447;604817;-3900;36470;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;6a53f338-4728-c0b0-0a6d-c921b8f8da87;912;0-100;604817;658564;36470;90217;;;;D;20230424;C;21
Mbga-Llsoa;;Llsoa;912;Mbga;6929e199-7c6d-45b5-9cef-4950e8105adc0cb402fc-819c-491c-946e-8d48232c8cfc;912;100-0;658564;701369;38905;-3900;;EIND;;D;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;b6d2a0f0-cc69-5f5e-2905-955b5ab70cdd;PA-27B;0-100;0;591;3900;4491;BEGIN;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;0320f70f-6219-4145-af1d-fee95db585dc759d5f57-f800-42c8-84a4-36f02c96e8eb;PA-27B;0-100;591;40961;-3900;36470;;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;50b6c441-d618-a0f6-255e-43171ed18525;PA-27B;0-100;40961;1344695;36470;1340204;;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;3c5c42ff-fb10-476c-995b-882d000f1ab301e4d1b6-bef7-442f-aa0c-8326c34e6c25;PA-27B;0-100;1344695;1383259;-4499;34065;;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;e8bd13f9-4419-325c-d170-c7abac784cd7;PA-27B;0-100;1383259;2276314;6537824;5644769;;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;39aa262c-ff84-e7a7-7f70-c668153607c0;PA-27B;0-100;2276314;7497211;5644769;423872;;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;e11bcc19-b2df-16c0-7452-8312c2f39736;PA-27B;0-100;7497211;7916583;423872;4500;;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;2b283964-b723-4809-8dbd-561a26dec6d0e0e4a392-0893-44df-8a8d-e7e45f202b46;PA-27B;0-100;7916583;7955148;-4500;34065;;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;8d2fda8d-9ab4-192e-5f3d-1f4006fb7f5e;PA-27B;0-100;7955148;7987924;34065;66841;;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;4590b7c0-f03c-474c-8f53-e0447dd2356f37c6b14b-0168-4177-8981-005f807a7440;PA-27B;100-0;7987924;8034683;23136;-23623;;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;6ea04830-0e1a-e168-f12f-d220330994bd;PA-27B;0-100;8034683;8786513;785895;34065;;;;B;20230424;C;21
Brn-Amf;27B;Amf;PA;Brn;0c069682-5880-48eb-b025-3c07e56e858ec12ee009-6e8c-407d-8845-d210c68c15c7;PA-27B;100-0;8786513;8824162;34065;-3584;;EIND;;B;20230424;C;21
Rsd-Vs;;Vs;503;Rsd;435e0554-232a-43fa-8d96-789eb44ffda2893a53a5-9a21-443a-90d2-f703eee2ed9a;503;0-100;0;37048;-3900;33148;BEGIN;;395A;C;20230424;C;21
Rsd-Vs;;Vs;503;Rsd;c7d63e2d-d7c9-49e8-ba11-6830d79c6fae794e8433-cf02-4f82-b979-9cb2f8df1d81;503;100-0;37048;74096;33148;-3900;;;;C;20230424;C;21
Rsd-Vs;;Vs;503;Rsd;83ecc072-2944-6e55-24c8-5b304b6e45a1;503;0-100;74096;894509;3900;824313;;;;C;20230424;C;21
Rsd-Vs;;Vs;503;Rsd;ebb276d3-b94e-410e-a332-dadbc6b15784c47aabb6-6b22-4888-8023-a35c7e55132d;503;0-100;894509;930932;-4500;31923;;;;C;20230424;C;21
Rsd-Vs;;Vs;503;Rsd;fc310305-a30b-40f8-a518-d8246aede1dcbebb738d-dc45-4894-9930-e74f87529fe6;503;100-0;930932;967356;31924;-4500;;EIND;;C;20230424;C;21
Kv-Mbga;893;Mbga;892;Kv;c0ed5e05-3ccf-4685-8259-000ded49f91591d9515c-5e4a-49c5-9717-084e8bd93736;892-893;0-100;0;64815;-3899;60916;BEGIN;;115;B;20230424;C;21
Kv-Mbga;893;Mbga;892;Kv;56a27ef7-7132-40be-8c98-8a9330bebae2;892-893;0-100;64815;2231033;60916;2227134;;;;B;20230424;C;21
Kv-Mbga;893;Mbga;892;Kv;81050079-deb8-4182-ba15-394076451e6e2c2c0bfa-7057-4e1e-afa4-7caa9eba8d08;892-893;100-0;2231033;2295849;60916;-3900;;EIND;;B;20230424;C;21
Ama-Htba;;Htba;404;Ama;e42a6feb-94fe-413f-a2a4-faafcc5a7478f6a44768-0447-4313-b2a3-b59c60c071d0;404;0-100;0;35346;-4500;30846;BEGIN;;421A;D;20230424;C;21
Ama-Htba;;Htba;404;Ama;f20953c6-8393-48bd-b884-2502a320b151b4b14291-1388-4f93-9f97-672f6884154e;404;100-0;35346;70692;30846;-4500;;;;D;20230424;C;21
Ama-Htba;;Htba;404;Ama;7f65dc9c-d9fb-7acb-6148-c87c6159e993;404;0-100;70692;769299;4500;703107;;;;D;20230424;C;21
Ama-Htba;;Htba;404;Ama;34b48805-1b27-4d4a-a4d0-de6617555d004fc8fc20-ddce-479c-9fde-8ab8fd4800a9;404;100-0;769299;807888;34089;-4500;;EIND;;D;20230424;C;21
Brn-Brn;;Brn;801;Brn;0320f70f-6219-4145-af1d-fee95db585dc5904f277-9f6e-46c6-a4ed-c096e4abec7f;801;0-100;0;32507;-3900;28607;BEGIN;;1107;C;20230424;C;21
Brn-Brn;;Brn;801;Brn;7e5d00dc-42ef-45d0-bd29-030c67ad0ad69a7f8cce-56db-4c90-9398-51fdb5cac804;801;100-0;32507;65014;28606;-3901;;;;C;20230424;C;21
Brn-Brn;;Brn;801;Brn;192e2ab3-9eee-8259-ea99-878d9271af57;801;0-100;65014;650514;3901;589401;;EIND;;C;20230424;C;21
Hlgh-Lw;;Lw;631;Hlgh;310b6ebb-e045-4a5f-9714-666954423d0d07270b3b-004d-469a-ad57-ec9a08fbccb8;631;0-100;0;40335;-4501;35834;BEGIN;;1145;B;20230424;C;21
Hlgh-Lw;;Lw;631;Hlgh;1ac50f91-6617-7aea-6562-37b8fb890d2f;631;0-100;40335;480835;35834;476334;;;;B;20230424;C;21
Hlgh-Lw;;Lw;631;Hlgh;fd70a5cb-8d02-41ee-8bf7-41e12106fdbb98b7b38b-445f-4566-9683-e02dbaf3adba;631;100-0;480835;543467;58132;-4500;;EIND;;B;20230424;C;21
Vlgr-Vl;;Vl;GJ;Vlgr;4ab893be-464b-75ab-daf2-eca17fe19554;GJ;0-100;0;2000630;2096682;96052;BEGIN;;;B;20230424;C;21
Vlgr-Vl;;Vl;GJ;Vlgr;e1cbbf9f-b940-9427-d10c-06fd49d56875;GJ;0-100;2000630;2060213;96052;36469;;;;B;20230424;C;21
Vlgr-Vl;;Vl;GJ;Vlgr;fdffbe6b-10bd-4c9b-9bef-07ea1ef50bac08828e79-6da0-49e8-9ccb-69a5afbb7db1;GJ;100-0;2060213;2100582;36469;-3900;;;;B;20230424;C;21
Vlgr-Vl;;Vl;GJ;Vlgr;37b91e58-7473-5fd7-7d6a-36c183de5bdc;GJ;0-100;2100582;2348840;3900;252158;;EIND;35A;B;20230424;C;21
Zp-Hgl;;Hgl;BB;Zp;04c365f4-5d42-45d6-aa27-e4071cdfbef7c35bc414-84b3-475b-9c4b-0f460a915347;BB;0-100;0;55798;-3900;51898;BEGIN;;5;B;20230424;C;21
Zp-Hgl;;Hgl;BB;Zp;d3559f7d-4366-473b-9af8-580048774f1e603c83d7-8adc-40eb-b842-4f01723922da;BB;0-100;55798;129043;-31994;41251;;;;B;20230424;C;21
Zp-Hgl;;Hgl;BB;Zp;193b588c-b837-242b-3b15-9372961179ad;BB;0-100;129043;189469;979433;919007;;;;B;20230424;C;21
Zp-Hgl;;Hgl;BB;Zp;481176ef-4d28-9700-6c01-49f3871bc382;BB;0-100;189469;1051931;919007;56545;;;;B;20230424;C;21
Zp-Hgl;;Hgl;BB;Zp;6474c72a-2b3e-4780-9fe7-d23b6f2f126a81ee0128-39a0-4ad3-aed7-86f0c51e1e36;BB;100-0;1051931;1112376;56545;-3900;;EIND;;B;20230424;C;21
Mrb-Emn;;Emn;553;Mrb;dbe9d16e-261c-41bb-887a-d4cc93d37fb4e238a4cc-8ab9-431f-9d78-b87648584f99;553;0-100;0;38432;-4500;33932;BEGIN;;391;C;20230424;C;21
Mrb-Emn;;Emn;553;Mrb;3d20de47-7166-b267-4aef-cc12584975ec;553;0-100;38432;656157;33932;651657;;;;C;20230424;C;21
Mrb-Emn;;Emn;553;Mrb;21567bf7-e45b-4e96-95a0-9956ed757b3a1dacc65e-414b-4e57-a93d-b9553f4c9cc8;553;100-0;656157;707676;47020;-4499;;EIND;;C;20230424;C;21
Rtd-Whz;;Whz;GF;Rtd;c23b880e-0d45-4aae-b659-7ba22f3700e31235733a-7b1f-40b6-9b20-962aab651319;GF;0-100;0;40392;-3900;36492;BEGIN;;105;A;20230424;C;21
Rtd-Whz;;Whz;GF;Rtd;fce0e5bc-a334-2328-7890-7cd0f6c8f990;GF;0-100;40392;716878;36492;712978;;;;A;20230424;C;21
Rtd-Whz;;Whz;GF;Rtd;f1648947-c65e-a34a-c2d4-c729ce92168e;GF;0-100;716878;1504308;712978;1500408;;;;A;20230424;C;21
Rtd-Whz;;Whz;GF;Rtd;e3d5e7bc-7ac2-4bd3-b1c2-edbcaa0f981c1a8db2f0-a32c-48d7-8aec-af1bf6115ffc;GF;100-0;1504308;1558029;49821;-3900;;EIND;;A;20230424;C;21
Gdm-Ht;;Ht;703A;Gdm;38214ffd-f06a-411d-916b-d101451a6570d1c2ca06-a053-4b74-b3ab-b836aa61dd6b;703A;0-100;0;40392;-3899;36493;BEGIN;;203;C;20230424;C;21
