ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND
197086811;470_206V_304.8;1120;W;1,406;1,435;2021-06-01;1:9;1,33;1120;1120;WISSEL;WISSEL
197086812;805_7121V_103.8;7123;W;0,57;0,599;2021-06-01;1:9;1,33;7123;7123;WISSEL;WISSEL
197086813;017_421BR_40.0;421B;W;0;0,027;2021-06-01;1:9;1,33;421B;421B;WISSEL;WISSEL
197086814;588_823L_1.8;823;W;0;0,028;2021-06-01;1:9;1,33;823;823;WISSEL;WISSEL
197086815;506_137AL_44.0;137A;W;0;0,029;2021-06-01;1:9;1,33;137A;137A;WISSEL;WISSEL
197086816;550_71AL_25.7;936;W;0,077;0,106;2021-06-01;1:9;1,33;936;936;WISSEL;WISSEL
197086817;536_993L_61.5;993;W;0;0,027;2021-06-01;1:9;1,33;993;993;WISSEL;WISSEL
197086819;305_21R_15.9;21;W;0;0,029;2021-06-01;1:9;1,33;21;21;WISSEL;WISSEL
197086820;542_1183AL_29.2;1185/1183B;W;0,024;0,041;2021-06-01;1:9;7,17;1185/1183B;1185/1183B;WISSEL;WISSEL
197086821;504_907L_17.5;912;W;0,573;0,601;2021-06-01;1:9;1,33;912;912;WISSEL;WISSEL
197086822;133_1105AL_18.1;1105A;W;0;0,047;2021-06-01;1:15;1,33;1105A;1105A;WISSEL;WISSEL
197086823;606_41BpV_37.6;43A/41B;W;0;0,034;2021-06-01;1:9;7,17;43A/41B;43A/41B;WISSEL;WISSEL
197086824;950_667R_7.6;667;W;0;0,027;2021-06-01;1:9;1,33;667;667;WISSEL;WISSEL
197086825;608_37BqV_88.1;903/37B;W;0;0,034;2021-06-01;1:9;7,17;903/37B;903/37B;WISSEL;WISSEL
197086826;555_295BR_83.6;295B;W;0;0,028;2021-06-01;1:9;1,33;295B;295B;WISSEL;WISSEL
197086827;545_73R_22.3;940;W;0,083;0,112;2021-06-01;1:9;1,33;940;940;WISSEL;WISSEL
197086828;550_937L_25.9;937;W;0;0,029;2021-06-01;1:9;1,33;937;937;WISSEL;WISSEL
197086829;589_971AL_149.5;971A;W;0;0,047;2021-06-01;1:15;1,33;971A;971A;WISSEL;WISSEL
197086830;545_131AR_22.9;133B;W;0,034;0,063;2021-06-01;1:9;1,33;133B;133B;WISSEL;WISSEL
197086831;144_1501R_151.8;1501;W;0;0,048;2021-06-01;1:15;1,33;1501;1501;WISSEL;WISSEL
197086832;603_149AR_3.3;151A/149B;W;0,025;0,042;2021-06-01;1:9;7,17;151A/149B;151A/149B;WISSEL;WISSEL
197086834;563_169AL_56.8;169A;W;0;0,047;2021-06-01;1:15;1,33;169A;169A;WISSEL;WISSEL
197086836;586_51qV_80.3;53A/51;W;0;0,031;2021-06-01;1:9;7,17;53A/51;53A/51;WISSEL;WISSEL
197086837;560_65L_24.6;101;W;0,151;0,178;2021-06-01;1:9;1,33;101;101;WISSEL;WISSEL
197086838;938_4509qV_0.2;4511/4509;W;0;0,031;2021-06-01;1:9;7,17;4511/4509;4511/4509;WISSEL;WISSEL
197087303;070_317AR_25.1;317A;W;0;0,029;2021-06-01;1:9;1,33;317A;317A;WISSEL;WISSEL
197087304;544_1057AR_23.2;1057B;W;0,085;0,133;2021-06-01;1:15;1,33;1057B;1057B;WISSEL;WISSEL
197087305;614_403AL_48.4;403B/403A;W;0;0,016;2021-06-01;1:9;7,17;403B/403A;403B/403A;WISSEL;WISSEL
197087306;625_275L_15.5;275;W;0;0,029;2021-06-01;1:9;1,33;275;275;WISSEL;WISSEL
197087307;586_239AR_81.0;239A;W;0;0,028;2021-06-01;1:9;1,33;239A;239A;WISSEL;WISSEL
197087308;519_83L_47.2;83;W;0;0,047;2021-06-01;1:15;1,33;83;83;WISSEL;WISSEL
197087309;520_970R_0.6;970;W;0;0,029;2021-06-01;1:9;1,33;970;970;WISSEL;WISSEL
197087310;107_133BR_12.0;273A;W;10,224;10,272;2021-06-01;1:15;1,33;273A;273A;WISSEL;WISSEL
197087311;545_101AL_22.4;101A;W;0;0,048;2021-06-01;1:15;1,33;101A;101A;WISSEL;WISSEL
197087312;079_169AR_14.4;169B;W;0,033;0,062;2021-06-01;1:9;1,33;169B;169B;WISSEL;WISSEL
197087313;109_231AR_32.5;231A;W;0;0,048;2021-06-01;1:15;1,33;231A;231A;WISSEL;WISSEL
197087314;080_3401R_9.7;3401;W;0;0,048;2021-06-01;1:15;1,33;3401;3401;WISSEL;WISSEL
197087315;127_475AL_73.6;475B;W;0,036;0,064;2021-06-01;1:9;1,33;475B;475B;WISSEL;WISSEL
197087316;514_85AL_17.3;87/85A;W;0;0,017;2021-06-01;1:9;7,17;87/85A;87/85A;WISSEL;WISSEL
197087317;144_783AL_153.7;785B;W;0,065;0,093;2021-06-01;1:9;1,33;785B;785B;WISSEL;WISSEL
197087318;950_9R_6.4;9/11;W;0;0,015;2021-06-01;1:9;7,17;9/11;9/11;WISSEL;WISSEL
197087319;506_95BpV_44.0;99A/95B;W;0;0,036;2021-06-01;1:10;1,33;99A/95B;99A/95B;WISSEL;WISSEL
197087321;531_2557qV_34.6;2567/2557;W;0;0,034;2021-06-01;1:9;7,17;2567/2557;2567/2557;WISSEL;WISSEL
197087322;506_203BpV_44.6;205A/203B;W;0;0,034;2021-06-01;1:9;7,17;205A/203B;205A/203B;WISSEL;WISSEL
197087324;437_978L_0.4;978;W;0;0,029;2021-06-01;1:9;1,33;978;978;WISSEL;WISSEL
197087325;525_445AL_78.1;445B;W;0,054;0,098;2021-06-01;1:15 SYM;1,33;445B;445B;WISSEL;WISSEL
197087326;927_3057L_905.4;3057;W;0;0,029;2021-06-01;1:9;1,33;3057;3057;WISSEL;WISSEL
197087327;663_311AR_40.0;311A;W;0;0,048;2021-06-01;1:15;1,33;311A;311A;WISSEL;WISSEL
197087328;553_911L_21.4;911;W;0;0,028;2021-06-01;1:9;1,33;911;911;WISSEL;WISSEL
197087329;545_181BV_23.3;183;W;0,013;0,041;2021-06-01;1:9;1,33;183;183;WISSEL;WISSEL
197087330;555_333BV_84.2;361/359;W;0,067;0,088;2021-06-01;1:12;1,33;361/359;361/359;WISSEL;WISSEL
197088986;509_1107L_35.1;1109;W;0,032;0,06;2021-06-01;1:9;1,33;1109;1109;WISSEL;WISSEL
197089572;305_54R_17.8;54;W;0;0,029;2021-06-01;1:9;1,33;54;54;WISSEL;WISSEL
197089573;133_1301AL_9.9;1303B;W;0,169;0,217;2021-06-01;1:15;1,33;1303B;1303B;WISSEL;WISSEL
197089574;519_89V_47.4;241;W;6,71;6,739;2021-06-01;1:9;1,33;241;241;WISSEL;WISSEL
197089575;555_321L_84.2;321;W;0;0,038;2021-06-01;1:12;1,33;321;321;WISSEL;WISSEL
197089576;940_75BV_43.8;87A/85;W;0,129;0,145;2021-06-01;1:9;7,17;87A/85;87A/85;WISSEL;WISSEL
197089577;545_981R_23.1;981;W;0;0,029;2021-06-01;1:9;1,33;981;981;WISSEL;WISSEL
197089578;900_578L_200.8;578;W;0;0,028;2021-06-01;1:9;1,33;578;578;WISSEL;WISSEL
197089579;038_283AL_95.8;283A;W;0;0,047;2021-06-01;1:15;1,33;283A;283A;WISSEL;WISSEL
197089580;518_193R_64.7;197;W;0,05;0,078;2021-06-01;1:9;1,33;197;197;WISSEL;WISSEL
197089582;507_233R_93.6;233;W;0;0,047;2021-06-01;1:15;1,33;233;233;WISSEL;WISSEL
197089583;513_545L_25.6;545;W;0;0,029;2021-06-01;1:9;1,33;545;545;WISSEL;WISSEL
197089585;478_1123AR_0.6;1123B;W;0,024;0,052;2021-06-01;1:9;1,33;1123B;1123B;WISSEL;WISSEL
197089588;486_953R_75.1;953;W;0;0,028;2021-06-01;1:9;1,33;953;953;WISSEL;WISSEL
197089589;924_3533pV_35.3;3535/3533;W;0;0,034;2021-06-01;1:9;7,17;3535/3533;3535/3533;WISSEL;WISSEL
197089590;664_911BL_43.3;911B;W;0;0,029;2021-06-01;1:9;1,33;911B;911B;WISSEL;WISSEL
197089591;550_85BqV_25.7;87A/85B;W;0;0,034;2021-06-01;1:9;7,17;87A/85B;87A/85B;WISSEL;WISSEL
197090175;002_305L_35.8;313;W;0,605;0,652;2021-06-01;1:15;1,33;313;313;WISSEL;WISSEL
197090176;055_305BR_10.8;371;W;1,083;1,144;2021-06-01;1:18,0;1,3;371;371;WISSEL;WISSEL
197090179;524_902R_70.2;902;W;0;0,028;2021-06-01;1:9;1,33;902;902;WISSEL;WISSEL
197090180;938_4587R_2.3;4587;W;0;0,029;2021-06-01;1:9;1,33;4587;4587;WISSEL;WISSEL
197090181;135_902L_45.0;904A/904B;W;0,047;0,063;2021-06-01;1:9;7,17;904A/904B;904A/904B;WISSEL;WISSEL
197090182;132_293AL_40.2;293B;W;0,031;0,06;2021-06-01;1:9;1,33;293B;293B;WISSEL;WISSEL
197090183;814_960L_101.2;960;W;0;0,032;2021-06-01;1:9;1,33;960;960;WISSEL;WISSEL
197090186;817_56R_401.5;57;W;0,083;0,112;2021-06-01;1:9;1,33;57;57;WISSEL;WISSEL
197090187;076_1609R_11.4;1609;W;0;0,029;2021-06-01;1:9;1,33;1609;1609;WISSEL;WISSEL
197087360;950_71L_40.9;101;W;0,776;0,804;2021-06-01;1:9;1,33;101;101;WISSEL;WISSEL
197087361;132_459R_48.7;459;W;0;0,027;2021-06-01;1:9;1,33;459;459;WISSEL;WISSEL
197087362;588_830R_1.8;844;W;0,21;0,238;2021-06-01;1:9 SYM;1,33;844;844;WISSEL;WISSEL
197087363;618_237pV_50.5;239/237;W;0;0,034;2021-06-01;1:9;7,17;239/237;239/237;WISSEL;WISSEL
197087365;116_1369AR_32.8;1369A;W;0;0,047;2021-06-01;1:15;1,33;1369A;1369A;WISSEL;WISSEL
197087366;924_2351V_35.5;2355B;W;0,297;0,324;2021-06-01;1:9;1,33;2355B;2355B;WISSEL;WISSEL
197087367;433_35V_5.8;36A/36B;W;0,017;0,035;2021-06-01;1:9;7,17;36A/36B;36A/36B;WISSEL;WISSEL
197087369;924_3637L_35.9;3739;W;0,77;0,799;2021-06-01;1:9;1,33;3739;3739;WISSEL;WISSEL
197087372;520_1006L_36.7;1006;W;0;0,029;2021-06-01;1:9;1,33;1006;1006;WISSEL;WISSEL
197087373;586_131BL_80.8;133A;W;0,029;0,059;2021-06-01;1:9;1,33;133A;133A;WISSEL;WISSEL
197087374;607_75V_43.9;77;W;0,087;0,114;2021-06-01;1:9;1,33;77;77;WISSEL;WISSEL
197087375;542_1227qV_29.8;1229A/1227;W;0;0,034;2021-06-01;1:9;7,17;1229A/1227;1229A/1227;WISSEL;WISSEL
197087376;531_879L_1.6;879;W;0;0,029;2021-06-01;1:9;1,33;879;879;WISSEL;WISSEL
197087377;534_1087AL_46.0;1087A;W;0;0,028;2021-06-01;1:9;1,33;1087A;1087A;WISSEL;WISSEL
197087378;625_341R_14.6;341;W;0;0,028;2021-06-01;1:9;1,33;341;341;WISSEL;WISSEL
197087379;073_1153R_11.9;1163B;W;0,501;0,549;2021-06-01;1:15;1,33;1163B;1163B;WISSEL;WISSEL
197087380;081_961R_74.4;961;W;0;0,03;2021-06-01;1:8;1,33;961;961;WISSEL;WISSEL
197087381;555_365R_84.2;369/367;W;0,061;0,083;2021-06-01;1:12;1,33;369/367;369/367;WISSEL;WISSEL
197087382;124_195R_4.5;195;W;0;0,039;2021-06-01;1:12;1,33;195;195;WISSEL;WISSEL
197087383;527_39L_16.6;39;W;0;0,028;2021-06-01;1:9;1,33;39;39;WISSEL;WISSEL
197087385;152_4061L_15.1;4067;W;0,214;0,267;2021-06-01;1:18,5;0,81;4067;4067;WISSEL;WISSEL
197087386;135_273AR_22.1;273A;W;0;0,029;2021-06-01;1:9;1,33;273A;273A;WISSEL;WISSEL
197087388;614_2121R_47.4;2121;W;0;0,048;2021-06-01;1:15;1,33;2121;2121;WISSEL;WISSEL
197087389;478_1033L_0.4;1131;W;0,397;0,425;2021-06-01;1:9;1,33;1131;1131;WISSEL;WISSEL
197087390;803_42R_102.7;46;W;0,226;0,25;2021-06-01;1:7;1,33;46;46;WISSEL;WISSEL
197087391;062_431L_38.1;431;W;0;0,039;2021-06-01;1:12;1,33;431;431;WISSEL;WISSEL
197087861;486_87V_204.8;102B/102A;W;0,006;0,023;2021-06-01;1:9;7,17;102B/102A;102B/102A;WISSEL;WISSEL
197087862;514_49AR_65.2;57;W;0,102;0,131;2021-06-01;1:9;1,33;57;57;WISSEL;WISSEL
197087863;553_317AL_22.3;317A;W;0;0,027;2021-06-01;1:9;1,33;317A;317A;WISSEL;WISSEL
197087864;107_171AL_18.6;171B;W;0,055;0,103;2021-06-01;1:15;1,33;171B;171B;WISSEL;WISSEL
197087865;506_223AR_45.0;223B;W;0,048;0,086;2021-06-01;1:12;1,33;223B;223B;WISSEL;WISSEL
197087866;109_241AR_31.1;241A;W;0;0,029;2021-06-01;1:9;1,33;241A;241A;WISSEL;WISSEL
197087868;950_221R_7.6;221;W;0;0,027;2021-06-01;1:9;1,33;221;221;WISSEL;WISSEL
197087869;513_549V_25.6;567;W;0,451;0,5;2021-06-01;1:15;1,33;567;567;WISSEL;WISSEL
197087870;536_235AL_60.7;235A/233B;W;0;0,016;2021-06-01;1:9;7,17;235A/233B;235A/233B;WISSEL;WISSEL
197087871;503_121R_43.1;119B/121;W;0;0,016;2021-06-01;1:9;7,17;119B/121;119B/121;WISSEL;WISSEL
197087873;003_2225L_84.1;2225;W;0;0,029;2021-06-01;1:9;1,33;2225;2225;WISSEL;WISSEL
197087874;477_40V_201.0;42;W;0,413;0,442;2021-06-01;1:9;1,33;42;42;WISSEL;WISSEL
197087876;501_177AL_81.0;177A;W;0;0,028;2021-06-01;1:9;1,33;177A;177A;WISSEL;WISSEL
197087877;080_3421R_11.2;3613;W;10,647;10,68;2021-06-01;1:9;1,33;3613;3613;WISSEL;WISSEL
197087878;508_2133V_92.2;2135;W;0,009;0,047;2021-06-01;1:12;1,33;2135;2135;WISSEL;WISSEL
197087879;543_173AL_45.3;175A/173B;W;0,025;0,04;2021-06-01;1:9;7,17;175A/173B;175A/173B;WISSEL;WISSEL
197087880;602_221AL_77.3;221A;W;0;0,048;2021-06-01;1:15;1,33;221A;221A;WISSEL;WISSEL
197087882;950_235AR_12.5;965/966;W;0,106;0,123;2021-06-01;1:9;7,17;965/966;965/966;WISSEL;WISSEL
197087883;478_1023BqV_0.2;1027/1023B;W;0;0,034;2021-06-01;1:9;7,17;1027/1023B;1027/1023B;WISSEL;WISSEL
197087884;518_191L_64.6;191;W;0;0,028;2021-06-01;1:9;1,33;191;191;WISSEL;WISSEL
197087885;618_131AR_50.9;793;W;0,451;0,48;2021-06-01;1:9;1,33;793;793;WISSEL;WISSEL
197087886;618_111AL_51.1;111A;W;0;0,029;2021-06-01;1:9;1,33;111A;111A;WISSEL;WISSEL
197087887;950_221L_17.2;221;W;0;0,029;2021-06-01;1:9;1,33;221;221;WISSEL;WISSEL
197087888;478_1501L_0.9;1501;W;0;0,029;2021-06-01;1:9;1,33;1501;1501;WISSEL;WISSEL
197087890;468_506L_101.2;506;W;0;0,028;2021-06-01;1:9;1,33;506;506;WISSEL;WISSEL
197087891;611_2307R_105.5;2307;W;0;0,048;2021-06-01;1:15;1,33;2307;2307;WISSEL;WISSEL
197091442;503_167AqV_42.4;924/167A;W;0;0,034;2021-06-01;1:9;7,17;924/167A;924/167A;WISSEL;WISSEL
197091989;506_568V_43.7;571B/571A;W;0,013;0,029;2021-06-01;1:9;7,17;571B/571A;571B/571A;WISSEL;WISSEL
197091990;618_23BL_58.6;29A/23B;W;0;0,017;2021-06-01;1:9;7,17;29A/23B;29A/23B;WISSEL;WISSEL
197091992;127_453BV_68.4;463/461B;W;4,713;4,729;2021-06-01;1:9;7,17;463/461B;463/461B;WISSEL;WISSEL
197091993;155_4361R_74.2;4361;W;0;0,053;2021-06-01;1:18,5;0,81;4361;4361;WISSEL;WISSEL
197091994;586_2519AR_80.2;2519B;W;0,049;0,077;2021-06-01;1:9;1,33;2519B;2519B;WISSEL;WISSEL
197091996;531_2781L_35.7;2781;W;0;0,028;2021-06-01;1:9;1,33;2781;2781;WISSEL;WISSEL
197091997;109_241AL_31.1;241B;W;0,04;0,069;2021-06-01;1:9;1,33;241B;241B;WISSEL;WISSEL
197091998;586_57BL_80.4;59A/55;W;0,034;0,048;2021-06-01;1:8;1,33;59A/55;59A/55;WISSEL;WISSEL
197092001;544_1129BV_1.4;1131B;W;0,037;0,066;2021-06-01;1:9;1,33;1131B;1131B;WISSEL;WISSEL
197092002;586_383AL_81.1;367A/383B;W;0,035;0,051;2021-06-01;1:9;7,17;367A/383B;367A/383B;WISSEL;WISSEL
197092003;563_169AR_56.8;169A;W;0;0,047;2021-06-01;1:15;1,33;169A;169A;WISSEL;WISSEL
197092004;543_187L_45.5;187/177B;W;0;0,016;2021-06-01;1:9;7,17;187/177B;187/177B;WISSEL;WISSEL
197092005;133_1103AL_18.3;1103A;W;0;0,047;2021-06-01;1:15;1,33;1103A;1103A;WISSEL;WISSEL
197092006;516_915R_2.0;915;W;0;0,029;2021-06-01;1:9;1,33;915;915;WISSEL;WISSEL
197092007;516_285AL_2.3;285A;W;0;0,029;2021-06-01;1:9;1,33;285A;285A;WISSEL;WISSEL
197092008;517_225AR_0.3;225A/223;W;0;0,017;2021-06-01;1:9;7,17;225A/223;225A/223;WISSEL;WISSEL
197092009;586_315V_81.3;325B;W;0,085;0,111;2021-06-01;1:8;1,33;325B;325B;WISSEL;WISSEL
197092010;564_1361L_23.7;1361;W;0;0,029;2021-06-01;1:9;1,33;1361;1361;WISSEL;WISSEL
197092011;507_231AR_93.6;231A;W;0;0,032;2021-06-01;1:9;1,33;231A;231A;WISSEL;WISSEL
197092012;950_904V_16.5;935;W;0,215;0,244;2021-06-01;1:9;1,33;935;935;WISSEL;WISSEL
197092013;517_153BV_69.9;207;W;0,256;0,284;2021-06-01;1:9;1,33;207;207;WISSEL;WISSEL
197092014;478_1153qV_0.7;1153/1155;W;0;0,034;2021-06-01;1:9;7,17;1153/1155;1153/1155;WISSEL;WISSEL
197092015;544_1115BL_1.2;1115B;W;0;0,047;2021-06-01;1:15;1,33;1115B;1115B;WISSEL;WISSEL
197092016;614_2215R_48.3;2215;W;0;0,029;2021-06-01;1:9;1,33;2215;2215;WISSEL;WISSEL
197088134;851_11R_100.2;35;W;0,428;0,456;2021-06-01;1:9;1,33;35;35;WISSEL;WISSEL
197088135;028_1001L_52.6;1005/1003;W;0,036;0,052;2021-06-01;1:9;7,17;1005/1003;1005/1003;WISSEL;WISSEL
197088136;938_902L_2.7;902;W;0;0,029;2021-06-01;1:9;1,33;902;902;WISSEL;WISSEL
197088137;618_23AR_58.5;23A/21B;W;0;0,017;2021-06-01;1:9;7,17;23A/21B;23A/21B;WISSEL;WISSEL
197088140;534_1097L_46.1;1099A;W;0,062;0,11;2021-06-01;1:15;1,33;1099A;1099A;WISSEL;WISSEL
197088142;531_2321R_33.6;2321;W;0;0,048;2021-06-01;1:15;1,33;2321;2321;WISSEL;WISSEL
197088143;545_909L_21.8;909;W;0;0,032;2021-06-01;1:9;1,33;909;909;WISSEL;WISSEL
197088144;524_255R_70.3;269;W;0,342;0,384;2021-06-01;1:15 SYM;1,33;269;269;WISSEL;WISSEL
197088145;606_55BpV_0.2;904/55B;W;0;0,034;2021-06-01;1:9;7,17;904/55B;904/55B;WISSEL;WISSEL
197088146;508_2053L_91.2;2059;W;0,046;0,084;2021-06-01;1:12;1,33;2059;2059;WISSEL;WISSEL
197088147;139_5007R_177.3;5007;W;0;0,048;2021-06-01;1:15;1,33;5007;5007;WISSEL;WISSEL
197088148;080_3251L_6.1;3253;W;0,154;0,291;2021-06-01;1:39,1;3,15;3253;3253;WISSEL;WISSEL
197088149;924_3263AL_34.2;3263A/3253B;W;0;0,016;2021-06-01;1:9;7,17;3263A/3253B;3263A/3253B;WISSEL;WISSEL
197088150;555_255AL_83.4;255A;W;0;0,028;2021-06-01;1:9;1,33;255A;255A;WISSEL;WISSEL
197088152;083_251AL_7.4;251A;W;0;0,043;2021-06-01;1:15;1,33;251A;251A;WISSEL;WISSEL
197088153;555_523ApV_83.3;523B/523A;W;0;0,032;2021-06-01;1:9;7,17;523B/523A;523B/523A;WISSEL;WISSEL
197088154;508_2151L_92.1;2155;W;0,086;0,124;2021-06-01;1:12;1,33;2155;2155;WISSEL;WISSEL
197093047;618_871ApV_50.4;873/871A;W;0;0,034;2021-06-01;1:9;7,17;873/871A;873/871A;WISSEL;WISSEL
197092782;506_658R_44.4;658;W;0;0,028;2021-06-01;1:9;1,33;658;658;WISSEL;WISSEL
197092783;478_1187L_0.8;1187;W;0;0,029;2021-06-01;1:9;1,33;1187;1187;WISSEL;WISSEL
197092784;161_2211R_8.3;2211;W;0;0,048;2021-06-01;1:15;1,33;2211;2211;WISSEL;WISSEL
197092787;508_2135V_92.2;2155;W;0,01;0,049;2021-06-01;1:12;1,33;2155;2155;WISSEL;WISSEL
197092788;545_983L_22.9;984;W;0,028;0,056;2021-06-01;1:9;1,33;984;984;WISSEL;WISSEL
197092789;922_914L_18.0;914;W;0;0,029;2021-06-01;1:9;1,33;914;914;WISSEL;WISSEL
197092791;560_1215BR_24.7;1215B;W;0;0,028;2021-06-01;1:9;1,33;1215B;1215B;WISSEL;WISSEL
197092792;475_1V_100.8;1301A;W;1,314;1,342;2021-06-01;1:9;1,33;1301A;1301A;WISSEL;WISSEL
197091517;555_369R_84.3;381;W;0,027;0,065;2021-06-01;1:12;1,33;381;381;WISSEL;WISSEL
197093334;205_403R_5.7;413;W;0,479;0,524;2021-06-01;1:15;1,33;413;413;WISSEL;WISSEL
197093336;527_103L_17.3;103/101B;W;0;0,017;2021-06-01;1:10;1,33;103/101B;103/101B;WISSEL;WISSEL
197093337;606_105AR_0.9;105B;W;0,025;0,052;2021-06-01;1:9;1,33;105B;105B;WISSEL;WISSEL
197093339;620_901R_42.0;901;W;0;0,029;2021-06-01;1:9;1,33;901;901;WISSEL;WISSEL
197093340;543_221AR_16.0;233A/231B;W;10,04;10,056;2021-06-01;1:9;7,17;233A/231B;233A/231B;WISSEL;WISSEL
197093342;564_427AR_23.5;427A;W;0;0,029;2021-06-01;1:9;1,33;427A;427A;WISSEL;WISSEL
197093343;950_333pV_17.4;335A/333;W;0;0,034;2021-06-01;1:9;7,17;335A/333;335A/333;WISSEL;WISSEL
197093345;119_231AR_17.6;231B;W;0,055;0,103;2021-06-01;1:15;1,33;231B;231B;WISSEL;WISSEL
197093346;542_1243AR_29.8;1243A/1229B;W;0;0,017;2021-06-01;1:9;7,17;1243A/1229B;1243A/1229B;WISSEL;WISSEL
197093349;437_954L_0.9;954;W;0;0,029;2021-06-01;1:9;1,33;954;954;WISSEL;WISSEL
197093350;540_165AL_81.7;165B;W;0,045;0,083;2021-06-01;1:12;1,33;165B;165B;WISSEL;WISSEL
197093351;609_133L_26.6;133;W;0;0,048;2021-06-01;1:15;1,33;133;133;WISSEL;WISSEL
197093353;555_173AV_83.2;407B;W;1,295;1,334;2021-06-01;1:12;1,33;407B;407B;WISSEL;WISSEL
197091599;555_243AL_83.5;281A/243B;W;0,035;0,052;2021-06-01;1:9;7,17;281A/243B;281A/243B;WISSEL;WISSEL
197091600;586_155BqV_80.8;157A/155B;W;0;0,031;2021-06-01;1:9;7,17;157A/155B;157A/155B;WISSEL;WISSEL
197091601;021_37AL_67.0;37A;W;0;0,048;2021-06-01;1:15;1,33;37A;37A;WISSEL;WISSEL
197091603;527_922R_500.8;922;W;0;0,029;2021-06-01;1:7;1,33;922;922;WISSEL;WISSEL
197091604;024_201AL_25.7;201A;W;0;0,029;2021-06-01;1:9;1,33;201A;201A;WISSEL;WISSEL
197091605;524_259AR_70.6;259A;W;0;0,048;2021-06-01;1:15;1,33;259A;259A;WISSEL;WISSEL
