ID;INVOERDATUM;VERSIE_NUMMER;ACTION;MODFWE;ELONG;TOSTARTAT;TOENDAT;SRCACTION;DASSIGNNAME;DASSIGNFROM;DASSIGNTO;DNAME;DLENGTH;FWENAME;FWELENGTH
2;2021-06-03;17;NEWTOP;;;;;;;;;;;052_23R_55.5;1172
3;2021-06-03;17;NEWTOP;;;;;;;;;;;052_23L_55.5;185
4;2021-06-03;17;NEWTOP;;;;;;;;;;;950_648R_7.0;297
5;2021-06-03;17;NEWTOP;;;;;;;;;;;603_65L_2.4;524
6;2021-06-03;17;NEWTOP;;;;;;;;;;;490_120V_8.1;255
7;2021-06-03;17;NEWTOP;;;;;;;;;;;490_120L_8.1;808
8;2021-06-03;17;NEWTOP;;;;;;;;;;;803_92AR_104.0;131
9;2021-06-03;17;NEWTOP;;;;;;;;;;;603_69BR_2.4;1333
55;2021-06-03;17;NEWTOP;;;;;;;;;;;618_237L_50.5;407
56;2021-06-03;17;NEWTOP;;;;;;;;;;;618_247L_50.5;467
57;2021-06-03;17;NEWTOP;;;;;;;;;;;618_245R_50.5;438
58;2021-06-03;17;NEWTOP;;;;;;;;;;;508_2103AR_91.4;109
59;2021-06-03;17;NEWTOP;;;;;;;;;;;508_2091BV_91.4;14
60;2021-06-03;17;NEWTOP;;;;;;;;;;;508_2103AL_91.4;171
61;2021-06-03;17;NEWTOP;;;;;;;;;;;508_2091AR_91.3;120
62;2021-06-03;17;NEWTOP;;;;;;;;;;;618_245L_50.5;172
63;2021-06-03;17;NEWTOP;;;;;;;;;;;508_2091AL_91.3;108
64;2021-06-03;17;NEWTOP;;;;;;;;;;;490_120R_8.1;510
65;2021-06-03;17;NEWTOP;;;;;;;;;;;476_87V_201.4;200
66;2021-06-03;17;NEWTOP;;;;;;;;;;;803_92AqV_104.0;34
67;2021-06-03;17;NEWTOP;;;;;;;;;;;618_227pV_50.5;34
68;2021-06-03;17;NEWTOP;;;;;;;;;;;618_229R_50.5;57
69;2021-06-03;17;NEWTOP;;;;;;;;;;;618_227qV_50.5;34
70;2021-06-03;17;NEWTOP;;;;;;;;;;;618_225V_50.6;39
71;2021-06-03;17;NEWTOP;;;;;;;;;;;618_241pV_50.5;34
72;2021-06-03;17;NEWTOP;;;;;;;;;;;618_233R_50.5;54
73;2021-06-03;17;NEWTOP;;;;;;;;;;;618_237R_50.5;344
74;2021-06-03;17;NEWTOP;;;;;;;;;;;618_237qV_50.5;34
75;2021-06-03;17;NEWTOP;;;;;;;;;;;618_249V_50.4;373
76;2021-06-03;17;NEWTOP;;;;;;;;;;;618_V_50.6;39
77;2021-06-03;17;NEWTOP;;;;;;;;;;;618_241qV_50.5;34
78;2021-06-03;17;NEWTOP;;;;;;;;;;;618_237pV_50.5;34
79;2021-06-03;17;NEWTOP;;;;;;;;;;;803_92ApV_104.0;34
80;2021-06-03;17;NEWTOP;;;;;;;;;;;618_229L_50.5;58
81;2021-06-03;17;NEWTOP;;;;;;;;;;;513_535L_25.2;743
82;2021-06-03;17;NEWTOP;;;;;;;;;;;618_233pV_50.5;34
83;2021-06-03;17;NEWTOP;;;;;;;;;;;513_535R_25.2;171
84;2021-06-03;17;NEWTOP;;;;;;;;;;;618_233qV_50.5;34
85;2021-06-03;17;NEWTOP;;;;;;;;;;;618_235L_50.5;40
86;2021-06-03;17;NEWTOP;;;;;;;;;;;618_223V_50.6;23
87;2021-06-03;17;NEWTOP;;;;;;;;;;;618_235R_50.5;41
1;2021-06-03;17;EDITCORR;803_68AV_104.1;-2;;-1;;;;;;;;
28;2021-06-03;17;EDITREAL;950_912L_6.7;41;;-1;;;;;;;;
29;2021-06-03;17;EDITREAL;093_1005R_6.2;7;-1;;;;;;;;;
30;2021-06-03;17;EDITREAL;618_71L_51.3;35;;-1;;;;;;;;
31;2021-06-03;17;EDITREAL;803_70AV_80.2;7;;-1;;;;;;;;
35;2021-06-03;17;EDITREAL;664_873BV_41.9;360;;-1;;;;;;;;
36;2021-06-03;17;EDITREAL;474_959R_101.1;105;;-1;;;;;;;;
38;2021-06-03;17;EDITREAL;805_516L_100.2;438;;-1;;;;;;;;
39;2021-06-03;17;EDITREAL;519_89V_47.4;986;;-1;;;;;;;;
43;2021-06-03;17;EDITREAL;093_1005L_6.2;7;-1;;;;;;;;;
44;2021-06-03;17;EDITREAL;618_75L_51.3;29;;-1;;;;;;;;
45;2021-06-03;17;EDITREAL;618_75R_51.3;29;;-1;;;;;;;;
47;2021-06-03;17;EDITREAL;519_87V_47.3;862;;-1;;;;;;;;
49;2021-06-03;17;EDITREAL;618_861R_50.6;192;;-1;;;;;;;;
51;2021-06-03;17;EDITREAL;664_875V_41.9;186;;-1;;;;;;;;
52;2021-06-03;17;EDITREAL;437_964R_0.9;747;;-1;;;;;;;;
54;2021-06-03;17;EDITREAL;803_84AR_103.8;8;;-1;;;;;;;;
10;2021-06-03;17;ASSIGN;950_647R_7.0;-218;;-1;NEW;950_648R_7.0;79;297;;;;
11;2021-06-03;17;ASSIGN;052_26R_55.5;-1172;-1;;DEL;052_23R_55.5;0;1172;;;;
12;2021-06-03;17;ASSIGN;052_26L_55.5;-185;-1;;DEL;052_23L_55.5;0;185;;;;
13;2021-06-03;17;ASSIGN;950_647V_7.0;-34;;4;NEW;950_648R_7.0;34;0;;;;
14;2021-06-03;17;ASSIGN;490_121V_8.9;-236;;827;NEW;490_120V_8.1;19;255;;;;
15;2021-06-03;17;ASSIGN;490_121V_8.9;-749;;0;NEW;490_120L_8.1;808;59;;;;
16;2021-06-03;17;ASSIGN;603_41L_48.2;-524;;118;NEW;603_65L_2.4;524;0;;;;
17;2021-06-03;17;ASSIGN;803_93V_104.1;-49;;-1;NEW;803_92AR_104.0;82;131;;;;
18;2021-06-03;17;ASSIGN;603_41V_48.2;-623;;0;NEW;603_69BR_2.4;1333;710;;;;
19;2021-06-03;17;ASSIGN;603_41R_48.2;-710;;0;NEW;603_69BR_2.4;710;0;;;;
20;2021-05-10;17;ASSIGN;508_2055V_91.2;-120;;-1;NEW;508_2091AR_91.3;0;120;;;;
21;2021-05-10;17;ASSIGN;508_2089R_91.3;-14;;109;NEW;508_2091BV_91.4;0;14;;;;
22;2021-05-10;17;ASSIGN;508_2089R_91.3;-109;;123;NEW;508_2103AR_91.4;0;109;;;;
23;2021-05-10;17;ASSIGN;513_531L_25.0;-436;;-1;NEW;513_535L_25.2;307;743;;;;
24;2021-05-10;17;ASSIGN;513_535R_25.3;-125;-1;;NEW;513_535R_25.2;46;171;;;;
25;2021-06-03;17;EDITREAL;513_531L_25.0;-743;;-1;;;;;;;;
26;2021-06-03;17;EDITREAL;618_185BV_50.8;-214;;-1;;;;;;;;
27;2021-06-03;17;EDITREAL;803_82BV_103.9;-108;;-1;;;;;;;;
32;2021-06-03;17;EDITREAL;501_147R_80.7;-62;;-1;;;;;;;;
33;2021-06-03;17;EDITREAL;501_25R_80.1;-29;;-1;;;;;;;;
34;2021-06-03;17;EDITREAL;618_69L_51.4;-102;;-1;;;;;;;;
37;2021-06-03;17;EDITREAL;501_129R_80.8;-67;;-1;;;;;;;;
40;2021-06-03;17;EDITREAL;501_27L_80.2;-29;;-1;;;;;;;;
41;2021-06-03;17;EDITREAL;501_37AR_80.2;-4;;-1;;;;;;;;
42;2021-06-03;17;EDITREAL;508_2089R_91.3;-123;;-1;;;;;;;;
46;2021-06-03;17;EDITREAL;508_2055V_91.2;-120;;-1;;;;;;;;
48;2021-06-03;17;EDITREAL;093_1003BL_6.3;-7;;-1;;;;;;;;
50;2021-06-03;17;EDITREAL;618_67L_51.5;-143;;-1;;;;;;;;
53;2021-06-03;17;EDITREAL;501_37BV_80.3;-3;;-1;;;;;;;;
88;2020-12-10;17;EDITREAL;486_940ApV_76.0;;;;;;;;;;;
89;2020-12-10;17;EDITREAL;486_941AqV_76.1;;;;;;;;;;;
90;2020-12-10;17;EDITREAL;618_905V_50.4;;;;;;;;;;;
91;2020-12-10;17;EDITREAL;486_940AqV_76.0;;;;;;;;;;;
92;2020-12-10;17;EDITREAL;805_7111L_400.2;;;;;;;;;;;
93;2020-12-10;17;EDITREAL;520_821R_0.9;;;;;;;;;;;
94;2020-12-10;17;EDITREAL;490_121V_8.9;;;;;;;;;;;
95;2020-12-10;17;EDITREAL;618_907L_50.4;;;;;;;;;;;
96;2020-12-10;17;EDITREAL;805_7111R_400.2;;;;;;;;;;;
97;2020-12-10;17;EDITREAL;618_897V_50.5;;;;;;;;;;;
98;2020-12-10;17;EDITREAL;618_907R_50.4;;;;;;;;;;;
99;2020-12-10;17;EDITREAL;803_92R_104.0;;;;;;;;;;;
100;2020-12-10;17;EDITREAL;803_91V_104.0;;;;;;;;;;;
101;2020-12-10;17;EDITREAL;618_895V_50.6;;;;;;;;;;;
102;2020-12-10;17;EDITREAL;603_41L_48.2;;;;;;;;;;;
103;2020-12-10;17;EDITREAL;437_965R_0.9;;;;;;;;;;;
104;2020-12-10;17;EDITREAL;486_901AqV_75.4;;;;;;;;;;;
105;2020-12-10;17;EDITREAL;486_901ApV_75.4;;;;;;;;;;;
106;2020-12-10;17;EDITREAL;618_899V_50.4;;;;;;;;;;;
107;2020-12-10;17;EDITREAL;486_941ApV_76.1;;;;;;;;;;;
108;2020-12-10;17;EDITREAL;618_863R_50.5;;;;;;;;;;;
109;2020-12-10;17;EDITREAL;618_863L_50.5;;;;;;;;;;;
110;2020-12-10;17;EDITREAL;474_960L_101.5;;;;;;;;;;;
111;2020-12-10;17;EDITREAL;059_241L_80.7;;;;;;;;;;;
112;2020-12-10;17;EDITREAL;059_265L_81.7;;;;;;;;;;;
113;2020-12-10;17;EDITREAL;486_912AqV_75.8;;;;;;;;;;;
114;2020-12-10;17;EDITREAL;486_939ApV_76.0;;;;;;;;;;;
115;2020-12-10;17;EDITREAL;618_911V_50.3;;;;;;;;;;;
116;2020-12-10;17;EDITREAL;803_93V_104.1;;;;;;;;;;;
117;2020-12-10;17;EDITREAL;603_41R_48.2;;;;;;;;;;;
118;2020-12-10;17;EDITREAL;618_903V_50.4;;;;;;;;;;;
119;2020-12-10;17;EDITREAL;618_913R_50.3;;;;;;;;;;;
120;2020-12-10;17;EDITREAL;618_913L_50.3;;;;;;;;;;;
121;2020-12-10;17;EDITREAL;486_912ApV_75.8;;;;;;;;;;;
122;2020-12-10;17;EDITREAL;513_535R_25.3;;;;;;;;;;;
123;2020-12-10;17;EDITREAL;520_820V_0.9;;;;;;;;;;;
124;2020-12-10;17;EDITREAL;618_865L_50.5;;;;;;;;;;;
125;2020-12-10;17;EDITREAL;805_7115L_400.6;;;;;;;;;;;
126;2020-12-10;17;EDITREAL;805_7115R_400.6;;;;;;;;;;;
127;2020-12-10;17;EDITREAL;805_7113V_400.4;;;;;;;;;;;
128;2020-12-10;17;EDITREAL;805_7101R_101.6;;;;;;;;;;;
