ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
394;089_259BV_45.6;Onbekend;0,002;0,572;03-06-2021
395;089_271R_46.0;Onbekend;0,134;0,469;03-06-2021
396;089_273AL_46.2;Onbekend;0,108;0,446;03-06-2021
397;089_293BV_46.6;Onbekend;0,003;0,039;03-06-2021
398;612_7BL_60.6;Onbekend;13,977;14,066;03-06-2021
399;101_1067BV_12.3;Onbekend;0,002;2,517;03-06-2021
400;532_1067AR_11.9;Onbekend;0,158;2,858;03-06-2021
401;532_1061BV_12.0;Onbekend;0,088;2,788;03-06-2021
402;101_1063V_12.3;Onbekend;0,002;2,515;03-06-2021
403;128_33V_12.8;Onbekend;0,003;0,437;03-06-2021
404;128_35BV_12.8;Onbekend;0,002;0,346;03-06-2021
405;128_35AL_12.7;Onbekend;0,057;0,573;03-06-2021
406;128_25AR_12.6;Onbekend;0,061;0,655;03-06-2021
407;128_25BV_12.8;Onbekend;0,002;0,396;03-06-2021
408;128_27L_12.7;Onbekend;0,053;0,566;03-06-2021
409;528_9R_28.1;Onbekend;0,061;0,522;03-06-2021
410;528_9L_28.1;Onbekend;0,061;0,557;03-06-2021
411;528_5L_28.0;Onbekend;0,062;0,645;03-06-2021
412;528_7R_28.1;Onbekend;0,05;0,512;03-06-2021
413;528_7L_28.1;Onbekend;0,05;0,449;03-06-2021
414;620_97AR_42.6;Onbekend;0,115;14,561;03-06-2021
415;094_1065R_3.5;Onbekend;0,103;0,863;03-06-2021
416;093_1007R_5.8;Onbekend;1,184;2,181;03-06-2021
417;094_1091BL_2.7;Onbekend;0,06;1,808;03-06-2021
418;094_1069AV_3.3;Clipped Tuned, type Corus 54E1;0,003;0,396;03-06-2021
419;094_1067BR_3.5;Clipped Tuned, type Corus 54E1;0,06;0,165;03-06-2021
420;094_1065L_3.5;Clipped Tuned, type Corus 54E1;0,103;0,61;03-06-2021
421;546_1049V_3.9;Clipped Tuned, type Corus 54E1;0,284;0,403;03-06-2021
422;546_1049V_3.9;Clipped Tuned, type Corus 54E1;0,003;0,284;03-06-2021
423;094_1079BL_2.8;Onbekend;0,059;1,923;03-06-2021
