ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
107;027_933R_147.6;Clipped Tuned, type Corus 54E1;0,058;0,991;03-06-2021
108;027_941R_148.6;Onbekend;0,06;1,074;03-06-2021
109;027_931L_147.6;Onbekend;0,075;0,202;03-06-2021
110;589_971BV_149.6;Schrey & Veit, VICON-AMSA 54VS;0,003;0,762;03-06-2021
111;589_971AL_149.5;Onbekend;0,059;0,864;03-06-2021
112;027_955BV_149.2;Onbekend;0,527;1,379;03-06-2021
113;026_243BV_26.1;Onbekend;0,004;0,775;03-06-2021
114;026_243AR_26.0;Onbekend;0,047;0,9;03-06-2021
115;047_71L_52.2;Onbekend;0,074;4,342;03-06-2021
116;011_297AV_70.1;Onbekend;0,656;1,256;03-06-2021
117;011_293BL_70.2;Onbekend;0,626;1,226;03-06-2021
118;549_283V_70.9;Onbekend;0,003;0,098;03-06-2021
119;549_283V_70.9;Clipped Tuned, type Corus 54E1;0,098;0,661;03-06-2021
120;011_299BV_70.0;Onbekend;0,003;2,758;03-06-2021
121;011_301AR_70.0;Clipped Tuned, type Corus 54E1;0,039;2,552;03-06-2021
122;011_73V_68.9;Clipped Tuned, type Corus 54E1;0,003;1,444;03-06-2021
123;654_427L_50.4;Clipped Tuned, type Corus 54E1;0,166;16,731;03-06-2021
124;654_429V_50.5;Clipped Tuned, type Corus 54E1;0,056;16,645;03-06-2021
125;103_303V_28.8;Onbekend;0,009;1,701;03-06-2021
126;609_127V_27.2;Onbekend;0,004;0,443;03-06-2021
127;123_3AR_10.6;Onbekend;0,037;0,856;03-06-2021
128;609_123BV_27.2;Onbekend;0,004;0,49;03-06-2021
129;510_401V_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,002;1,45;03-06-2021
130;510_403L_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,038;1,51;03-06-2021
131;055_423BV_37.4;Onbekend;0,003;1,241;03-06-2021
132;055_427AR_37.6;Onbekend;0,035;1,063;03-06-2021
133;546_1015R_4.5;Onbekend;0,246;0,514;03-06-2021
134;528_55AL_29.0;Onbekend;0,23;6,03;03-06-2021
135;528_55BV_29.0;Onbekend;0,168;5,968;03-06-2021
136;024_203L_25.8;Onbekend;0,037;0,758;03-06-2021
137;024_201AL_25.7;Onbekend;0,038;0,887;03-06-2021
138;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,004;0,062;03-06-2021
139;618_273AR_49.5;Onbekend;0,037;0,124;03-06-2021
140;050_463AR_4.2;Onbekend;0,036;2,173;03-06-2021
141;605_1BL_33.4;Onbekend;0,038;0,215;03-06-2021
142;605_3BL_33.5;Onbekend;0,109;0,308;03-06-2021
143;562_159R_60.9;Onbekend;6,305;13,992;03-06-2021
144;562_161L_61.2;Onbekend;6,006;13,681;03-06-2021
145;551_163R_24.0;Onbekend;4,273;14,42;03-06-2021
146;551_161AR_23.6;Onbekend;4,675;14,821;03-06-2021
147;135_253V_21.5;Onbekend;0,001;5,99;03-06-2021
148;135_255V_21.5;Onbekend;0;5,99;03-06-2021
149;055_399AR_19.6;Onbekend;0,062;8,432;03-06-2021
150;055_399BV_19.7;Onbekend;0,002;8,327;03-06-2021
151;055_413BV_29.6;Onbekend;0,003;7,741;03-06-2021
152;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;8,432;9,89;03-06-2021
153;055_399BV_19.7;Onbekend;8,327;9,751;03-06-2021
154;618_273AR_49.5;Onbekend;0,124;10,798;03-06-2021
155;027_955BV_149.2;Onbekend;0,319;0,528;03-06-2021
156;011_293BL_70.2;Onbekend;0,037;0,625;03-06-2021
157;011_297AV_70.1;Onbekend;0,002;0,655;03-06-2021
158;133_1019R_8.7;Onbekend;1,136;6,862;03-06-2021
159;133_1021L_8.8;Onbekend;1,234;2,873;03-06-2021
160;047_41L_42.5;Schrey & Veit, VICON-AMSA 54VS;0,037;0,12;03-06-2021
161;531_2677L_34.7;Onbekend;1,159;1,821;03-06-2021
162;531_2323R_33.8;Onbekend;0,254;0,887;03-06-2021
163;531_2323R_33.8;Onbekend;0,058;0,254;03-06-2021
164;531_2321V_33.6;Onbekend;0,081;0,714;03-06-2021
165;531_2677L_34.7;Onbekend;0,037;1,188;03-06-2021
166;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,358;0,991;03-06-2021
167;555_387V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,884;03-06-2021
168;135_273BV_22.2;Onbekend;0,003;17,209;03-06-2021
169;135_275BV_22.2;Onbekend;0,003;17,202;03-06-2021
170;135_2035V_40.5;Onbekend;0,002;2,149;03-06-2021
171;135_2029V_40.4;Onbekend;0,002;2,277;03-06-2021
172;079_171BV_14.2;Onbekend;0,004;10,861;03-06-2021
173;079_171AR_14.3;Onbekend;0,039;10,922;03-06-2021
174;079_169BV_14.3;Clipped Tuned, type Corus 54E1;0,003;0,031;03-06-2021
175;079_169AL_14.4;Clipped Tuned, type Corus 54E1;0,038;0,12;03-06-2021
176;079_163AL_15.0;Onbekend;0,038;0,594;03-06-2021
177;079_163BV_14.9;Onbekend;0,004;0,559;03-06-2021
178;163_961V_44.4;Onbekend;0;0,24;03-06-2021
179;163_965V_44.4;Onbekend;0;0,186;03-06-2021
180;163_967V_44.4;Onbekend;0;0,262;03-06-2021
181;163_969V_44.4;Onbekend;0;0,258;03-06-2021
182;520_31AL_27.9;Onbekend;0,05;0,377;03-06-2021
183;520_31BV_28.0;Onbekend;0,003;0,257;03-06-2021
184;520_45AR_28.3;Onbekend;0,038;0,148;03-06-2021
185;520_45BV_28.3;Onbekend;0,002;0,041;03-06-2021
186;588_411AR_2.8;Onbekend;0,837;1,354;03-06-2021
187;588_411AR_2.8;Onbekend;0,036;0,365;03-06-2021
188;526_15AV_4.1;Onbekend;0,003;0,635;03-06-2021
189;526_15BL_4.2;Onbekend;0,027;0,583;03-06-2021
190;927_9AV_904.3;Onbekend;0,088;0,737;03-06-2021
191;526_433BV_3.5;Onbekend;0,003;0,556;03-06-2021
192;526_437R_3.5;Onbekend;0,048;0,555;03-06-2021
193;526_437L_3.5;Onbekend;0,049;0,492;03-06-2021
194;588_411AR_2.8;Clipped Tuned, type Corus 54E1;0,367;0,811;03-06-2021
195;588_415BV_2.9;Clipped Tuned, type Corus 54E1;0,261;0,537;03-06-2021
196;588_417BV_2.9;Onbekend;0,26;0,518;03-06-2021
197;526_435R_3.5;Onbekend;0,05;0,456;03-06-2021
198;588_415BV_2.9;Onbekend;0,004;0,26;03-06-2021
199;588_417BV_2.9;Onbekend;0,003;0,259;03-06-2021
200;588_353AL_1.2;Onbekend;1,437;1,936;03-06-2021
201;588_351AL_1.2;Onbekend;1,486;1,984;03-06-2021
202;588_415AR_2.9;Onbekend;0,023;0,315;03-06-2021
203;206_101V_12.2;Onbekend;0,003;10,556;03-06-2021
204;206_123V_18.2;Onbekend;0,002;11,605;03-06-2021
205;605_1AV_33.4;Onbekend;0,13;7,501;03-06-2021
206;009_115AR_148.1;Onbekend;0,037;1,252;03-06-2021
207;009_117R_148.2;Onbekend;0,037;0,655;03-06-2021
208;009_129V_148.9;Onbekend;0,002;0,461;03-06-2021
209;009_25BR_165.9;Onbekend;0,027;16,545;03-06-2021
210;009_25AV_165.8;Onbekend;0,003;16,468;03-06-2021
211;950_475BV_8.3;Onbekend;0,002;2,298;03-06-2021
212;950_475AR_8.2;Onbekend;0,059;2,464;03-06-2021
213;112_6123V_67.9;Onbekend;0,005;4,708;03-06-2021
214;112_467BV_67.2;Onbekend;0,003;5,452;03-06-2021
215;514_49AV_65.2;Onbekend;0,739;8,586;03-06-2021
216;508_2057R_91.1;Onbekend;0,059;0,94;03-06-2021
217;508_2109R_91.5;Onbekend;0,058;0,593;03-06-2021
218;664_107BV_42.1;Onbekend;0,003;0,287;03-06-2021
219;664_121AR_42.4;Glued Tuned, type Corus 54E1;0,038;0,498;03-06-2021
220;664_107AL_42.0;Glued Tuned, type Corus 54E1;0,062;0,443;03-06-2021
221;664_131AV_42.9;Glued Tuned, type Corus 54E1;0,002;0,341;03-06-2021
222;664_133R_42.9;Onbekend;0,023;0,075;03-06-2021
223;664_131AL_42.9;Glued Tuned, type Corus 54E1;0,036;0,26;03-06-2021
224;664_135L_43.0;Glued Tuned, type Corus 54E1;0,032;0,053;03-06-2021
225;163_251R_43.3;Onbekend;0,034;0,193;03-06-2021
226;163_165AR_43.6;Glued Tuned, type Corus 54E1;0,038;0,648;03-06-2021
227;555_387V_84.4;Onbekend;0,023;3,809;03-06-2021
228;555_383V_84.4;Onbekend;0,023;3,817;03-06-2021
229;555_381V_84.4;Onbekend;0,051;3,853;03-06-2021
230;555_379V_84.4;Onbekend;0,039;3,85;03-06-2021
231;603_183BV_4.1;Onbekend;0,866;18,882;03-06-2021
232;664_107BL_42.1;Onbekend;0,061;0,845;03-06-2021
233;543_213BV_46.2;Onbekend;0,002;0,479;03-06-2021
234;606_111V_1.0;Onbekend;0,082;13,882;03-06-2021
235;606_109V_1.0;Onbekend;0,066;13,866;03-06-2021
236;543_213BV_46.2;Onbekend;0,479;6,386;03-06-2021
237;609_135AL_26.6;Onbekend;11,609;11,94;03-06-2021
238;563_189R_57.4;Clipped Tuned, type Corus 54E1;0,057;0,443;03-06-2021
239;563_187AL_57.4;Clipped Tuned, type Corus 54E1;0,056;0,434;03-06-2021
240;100_2105BL_7.8;Onbekend;0,063;5,786;03-06-2021
241;100_2105AV_7.7;Onbekend;0,003;5,68;03-06-2021
242;563_167AR_56.8;Onbekend;0,057;0,536;03-06-2021
243;563_167BV_56.9;Onbekend;0,003;0,408;03-06-2021
244;563_169AL_56.8;Onbekend;0,056;0,468;03-06-2021
245;563_169BV_56.9;Onbekend;0,004;0,341;03-06-2021
246;563_175AL_57.3;Onbekend;0,034;0,354;03-06-2021
247;563_185AR_57.3;Onbekend;0,034;0,118;03-06-2021
248;613_905R_75.8;Clipped Tuned, type Corus 54E1;0,025;0,235;03-06-2021
249;054_1315AR_47.4;Onbekend;0,062;5,425;03-06-2021
250;027_931L_147.6;Schrey & Veit, VICON-AMSA 5RQ;0,202;1,261;03-06-2021
251;027_931L_147.6;Onbekend;0,06;0,074;03-06-2021
252;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,038;0,358;03-06-2021
253;057_45R_11.4;Onbekend;0,035;0,808;03-06-2021
254;057_41R_11.2;Onbekend;0,034;1,139;03-06-2021
255;531_2321V_33.6;Onbekend;0,003;0,081;03-06-2021
256;055_455V_38.7;Onbekend;0,001;0,038;03-06-2021
257;054_1315BV_47.5;Onbekend;0,002;5,22;03-06-2021
258;123_29AL_11.6;Onbekend;0,037;8,286;03-06-2021
259;123_29BV_11.6;Onbekend;0,003;8,252;03-06-2021
260;055_319AL_11.8;Onbekend;0,034;7,836;03-06-2021
261;055_319BV_11.8;Onbekend;0,003;7,732;03-06-2021
262;517_11BR_68.7;Onbekend;0,097;2,099;03-06-2021
263;517_11AV_68.7;Onbekend;0,04;2,037;03-06-2021
264;551_107R_21.8;Onbekend;0,026;0,825;03-06-2021
265;551_115AR_21.8;Onbekend;0,06;0,635;03-06-2021
266;551_111L_21.8;Onbekend;0,061;0,778;03-06-2021
267;551_115BV_21.9;Onbekend;0,002;0,485;03-06-2021
268;517_253AL_0.9;Onbekend;0,066;1,502;03-06-2021
269;517_229AL_0.4;Onbekend;0,051;0,514;03-06-2021
270;121_523AR_8.4;Onbekend;0,062;5,88;03-06-2021
271;121_523BV_8.3;Onbekend;0,003;5,774;03-06-2021
272;517_251R_0.9;Onbekend;0,081;0,539;03-06-2021
273;551_163R_24.0;Onbekend;0,22;4,273;03-06-2021
274;551_161AR_23.6;Onbekend;0,622;4,675;03-06-2021
275;551_131AL_22.4;Onbekend;0,06;0,126;03-06-2021
276;035_97R_46.1;Onbekend;0,062;0,689;03-06-2021
277;035_111V_46.9;Onbekend;0;1,017;03-06-2021
278;035_105V_46.9;Onbekend;0,002;1,039;03-06-2021
279;094_1091AV_2.5;Onbekend;0,004;1,644;03-06-2021
280;546_1063BR_3.6;Onbekend;0,059;2,739;03-06-2021
281;212_201V_39.7;Onbekend;0,002;5,323;03-06-2021
282;212_215R_45.0;Onbekend;0,076;3,994;03-06-2021
283;212_215L_45.0;Onbekend;0,076;3,993;03-06-2021
284;002_385L_68.2;Onbekend;0,097;0,617;03-06-2021
285;002_357BV_51.6;Onbekend;0,003;11,974;03-06-2021
286;002_357AL_51.5;Onbekend;0,058;12,075;03-06-2021
287;002_395V_69.0;Onbekend;0,003;7,75;03-06-2021
288;002_373V_63.7;Onbekend;0,003;4,524;03-06-2021
289;002_393L_68.9;Onbekend;0,036;7,811;03-06-2021
290;002_385R_68.2;Onbekend;0,097;0,688;03-06-2021
291;550_157V_26.7;Onbekend;0,342;9,097;03-06-2021
292;002_313V_36.4;Onbekend;0,003;3,566;03-06-2021
293;002_325L_40.0;Onbekend;0,074;10,477;03-06-2021
294;002_347BV_50.7;Onbekend;0,003;0,73;03-06-2021
295;002_345AL_50.5;Onbekend;0,058;0,18;03-06-2021
296;002_305R_35.8;Onbekend;0,057;0,59;03-06-2021
297;002_347AR_50.6;Onbekend;0,058;0,791;03-06-2021
298;002_325R_40.0;Onbekend;0,074;10,528;03-06-2021
299;119_1111L_28.1;Onbekend;0,059;0,409;03-06-2021
300;119_1113AR_28.1;Onbekend;0,059;0,41;03-06-2021
301;063_103BL_19.4;Onbekend;0,036;16,732;03-06-2021
302;119_1113BV_28.2;Onbekend;0,003;0,304;03-06-2021
303;021_37AL_67.0;Onbekend;0,062;1,359;03-06-2021
304;021_39L_67.2;Onbekend;0,062;1,133;03-06-2021
305;017_11AL_49.5;Onbekend;0,035;11,996;03-06-2021
306;017_11BV_49.5;Onbekend;0,003;11,878;03-06-2021
307;017_29AL_61.5;Onbekend;0,034;0,64;03-06-2021
308;017_29BV_61.5;Onbekend;0,002;0,553;03-06-2021
309;610_151AR_14.0;Onbekend;0,061;13,705;03-06-2021
310;610_151BV_13.9;Onbekend;0,003;13,649;03-06-2021
311;609_5L_29.7;Onbekend;0,231;10,93;03-06-2021
312;119_121AV_21.3;Onbekend;0,003;6,738;03-06-2021
313;119_121BR_21.3;Onbekend;0,035;6,798;03-06-2021
314;132_295AL_40.4;Onbekend;0,264;7,491;03-06-2021
315;132_295BV_40.4;Onbekend;0,205;6,695;03-06-2021
316;542_1267AR_29.9;Onbekend;0,023;0,672;03-06-2021
317;542_1271AL_29.9;Onbekend;0,023;0,673;03-06-2021
318;542_1271BV_30.0;Onbekend;0,003;0,621;03-06-2021
319;542_1277AR_30.0;Onbekend;0,022;0,503;03-06-2021
320;561_97BV_59.6;Onbekend;0,003;1,92;03-06-2021
321;563_187AL_57.4;Onbekend;0,436;2,388;03-06-2021
322;561_89BV_59.6;Onbekend;0,003;1,864;03-06-2021
323;563_189R_57.4;Onbekend;0,444;2,444;03-06-2021
324;664_873BV_41.9;Onbekend;0;0,764;03-06-2021
325;123_63AL_19.9;Onbekend;0,037;1,576;03-06-2021
326;551_143AL_22.7;Onbekend;0,036;1,315;03-06-2021
327;551_145BV_22.9;Glued Tuned, type Corus 54E1;0,002;0,716;03-06-2021
328;551_145AL_22.8;Glued Tuned, type Corus 54E1;0,035;0,815;03-06-2021
329;515_307BV_51.2;Onbekend;4,031;8,222;03-06-2021
330;515_307AR_51.1;Onbekend;0,32;4,13;03-06-2021
331;057_41V_11.2;Onbekend;0,004;9,162;03-06-2021
332;063_101BL_19.2;Onbekend;0,038;16,539;03-06-2021
333;046_255AR_41.4;Onbekend;0,209;5,256;03-06-2021
334;054_1273AR_43.1;Onbekend;0,124;9,974;03-06-2021
335;054_1275AR_43.6;Onbekend;0,059;9,345;03-06-2021
336;054_1275BV_43.7;Onbekend;0,003;3,247;03-06-2021
337;617_1255V_42.6;Onbekend;0,038;4,319;03-06-2021
338;054_1001AV_57.2;Onbekend;0,003;2,893;03-06-2021
339;054_1001BR_57.4;Onbekend;0,064;2,816;03-06-2021
340;054_1005AV_57.3;Onbekend;0,003;2,651;03-06-2021
341;054_1003AV_57.3;Onbekend;0,003;2,553;03-06-2021
342;544_1075R_0.2;Onbekend;0,062;0,64;03-06-2021
343;509_1107R_35.1;Onbekend;0,037;1,333;03-06-2021
344;509_1103R_35.1;Onbekend;0,037;1,427;03-06-2021
345;608_67L_88.9;Onbekend;0,228;13,118;03-06-2021
346;608_65AL_88.8;Onbekend;0,313;13,213;03-06-2021
347;127_323V_13.1;Schrey & Veit, VICON-AMSA 5RQ;0,003;0,107;03-06-2021
348;127_325AL_13.2;Schrey & Veit, VICON-AMSA 5RQ;0,035;0,117;03-06-2021
349;127_351AL_27.9;Schrey & Veit, VICON-AMSA 5RQ;0,037;9,557;03-06-2021
350;127_329AR_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,035;14,512;03-06-2021
351;127_327V_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,003;0,005;03-06-2021
352;127_351BV_27.9;Onbekend;0;9,532;03-06-2021
353;127_329BV_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,002;14,479;03-06-2021
354;545_221BV_23.8;Schrey & Veit, VICON-AMSA 5RQ;0,785;8,289;03-06-2021
355;127_295AR_8.2;Onbekend;0,062;3,997;03-06-2021
356;127_303V_11.2;Onbekend;0,004;1,043;03-06-2021
357;127_309BV_12.3;Schrey & Veit, VICON-AMSA 5RQ;0,003;0,009;03-06-2021
358;127_311R_12.3;Schrey & Veit, VICON-AMSA 5RQ;0,036;0,764;03-06-2021
359;127_349AR_27.8;Onbekend;0,037;0,104;03-06-2021
360;127_359AL_37.4;Onbekend;0,035;1,045;03-06-2021
361;127_361L_37.5;Schrey & Veit, VICON-AMSA 5RQ;0,035;0,864;03-06-2021
362;127_435AR_54.0;Schrey & Veit, VICON-AMSA 5RQ;0,034;7,648;03-06-2021
363;127_435BV_54.0;Schrey & Veit, VICON-AMSA 5RQ;0,003;7,617;03-06-2021
364;127_375AR_38.5;Clipped Tuned, type Corus 54E1;0,034;10,045;03-06-2021
365;123_61AL_19.8;Onbekend;0,037;1,65;03-06-2021
366;544_1075L_0.2;Onbekend;0,062;0,64;03-06-2021
367;544_1071BV_0.2;Onbekend;0,003;0,764;03-06-2021
368;544_1079BV_0.3;Onbekend;0,002;0,688;03-06-2021
369;544_1077BV_0.3;Glued Tuned, type Corus 54E1;0,002;0,602;03-06-2021
370;117_1843L_6.3;Onbekend;0,062;3,478;03-06-2021
371;046_227AL_36.0;Onbekend;0,037;5,275;03-06-2021
372;046_227BV_36.1;Onbekend;0,003;5,267;03-06-2021
373;047_3AV_40.9;Onbekend;0;16,764;03-06-2021
374;047_3BL_41.0;Onbekend;0,03;16,769;03-06-2021
375;122_65L_2.8;Onbekend;1,008;18,507;03-06-2021
376;124_195L_4.5;Onbekend;0,039;13,792;03-06-2021
377;124_197V_4.6;Onbekend;0,003;13,654;03-06-2021
378;544_1135BV_1.4;Onbekend;0,002;0,826;03-06-2021
379;544_1135AR_1.3;Onbekend;0,062;0,905;03-06-2021
380;123_1AV_10.6;Onbekend;7,968;9,145;03-06-2021
381;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;0,035;7,773;03-06-2021
382;122_65V_2.8;Schrey & Veit, VICON-AMSA 5RQ;0,003;0,692;03-06-2021
383;123_1BR_10.6;Onbekend;0,034;8,035;03-06-2021
384;123_1AV_10.6;Onbekend;0,002;7,968;03-06-2021
385;057_43R_11.2;Onbekend;9,226;9,425;03-06-2021
386;057_41V_11.2;Onbekend;9,162;9,334;03-06-2021
387;519_89V_47.4;Onbekend;0,37;5,753;03-06-2021
388;519_87V_47.3;Onbekend;0,439;5,839;03-06-2021
389;087_119AL_16.6;Onbekend;3,15;7,493;03-06-2021
390;087_119BV_16.7;Onbekend;3,047;7,347;03-06-2021
391;089_261BV_45.7;Onbekend;0,002;0,617;03-06-2021
392;089_261AL_45.6;Onbekend;0,048;0,67;03-06-2021
393;506_259AR_45.5;Onbekend;0,048;0,565;03-06-2021
