ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
4533;contractgebied;BVL;8;Haarlem;Strukton Rail;Kennemerland;2021-04-29
4534;contractgebied;BASIS;70;HSL;Infraspeed;;2021-04-29
4535;contractgebied;BAAN;70;HSL;Infraspeed;;2021-04-29
4536;contractgebied;BVL;70;HSL;Infraspeed;;2021-04-29
4537;contractgebied;BAAN;36;Friesland;Strukton Rail;Wadden;2021-04-29
4538;contractgebied;BASIS;10;Duivendrecht;Strukton Rail;Amstelsepoort;2021-04-29
4539;contractgebied;BAAN;4;Europoort;VolkerRail;Zee-Zevenaar;2021-04-29
4540;contractgebied;BVL;31;IJsselstreek;Strukton Rail;Veluwe;2021-04-29
4541;contractgebied;BAAN;24;Eindhoven;ASSET Rail;De Peel;2021-04-29
4542;contractgebied;BVL;36;Friesland;Strukton Rail;Wadden;2021-04-29
4543;contractgebied;BASIS;36;Friesland;Strukton Rail;Wadden;2021-04-29
4544;contractgebied;BVL;21;Den Bosch;Strukton Rail;Betuwe;2021-04-29
4545;contractgebied;BASIS;4;Europoort;VolkerRail;Zee-Zevenaar;2021-04-29
4546;contractgebied;BVL;10;Duivendrecht;Strukton Rail;Amstelsepoort;2021-04-29
4547;contractgebied;BVL;18;Goes;Strukton Rail;Zeeland;2021-04-29
4548;contractgebied;BAAN;32;Twente;VolkerRail;Twente;2021-04-29
4549;contractgebied;BVL;3;Rotterdam;VolkerRail;Rotterdam;2021-04-29
4550;contractgebied;BASIS;9;Amsterdam;VolkerRail;Amsterdam;2021-04-29
4551;contractgebied;BVL;24;Eindhoven;ASSET Rail;De Peel;2021-04-29
4552;contractgebied;BVL;27;Venlo;ASSET Rail;De Peel;2021-04-29
4553;contractgebied;BVL;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2021-04-29
4554;contractgebied;BVL;29;Gelderse Vallei;Strukton Rail;Veluwe;2021-04-29
4555;contractgebied;BAAN;29;Gelderse Vallei;Strukton Rail;Veluwe;2021-04-29
4639;contractgebied;BASIS;20;Breda;ASSET Rail;Brabant;2021-04-29
4530;contractgebied;BAAN;8;Haarlem;Strukton Rail;Kennemerland;2021-04-29
4531;contractgebied;BASIS;31;IJsselstreek;Strukton Rail;Veluwe;2021-04-29
4532;contractgebied;BASIS;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2021-04-29
4637;contractgebied;BAAN;23;Boxtel;ASSET Rail;Brabant;2021-04-29
4638;contractgebied;BASIS;23;Boxtel;ASSET Rail;Brabant;2021-04-29
4640;contractgebied;BVL;99;Kijfhoek;VolkerRail;Zee-Zevenaar;2021-04-29
4646;contractgebied;BAAN;5;Dordrecht;ASSET Rail;Dordrecht;2021-04-29
4641;contractgebied;BVL;37;Groningen;Strukton Rail;Wadden;2021-04-29
4642;contractgebied;BVL;35;Drenthe;ASSET Rail;Drenthe;2021-04-29
4643;contractgebied;BAAN;35;Drenthe;ASSET Rail;Drenthe;2021-04-29
4644;contractgebied;BAAN;99;Kijfhoek;VolkerRail;Zee-Zevenaar;2021-04-29
4645;contractgebied;BASIS;5;Dordrecht;ASSET Rail;Dordrecht;2021-04-29
4647;contractgebied;BVL;5;Dordrecht;ASSET Rail;Dordrecht;2021-04-29
4559;contractgebied;BAAN;9;Amsterdam;VolkerRail;Amsterdam;2021-04-29
4648;contractgebied;BAAN;37;Groningen;Strukton Rail;Wadden;2021-04-29
4649;contractgebied;BASIS;37;Groningen;Strukton Rail;Wadden;2021-04-29
4556;contractgebied;BASIS;2;Den Haag;VolkerRail;Den Haag;2021-04-29
4557;contractgebied;BAAN;31;IJsselstreek;Strukton Rail;Veluwe;2021-04-29
4558;contractgebied;BVL;9;Amsterdam;VolkerRail;Amsterdam;2021-04-29
4560;contractgebied;BASIS;28;Maas en Waal;ASSET Rail;Gelre;2021-04-29
4561;contractgebied;BAAN;3;Rotterdam;VolkerRail;Rotterdam;2021-04-29
4565;contractgebied;BASIS;1;Leiden;BAM Rail;Rijn en Gouwe;2021-04-29
4562;contractgebied;BASIS;19;Roosendaal;Strukton Rail;Zeeland;2021-04-29
4563;contractgebied;BASIS;29;Gelderse Vallei;Strukton Rail;Veluwe;2021-04-29
4564;contractgebied;BAAN;28;Maas en Waal;ASSET Rail;Gelre;2021-04-29
4566;contractgebied;BASIS;24;Eindhoven;ASSET Rail;De Peel;2021-04-29
4567;contractgebied;BASIS;7;Alkmaar;VolkerRail;Hollands Noorderkwartier;2021-04-29
4568;contractgebied;BASIS;21;Den Bosch;Strukton Rail;Betuwe;2021-04-29
4572;contractgebied;BASIS;32;Twente;VolkerRail;Twente;2021-04-29
4569;contractgebied;BVL;19;Roosendaal;Strukton Rail;Zeeland;2021-04-29
4570;contractgebied;BAAN;18;Goes;Strukton Rail;Zeeland;2021-04-29
4571;contractgebied;BVL;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;2021-04-29
4573;contractgebied;BVL;16;Maarn;ASSET Rail;Eemland;2021-04-29
4574;contractgebied;BVL;2;Den Haag;VolkerRail;Den Haag;2021-04-29
4575;contractgebied;BASIS;12;Amersfoort;ASSET Rail;Eemland;2021-04-29
4576;contractgebied;BASIS;18;Goes;Strukton Rail;Zeeland;2021-04-29
4577;contractgebied;BAAN;7;Alkmaar;VolkerRail;Hollands Noorderkwartier;2021-04-29
4582;contractgebied;BAAN;21;Den Bosch;Strukton Rail;Betuwe;2021-04-29
4579;contractgebied;BVL;12;Amersfoort;ASSET Rail;Eemland;2021-04-29
4580;contractgebied;BASIS;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;2021-04-29
4581;contractgebied;BAAN;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2021-04-29
4583;contractgebied;BVL;7;Alkmaar;VolkerRail;Hollands Noorderkwartier;2021-04-29
4578;contractgebied;BASIS;8;Haarlem;Strukton Rail;Kennemerland;2021-04-29
4584;contractgebied;BVL;4;Europoort;VolkerRail;Zee-Zevenaar;2021-04-29
4585;contractgebied;BVL;28;Maas en Waal;ASSET Rail;Gelre;2021-04-29
4589;contractgebied;BVL;26;Maastricht;Strukton Rail;Limburg;2021-04-29
4586;contractgebied;BAAN;1;Leiden;BAM Rail;Rijn en Gouwe;2021-04-29
4587;contractgebied;BASIS;26;Maastricht;Strukton Rail;Limburg;2021-04-29
4588;contractgebied;BASIS;25;Roermond;Strukton Rail;Limburg;2021-04-29
4590;contractgebied;BAAN;25;Roermond;Strukton Rail;Limburg;2021-04-29
4591;contractgebied;BAAN;26;Maastricht;Strukton Rail;Limburg;2021-04-29
4592;contractgebied;BVL;25;Roermond;Strukton Rail;Limburg;2021-04-29
4593;contractgebied;BVL;22;Geldermalsen;Strukton Rail;Betuwe;2021-04-29
4594;contractgebied;BAAN;10;Duivendrecht;Strukton Rail;Amstelsepoort;2021-04-29
4595;contractgebied;BAAN;27;Venlo;ASSET Rail;De Peel;2021-04-29
4596;contractgebied;BVL;32;Twente;VolkerRail;Twente;2021-04-29
4600;contractgebied;BAAN;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;2021-04-29
4597;contractgebied;BVL;1;Leiden;BAM Rail;Rijn en Gouwe;2021-04-29
4598;contractgebied;BASIS;16;Maarn;ASSET Rail;Eemland;2021-04-29
4599;contractgebied;BAAN;12;Amersfoort;ASSET Rail;Eemland;2021-04-29
4601;contractgebied;BASIS;3;Rotterdam;VolkerRail;Rotterdam;2021-04-29
4602;contractgebied;BAAN;2;Den Haag;VolkerRail;Den Haag;2021-04-29
4603;contractgebied;BAAN;16;Maarn;ASSET Rail;Eemland;2021-04-29
4604;contractgebied;BASIS;27;Venlo;ASSET Rail;De Peel;2021-04-29
4608;contractgebied;BASIS;11;Weesp;Strukton Rail;Amstelsepoort;2021-04-29
4605;contractgebied;BAAN;19;Roosendaal;Strukton Rail;Zeeland;2021-04-29
4606;contractgebied;BASIS;33;Gelderland;Strukton Rail;Veluwe;2021-04-29
4607;contractgebied;BVL;11;Weesp;Strukton Rail;Amstelsepoort;2021-04-29
4609;contractgebied;BVL;34;Overijssel;ASSET Rail;Drenthe;2021-04-29
4610;contractgebied;BAAN;34;Overijssel;ASSET Rail;Drenthe;2021-04-29
4611;contractgebied;BASIS;34;Overijssel;ASSET Rail;Drenthe;2021-04-29
4612;contractgebied;BAAN;11;Weesp;Strukton Rail;Amstelsepoort;2021-04-29
4613;contractgebied;BASIS;30;Achterhoek;ASSET Rail;Gelre;2021-04-29
4614;contractgebied;BVL;30;Achterhoek;ASSET Rail;Gelre;2021-04-29
4615;contractgebied;BAAN;30;Achterhoek;ASSET Rail;Gelre;2021-04-29
4619;contractgebied;BVL;20;Breda;ASSET Rail;Brabant;2021-04-29
4616;contractgebied;BAAN;71;A15trace;VolkerRail;Zee-Zevenaar;2021-04-29
4617;contractgebied;BASIS;71;A15trace;VolkerRail;Zee-Zevenaar;2021-04-29
4618;contractgebied;BVL;71;A15trace;VolkerRail;Zee-Zevenaar;2021-04-29
4620;contractgebied;BAAN;20;Breda;ASSET Rail;Brabant;2021-04-29
4621;contractgebied;BAAN;33;Gelderland;Strukton Rail;Veluwe;2021-04-29
4622;contractgebied;BVL;33;Gelderland;Strukton Rail;Veluwe;2021-04-29
4623;contractgebied;BAAN;14;Woerden;ASSET Rail;Neerlands Midden;2021-04-29
4624;contractgebied;BASIS;15;Driebergen;ASSET Rail;Neerlands Midden;2021-04-29
4625;contractgebied;BAAN;13;Utrecht;ASSET Rail;Neerlands Midden;2021-04-29
4626;contractgebied;BASIS;22;Geldermalsen;Strukton Rail;Betuwe;2021-04-29
4627;contractgebied;BASIS;13;Utrecht;ASSET Rail;Neerlands Midden;2021-04-29
4632;contractgebied;BVL;15;Driebergen;ASSET Rail;Neerlands Midden;2021-04-29
4629;contractgebied;BVL;13;Utrecht;ASSET Rail;Neerlands Midden;2021-04-29
4630;contractgebied;BVL;14;Woerden;ASSET Rail;Neerlands Midden;2021-04-29
4631;contractgebied;BAAN;15;Driebergen;ASSET Rail;Neerlands Midden;2021-04-29
4633;contractgebied;BASIS;99;Kijfhoek;VolkerRail;Zee-Zevenaar;2021-04-29
4628;contractgebied;BASIS;14;Woerden;ASSET Rail;Neerlands Midden;2021-04-29
4636;contractgebied;BVL;23;Boxtel;ASSET Rail;Brabant;2021-04-29
4634;contractgebied;BASIS;35;Drenthe;ASSET Rail;Drenthe;2021-04-29
4635;contractgebied;BAAN;22;Geldermalsen;Strukton Rail;Betuwe;2021-04-29
