ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT;RICHTING_VOLGENS_GEOCODEKM
1470250;510_401L_9.7;0;0,614;510_b;9,65;10,264;MEE
1470251;527_47AL_16.5;0;0,337;527_c;16,537;16,854;MEE
1470252;527_55AR_16.9;0;0,064;527_c;16,855;16,905;MEE
1470253;527_55AL_16.9;0;0,064;527_c;16,855;16,905;MEE
1470254;127_419AL_49.6;0;4,484;127_a;49,566;54,037;MEE
1470255;927_3053BV_905.4;0;0,044;927__;905,387;905,428;MEE
1470256;076_1631BV_11.8;0;0,076;076__;11,819;11,894;MEE
1470257;076_1631BR_11.8;0;0,24;076__;11,819;11,588;TEGEN
1470258;054_1271AR_43.1;0;0,106;054_a;43,134;43,24;MEE
1470259;617_1253BV_42.6;0,039;0,573;054_a;42,6;43,134;MEE
1470260;617_1253BV_42.6;0;0,039;617_a;42,561;42,6;MEE
1470261;054_1273AL_43.1;0;0,341;054_a;43,127;43,468;MEE
1470262;504_907L_17.5;0;0,601;504_b;17,539;18,143;MEE
1466969;525_481L_79.0;0;0,674;525_b;78,955;78,327;TEGEN
1466970;525_481L_79.0;0,674;0,958;525_c;180,7;180,416;TEGEN
1466971;525_481V_79.0;0;0,065;525_b;78,955;79,019;MEE
1466972;927_23L_904.5;0;0,585;927__;904,458;905,114;MEE
1466973;927_27R_904.5;0;0,544;927__;904,491;905,114;MEE
1466974;927_35L_904.5;0;0,103;927__;904,475;904,576;MEE
1466975;927_35R_904.5;0;0,05;927__;904,475;904,518;MEE
1466976;526_15BpV_4.2;0;0,034;526_a;4,158;4,125;TEGEN
1466977;552_2161L_82.9;0;0,103;552_b;82,874;82,977;MEE
1466978;552_2181R_83.2;0;0,048;552_b;83,181;83,229;MEE
1466979;486_914BR_75.9;0;0,046;486_b;75,946;75,991;MEE
1466980;133_1131AL_19.6;0;0,401;133_a;19,551;19,951;MEE
1466981;133_1131AR_19.6;0;0,11;133_a;19,551;19,661;MEE
1466982;133_1127BV_19.5;0;0,264;133_a;19,502;19,766;MEE
1466983;139_5007R_177.3;0;0,071;139__;177,328;177,4;MEE
1466984;139_5007R_177.3;0,071;0,183;523_b;177,4;177,51;MEE
1466985;201_135R_37.2;0;0,79;201__;37,215;38,004;MEE
1466986;084_3V_9.3;7,761;8,177;525_c;180;180,416;MEE
1467329;614_2127V_47.5;0;0,386;614_c;47,524;47,913;MEE
1467330;614_2121L_47.4;0;0,121;614_c;47,406;47,524;MEE
1467331;614_2125R_47.5;0;0,076;614_c;47,45;47,524;MEE
1467332;614_2125L_47.5;0;0,038;614_c;47,45;47,487;MEE
1467333;614_2117V_47.4;0;0,008;614_c;47,442;47,45;MEE
1467334;124_213pV_4.4;0;0,034;124_a;4,438;4,405;TEGEN
1467335;124_215L_4.4;0;0,099;124_a;4,422;4,52;MEE
1467336;520_51L_0.0;0;0,036;520_a;0,017;0,053;MEE
1467337;520_51R_0.0;0;0,082;520_a;0,017;0,099;MEE
1467338;520_149BpV_0.8;0;0,034;520_a;0,786;0,752;TEGEN
1467339;520_151AL_0.8;0;0,481;520_a;0,769;1,242;MEE
1467340;520_970L_0.6;0;0,431;520_a;0,573;1,007;MEE
1467341;556_1405L_5.4;0;0,06;556__;5,428;5,488;MEE
1467342;531_1471R_1.2;0;0,097;531_d;1,141;1,061;TEGEN
1467343;543_209L_46.1;0;0,027;543_c;46,081;46,054;TEGEN
1467344;543_207V_46.0;0;0,033;543_c;46,049;46,081;MEE
1467345;543_209V_46.1;0;0,019;543_c;46,081;46,1;MEE
1467346;520_159L_36.5;0;0,023;520_c;36,555;36,577;MEE
1467347;520_157BqV_36.6;0;0,034;520_c;36,571;36,538;TEGEN
1467348;508_2059V_91.2;0;0,018;508__;91,232;91,249;MEE
1467349;606_71AL_0.2;0;0,365;606_a;0,242;0,605;MEE
1467350;606_71AR_0.2;0;0,073;606_a;0,242;0,314;MEE
1467351;606_67BV_0.3;0;0,02;606_a;0,294;0,314;MEE
1467352;606_67BR_0.3;0;0,148;606_a;0,294;0,146;TEGEN
1467668;609_207V_28.7;0;0,043;609__;28,676;28,72;MEE
1467669;609_261V_28.7;0;0,024;609__;28,672;28,649;TEGEN
1467670;479_1709V_304.4;0;0,001;479_a;304,412;304,413;MEE
1467671;614_2123V_47.5;0;0,398;614_c;47,513;47,914;MEE
1467672;614_2121R_47.4;0;0,11;614_c;47,406;47,513;MEE
1467673;486_411BpV_77.5;0;0,034;486_b;77,537;77,504;TEGEN
1467674;486_415AL_77.5;0;0,065;486_b;77,504;77,569;MEE
1467675;206_143R_29.8;0;2,231;206__;29,793;32,021;MEE
1467676;950_237qV_12.6;0;0,034;950_a;12,644;12,612;TEGEN
1467677;950_239R_12.6;0;0,075;950_a;12,628;12,7;MEE
1467678;479_1671L_301.9;0;0,096;479_a;301,901;301,806;TEGEN
1467679;486_60R_201.9;0;0,288;486_c;201,94;202,229;MEE
1467680;520_129AR_0.6;0;0,12;520_a;0,65;0,769;MEE
1467681;520_151AR_0.8;0;0,053;520_a;0,769;0,822;MEE
1467682;520_127AR_0.6;0;0,213;520_a;0,609;0,822;MEE
1467683;522_161R_57.5;0;0,261;522_b;57,456;57,715;MEE
1467684;518_135L_63.7;0;0,961;518__;63,667;64,625;MEE
1467685;508_2111R_91.6;0;0,169;508__;91,617;91,449;TEGEN
1467686;508_2097V_91.5;0;0,006;508__;91,475;91,481;MEE
1467687;508_2107L_91.5;0;0,035;508__;91,481;91,516;MEE
1467688;508_2107R_91.5;0;0,281;508__;91,481;91,759;MEE
1467689;508_2109L_91.5;0;0,101;508__;91,516;91,617;MEE
1467690;508_2111V_91.6;0;0,529;508__;91,617;92,161;MEE
1467691;508_2133V_92.2;0;0,047;508__;92,161;92,209;MEE
1467931;478_1287R_1.9;0,088;0,182;478_b;602,0;602,094;MEE
1467932;478_1287R_1.9;0;0,088;478_a;1,935;2,02;MEE
1467933;478_1289V_602.1;0;0,055;478_b;602,094;602,147;MEE
1467934;478_1301AR_602.1;0;0,062;478_b;602,147;602,208;MEE
1467935;564_1351L_23.8;0,124;0,387;564_d;100,001;100,275;MEE
1467936;028_1033V_53.1;0;0,392;028__;53,066;53,458;MEE
1467937;028_1035L_53.0;0;0,053;028__;53,027;53,079;MEE
1467938;028_1035R_53.0;0;0,431;028__;53,027;53,458;MEE
1467939;101_1067BR_12.3;1,485;4,6;100__;10,8;7,681;TEGEN
1467940;610_151BV_13.9;0;0,002;610__;13,902;13,9;TEGEN
1467941;121_2359R_233.6;0;7,871;121_b;233,629;241,5;MEE
1467942;485_121V_200.1;0;0,023;485_f;200,146;200,169;MEE
1467943;485_39V_450.4;0;0,254;485_l;450,406;450,659;MEE
1467944;525_499AR_79.2;0;0,098;525_b;79,23;79,327;MEE
1467945;525_493AR_79.1;0;0,223;525_b;79,106;79,327;MEE
1467946;525_493BV_79.2;0;0,023;525_b;79,208;79,23;MEE
1467947;525_489BV_79.2;0;0,024;525_b;79,173;79,197;MEE
1467948;486_904L_75.5;0;0,855;486_b;75,454;76,31;MEE
1467949;486_911L_75.9;0;0,418;486_b;75,892;76,31;MEE
1467950;927_3V_904.3;0;0,031;927__;904,301;904,333;MEE
1467951;121_523BV_8.3;5,774;7,369;544_b;21,561;23,151;MEE
1468177;046_251AR_41.3;0;0,112;046__;41,295;41,408;MEE
1468178;046_251BV_41.4;0;0,036;046__;41,408;41,444;MEE
1468179;133_1301AL_9.9;0;0,217;133_a;9,917;10,135;MEE
1468180;133_1301AR_9.9;0;0,102;133_a;9,917;10,019;MEE
1468181;133_1301BV_10.0;0;0,012;133_a;10,019;10,031;MEE
1468182;525_443L_78.1;0;0,473;525_b;78,103;78,554;MEE
1468183;518_123L_63.6;0;0,643;518__;63,591;64,23;MEE
1468184;525_429AV_77.8;0,424;3,674;523_a;50,6;53,853;MEE
1468185;525_483V_79.0;0;0,133;525_b;79,019;79,152;MEE
1468186;525_483R_79.0;0;0,423;525_b;79,019;78,598;TEGEN
1468187;006_1017BV_10.2;0;0,336;006__;10,164;10,5;MEE
1468188;011_73V_68.9;0;1,505;011__;68,881;67,373;TEGEN
1468189;545_907R_21.9;0;0,062;545_b;21,912;21,848;TEGEN
1468190;545_907L_21.9;0;0,363;545_b;21,912;21,545;TEGEN
1468191;551_105BR_21.8;0;0,044;551_b;21,789;21,746;TEGEN
1468421;087_115L_16.4;0,028;2,269;541_d;200,007;202,248;MEE
1468422;087_1343R_25.4;0;0,437;087__;25,381;25,817;MEE
1468423;528_1AV_27.9;0;0,06;528_b;27,861;27,8;TEGEN
1468424;550_41AV_25.3;1,461;8,466;008__;2,5;9,501;MEE
1468425;777_39R_14.4;7,352;13,816;026__;33,466;27,017;TEGEN
1468426;534_1047AR_45.5;0;0,874;534_b;45,5;46,375;MEE
1468637;587_481R_7.0;0;0,865;587_a;6,968;7,833;MEE
1468638;478_1031L_0.3;0;0,096;478_a;0,292;0,386;MEE
1468639;485_40L_100.9;0;0,113;485_d;100,945;100,832;TEGEN
1468640;006_1017BV_10.2;0,336;0,911;600_b;10,5;11,076;MEE
1468641;133_1175pV_20.0;0;0,034;133_a;19,993;19,96;TEGEN
1468642;109_243AL_31.0;0;7,048;109__;31,034;23,984;TEGEN
1468643;545_965R_22.8;0;0,7;545_b;22,782;23,465;MEE
1468644;545_963L_22.7;0;0,694;545_b;22,741;23,427;MEE
1468645;801_922R_9.1;0;0,004;801_a;9,065;9,068;MEE
1468646;654_429V_50.5;0;0,056;654__;50,545;50,6;MEE
1468647;654_429V_50.5;0,056;16,735;011__;50,6;67,225;MEE
1468648;654_423R_50.3;0;0,24;654__;50,307;50,545;MEE
1468649;654_425V_50.4;0;0,02;654__;50,416;50,435;MEE
1468650;047_33AL_41.9;0;0,057;047__;41,867;41,924;MEE
1468651;047_41R_42.5;0;0,074;047__;42,54;42,614;MEE
1468652;509_1143R_36.5;0;0,058;509_a;36,474;36,531;MEE
1470453;625_337BV_14.8;0;0,024;625_b;14,762;14,739;TEGEN
1470454;542_1153BV_29.1;0;0,009;542_a;29,107;29,115;MEE
1470455;542_1153AL_29.0;0;0,08;542_a;28,996;29,076;MEE
1470456;542_1155BV_29.1;0;0,021;542_a;29,076;29,097;MEE
1470457;127_303V_11.2;0;1,042;127_a;11,161;12,207;MEE
1470458;546_1053V_13.9;0,082;1,883;032__;14,0;15,801;MEE
1470459;546_1053V_13.9;0;0,082;546_c;13,918;14;MEE
1470460;504_904R_17.5;0;0,59;504_b;17,454;18,048;MEE
1470461;526_437R_3.5;0;0,627;526_a;3,48;4,094;MEE
1470462;054_1013AR_57.6;0;0,106;054_a;57,625;57,731;MEE
1470463;127_461BpV_73.2;0;0,031;127_a;73,156;73,124;TEGEN
1470464;127_463L_73.1;0;0,515;127_a;73,14;73,654;MEE
1470465;054_1011BL_57.7;0;0,106;054_a;57,731;57,625;TEGEN
1470466;017_423R_39.9;0;0,802;017__;39,93;40,73;MEE
1470467;017_401AR_39.5;0;0,444;017__;39,486;39,93;MEE
1470468;626_25BV_32.4;0;0,521;626_c;32,427;32,943;MEE
1470725;474_961V_101.6;0;0,64;474_a;101,611;102,251;MEE
1470726;857_21V_100.0;0;0,706;857_a;2,037;2,737;MEE
1470727;478_1181L_0.8;0;0,064;478_a;0,76;0,825;MEE
1470728;478_1177L_0.8;0;0,064;478_a;0,76;0,825;MEE
1470729;078_207L_64.9;0;1,058;078__;64,928;65,978;MEE
1470730;078_227V_65.7;0;0,352;078__;65,695;66,048;MEE
1470731;940_75AR_43.7;0;0,065;940__;43,745;43,794;MEE
1470732;127_663L_61.7;0,312;0,492;817_l;700,3;700,48;MEE
1470733;130_12R_61.7;0;0,1;130_a;61,661;61,761;MEE
1470734;155_4465V_88.4;0;0,054;155_b;88,446;88,5;MEE
1470735;155_4465V_88.4;0,054;0,95;512_b;88,5;89,396;MEE
1470736;155_4455V_88.3;0;0,024;155_b;88,282;88,306;MEE
1470737;155_4455L_88.3;0;0,143;155_b;88,282;88,139;TEGEN
1470738;155_4455R_88.3;0;0,127;155_b;88,282;88,155;TEGEN
1470739;155_4457R_88.1;0;0,099;155_b;88,139;88,238;MEE
1470740;155_4453V_88.1;0;0,024;155_b;88,115;88,139;MEE
1470741;542_1241R_29.8;0;0,216;542_a;29,762;29,548;TEGEN
1468859;560_79R_24.7;0;0,097;560_a;24,696;24,6;TEGEN
1468860;603_87BL_2.7;0;0,028;603_a;2,646;2,618;TEGEN
1468861;603_87AR_2.6;0;0,049;603_a;2,598;2,646;MEE
1468862;200_229L_26.1;0,105;4,465;815_a;0,1;4,464;MEE
1468863;200_229L_26.1;0;0,105;200__;26,094;26,198;MEE
1468864;625_267BR_15.5;0;0,818;625_b;15,494;16,298;MEE
1468865;625_267BR_15.5;0,818;8,044;801_a;0,4;7,64;MEE
1468866;531_2709V_35.5;0;0,023;531_c;35,473;35,496;MEE
1468867;071_29L_27.9;0;9,688;071__;27,883;18,195;TEGEN
1469055;667_2427V_243.8;0,255;9,248;164__;244,1;253,091;MEE
1469056;926_4045L_0.8;0;0,44;926__;0,785;0,369;TEGEN
1469057;451_101L_74.4;0;0,44;451_b;74,429;74,869;MEE
1469058;057_59V_12.3;0;7,458;057__;12,341;19,8;MEE
1469269;603_4239L_2.5;0;0,121;603_a;2,493;2,618;MEE
1469270;926_4119V_1.4;0;0,037;926__;1,376;1,414;MEE
1469271;606_73AL_0.3;0;0,321;606_a;0,314;0,635;MEE
1469272;926_4131L_1.7;0;0,106;926__;1,668;1,774;MEE
1469273;525_443R_78.1;0;0,878;525_b;78,103;78,955;MEE
1469274;520_157BR_36.6;0,02;0,147;520_a;0,828;0,704;TEGEN
1469275;520_157BR_36.6;0;0,02;520_c;36,555;36,535;TEGEN
1469276;520_157AL_0.8;0,021;0,04;520_c;36,535;36,555;MEE
1469277;520_157AL_0.8;0;0,021;520_a;0,809;0,829;MEE
1469278;588_411BpV_2.9;0;0,034;588__;2,902;2,868;TEGEN
1469279;624_255R_32.7;0;0,285;624_a;32,679;32,961;MEE
1469280;606_101AL_0.8;0;0,206;606_a;0,843;1,046;MEE
1469281;047_317R_56.5;0;0,108;047__;56,542;56,65;MEE
1469282;525_441AV_78.1;0;0,057;525_b;78,101;78,05;TEGEN
1469283;047_317V_56.5;0;0,208;047__;56,542;56,335;TEGEN
1469284;926_4045R_0.8;0;0,438;926__;0,785;0,368;TEGEN
1469285;127_351BV_27.9;0;9,573;127_a;27,946;37,507;MEE
1469524;144_783AV_153.7;0;1,981;144_a;153,667;155,653;MEE
1469525;531_2425L_1.8;0,805;1,344;531_c;33,997;34,508;MEE
1469526;531_2425L_1.8;0;0,805;531_d;1,792;1;TEGEN
1469527;815_920L_6.6;0;0,807;815_a;6,612;5,807;TEGEN
1469528;478_1503V_0.9;0;0,041;478_a;0,86;0,82;TEGEN
1469529;478_1139V_0.7;0;0,008;478_a;0,715;0,723;MEE
1469530;305_54R_17.8;0;0,795;305__;17,833;17,051;TEGEN
1469531;031_225R_16.4;0;0,821;031_a;16,378;17,197;MEE
1469532;817_50L_300.0;0;0,474;817_g;300,004;300,468;MEE
1469533;478_1023BL_0.2;0;0,052;478_a;0,142;0,09;TEGEN
1469534;102_383L_9.6;0;0,564;102__;9,619;9,055;TEGEN
1469535;536_309AR_61.5;0,936;1,144;112__;62,4;62,606;MEE
1469536;527_61BV_16.9;0;0,309;527_c;16,906;17,215;MEE
1469537;486_85V_205.2;0;0,083;486_c;205,2;205,282;MEE
1469538;486_86L_205.3;0;0,043;486_c;205,282;205,239;TEGEN
1469539;486_86V_205.3;0;0,142;486_c;205,282;205,425;MEE
1469764;542_1153AR_29.0;0;0,111;542_a;28,996;29,107;MEE
1469765;135_2229R_15.4;0;0,159;135__;15,38;15,539;MEE
1469766;517_115L_69.4;0,56;0,699;517_a;0,003;0,165;MEE
1469767;542_1191AL_29.4;0;0,063;542_a;29,393;29,456;MEE
1469768;542_1191AR_29.4;0;0,063;542_a;29,393;29,456;MEE
1469769;542_1177AR_29.1;0;0,261;542_a;29,133;29,393;MEE
1469770;805_7131L_105.5;0;0,174;805_a;105,453;105,63;MEE
1469771;210_5R_11.6;0;0,396;210__;11,619;12,013;MEE
1469772;079_161AL_15.2;0;0,106;079__;15,178;15,072;TEGEN
1469773;079_161AR_15.2;0;0,257;079__;15,178;14,922;TEGEN
1469774;079_163AR_15.0;0;0,062;079__;14,983;14,922;TEGEN
1469775;079_163BV_14.9;0;0,596;079__;14,922;14,326;TEGEN
1469776;938_4583pV_2.4;0;0,033;938__;2,371;2,338;TEGEN
1469777;518_151V_64.2;0;0,317;518__;64,23;64,545;MEE
1469778;522_207BV_58.1;0,172;0,272;522_a;17,6;17,5;TEGEN
1469779;609_217R_28.8;0;0,707;609__;28,754;28,047;TEGEN
1469780;609_217L_28.8;0;0,706;609__;28,754;28,047;TEGEN
1469781;609_281L_27.6;0;0,044;609__;27,596;27,554;TEGEN
1469782;609_281R_27.6;0;0,334;609__;27,596;27,26;TEGEN
1469783;486_939BL_;0;0,109;486_b;75,967;75,858;TEGEN
1469784;486_939AR_;0;0,104;486_b;75,967;76,070;MEE
1469999;938_4623R_3.5;0;0,053;938__;3,547;3,6;MEE
1470000;927_3323L_904.6;0;0,532;927__;904,551;905,082;MEE
1470001;614_2157V_47.9;0;0,387;614_c;47,905;48,296;MEE
1470002;614_2153L_47.9;0;0,064;614_c;47,905;47,841;TEGEN
1470003;614_2151R_47.8;0;0,064;614_c;47,841;47,905;MEE
1470004;078_205AR_64.8;0;0,132;078__;64,798;64,932;MEE
1470005;078_205AL_64.8;0;0,061;078__;64,798;64,86;MEE
1470006;002_395V_69.0;0;7,89;002__;68,971;76,864;MEE
1470007;093_1005R_6.2;1,579;2,292;546_b;4,6;3,884;TEGEN
1470009;093_1005R_6.2;0;1,579;093__;6,175;4,6;TEGEN
1470010;751_339V_34.1;0,355;5,839;205__;0,2;5,685;MEE
1470011;751_339V_34.1;0;0,355;751__;34,073;33,719;TEGEN
1470263;504_901R_17.3;0;0,192;504_b;17,346;17,539;MEE
1470264;504_35BV_17.6;0;0,492;504_b;17,646;18,138;MEE
1470265;504_911V_18.1;0;0,04;504_b;18,103;18,143;MEE
1470266;609_85AR_27.9;0;0,264;609__;27,841;27,579;TEGEN
1470267;609_87BV_27.8;0;0,202;609__;27,777;27,581;TEGEN
1470268;609_121BV_27.3;0;0,036;609__;27,266;27,23;TEGEN
1470269;609_121AL_27.3;0;0,058;609__;27,325;27,266;TEGEN
1470270;049_31R_30.9;0;0,138;049__;30,906;31,043;MEE
1470271;555_245L_83.6;0;0,052;555__;83,608;83,553;TEGEN
1470272;555_247L_83.6;0;0,213;555__;83,553;83,338;TEGEN
1470273;555_247R_83.6;0;0,213;555__;83,553;83,338;TEGEN
1470274;555_267BpV_83.6;0;0,032;555__;83,574;83,541;TEGEN
1470275;585_1187R_8.3;1,523;2,066;128__;9,8;10,333;MEE
1470276;555_249L_83.5;0;0,3;555__;83,544;83,86;MEE
1470277;555_179AL_83.1;0;0,079;555__;83,091;83,17;MEE
1470278;617_1255V_42.6;0,038;4,324;054_a;42,6;46,884;MEE
1470279;617_1255V_42.6;0;0,038;617_a;42,562;42,6;MEE
1470280;054_1341AL_52.7;0;2,065;054_a;52,697;54,759;MEE
1470281;054_1341AR_52.7;0;0,156;054_a;52,697;52,852;MEE
1470282;054_1001BR_57.4;0;2,879;054_a;57,35;54,47;TEGEN
1466987;084_3V_9.3;0;5,212;084__;9,325;4,1;TEGEN
1466988;527_901L_17.1;0;0,033;527_c;17,051;17,085;MEE
1466989;527_902R_17.1;0;0,158;527_c;17,085;17,246;MEE
1466990;527_75AV_17.1;0;0,155;527_c;17,088;16,934;TEGEN
1466991;527_920L_500.7;0;0,204;527_f;500,744;500,942;MEE
1466992;527_920R_500.7;0;0,041;527_f;500,744;500,781;MEE
1466993;527_921R_500.8;0;0,042;527_f;500,781;500,819;MEE
1466994;486_906L_75.4;0;0,911;486_b;75,403;76,315;MEE
1466995;478_1357V_3.0;0;0,068;478_a;3,044;3,114;MEE
1466996;478_1355V_3.0;0;0,069;478_a;3,042;3,114;MEE
1466997;478_1353V_3.0;0;0,038;478_a;3,007;3,044;MEE
1466998;478_1351V_3.0;0;0,038;478_a;3,005;3,042;MEE
1466999;927_3051BR_905.4;0;0,024;927__;905,376;905,399;MEE
1467000;927_3051AR_905.3;0;0,041;927__;905,337;905,376;MEE
1467001;478_1349V_3.0;0;0,038;478_a;3,004;3,042;MEE
1467002;486_801R_76.6;0;0,062;486_b;76,583;76,645;MEE
1467003;486_801L_76.6;0;0,038;486_b;76,583;76,621;MEE
1467004;552_2171R_83.0;0;0,102;552_b;82,963;83,064;MEE
1467005;927_3051BpV_905.4;0;0,034;927__;905,361;905,392;MEE
1467006;927_3051BqV_905.4;0;0,034;927__;905,36;905,392;MEE
1467353;523_911L_53.9;0,211;1,96;523_c;202,345;200,623;TEGEN
1467354;588_870V_2.4;0;0,277;588__;2,376;2,662;MEE
1467355;588_413AL_2.8;0;0,055;588__;2,835;2,889;MEE
1467356;588_415AL_2.9;0;0,055;588__;2,885;2,94;MEE
1467357;614_2115L_47.4;0;0,076;614_c;47,367;47,442;MEE
1467358;614_2131V_47.6;0;0,289;614_c;47,551;47,841;MEE
1467359;614_2129L_47.5;0;0,064;614_c;47,487;47,551;MEE
1467360;614_2131R_47.6;0;0,147;614_c;47,551;47,405;TEGEN
1467361;614_2129R_47.5;0;0,352;614_c;47,487;47,841;MEE
1467362;614_2101R_47.2;0;0,106;614_c;47,216;47,321;MEE
1467363;614_2103V_47.3;0;0,009;614_c;47,321;47,33;MEE
1467364;614_2113V_47.4;0;0,011;614_c;47,394;47,405;MEE
1467365;614_2105R_47.3;0;0,167;614_c;47,277;47,442;MEE
1467366;603_73R_2.5;0;0,158;603_a;2,457;2,618;MEE
1467367;608_65AL_88.8;13,208;13,258;503_b;14,0;14,049;MEE
1467368;608_65AL_88.8;0,313;13,208;023__;1,1;14,0;MEE
1467369;608_65AL_88.8;0;0,313;608_b;88,832;89,14;MEE
1467370;503_83AL_14.0;0,011;0,06;503_b;14,0;14,049;MEE
1467371;503_83AL_14.0;0;0,011;023__;13,99;14,0;MEE
1467372;522_183AL_57.7;0;0,064;522_b;57,715;57,778;MEE
1467373;522_185AL_57.7;0;0,064;522_b;57,715;57,778;MEE
1467374;606_71BpV_0.3;0;0,034;606_a;0,33;0,297;TEGEN
1467375;508_2077V_91.3;0;0,006;508__;91,316;91,323;MEE
1467692;470_1112R_302.7;0;0,311;470_g;302,664;302,979;MEE
1467693;470_1112V_302.7;0;0,194;470_g;302,664;302,47;TEGEN
1467694;536_223BqV_60.6;0;0,031;536__;60,635;60,603;TEGEN
1467695;536_223BpV_60.6;0;0,031;536__;60,635;60,603;TEGEN
1467696;536_229AL_60.6;0;0,041;536__;60,577;60,619;MEE
1467697;536_229BqV_60.6;0;0,032;536__;60,635;60,603;TEGEN
1467698;536_229BpV_60.6;0;0,032;536__;60,635;60,603;TEGEN
1467699;564_215AL_59.8;0,584;0,805;536__;60,4;60,619;MEE
1467700;564_215AL_59.8;0;0,584;564_c;59,815;60,4;MEE
1467701;536_227qV_60.6;0;0,032;536__;60,593;60,562;TEGEN
1467702;536_227pV_60.6;0;0,032;536__;60,593;60,562;TEGEN
1467703;006_1009BV_4.4;0;5,629;006__;4,439;10,063;MEE
1467704;519_15V_45.8;0;0,153;519_a;45,752;45,6;TEGEN
1467705;520_157AR_0.8;0;0,036;520_a;0,809;0,842;MEE
1467706;522_231BV_58.3;0;0,03;522_b;58,34;58,37;MEE
1467707;522_217BqV_58.1;0;0,034;522_b;58,112;58,079;TEGEN
1467708;522_217AL_58.0;0;0,041;522_b;58,056;58,096;MEE
1467709;522_217BpV_58.1;0;0,034;522_b;58,112;58,079;TEGEN
1467710;522_207AL_58.0;0;0,041;522_b;58,056;58,096;MEE
1467711;522_207BL_58.1;0;0,052;522_b;58,108;58,056;TEGEN
1467712;520_91AR_0.2;0;0,064;520_a;0,208;0,272;MEE
1467713;132_455qV_48.7;0;0,031;132__;48,733;48,764;MEE
1467952;504_901V_17.3;0;0,41;504_b;17,346;16,936;TEGEN
1467953;661_127V_22.0;0;0,062;661_b;22,004;22,065;MEE
1467954;603_3175V_3.5;0;0,182;603_a;3,548;3,73;MEE
1467955;478_1287L_1.9;0;0,087;478_a;1,935;2,022;MEE
1467956;478_1287L_1.9;0,087;0,164;478_b;602;602,076;MEE
1467957;525_477R_78.9;0,639;0,696;525_c;180,7;180,644;TEGEN
1467958;525_477R_78.9;0;0,639;525_b;78,938;78,335;TEGEN
1467959;525_1301BV_180.5;0;0,023;525_c;180,518;180,541;MEE
1467960;525_1309AR_180.5;0;0,133;525_c;180,541;180,675;MEE
1467961;546_1031L_12.7;0;1,215;546_c;12,705;13,918;MEE
1467962;667_1005L_402.4;0;2,378;667_b;402,407;399,965;TEGEN
1467963;144_1507R_151.9;0;0,11;144_a;151,858;151,748;TEGEN
1467964;081_961V_74.4;0;0,033;081__;74,398;74,366;TEGEN
1467965;470_65L_201.3;0;0,097;470_e;201,348;201,44;MEE
1467966;469_233L_201.7;0;0,072;469_b;201,654;201,734;MEE
1467967;552_2131R_82.5;0;0,105;552_b;82,472;82,577;MEE
1467968;552_2111R_82.2;0;0,1;552_b;82,222;82,321;MEE
1467969;552_2135R_82.6;0;0,61;552_b;82,621;83,229;MEE
1468192;486_87R_204.8;0;0,485;486_c;204,753;205,239;MEE
1468193;478_1643L_2.2;0;0,06;478_a;2,229;2,169;TEGEN
1468194;478_1657qV_2.1;0;0,034;478_a;2,145;2,111;TEGEN
1468195;478_1657pV_2.1;0;0,034;478_a;2,145;2,111;TEGEN
1468196;050_463AR_4.2;0;2,175;050__;4,226;6,4;MEE
1468197;050_463AR_4.2;2,175;3,606;587_a;6,4;7,833;MEE
1468198;028_1023L_52.8;0;0,578;028__;52,836;53,413;MEE
1468199;028_1025R_52.8;0;0,418;028__;52,836;53,252;MEE
1468200;551_107R_21.8;0;0,828;551_b;21,789;22,617;MEE
1468201;135_2029V_40.4;0;2,335;135__;40,417;42,757;MEE
1468202;589_3203L_4.9;1,115;1,843;080__;6,0;6,728;MEE
1468203;589_3203L_4.9;0,316;1,115;535_a;5,201;6,0;MEE
1468204;589_3203L_4.9;0;0,316;589_b;4,884;5,2;MEE
1468205;047_31qV_41.9;0;0,034;047__;41,884;41,851;TEGEN
1468206;654_427L_50.4;0;0,166;654__;50,435;50,6;MEE
1468207;654_427L_50.4;0,166;16,783;011__;50,6;67,168;MEE
1468208;545_906BL_22.0;0;0,044;545_b;21,958;21,912;TEGEN
1468209;545_906AR_21.9;0;0,049;545_b;21,958;22,009;MEE
1468427;114_411BV_53.7;0;1,053;114_a;53,657;52,6;TEGEN
1468428;114_411BV_53.7;1,754;2,003;132__;51,9;51,65;TEGEN
1468429;114_411BV_53.7;1,053;1,754;538__;52,6;51,9;TEGEN
1468430;144_1401R_156.0;0;0,11;144_a;156,032;155,922;TEGEN
1468431;531_2675V_34.9;0;0,496;531_c;34,927;35,423;MEE
1468432;479_1617V_300.3;0;0,314;479_a;300,288;300,597;MEE
1468433;479_1647L_300.6;0;1,295;479_a;300,605;301,901;MEE
1468434;626_35V_32.7;0;0,036;626_c;32,658;32,693;MEE
1468435;626_39R_32.7;0;0,082;626_c;32,745;32,664;TEGEN
1468436;626_35R_32.7;0;0,504;626_c;32,658;32,158;TEGEN
1468437;626_11BV_32.3;0;0,361;626_c;32,299;32,658;MEE
1468438;626_11BR_32.3;0;0,143;626_c;32,299;32,157;TEGEN
1468439;562_159R_60.9;0,793;14,002;108__;61,7;74,9;MEE
