SPOORTAK_IDENTIFICATIE;RICHTING;SPOORTAK_ASL;PERCENT_ASL;RICHTING_ASL
504_57AL_18.2;0-100;504_57BV_18.3;0;0-100
823_13L_4.6;100-0;823_13V_4.6;0;0-100
586_2553AL_80.3;0-100;586_2569AL_80.7;0;0-100
586_2553AL_80.3;0-100;586_2567BL_80.8;100;100-0
504_63BL_18.3;100-0;504_69AL_18.3;0;0-100
127_391AL_48.5;0-100;127_393BV_48.6;0;0-100
534_1041AL_45.5;0-100;534_1043BV_45.6;0;0-100
503_929AL_42.2;0-100;503_930V_42.1;0;0-100
131_1R_16.4;100-0;131_1V_16.4;0;0-100
131_1R_16.4;0-100;131_2L_16.7;100;100-0
131_1R_16.4;0-100;131_3R_16.6;0;0-100
553_237AR_21.4;0-100;553_271AL_21.8;0;0-100
553_237AR_21.4;0-100;553_271AR_21.8;0;0-100
553_271AL_21.8;0-100;553_273BV_21.9;0;0-100
542_1253AL_29.8;0-100;542_1263AL_29.9;0;0-100
550_103L_25.9;100-0;550_99AL_25.8;100;100-0
550_103L_25.9;0-100;550_107L_26.0;0;0-100
805_7107V_102.4;0-100;805_7109L_102.7;0;0-100
805_7107V_102.4;0-100;805_7109R_102.7;0;0-100
543_161BL_45.2;100-0;543_161BV_45.2;0;0-100
606_105AL_0.9;100-0;606_81BV_0.7;100;100-0
606_105AL_0.9;0-100;606_107BV_1.0;0;0-100
542_1261BL_29.9;100-0;542_1271AL_29.9;0;0-100
127_391AR_48.5;0-100;127_391BV_48.6;0;0-100
503_181AR_42.2;0-100;503_930V_42.1;0;0-100
527_109AL_17.4;0-100;527_109BV_17.5;0;0-100
543_169AR_45.2;0-100;543_181AL_45.2;0;0-100
543_169AR_45.2;0-100;543_181AR_45.2;0;0-100
543_181AR_45.2;0-100;543_907R_45.3;0;0-100
588_802L_1.6;100-0;588_802V_1.6;0;0-100
012_325AR_20.1;0-100;012_325BV_20.2;0;0-100
478_1225V_1.7;0-100;478_1227AR_1.7;0;0-100
478_1221V_1.7;0-100;478_1225V_1.7;0;0-100
011_821L_68.8;100-0;011_821V_68.8;0;0-100
011_821L_68.8;0-100;011_822V_68.7;100;100-0
011_820V_68.7;0-100;011_821V_68.8;0;0-100
011_28L_68.5;100-0;011_8L_67.8;100;100-0
011_28L_68.5;0-100;011_70V_68.8;0;0-100
011_70V_68.8;0-100;011_71V_68.9;0;0-100
011_67AR_69.0;0-100;011_76V_69.0;0;0-100
011_75R_69.0;0-100;011_76V_69.0;0;0-100
588_814V_2.0;0-100;588_867AR_2.3;0;0-100
506_159AL_44.2;0-100;506_165AL_44.2;0;0-100
586_221AR_80.9;0-100;586_221BV_81.0;0;0-100
508_805V_90.9;0-100;508_807V_91.0;0;0-100
145_935BV_54.8;100-0;523_933AR_54.0;100;100-0
145_935BV_54.8;0-100;145_955BV_56.3;0;0-100
145_955AR_56.2;0-100;145_955BV_56.3;0;0-100
145_955BV_56.3;0-100;145_957AL_56.5;0;0-100
145_955BV_56.3;0-100;145_957AR_56.5;0;0-100
522_219AR_58.1;0-100;522_225BV_17.5;0;0-100
055_423AR_37.4;0-100;055_423BV_37.4;0;0-100
624_205BL_32.6;100-0;624_205BV_32.6;0;0-100
624_205BL_32.6;0-100;624_207AL_32.5;100;100-0
624_207AR_32.5;0-100;624_209V_32.6;0;0-100
624_201V_32.5;0-100;624_207AL_32.5;0;0-100
624_201V_32.5;0-100;624_207AR_32.5;0;0-100
624_209V_32.6;0-100;624_213BV_32.7;0;0-100
624_205AL_32.6;0-100;624_227AL_32.8;0;0-100
624_205AL_32.6;0-100;624_227AR_32.8;0;0-100
433_80V_5.5;0-100;433_81V_5.5;0;0-100
132_293AR_40.2;0-100;132_295BV_40.4;0;0-100
132_293AL_40.2;0-100;132_293BV_40.2;0;0-100
522_145BV_57.3;0-100;522_147AL_57.3;0;0-100
522_145BV_57.3;0-100;522_147AR_57.3;0;0-100
522_147BR_57.4;100-0;522_147BV_57.4;0;0-100
522_147BR_57.4;0-100;522_901V_57.3;0;0-100
546_1031R_12.7;0-100;546_1047AL_3.9;100;100-0
546_1031R_12.7;0-100;546_1045pV_3.9;100;100-0
950_843L_11.7;0-100;950_845L_11.7;0;0-100
508_2041R_90.9;0-100;508_2047V_91.2;0;0-100
508_2075L_91.3;0-100;508_2131V_92.3;0;0-100
508_2075R_91.3;0-100;508_2077V_91.3;0;0-100
553_251L_21.4;0-100;553_911L_21.4;0;0-100
553_251L_21.4;0-100;553_911R_21.4;0;0-100
553_223L_21.3;0-100;553_251L_21.4;0;0-100
553_223L_21.3;0-100;553_251R_21.4;0;0-100
553_223R_21.3;0-100;553_227R_21.4;0;0-100
021_15BV_86.7;0-100;608_21BV_87.7;0;0-100
506_125AL_43.9;100-0;506_89AR_43.9;100;100-0
506_125AL_43.9;0-100;506_125BV_44.0;0;0-100
506_125BV_44.0;0-100;506_127AL_44.0;0;0-100
506_125BV_44.0;0-100;506_127AR_44.0;0;0-100
531_2413R_34.1;100-0;531_2413V_34.1;0;0-100
531_2413R_34.1;0-100;531_2611V_34.5;0;0-100
506_127AL_44.0;0-100;506_135AL_44.0;0;0-100
506_137AL_44.0;0-100;506_137BV_44.1;0;0-100
612_7AR_60.5;0-100;612_7BV_60.6;0;0-100
020_5R_60.3;100-0;020_5V_60.3;0;0-100
020_5R_60.3;0-100;612_7AL_60.5;0;0-100
020_5R_60.3;0-100;612_7AR_60.5;0;0-100
109_241AR_31.1;0-100;109_243BV_31.0;0;0-100
107_271BV_1.8;100-0;624_225BV_33.0;100;100-0
107_271BV_1.8;0-100;107_273AR_1.8;0;0-100
476_1V_201.8;0-100;476_90R_201.7;100;100-0
950_841BV_11.7;0-100;950_843L_11.7;0;0-100
437_977L_0.6;0-100;437_978L_0.4;0;0-100
437_977L_0.6;0-100;437_978R_0.4;0;0-100
940_381L_43.1;100-0;940_381V_43.1;0;0-100
940_381R_43.1;100-0;940_381V_43.1;0;0-100
021_37BV_67.1;100-0;612_9L_60.6;100;100-0
021_37BV_67.1;0-100;021_39L_67.2;0;0-100
021_37BV_67.1;0-100;021_39R_67.2;0;0-100
021_11AL_86.5;100-0;021_11AV_86.5;0;0-100
021_11AL_86.5;0-100;021_13L_86.6;0;0-100
021_11AL_86.5;0-100;021_13R_86.6;0;0-100
021_11AR_86.5;100-0;021_11AV_86.5;0;0-100
021_11AR_86.5;0-100;021_11BV_86.6;0;0-100
506_123AL_43.9;100-0;506_91R_43.9;100;100-0
506_123AL_43.9;0-100;506_123BV_44.0;0;0-100
506_133AR_44.0;0-100;506_135AR_44.0;0;0-100
506_133AL_44.0;0-100;506_137AL_44.0;0;0-100
506_133AL_44.0;0-100;506_137AR_44.0;0;0-100
506_131AR_44.0;100-0;506_83R_43.9;100;100-0
950_909L_16.9;0-100;950_912R_17.0;0;0-100
950_273AL_13.8;0-100;950_273BV_13.9;0;0-100
950_633L_6.4;0-100;950_910V_6.5;0;0-100
950_633R_6.4;0-100;950_910V_6.5;0;0-100
950_910V_6.5;0-100;950_911V_6.6;0;0-100
950_912R_17.0;0-100;950_922V_17.4;0;0-100
950_912L_17.0;0-100;950_913V_17.1;0;0-100
924_08-09R_35.3;100-0;924_08-09V_35.3;0;0-100
924_08-09R_35.3;0-100;924_3315L_34.4;100;100-0
664_901AR_42.8;100-0;664_901AV_42.8;0;0-100
664_901AR_42.8;0-100;664_901BV_43.0;0;0-100
027_941R_148.6;100-0;027_941V_148.6;0;0-100
027_941R_148.6;0-100;585_1163AL_8.3;0;0-100
027_941R_148.6;0-100;585_1163AR_8.3;0;0-100
203_343R_34.5;100-0;751_341V_34.5;100;100-0
203_343R_34.5;0-100;203_353V_41.9;0;0-100
817_1241L_200.3;0-100;817_1243V_200.1;100;100-0
216_11R_12.5;100-0;216_11V_12.5;0;0-100
216_11R_12.5;0-100;626_5BR_32.0;100;100-0
216_11L_12.5;100-0;216_11V_12.5;0;0-100
216_11L_12.5;0-100;626_5BR_32.0;100;100-0
603_183AR_4.0;0-100;603_183BV_4.1;0;0-100
070_307R_25.9;0-100;070_315V_25.2;0;0-100
070_315V_25.2;0-100;504_17AV_17.1;100;100-0
070_315V_25.2;0-100;070_317AR_25.1;0;0-100
127_461AL_73.1;0-100;127_479BV_73.8;0;0-100
127_483R_73.9;100-0;127_483V_73.9;0;0-100
127_483R_73.9;0-100;127_503V_73.8;0;0-100
814_950R_100.5;0-100;814_951L_100.6;0;0-100
814_950R_100.5;0-100;814_951R_100.6;0;0-100
661_111L_21.2;0-100;661_115L_21.6;0;0-100
661_111L_21.2;0-100;661_115R_21.6;0;0-100
522_183BV_57.8;0-100;522_207BL_58.1;100;100-0
522_215AL_58.0;0-100;522_217AL_58.0;0;0-100
522_185BV_57.8;0-100;522_207AL_58.0;0;0-100
564_215BV_59.9;100-0;564_85L_59.8;100;100-0
564_85R_59.8;100-0;564_85V_59.8;0;0-100
536_225AL_60.6;100-0;561_213L_59.8;100;100-0
536_225AL_60.6;0-100;536_243AR_60.6;0;0-100
560_63BV_24.8;100-0;560_63BpV_24.8;0;0-100
560_63BV_24.8;0-100;560_83AL_24.6;0;0-100
560_63BV_24.8;0-100;560_83AR_24.6;0;0-100
508_865R_91.1;100-0;508_865V_91.1;0;0-100
508_865V_91.1;0-100;508_869L_91.1;0;0-100
560_83AL_24.6;0-100;564_435BV_23.7;100;100-0
664_903V_43.0;0-100;664_907BV_43.3;0;0-100
664_245V_43.2;0-100;664_247V_43.3;0;0-100
560_1279AR_24.9;0-100;561_97AV_59.7;100;100-0
520_201AR_0.8;100-0;520_69BV_0.4;100;100-0
520_201AR_0.8;0-100;520_985V_1.3;0;0-100
520_201BV_0.9;100-0;520_69AL_0.3;100;100-0
520_201BV_0.9;0-100;520_203V_1.0;0;0-100
528_37AR_28.7;0-100;528_37BV_28.7;0;0-100
528_53V_29.0;0-100;528_55AL_29.0;0;0-100
528_53V_29.0;0-100;528_55AR_29.0;0;0-100
528_55AR_29.0;0-100;528_55BV_29.0;0;0-100
032_365R_16.5;100-0;032_365V_16.5;0;0-100
564_1341R_23.7;0-100;564_1349L_23.7;0;0-100
564_1341R_23.7;0-100;564_219AV_100.6;100;100-0
624_255V_32.7;0-100;624_261AV_32.5;0;0-100
624_151AL_31.8;0-100;624_151BV_31.9;0;0-100
528_41AL_28.7;100-0;528_9R_28.1;100;100-0
528_41AL_28.7;0-100;528_43AL_28.7;0;0-100
823_16R_4.6;0-100;823_17V_4.7;0;0-100
823_14R_4.6;0-100;823_17V_4.7;0;0-100
823_14L_4.6;0-100;823_15V_4.7;0;0-100
074_1293AR_35.9;100-0;619_1275V_35.6;100;100-0
074_1293AR_35.9;0-100;074_1293BV_35.9;0;0-100
074_1293BV_35.9;100-0;619_1273BV_35.6;100;100-0
074_1293BV_35.9;0-100;074_1295AL_36.0;0;0-100
002_393R_68.9;0-100;002_395V_69.0;0;0-100
002_391V_68.9;0-100;002_393L_68.9;0;0-100
002_391V_68.9;0-100;002_393R_68.9;0;0-100
047_2001R_24.2;100-0;047_3BL_41.0;100;100-0
047_2001R_24.2;0-100;047_2003V_24.1;0;0-100
206_101L_12.2;100-0;206_101V_12.2;0;0-100
206_101L_12.2;0-100;206_103V_12.7;0;0-100
553_247AL_21.5;0-100;553_247BV_21.6;0;0-100
054_9003L_53.9;0-100;054_9007V_53.6;0;0-100
950_803BV_9.7;100-0;950_W1-4V_9.0;100;100-0
950_803BV_9.7;0-100;950_819BV_10.6;0;0-100
924_2305AR_525.0;0-100;924_2325AL_34.7;0;0-100
924_2305AR_525.0;0-100;924_2325AR_34.7;0;0-100
143_910V_17.8;0-100;143_911BR_17.8;0;0-100
564_1315R_23.5;0-100;564_1323L_23.6;0;0-100
564_1315R_23.5;0-100;564_1323R_23.6;0;0-100
924_2321AV_34.5;0-100;924_3263AR_34.2;100;100-0
924_2331AL_35.0;0-100;924_2331BV_35.1;0;0-100
924_351AL_36.2;0-100;924_355AR_36.2;0;0-100
924_913R_33.7;0-100;924_915V_33.9;0;0-100
924_914V_33.9;0-100;924_915V_33.9;0;0-100
924_31-32R_35.3;100-0;924_31-32V_35.3;0;0-100
924_31-32R_35.3;0-100;924_972R_34.5;100;100-0
620_35AL_41.8;0-100;620_59V_42.2;0;0-100
105_1201AR_18.2;100-0;533_1173V_17.5;100;100-0
105_1201AR_18.2;0-100;105_1201BV_18.3;0;0-100
132_437BV_51.7;0-100;132_441AL_51.7;0;0-100
132_437BV_51.7;0-100;132_441AR_51.7;0;0-100
563_175AR_57.3;0-100;563_175BV_57.3;0;0-100
801_901L_7.6;100-0;801_901V_7.6;0;0-100
801_901L_7.6;0-100;801_959L_100.5;0;0-100
801_901L_7.6;0-100;801_959R_100.5;0;0-100
490_141R_5.1;0-100;490_143L_5.1;0;0-100
490_141R_5.1;0-100;490_143R_5.1;0;0-100
490_141L_5.1;0-100;490_145V_6.0;0;0-100
486_35L_0.4;0-100;486_36BR_0.8;0;0-100
803_68AV_104.1;0-100;803_84AR_103.8;100;100-0
205_403L_5.7;100-0;751_339V_34.1;100;100-0
205_403L_5.7;0-100;205_413V_6.2;0;0-100
055_339V_8.2;100-0;516_287BV_2.5;100;100-0
055_339V_8.2;0-100;055_341L_8.3;0;0-100
055_339V_8.2;0-100;055_341R_8.3;0;0-100
211_101L_14.6;100-0;612_9R_60.6;100;100-0
211_101L_14.6;0-100;211_105AL_14.9;0;0-100
211_101L_14.6;0-100;211_103R_15.0;100;100-0
055_331L_7.0;100-0;516_287AR_2.4;100;100-0
055_331L_7.0;0-100;055_339V_8.2;0;0-100
046_255AR_41.4;0-100;614_2107V_47.4;0;0-100
531_509AR_35.7;0-100;531_511AR_35.7;0;0-100
531_507BL_35.7;100-0;531_509AL_35.7;0;0-100
565_63R_101.8;100-0;565_63V_101.8;0;0-100
950_641R_7.0;100-0;950_641V_7.0;0;0-100
950_641R_7.0;0-100;950_914L_7.2;0;0-100
950_641R_7.0;0-100;950_914R_7.2;0;0-100
950_641L_7.0;100-0;950_641V_7.0;0;0-100
950_641L_7.0;0-100;950_642V_7.1;0;0-100
950_273BV_13.9;0-100;950_293L_15.3;0;0-100
950_273BV_13.9;0-100;950_293R_15.3;0;0-100
055_347L_8.4;0-100;055_351V_8.5;0;0-100
055_343V_8.4;0-100;055_347L_8.4;0;0-100
055_343V_8.4;0-100;055_347R_8.4;0;0-100
950_631R_6.3;100-0;950_631V_6.3;0;0-100
950_631R_6.3;0-100;950_633L_6.4;0;0-100
950_631R_6.3;0-100;950_633R_6.4;0;0-100
950_631L_6.3;100-0;950_631V_6.3;0;0-100
950_631L_6.3;0-100;950_911V_6.6;0;0-100
950_125L_7.1;100-0;950_127L_7.1;0;0-100
950_125L_7.1;0-100;950_613L_7.1;0;0-100
950_125L_7.1;0-100;950_612V_7.0;100;100-0
950_331V_17.3;0-100;950_335BR_17.4;100;100-0
586_221AL_80.9;0-100;586_223V_81.0;0;0-100
586_145BV_80.9;0-100;586_223V_81.0;0;0-100
586_139AL_80.7;100-0;586_139AV_80.7;0;0-100
586_139AL_80.7;0-100;586_145BV_80.9;0;0-100
013_233BV_88.5;0-100;502_243AL_100.1;0;0-100
013_233BV_88.5;0-100;502_241BL_100.2;100;100-0
118_73R_58.7;0-100;118_85V_58.1;0;0-100
118_53R_70.9;100-0;118_53V_70.9;0;0-100
118_53R_70.9;0-100;118_65V_70.0;0;0-100
609_91AR_27.6;0-100;609_91BV_27.5;0;0-100
054_1343AR_52.9;0-100;054_1343BV_53.0;0;0-100
054_1345AL_53.0;0-100;054_1375BV_54.4;0;0-100
117_5AR_17.6;0-100;513_45V_24.6;0;0-100
117_5AL_17.6;0-100;117_5BV_17.7;0;0-100
609_131BV_26.6;0-100;609_135AL_26.6;0;0-100
609_131BV_26.6;0-100;609_135AR_26.6;0;0-100
606_59L_0.2;0-100;606_91BL_0.8;100;100-0
606_91BL_0.8;100-0;606_91BV_0.8;0;0-100
607_73R_43.8;0-100;607_906V_44.0;0;0-100
607_906L_44.0;100-0;607_906V_44.0;0;0-100
609_85AL_27.9;0-100;609_85BV_27.8;0;0-100
609_85BR_27.8;100-0;609_85BV_27.8;0;0-100
127_295BV_8.3;100-0;545_225AR_23.7;100;100-0
127_295BV_8.3;0-100;127_297R_8.3;0;0-100
054_1315BV_47.5;0-100;054_1341AL_52.7;0;0-100
054_1315BV_47.5;0-100;054_1341AR_52.7;0;0-100
054_1345BV_53.2;0-100;054_1347AL_53.2;0;0-100
054_1345BV_53.2;0-100;054_1347AR_53.2;0;0-100
609_121AR_27.3;100-0;609_91BV_27.5;100;100-0
609_121AR_27.3;0-100;609_123BR_27.2;100;100-0
063_101BV_19.2;0-100;063_103AL_19.3;0;0-100
063_101BV_19.2;0-100;063_103AR_19.3;0;0-100
039_5109V_107.9;0-100;039_5135L_109.7;100;100-0
039_5109V_107.9;0-100;039_5137R_109.5;0;0-100
017_333BV_24.6;100-0;505_317AL_24.0;100;100-0
017_333BV_24.6;0-100;017_351BR_31.9;100;100-0
555_269R_83.5;0-100;555_279AL_83.7;0;0-100
555_269R_83.5;0-100;555_279AR_83.7;0;0-100
555_203V_83.3;0-100;555_205V_83.3;0;0-100
555_173AL_83.2;100-0;555_173AV_83.2;0;0-100
555_173AL_83.2;0-100;555_205V_83.3;0;0-100
555_205V_83.3;0-100;555_211BV_83.4;0;0-100
527_65R_16.9;0-100;527_69R_17.0;0;0-100
527_57AR_16.9;0-100;527_57BV_16.9;0;0-100
527_55BR_16.9;100-0;527_55BV_16.9;0;0-100
054_1343AL_52.9;0-100;054_1377BV_54.6;0;0-100
054_1377AL_54.5;0-100;054_1377BV_54.6;0;0-100
054_1377BV_54.6;0-100;054_1379AL_54.6;0;0-100
613_902R_75.7;100-0;613_902V_75.7;0;0-100
586_279BV_81.2;0-100;586_285AR_81.2;0;0-100
950_77BL_41.1;100-0;950_77BV_41.1;0;0-100
950_77BL_41.1;0-100;950_79L_41.0;0;0-100
618_27AL_58.5;0-100;618_31AL_58.6;0;0-100
524_267BV_70.7;0-100;524_295BV_71.4;0;0-100
524_295AL_71.3;0-100;524_295BV_71.4;0;0-100
626_45AL_32.9;0-100;626_47BV_33.0;0;0-100
626_47AL_32.9;0-100;626_47BV_33.0;0;0-100
857_14R_1.3;100-0;857_14V_1.3;0;0-100
857_14R_1.3;0-100;857_16V_1.6;0;0-100
857_16V_1.6;0-100;857_17V_1.7;0;0-100
486_912AL_75.8;0-100;486_913V_75.9;0;0-100
485_51AR_100.8;100-0;485_51BR_100.9;0;0-100
478_1151L_0.7;100-0;478_1151V_0.7;0;0-100
478_1151L_0.7;0-100;478_1247V_1.6;0;0-100
478_1151R_0.7;100-0;478_1151V_0.7;0;0-100
478_1151R_0.7;0-100;478_1247V_1.6;0;0-100
128_29AR_12.6;0-100;128_29BV_12.7;0;0-100
128_9AR_12.1;100-0;128_9AV_12.1;0;0-100
519_65R_46.9;0-100;519_67V_47.0;0;0-100
485_56L_150.0;0-100;485_59AR_100.9;0;0-100
506_131AR_44.0;0-100;506_133AR_44.0;0;0-100
817_1259BL_200.3;100-0;817_975V_200.3;100;100-0
107_271AL_1.7;100-0;537_251AL_34.6;100;100-0
107_271AL_1.7;0-100;107_271BV_1.8;0;0-100
161_2221V_9.4;0-100;161_2513V_20.2;0;0-100
042_901L_20.6;100-0;042_901V_20.6;0;0-100
042_323R_21.2;100-0;042_323V_21.2;0;0-100
042_323R_21.2;0-100;042_435L_2.9;100;100-0
042_323R_21.2;0-100;042_759AR_21.1;100;100-0
536_297AL_61.4;0-100;536_325V_61.9;0;0-100
486_801R_76.6;100-0;486_801V_76.6;0;0-100
486_801R_76.6;0-100;525_427L_77.8;100;100-0
486_801L_76.6;100-0;486_801V_76.6;0;0-100
552_2171R_83.0;0-100;552_2173V_83.1;0;0-100
525_980V_78.3;0-100;525_983V_78.2;0;0-100
101_1067BR_12.3;100-0;101_1067BV_12.3;0;0-100
517_77AR_69.4;0-100;517_77BV_69.5;0;0-100
517_75R_69.3;0-100;517_77AL_69.4;0;0-100
517_75R_69.3;0-100;517_77AR_69.4;0;0-100
100_2105BL_7.8;100-0;532_1037R_11.2;100;100-0
100_2105BL_7.8;0-100;531_2347L_34.3;100;100-0
950_1015R_40.1;0-100;950_79L_41.0;100;100-0
950_1015R_40.1;0-100;950_81BL_41.1;100;100-0
927_27L_904.5;0-100;927_3027V_905.2;0;0-100
525_1303AR_180.4;100-0;525_1303AV_180.4;0;0-100
525_1303AR_180.4;0-100;525_1303BV_180.5;0;0-100
552_2305R_83.4;0-100;552_2307L_83.5;0;0-100
552_2305R_83.4;0-100;552_2307R_83.5;0;0-100
478_1023AL_0.1;100-0;950_1005L_39.8;100;100-0
478_1023AL_0.1;0-100;478_1031L_0.3;0;0-100
478_1023AL_0.1;0-100;478_1031R_0.3;0;0-100
478_1287R_1.9;0-100;478_1289V_602.1;0;0-100
478_1289V_602.1;0-100;478_1301AR_602.1;0;0-100
485_98AL_101.2;0-100;485_99V_101.3;0;0-100
927_954BL_905.7;0-100;927_991V_906.4;0;0-100
927_936V_906.0;0-100;927_968V_906.2;0;0-100
127_475BV_73.7;0-100;127_479AL_73.8;0;0-100
127_475BV_73.7;0-100;127_479AR_73.8;0;0-100
490_109R_6.6;100-0;490_109V_6.6;0;0-100
490_109R_6.6;0-100;490_110L_7.5;100;100-0
490_109R_6.6;0-100;490_153R_6.6;0;0-100
524_257AR_70.4;0-100;524_291AL_71.3;0;0-100
524_257AR_70.4;0-100;524_291AR_71.3;0;0-100
603_145AL_3.3;0-100;603_147BV_3.4;0;0-100
603_145AR_3.3;0-100;603_149AR_3.3;0;0-100
522_173AR_57.7;0-100;522_173BV_57.8;0;0-100
522_173AL_57.7;0-100;522_175BV_57.8;0;0-100
522_175AL_57.7;0-100;522_175BV_57.8;0;0-100
522_147BV_57.4;0-100;522_173AL_57.7;0;0-100
522_147BV_57.4;0-100;522_173AR_57.7;0;0-100
522_147AR_57.3;0-100;522_175AL_57.7;0;0-100
522_147AR_57.3;0-100;522_173BL_57.8;100;100-0
075_143BV_57.2;100-0;620_97AR_42.6;100;100-0
075_143BV_57.2;0-100;522_145AL_57.2;0;0-100
075_143BV_57.2;0-100;522_145AR_57.2;0;0-100
624_191R_32.4;0-100;624_209V_32.6;0;0-100
133_1127BV_19.5;0-100;133_1135BV_19.8;0;0-100
139_5007R_177.3;0-100;523_913R_53.9;100;100-0
166_2193R_144.2;0-100;166_2195R_144.4;0;0-100
166_2181L_143.8;0-100;166_2183V_144.1;0;0-100
506_618R_43.6;0-100;506_619V_43.8;0;0-100
900_25L_200.7;0-100;900_508V_200.4;0;0-100
801_910R_102.4;100-0;801_910V_102.4;0;0-100
801_910R_102.4;0-100;801_913L_102.7;0;0-100
801_910R_102.4;0-100;801_913R_102.7;0;0-100
564_427AL_23.5;0-100;564_435BV_23.7;0;0-100
564_1325R_23.6;0-100;564_1361L_23.7;0;0-100
564_1325R_23.6;0-100;564_1361R_23.7;0;0-100
073_1163AR_12.3;0-100;073_1163BV_12.5;0;0-100
074_1293BV_35.9;0-100;620_3AV_41.6;100;100-0
074_1295AL_36.0;0-100;620_1AV_41.6;100;100-0
564_958V_24.1;0-100;564_959V_24.2;0;0-100
135_2021L_40.3;0-100;135_2035V_40.5;0;0-100
135_2009L_39.7;0-100;135_2021L_40.3;0;0-100
135_2009L_39.7;0-100;135_2021R_40.3;0;0-100
161_2223V_9.4;0-100;161_2511L_20.1;0;0-100
161_2223V_9.4;0-100;161_2511R_20.1;0;0-100
118_33L_80.4;0-100;118_45V_79.5;0;0-100
076_81R_11.5;100-0;076_81V_11.5;0;0-100
817_1263BV_200.3;100-0;817_963V_200.3;100;100-0
540_165AR_81.7;0-100;555_237V_83.4;0;0-100
133_1017R_8.6;100-0;145_957BV_56.6;100;100-0
133_1017R_8.6;0-100;133_1021V_8.8;0;0-100
517_77BL_69.5;100-0;517_77BV_69.5;0;0-100
517_179V_0.3;0-100;517_225AR_0.3;0;0-100
517_163V_0.1;0-100;517_165V_0.2;0;0-100
517_201AL_0.1;0-100;517_203V_0.2;0;0-100
525_499AL_79.2;0-100;586_2501L_80.2;0;0-100
525_499AL_79.2;0-100;586_2501R_80.2;0;0-100
508_2115V_91.6;0-100;508_2135V_92.2;0;0-100
603_149AL_3.3;0-100;603_175AV_3.8;100;100-0
603_149AR_3.3;0-100;603_151AR_3.4;0;0-100
135_205BV_11.8;0-100;135_2203L_14.7;0;0-100
135_205BV_11.8;0-100;135_2203R_14.7;0;0-100
139_321AR_175.2;0-100;139_323L_175.2;0;0-100
139_321AR_175.2;0-100;139_323R_175.2;0;0-100
667_1005R_402.4;0-100;667_2429V_243.8;0;0-100
518_157L_63.5;0-100;518_165L_63.7;0;0-100
518_157L_63.5;0-100;518_165R_63.7;0;0-100
518_157R_63.5;0-100;518_161L_63.5;0;0-100
518_157R_63.5;0-100;518_161R_63.5;0;0-100
520_163L_36.6;100-0;520_163V_36.6;0;0-100
485_14L_76.9;0-100;485_15V_77.0;0;0-100
485_11L_76.9;0-100;485_14L_76.9;0;0-100
485_11L_76.9;0-100;485_14R_76.9;0;0-100
485_10V_76.9;0-100;485_11L_76.9;0;0-100
485_10V_76.9;0-100;485_11R_76.9;0;0-100
534_1119AR_46.5;0-100;534_1121AR_46.5;0;0-100
534_1119AR_46.5;0-100;534_1119BpV_46.5;100;100-0
525_499AR_79.2;0-100;525_499BV_79.3;0;0-100
525_493AR_79.1;0-100;525_499BV_79.3;0;0-100
525_493BV_79.2;0-100;525_499AL_79.2;0;0-100
525_493BV_79.2;0-100;525_499AR_79.2;0;0-100
525_489BV_79.2;0-100;525_497AL_79.2;0;0-100
525_489BV_79.2;0-100;525_497AR_79.2;0;0-100
486_904L_75.5;100-0;486_904V_75.5;0;0-100
486_904L_75.5;0-100;486_924V_76.3;0;0-100
485_91R_101.1;0-100;485_99V_101.3;0;0-100
927_981V_906.4;0-100;927_982V_906.4;0;0-100
927_991V_906.4;0-100;927_992V_906.4;0;0-100
614_2123V_47.5;0-100;614_2167L_47.9;0;0-100
614_2123V_47.5;0-100;614_2167R_47.9;0;0-100
614_2121R_47.4;0-100;614_2123V_47.5;0;0-100
133_1153L_19.2;0-100;133_1159BV_19.4;0;0-100
133_1125R_19.1;0-100;133_1153L_19.2;0;0-100
133_1125R_19.1;0-100;133_1153R_19.2;0;0-100
603_73R_2.5;0-100;603_87BL_2.7;100;100-0
503_83AL_14.0;100-0;608_67L_88.9;100;100-0
503_83AL_14.0;0-100;503_83BV_14.0;0;0-100
522_183AL_57.7;0-100;522_185BV_57.8;0;0-100
664_901AL_42.8;100-0;664_901AV_42.8;0;0-100
664_901AL_42.8;0-100;664_903V_43.0;0;0-100
132_948V_49.1;0-100;132_961V_48.9;0;0-100
950_35L_6.2;0-100;950_91V_6.9;0;0-100
950_643R_7.2;0-100;950_645V_7.1;100;100-0
950_643R_7.2;0-100;950_926R_6.6;100;100-0
950_15L_6.4;0-100;950_645V_7.1;0;0-100
950_15R_6.4;0-100;950_645V_7.1;0;0-100
470_250R_100.7;100-0;470_250V_100.7;0;0-100
099_1021AL_6.1;100-0;099_1021AV_6.1;0;0-100
099_1021AL_6.1;0-100;099_1021BV_6.2;0;0-100
663_3009BV_200.6;0-100;663_3023V_201.2;0;0-100
135_906R_45.1;0-100;135_911V_45.7;0;0-100
470_251R_100.5;100-0;470_251V_100.5;0;0-100
470_251L_100.5;100-0;470_251V_100.5;0;0-100
470_251L_100.5;0-100;470_252L_100.5;0;0-100
927_946R_905.7;0-100;927_982V_906.4;0;0-100
927_945L_905.7;0-100;927_946L_905.7;0;0-100
927_945L_905.7;0-100;927_946R_905.7;0;0-100
927_944AL_905.7;100-0;927_944BL_905.7;0;0-100
