ID;SPOORTAK_IDENTIFICATIE;DOELGROEP;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;LOKALE_SNELHEID;DATUM_VERWERKING
197059132;514_39AR_17.5;T;0;0,06;40;2021-05-31
197059133;514_39ApV_17.5;T;0;0,033;40;2021-05-31
197059134;514_39BV_17.4;T;0;0,004;40;2021-05-31
197059135;052_41V_56.7;T;0;5,748;125;2021-05-31
197059136;049_43V_31.9;T;0;0,101;60;2021-05-31
197059137;049_45V_32.0;T;0;3,562;125;2021-05-31
197059138;756_53L_35.5;T;0;0,793;125;2021-05-31
197059139;756_53R_35.5;T;0;0,793;40;2021-05-31
197059140;756_61V_36.3;T;0;4,757;125;2021-05-31
197059141;514_61AL_17.5;T;0;0,145;40;2021-05-31
197059142;514_61AR_17.5;T;0;0,041;40;2021-05-31
197059143;514_61BR_17.3;T;0;0,181;40;2021-05-31
197059144;514_61BV_17.3;T;0;0,063;40;2021-05-31
197059145;514_63L_17.4;T;0;0,808;40;2021-05-31
197059146;514_63R_17.4;T;0;0,064;40;2021-05-31
197059147;514_65AL_17.4;T;0;0,066;40;2021-05-31
197059148;514_65AR_17.4;T;0;0,374;40;2021-05-31
197059149;514_65BV_17.4;T;0;0,217;40;2021-05-31
197059150;052_69L_41.1;T;0;1,133;125;2021-05-31
197059151;052_69R_41.1;T;0;0,157;60;2021-05-31
197059152;052_73L_68.5;T;0;0,87;40;2021-05-31
197059153;052_73R_68.5;T;0;0,868;125;2021-05-31
197059154;514_85AL_17.3;T;0;0,036;40;2021-05-31
197059155;514_85AR_17.3;T;0;0,212;40;2021-05-31
197059156;514_85AqV_17.3;T;0;0,034;40;2021-05-31
197059157;514_85BqV_17.2;T;0;0,034;40;2021-05-31
197059158;514_91AL_17.3;T;0;0,04;40;2021-05-31
197059159;514_91AR_17.3;T;0;0,176;40;2021-05-31
197059160;514_91BqV_17.2;T;0;0,034;40;2021-05-31
197059161;514_93AL_17.2;T;0;0,041;40;2021-05-31
197059162;514_93AR_17.2;T;0;0,722;40;2021-05-31
197059163;514_93BpV_17.1;T;0;0,034;40;2021-05-31
197059164;514_95AL_17.2;T;0;0,04;40;2021-05-31
197059165;514_95AR_17.2;T;0;0,651;40;2021-05-31
197059166;514_95BqV_17.1;T;0;0,034;40;2021-05-31
197059167;514_97AL_17.1;T;0;0,052;40;2021-05-31
197059168;514_97AR_17.1;T;0;0,569;40;2021-05-31
197059169;514_97BV_17.1;T;0;0,171;40;2021-05-31
197059170;514_101AL_17.1;T;0;0,064;40;2021-05-31
197059171;514_101AR_17.1;T;0;0,064;40;2021-05-31
197059172;514_101BL_17.0;T;0;0,064;40;2021-05-31
197059173;514_101BV_17.0;T;0;0,406;40;2021-05-31
197059174;514_103AL_17.1;T;0;0,064;40;2021-05-31
197059175;514_103BV_17.0;T;0;0,47;40;2021-05-31
197059176;514_105V_17.2;T;0;0,093;40;2021-05-31
197059177;514_107AL_17.1;T;0;0,064;40;2021-05-31
197059178;514_107AR_17.1;T;0;0,064;40;2021-05-31
197059179;514_107BL_17.0;T;0;0,064;40;2021-05-31
197059180;514_107BV_17.0;T;0;0,417;40;2021-05-31
197059181;514_109AL_17.1;T;0;0,064;40;2021-05-31
197059182;514_109BV_17.0;T;0;0,37;40;2021-05-31
197059183;514_113AL_16.9;T;0;0,063;40;2021-05-31
197059184;514_113AR_16.9;T;0;0,063;40;2021-05-31
197059185;514_113AV_16.9;T;0;0,021;40;2021-05-31
197059186;514_113BL_16.8;T;0;0,063;40;2021-05-31
197059187;514_113BV_16.8;T;0;0,222;40;2021-05-31
197059188;514_113CL_16.9;T;0;0,063;40;2021-05-31
197059189;514_113DV_16.8;T;0;0,276;40;2021-05-31
197059190;514_141AL_16.6;T;0;0,07;40;2021-05-31
197059191;514_141AR_16.6;T;0;0,047;40;2021-05-31
197059192;514_141ApV_16.6;T;0;0,031;40;2021-05-31
197059193;514_141BV_16.6;T;0;0,055;40;2021-05-31
197059194;514_145AL_16.6;T;0;0,162;40;2021-05-31
197059195;514_145AR_16.6;T;0;0,061;40;2021-05-31
197059196;514_145BV_16.5;T;0;0,043;40;2021-05-31
197059197;514_147V_16.5;T;0;0,03;40;2021-05-31
197059198;514_149AR_16.6;T;0;0,065;40;2021-05-31
197059199;514_149BL_16.5;T;0;0,032;40;2021-05-31
197059200;514_149BV_16.5;T;0;0,069;40;2021-05-31
197059201;514_153V_16.5;T;0;0,009;40;2021-05-31
197059202;514_155AL_16.5;T;0;0,06;40;2021-05-31
197059203;514_155AR_16.5;T;0;0,13;40;2021-05-31
197059204;514_155BV_16.5;T;0;0,022;40;2021-05-31
197059205;514_157qV_16.5;T;0;0,034;40;2021-05-31
197059206;514_159AL_16.5;T;0;0,271;40;2021-05-31
197059207;514_159AR_16.5;T;0;0,04;40;2021-05-31
197059208;514_159BqV_16.4;T;0;0,034;40;2021-05-31
197059209;514_161AL_16.4;T;0;0,2;40;2021-05-31
197059210;514_161AL_16.4;T;0,2;0,212;110;2021-05-31
197059211;514_161AL_16.4;T;0,212;1,485;110;2021-05-31
197059212;514_161AL_16.4;T;1,485;1,51;140;2021-05-31
197059213;514_161AL_16.4;T;1,51;4,872;140;2021-05-31
197059214;514_161AL_16.4;T;4,872;4,892;140;2021-05-31
197059215;514_161AL_16.4;T;4,892;4,997;130;2021-05-31
197059216;514_161AR_16.4;T;0;0,048;40;2021-05-31
197059217;514_161BV_16.4;T;0;0,011;40;2021-05-31
197059218;514_161BV_16.4;T;0,011;0,165;110;2021-05-31
197059219;514_161BV_16.4;T;0,165;1,438;110;2021-05-31
197059220;514_161BV_16.4;T;1,438;1,463;140;2021-05-31
197059221;514_161BV_16.4;T;1,463;3,887;140;2021-05-31
197059222;514_161BV_16.4;T;3,887;3,929;140;2021-05-31
197059223;514_161BV_16.4;T;3,929;3,966;130;2021-05-31
197059224;510_401L_9.7;T;0;0,614;130;2021-05-31
197059225;510_401R_9.7;T;0;0,06;40;2021-05-31
197059226;510_401V_9.7;T;0;0,18;130;2021-05-31
197059227;510_401V_9.7;T;0,18;0,26;140;2021-05-31
197059228;510_401V_9.7;T;0,26;8,248;140;2021-05-31
197059229;510_401V_9.7;T;8,248;8,284;140;2021-05-31
197059230;510_401V_9.7;T;8,284;9,371;110;2021-05-31
197059231;510_403L_9.7;T;0;0,278;130;2021-05-31
197059232;510_403L_9.7;T;0,278;0,323;140;2021-05-31
197059233;510_403L_9.7;T;0,323;8,366;140;2021-05-31
197059234;510_403L_9.7;T;8,366;8,402;140;2021-05-31
197059235;510_403L_9.7;T;8,402;9,497;110;2021-05-31
197059236;510_403V_9.7;T;0;0,074;130;2021-05-31
197059237;510_405L_9.8;T;0;0,48;130;2021-05-31
197059238;510_405R_9.8;T;0;0,084;40;2021-05-31
197059239;510_415L_10.3;T;0;2,166;130;2021-05-31
197059240;510_415R_10.3;T;0;0,111;80;2021-05-31
197059241;510_417L_10.3;T;0;0,111;130;2021-05-31
197059242;510_419V_10.4;T;0;0,025;130;2021-05-31
197059243;510_421L_10.4;T;0;1,022;130;2021-05-31
197059244;512_443V_11.4;T;0;0,024;130;2021-05-31
197059245;512_445L_11.4;T;0;0,89;80;2021-05-31
197059246;044_461AL_12.3;T;0;0,094;80;2021-05-31
197059247;044_461AR_12.3;T;0;0,092;40;2021-05-31
197059248;514_906L_18.0;T;0;0,064;40;2021-05-31
197059249;514_906R_18.0;T;0;0,064;40;2021-05-31
197059250;514_906V_18.0;T;0;0,29;40;2021-05-31
197059251;514_907L_18.0;T;0;0,053;40;2021-05-31
197059252;514_907V_18.0;T;0;0,1;40;2021-05-31
197059253;514_908R_18.0;T;0;0,053;40;2021-05-31
197059254;514_908qV_18.0;T;0;0,034;40;2021-05-31
197059255;514_909L_18.0;T;0;0,302;40;2021-05-31
197059256;514_909R_18.0;T;0;0,304;40;2021-05-31
197059257;514_910V_18.0;T;0;0,049;40;2021-05-31
197059258;514_911L_18.1;T;0;0,308;40;2021-05-31
197059259;514_911R_18.1;T;0;0,308;40;2021-05-31
197059260;514_911V_18.1;T;0;0,036;40;2021-05-31
197059261;516_911V_2.1;T;0;0,01;40;2021-05-31
197059262;514_912R_18.0;T;0;0,327;40;2021-05-31
197059263;514_912V_18.0;T;0;0,041;40;2021-05-31
197059264;516_912L_2.1;T;0;0,035;40;2021-05-31
197059265;516_912R_2.1;T;0;0,09;40;2021-05-31
197059266;514_913L_18.0;T;0;0,385;40;2021-05-31
197059267;514_913V_18.0;T;0;0,035;40;2021-05-31
197059268;516_913L_2.2;T;0;0,18;40;2021-05-31
197059269;516_913R_2.2;T;0;0,148;40;2021-05-31
197059270;514_914L_18.0;T;0;0,035;40;2021-05-31
197059271;514_914V_18.0;T;0;0,024;40;2021-05-31
197059272;514_915L_18.0;T;0;0,052;40;2021-05-31
197059273;514_915R_18.0;T;0;0,052;40;2021-05-31
197059274;514_915qV_18.0;T;0;0,034;40;2021-05-31
197059275;514_918V_17.9;T;0;0,001;40;2021-05-31
197059276;514_919L_17.9;T;0;0,035;40;2021-05-31
197059277;514_920L_17.9;T;0;0,035;40;2021-05-31
197059278;514_920R_17.9;T;0;0,134;40;2021-05-31
197059279;514_921L_18.0;T;0;0,423;40;2021-05-31
197059280;514_921R_18.0;T;0;0,423;40;2021-05-31
197059283;514_922L_18.0;T;0;0,061;40;2021-05-31
197059284;514_922R_18.0;T;0;0,384;40;2021-05-31
197059286;516_924V_2.1;T;0;0,042;40;2021-05-31
197059287;516_925V_2.2;T;0;0,552;40;2021-05-31
197059288;516_940L_75.2;T;0;0,528;40;2021-05-31
197059289;516_940R_75.2;T;0;0,052;40;2021-05-31
197059290;514_941qV_18.1;T;0;0,034;40;2021-05-31
197059291;516_941AL_75.1;T;0;0,091;40;2021-05-31
197059292;516_941AqV_75.1;T;0;0,033;40;2021-05-31
197059293;516_941BL_75.1;T;0;0,03;40;2021-05-31
197059294;516_941BR_75.1;T;0;0,017;40;2021-05-31
197059295;514_942L_18.0;T;0;0,023;40;2021-05-31
197059296;514_942R_18.0;T;0;0,324;40;2021-05-31
197059297;516_942L_75.1;T;0;0,446;40;2021-05-31
197059298;516_942R_75.1;T;0;0,331;onbekend;2021-05-31
197059299;514_943L_18.1;T;0;0,301;40;2021-05-31
197059300;514_943R_18.1;T;0;0,301;40;2021-05-31
197059301;516_943L_75.1;T;0;0,346;40;2021-05-31
197059302;516_943R_75.1;T;0;0,026;40;2021-05-31
197059303;516_944L_75.1;T;0;0,321;40;2021-05-31
197059304;516_944R_75.1;T;0;0,063;40;2021-05-31
197059305;516_945L_75.0;T;0;0,259;40;2021-05-31
197059306;516_945R_75.0;T;0;0,26;40;2021-05-31
197059307;516_947V_74.6;T;0;0,045;40;2021-05-31
197059308;516_948V_74.6;T;0;0,255;40;2021-05-31
197059309;514_954L_17.3;T;0;0,306;40;2021-05-31
197059310;514_954R_17.3;T;0;0,203;40;2021-05-31
197059311;514_954V_17.3;T;0;0,142;40;2021-05-31
197059312;514_960L_17.2;T;0;0,465;40;2021-05-31
197059313;514_960V_17.2;T;0;0,034;40;2021-05-31
197059314;514_961L_17.2;T;0;0,498;40;2021-05-31
197059315;514_961V_17.2;T;0;0,038;40;2021-05-31
197059316;514_962L_17.1;T;0;0,524;40;2021-05-31
197059317;514_962V_17.1;T;0;0,069;40;2021-05-31
197059318;514_963R_17.1;T;0;0,501;40;2021-05-31
197059319;514_963V_17.1;T;0;0,027;40;2021-05-31
197059320;514_964L_17.1;T;0;0,583;40;2021-05-31
197059321;514_964V_17.1;T;0;0,035;40;2021-05-31
197059322;514_965V_17.1;T;0;0,027;40;2021-05-31
197059323;514_966V_17.0;T;0;0,047;40;2021-05-31
197059324;514_967L_17.0;T;0;0,328;40;2021-05-31
197059325;514_967R_17.0;T;0;0,064;40;2021-05-31
197059326;609_5L_29.7;T;0;0,744;130;2021-05-31
197059327;609_5L_29.7;T;0,744;9,698;140;2021-05-31
197059328;609_5L_29.7;T;9,698;9,768;140;2021-05-31
197059329;609_5L_29.7;T;9,768;11,121;110;2021-05-31
197059330;609_5L_29.7;T;11,121;11,21;110;2021-05-31
197059331;609_5V_29.7;T;0;0,391;130;2021-05-31
197059332;609_5V_29.7;T;0,391;0,593;130;2021-05-31
197059333;609_7L_29.7;T;0;0,744;130;2021-05-31
197059334;609_7L_29.7;T;0,744;9,701;140;2021-05-31
197059335;609_7L_29.7;T;9,701;9,772;140;2021-05-31
197059336;609_7L_29.7;T;9,772;10,92;110;2021-05-31
197059337;609_7L_29.7;T;10,92;11,111;110;2021-05-31
197059338;609_7V_29.7;T;0;0,392;130;2021-05-31
197059339;609_7V_29.7;T;0,392;0,496;130;2021-05-31
197059340;609_13AL_29.2;T;0;0,103;130;2021-05-31
197059341;609_13AR_29.2;T;0;0,098;80;2021-05-31
197059342;609_13BV_29.1;T;0;0,133;130;2021-05-31
197059343;609_15V_29.1;T;0;0,031;130;2021-05-31
197059344;609_17AL_29.0;T;0;0,218;130;2021-05-31
197059345;609_17AR_29.0;T;0;0,098;80;2021-05-31
197059346;609_17BV_28.9;T;0;0,027;130;2021-05-31
197059347;609_19AL_28.9;T;0;0,036;130;2021-05-31
197059348;609_19AR_28.9;T;0;0,053;40;2021-05-31
197059349;609_19BL_28.8;T;0;0,389;40;2021-05-31
197059350;609_19BpV_28.8;T;0;0,034;40;2021-05-31
197059351;609_23L_28.9;T;0;0,947;40;2021-05-31
197059352;609_23R_28.9;T;0;0,024;40;2021-05-31
197059353;609_41AL_28.9;T;0;0,057;40;2021-05-31
197059354;609_41AR_28.9;T;0;0,214;130;2021-05-31
197059355;609_41AR_28.9;T;0,214;0,656;120;2021-05-31
197059356;609_41AR_28.9;T;0,656;0,692;80;2021-05-31
197059357;609_41AR_28.9;T;0,692;0,858;60;2021-05-31
197059358;609_41BV_28.8;T;0;0,012;130;2021-05-31
197059359;609_43L_28.8;T;0;1,038;40;2021-05-31
197059360;609_43R_28.8;T;0;0,145;130;2021-05-31
197059361;609_43R_28.8;T;0,145;0,587;120;2021-05-31
197059362;609_43R_28.8;T;0,587;0,73;80;2021-05-31
197059363;609_61AL_28.1;T;0;0,197;80;2021-05-31
197059364;609_61AR_28.1;T;0;0,06;40;2021-05-31
197059365;609_61BV_28.0;T;0;0,105;60;2021-05-31
197059366;609_79AL_27.9;T;0;0,052;40;2021-05-31
197059367;609_79AR_27.9;T;0;0,338;40;2021-05-31
197059368;609_79AV_27.9;T;0;0,041;40;2021-05-31
197059369;609_79BR_27.9;T;0;0,031;40;2021-05-31
197059370;609_79BpV_27.9;T;0;0,032;40;2021-05-31
197059371;609_81AL_27.9;T;0;0,044;40;2021-05-31
197059372;609_81AR_27.9;T;0;0,076;40;2021-05-31
197059373;609_81BR_27.8;T;0;0,075;60;2021-05-31
197059374;609_81BqV_27.8;T;0;0,034;40;2021-05-31
197059375;609_83AR_27.9;T;0;0,108;60;2021-05-31
197059376;609_83BV_27.8;T;0;0,214;60;2021-05-31
197059377;609_83BV_27.8;T;0,214;0,23;40;2021-05-31
197059378;609_85AL_27.9;T;0;0,048;40;2021-05-31
197059379;609_85AR_27.9;T;0;0,055;60;2021-05-31
197059380;609_85AR_27.9;T;0,055;0,255;60;2021-05-31
197059381;609_85AR_27.9;T;0,255;0,264;40;2021-05-31
197059382;503_85AL_44.0;T;0;0,06;40;2021-05-31
197059383;503_85AR_44.0;T;0;0,129;40;2021-05-31
197059384;609_85BR_27.8;T;0;0,091;80;2021-05-31
197059385;609_85BV_27.8;T;0;0,007;80;2021-05-31
197059386;609_85BV_27.8;T;0,007;0,207;60;2021-05-31
197059387;609_85BV_27.8;T;0,207;0,219;40;2021-05-31
197059388;503_85BR_43.9;T;0;0,059;40;2021-05-31
197059389;503_85BV_43.9;T;0;0,016;40;2021-05-31
197059390;609_87AL_27.9;T;0;0,11;80;2021-05-31
197059391;503_87AL_44.0;T;0;0,112;40;2021-05-31
197059392;609_87BV_27.8;T;0;0,012;80;2021-05-31
197059393;609_87BV_27.8;T;0,012;0,194;60;2021-05-31
197059394;609_87BV_27.8;T;0,194;0,202;40;2021-05-31
197059395;503_87BR_43.9;T;0;0,064;40;2021-05-31
197059396;503_87BV_43.9;T;0;0,196;40;2021-05-31
197059397;503_89AL_44.0;T;0;0,076;40;2021-05-31
197059398;503_89AR_44.0;T;0;0,117;40;2021-05-31
197059399;503_89AV_44.0;T;0;0,114;40;2021-05-31
197059400;503_89AV_44.0;T;0,114;8,282;130;2021-05-31
197059401;503_89AV_44.0;T;8,282;8,317;130;2021-05-31
197059402;503_89AV_44.0;T;8,317;8,509;90;2021-05-31
197059403;503_89BpV_43.9;T;0;0,031;40;2021-05-31
197059404;609_91AL_27.6;T;0;0,064;40;2021-05-31
197059405;609_91AR_27.6;T;0;0,064;40;2021-05-31
197059406;503_91AL_43.9;T;0;0,279;40;2021-05-31
197059407;503_91AR_43.9;T;0;0,054;40;2021-05-31
197059408;609_91BL_27.5;T;0;0,064;40;2021-05-31
197059409;609_91BV_27.5;T;0;0,194;40;2021-05-31
197059410;503_91BqV_43.8;T;0;0,034;40;2021-05-31
197059411;503_93L_43.9;T;0;0,224;40;2021-05-31
197059412;503_93R_43.9;T;0;0,657;40;2021-05-31
197059413;609_93AL_27.6;T;0;0,064;40;2021-05-31
197059414;609_93BV_27.5;T;0;0,252;40;2021-05-31
197059415;503_95R_43.9;T;0;0,28;40;2021-05-31
197059416;503_95V_43.9;T;0;0,013;40;2021-05-31
197059417;609_95AL_27.6;T;0;0,064;40;2021-05-31
197059418;609_95AR_27.6;T;0;0,064;40;2021-05-31
197059419;609_95BL_27.5;T;0;0,064;40;2021-05-31
197059420;609_95BV_27.5;T;0;0,284;40;2021-05-31
197059421;503_97L_43.9;T;0;0,261;40;2021-05-31
197059422;609_97AL_27.6;T;0;0,064;40;2021-05-31
197059423;609_97BV_27.5;T;0;0,222;40;2021-05-31
197059424;503_101AL_43.7;T;0;0,053;40;2021-05-31
197059425;503_101AR_43.7;T;0;0,064;40;2021-05-31
197059426;503_101BL_43.6;T;0;0,064;40;2021-05-31
197059427;503_101BV_43.6;T;0;0,367;40;2021-05-31
197059428;503_103AL_43.7;T;0;0,053;40;2021-05-31
197059429;503_103BpV_43.6;T;0;0,034;40;2021-05-31
197059430;503_105L_43.6;T;0;0,23;40;2021-05-31
197059431;503_105R_43.6;T;0;0,377;40;2021-05-31
197059432;503_107AL_43.6;T;0;0,064;40;2021-05-31
197059433;503_107AR_43.6;T;0;0,064;40;2021-05-31
197059434;503_107BL_43.6;T;0;0,064;40;2021-05-31
197059435;503_107BV_43.6;T;0;0,331;40;2021-05-31
197059436;503_109AL_43.6;T;0;0,064;40;2021-05-31
197059437;503_109BV_43.6;T;0;0,377;40;2021-05-31
197059438;503_111V_43.2;T;0;0,044;40;2021-05-31
197059439;503_113AL_43.2;T;0;0,048;40;2021-05-31
197059440;503_113AR_43.2;T;0;0,036;40;2021-05-31
197059441;503_113BpV_43.2;T;0;0,034;40;2021-05-31
197059442;503_115AL_43.2;T;0;0,053;40;2021-05-31
197059443;503_115AR_43.2;T;0;0,041;40;2021-05-31
197059444;503_115BR_43.1;T;0;0,064;40;2021-05-31
197059445;503_115BV_43.1;T;0;0,274;40;2021-05-31
197059446;503_115BV_43.1;T;0,274;1,014;80;2021-05-31
197059447;503_117AR_43.2;T;0;0,053;40;2021-05-31
197059448;503_117BqV_43.1;T;0;0,034;40;2021-05-31
197059449;503_119AL_43.2;T;0;0,285;40;2021-05-31
197059450;503_119AL_43.2;T;0,285;0,979;80;2021-05-31
197059451;503_119AR_43.2;T;0;0,036;40;2021-05-31
197059452;503_119BL_43.1;T;0;0,024;40;2021-05-31
197059453;503_119BpV_43.1;T;0;0,033;40;2021-05-31
197059454;503_121L_43.1;T;0;0,017;40;2021-05-31
197059455;503_121R_43.1;T;0;0,848;40;2021-05-31
197059456;609_121AL_27.3;T;0;0,058;40;2021-05-31
197059457;609_121AR_27.3;T;0;0,064;40;2021-05-31
197059458;609_121BV_27.3;T;0;0,036;40;2021-05-31
197059459;503_123L_43.1;T;0;0,881;40;2021-05-31
197059460;503_123R_43.1;T;0;0,829;40;2021-05-31
197059461;609_123AL_27.3;T;0;0,062;40;2021-05-31
197059462;609_123BR_27.2;T;0;0,03;40;2021-05-31
197059463;609_123BV_27.2;T;0;0,007;40;2021-05-31
197059464;609_123BV_27.2;T;0,007;0,013;80;2021-05-31
197059465;609_123BV_27.2;T;0,013;0,549;130;2021-05-31
197059466;503_125AL_43.2;T;0;0,064;40;2021-05-31
197059467;503_125AR_43.2;T;0;0,064;40;2021-05-31
197059468;503_125BL_43.1;T;0;0,064;40;2021-05-31
197059469;503_125BV_43.1;T;0;0,035;40;2021-05-31
197059470;609_127V_27.2;T;0;0,007;40;2021-05-31
197059471;609_127V_27.2;T;0,007;0,012;80;2021-05-31
197059472;609_127V_27.2;T;0,012;0,447;130;2021-05-31
197059473;503_127L_43.2;T;0;0,064;40;2021-05-31
197059474;503_129L_43.1;T;0;0,187;40;2021-05-31
197059475;503_129V_43.1;T;0;0,034;40;2021-05-31
197059476;609_129AL_26.8;T;0;0,222;130;2021-05-31
197059477;609_129AR_26.8;T;0;0,102;80;2021-05-31
197059478;609_129BV_26.7;T;0;0,017;130;2021-05-31
197059479;503_131L_43.1;T;0;0,766;40;2021-05-31
197059480;503_131R_43.1;T;0;0,087;40;2021-05-31
197059481;609_131AL_26.7;T;0;0,102;80;2021-05-31
197059482;609_131AR_26.7;T;0;0,112;130;2021-05-31
197059483;609_131BV_26.6;T;0;0,01;130;2021-05-31
197059484;609_133L_26.6;T;0;0,102;130;2021-05-31
197059485;609_133R_26.6;T;0,218;7,381;100;2021-05-31
197059486;503_133AL_43.0;T;0;0,637;40;2021-05-31
197059487;503_133AR_43.0;T;0;0,066;40;2021-05-31
197059488;503_133BL_42.9;T;0;0,089;40;2021-05-31
197059489;503_133BpV_42.9;T;0;0,032;40;2021-05-31
197059490;609_135AL_26.6;T;0;0,168;130;2021-05-31
197059491;609_135AL_26.6;T;0,168;11,931;130;2021-05-31
197059492;609_135AL_26.6;T;11,931;11,942;130;2021-05-31
197059493;609_135AR_26.6;T;0;0,102;80;2021-05-31
197059494;609_135BV_26.5;T;0;0,065;130;2021-05-31
197059495;609_135BV_26.5;T;0,065;11,838;130;2021-05-31
197059496;609_135BV_26.5;T;11,838;11,913;130;2021-05-31
197059497;610_141AL_14.7;T;0;0,126;130;2021-05-31
197059498;610_141AL_14.7;T;0,126;0,628;100;2021-05-31
197059499;610_141AL_14.7;T;0,628;0,773;130;2021-05-31
197059500;610_141AR_14.7;T;0;0,072;40;2021-05-31
197059501;610_141BqV_14.6;T;0;0,034;40;2021-05-31
197059502;610_143L_14.6;T;0;0,049;130;2021-05-31
197059503;610_143L_14.6;T;0,049;0,556;100;2021-05-31
197059504;610_143L_14.6;T;0,556;0,59;130;2021-05-31
197059505;610_143R_14.6;T;0;0,388;40;2021-05-31
197059506;610_147AL_14.3;T;0;0,045;40;2021-05-31
197059507;610_147AR_14.3;T;0;0,044;40;2021-05-31
197059508;610_147ApV_14.3;T;0;0,033;40;2021-05-31
197059509;610_147BV_14.2;T;0;0,142;40;2021-05-31
197059510;610_149AL_14.1;T;0;0,059;40;2021-05-31
197059511;610_149AR_14.1;T;0;0,048;40;2021-05-31
197059512;610_149BV_14.0;T;0;0,052;130;2021-05-31
197059513;610_151AL_14.0;T;0;0,059;40;2021-05-31
197059514;610_151AR_14.0;T;0;0,125;130;2021-05-31
197059515;610_151AR_14.0;T;0,125;10,027;130;2021-05-31
197059516;610_151AR_14.0;T;10,027;13,089;100;2021-05-31
197059517;610_151AR_14.0;T;13,089;13,915;100;2021-05-31
