PUIC;GEOCODE;GEOSUBCODE;KM_GEOCODE;X;Y;OBJECTTYPE;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
049fe8e9-ffb7-4778-9d77-6b33c09c9d5b;518;518__;64.638977;177390.558;362191.288;Wissel;20211201;C;18
04c99beb-27eb-4098-8900-61d5db9e36b8;545;545_b;22.934711;90603.47;395078.486;Wissel;20211201;C;18
04d11ba8-bbdd-48e8-abb2-d7feea20dc41;042;042__;21.124598;168152.626;438115.168;Wissel;20211201;C;18
04d1269c-cb1c-48ed-82eb-fa732c0dff86;620;620__;42.487954;110748.38;516656.146;Wissel;20211201;C;18
04df85e0-fc3c-4cd6-a0ef-4c49407b7684;490;490_b;8.866686;112079.535;492043.43;Wissel;20211201;C;18
04e3788d-1972-4a90-a6d8-5b1e6edc543a;900;900__;201.354705;153884.368;462949.188;Wissel;20211201;C;18
04e394c2-48a9-4ba0-b393-7c54ced8bb43;603;603_a;3.182872;203128.881;501985.946;Wissel;20211201;C;18
04ee0622-9770-4fda-b478-882b03808a05;560;560_a;24.807911;82442.898;454860.811;Wissel;20211201;C;18
04fd5930-1b23-4b13-9b90-708f58e97a27;011;011__;67.873088;238352.367;574114.73;Wissel;20211201;C;18
04ff7b9a-26c4-4962-a313-c45144b276fc;927;927__;906.1;125872.39;484613.446;Wissel;20211201;C;18
05055fcc-a489-4112-b11f-e12d0924f1c6;017;017__;49.372069;171119.921;483396.762;Wissel;20211201;C;18
0506b5ff-22c3-422f-ba54-86f4eee65dc9;486;486_b;75.450585;117506.615;491014.173;Wissel;20211201;C;18
05130af0-2015-4a70-b879-cb7629fadf87;545;545_b;23.659461;90176.136;394496.38;Wissel;20211201;C;18
05172faf-642a-4716-9193-2961a482ccb0;618;618_c;58.700673;161228.345;383707.108;Wissel;20211201;C;18
05215289-0e54-4e78-9076-5ebd2cde05a4;618;618_c;58.54809;161082.963;383686.271;Wissel;20211201;C;18
05259c14-6659-468c-911c-b163ce290531;531;531_c;35.562091;136240.776;455325.166;Wissel;20211201;C;18
0537c71b-c646-49c7-8ca6-bba76f5e6e75;924;924_a;36.715586;99225.875;428337.808;Wissel;20211201;C;18
053fade3-ff06-4928-9791-8e6881c447c1;608;608_b;87.782795;194473.653;469177.66;Wissel;20211201;C;18
05439b24-17b0-4ddf-a206-f0ce59467ecd;618;618_b;51.057037;161940.194;383875.277;Kruising;20211201;C;18
0544b275-afde-498e-9bc8-7fc139968cad;609;609__;28.590574;210875.382;462966.966;Wissel;20211201;C;18
0546fa7f-c54d-4932-961f-513a344b006f;486;486_c;204.421874;115325.326;490819.14;Wissel;20211201;C;18
056b9bc2-7609-4a70-b1ed-714dd365a66d;545;545_b;23.685378;90180.243;394478.639;Wissel;20211201;C;18
05739707-2b2e-4968-bf58-2910d8b9b8c4;039;039__;109.939023;205786.106;435674.188;Wissel;20211201;C;18
057ba648-d27a-4950-85cf-0876019ba4f1;212;212__;11.853566;237060.559;437656.698;Wissel;20211201;C;18
057ddc8f-1d82-4190-87aa-031eb428da69;544;544_b;23.149433;112064.752;400674.143;Wissel;20211201;C;18
057fe581-2b9a-4b6b-9caf-581a0bd91e25;617;617_a;39.492491;150501.977;399275.028;Wissel;20211201;C;18
0583f8a1-5a02-4c7f-87ad-e0e3601f8f2e;508;508__;91.187156;189602.121;444335.546;Wissel;20211201;C;18
05873c2a-151c-4ca3-8c3c-5a5abfbf3e62;486;486_b;77.58427;119206.098;489822.319;Wissel;20211201;C;18
05921c02-514c-4ca9-977a-598047344361;163;163__;44.027889;95206.285;434341.196;Wissel;20211201;C;18
05925510-7b01-4531-8586-0701835e06e2;527;527_c;16.552527;104323.793;489073.046;Wissel;20211201;C;18
05997654-04df-4fc3-8429-8d0e626b4692;506;506_b;44.04167;153517.793;462804.213;Wissel;20211201;C;18
059da82b-d781-43a4-9ce9-b79836978482;624;624_a;32.39709;107967.998;447909.265;Wissel;20211201;C;18
05b290dd-3357-4f39-a212-f55501f76b28;608;608_b;88.496598;195186.824;469150.557;Wissel;20211201;C;18
05bbea7d-5a29-4b84-bd18-d370a64ccacd;163;163__;44.363193;95089.742;434656.066;Wissel;20211201;C;18
05c8e49c-f5d3-48d6-a381-fe51c2c8a180;525;525_b;77.86436;119393.229;489606.381;Wissel;20211201;C;18
05d894ad-9050-44f6-a5e8-b87f5a73106b;624;624_a;32.57945;107786.108;447923.378;Wissel;20211201;C;18
05dcf9b9-71a6-4fe0-ae91-7695e676f81e;040;040__;46.59264;156702.068;459367.772;Wissel;20211201;C;18
05dd6a16-84e1-4271-8f73-f884ce23076f;603;603_a;2.461313;202509.984;502329.232;Wissel;20211201;C;18
05df2ae5-2049-4fb2-b6f6-677e23dbb65c;527;527_c;17.417566;103453.849;489178.242;Wissel;20211201;C;18
05e4329e-5765-4d1b-852c-11ea9e34fb10;486;486_b;75.103519;117233.983;491230.882;Wissel;20211201;C;18
05f2a9f0-2b3c-4ac4-abf5-7fa810c37a58;525;525_c;180.51693;119487.06;489149.487;Wissel;20211201;C;18
05fb32d3-007e-4551-80c1-2378f016e9e5;504;504_b;17.424801;195405.434;322916.056;Wissel;20211201;C;18
06034707-5c44-4359-81ac-98fa5d9b30a2;542;542_a;29.585826;105243.745;424526.953;Wissel;20211201;C;18
0604ad16-a768-4a27-9bc3-ba3cf768edcb;524;524_b;70.36882;115740.893;495455.696;Wissel;20211201;C;18
0605ca2d-dec3-4586-b485-92fca3b4b8a1;588;588__;1.022287;122836.409;487748.118;Wissel;20211201;C;18
06085b52-d3f5-49fb-9150-50348e70eb50;546;546_b;4.445418;138381.444;458470.03;Kruising;20211201;C;18
06121d7b-506e-469c-b59d-ee086c6f6c10;536;536__;61.982195;81353.906;453411.639;Wissel;20211201;C;18
06126a6b-681b-494b-9af3-e25849cadf4a;560;560_a;24.747716;82493.721;454811.814;Wissel;20211201;C;18
061301dd-fd25-4101-a3ae-ac33d69ff20a;011;011__;68.686379;238249.335;574931.508;Wissel;20211201;C;18
06161bc9-3093-42f1-a183-f80f6bb32597;474;474_c;200.529579;67584.337;440326.85;Wissel;20211201;C;18
061a78e2-c6be-42d4-80ba-b124e26c02a3;514;514_a;16.995596;187083.453;428435.902;Wissel;20211201;C;18
06220a83-2a7e-429d-ae4e-6de1281d5f2c;479;479_b;500.415915;57952.615;440760.557;Wissel;20211201;C;18
062a1135-b83c-44d4-a251-c57be67182d0;940;940__;43.194812;152683.286;463161.831;Wissel;20211201;C;18
062ee3e0-5744-4bb2-8a2c-2843172129ac;514;514_a;16.385414;187235.289;429026.658;Wissel;20211201;C;18
0635df01-9801-4b01-8ebf-bb6916cffc3c;133;133_a;13.561502;112736.568;480852.463;Wissel;20211201;C;18
064106ff-48b4-4a28-86c5-bc1e1e5263d4;950;950_a;8.134537;88805.908;431974.567;Wissel;20211201;C;18
0643cac1-e19e-47aa-ae09-cbeedd9f4cff;544;544_a;0.146036;112424.985;400801.624;Wissel;20211201;C;18
06513e06-47bc-40a5-98d5-ec8889364779;531;531_c;34.526839;135776.61;456255.17;Wissel;20211201;C;18
06539f56-2943-4c0e-9a21-f8d423ab6dc1;486;486_b;75.25477;117351.618;491136.5;Wissel;20211201;C;18
06614def-d887-4588-8d5b-5dc7e74540c8;950;950_a;6.58862;90328.569;431866.018;Wissel;20211201;C;18
0664578a-dab6-4f40-8359-d17622ecc0ba;927;927__;905.279631;125217.434;485123.324;Wissel;20211201;C;18
066da311-da52-4a44-931a-94f3a30137f6;543;543_c;44.976879;250897.293;475802.955;Wissel;20211201;C;18
06802dc6-6487-4f32-abe5-110f2edc8de0;950;950_a;7.009754;89911.804;431817.04;Wissel;20211201;C;18
0688b86f-1b97-42f7-b2f0-fba6f2f10258;950;950_a;17.177943;79986.424;431706.468;Wissel;20211201;C;18
0696370b-40b6-4997-a207-a54b610ee7d6;514;514_a;17.062663;187016.136;428386.571;Wissel;20211201;C;18
06993e4c-4bc1-4413-8bf9-9fac309b3633;539;539__;79.161059;87304.908;437810.232;Wissel;20211201;C;18
06a093d9-c5ef-44aa-80da-a17f74769cfc;614;614_c;47.90357;148528.895;411323.749;Wissel;20211201;C;18
06b4f825-f81e-495a-9466-a7af8f37d83f;513;513_a;25.101283;146853.074;433346.588;Wissel;20211201;C;18
06ba1f14-b46d-42e6-86d2-081e47ceb005;520;520_a;0.270738;177436.028;317847.013;Wissel;20211201;C;18
06c669b3-17e2-4b45-a369-5e2c5effb89a;063;063__;2.681496;178158.601;320000.603;Wissel;20211201;C;18
06c79fac-9234-4e54-a11c-6cc41a756e44;588;588__;1.28514;123095.268;487701.319;Wissel;20211201;C;18
06cb2ddd-88f8-4337-b16a-7cfcd41d1d90;805;805_a;100.005917;104554.24;424713.634;Wissel;20211201;C;18
06cfd460-6c9f-4d8f-8536-1a841bcc599e;950;950_a;17.438126;79728.862;431675.724;Wissel;20211201;C;18
06d362dc-78af-40b9-9d4a-89df7f94bff9;550;550__;25.567345;181412.167;578811.561;Wissel;20211201;C;18
06df2bca-571b-4b0e-a1d4-4e74378e69dd;620;620__;42.235705;110940.221;516835.646;Kruising;20211201;C;18
06ef8208-80eb-4aed-8077-65d969ea07f3;027;027__;149.480573;124988.423;482247.608;Wissel;20211201;C;18
06f57dd4-ced3-41c2-824d-611c6e459042;054;054_a;57.729854;160354.956;383986.196;Wissel;20211201;C;18
07307d7e-ca71-44ce-bd6f-409f3fb5579b;133;133_a;13.450485;112788.242;480951.201;Wissel;20211201;C;18
074f66f7-da04-4562-b2bb-a1cfc38e7a68;543;543_c;45.418158;251327.861;475751.535;Kruising;20211201;C;18
075ba64c-5695-44b0-9a58-14fe4d8ab9f9;105;105__;29.392856;110945.941;447574.464;Wissel;20211201;C;18
078f0e3d-fa14-40d6-a126-e23b9017ee36;924;924_a;36.992325;99002.958;428521.435;Wissel;20211201;C;18
079a7ddf-9f19-4fcf-b1f2-f8a17e90f019;520;520_a;0.759943;177284.247;318323.437;Wissel;20211201;C;18
07a7123d-4cce-46fa-b7b7-3d594fcd8625;545;545_b;22.062384;91216.914;395689.053;Wissel;20211201;C;18
07ba37d5-533c-461f-86ca-195b3cb207cd;542;542_a;29.853337;104987.832;424625.305;Kruising;20211201;C;18
07cba042-762d-459c-b89a-e1e174cd0ad2;529;529__;22.910461;127890.334;464548.744;Wissel;20211201;C;18
07d372f4-206a-4a6b-8bca-e2fd550c0cec;514;514_a;16.578038;187183.348;428840.374;Wissel;20211201;C;18
07db064e-d395-4b2e-b2b6-251393721650;514;514_a;17.057697;187034.158;428386.183;Wissel;20211201;C;18
07e661e4-aa10-4f36-bd93-66a753ac3a58;514;514_a;18.038663;187163.709;427435.931;Wissel;20211201;C;18
07eb54d7-2bcd-447d-9370-6dedbfc4a539;924;924_a;34.305061;101181.305;426928.053;Wissel;20211201;C;18
08074a4a-527a-4ab4-bab9-53548a1c1e77;520;520_a;0.705746;177281.857;318255.183;Wissel;20211201;C;18
0808141c-899f-4d2c-9235-55a20a0dd0bf;626;626_c;32.571306;132576.32;517578.898;Wissel;20211201;C;18
08158a9d-dcfd-4705-9136-3299ae813b43;950;950_a;10.616341;86427.76;432660.578;Wissel;20211201;C;18
081dc011-abc4-4db6-86a1-2aa292d96fe1;211;211__;22.010426;171272.73;455158.421;Wissel;20211201;C;18
0820050b-6e58-4e44-b7c7-d384fcaa1f3f;080;080__;11.255907;127608.887;475759.608;Wissel;20211201;C;18
0821137e-56bb-4ebb-b8f5-874ec4460d43;817;817_a;115.306144;40825.526;385315.818;Wissel;20211201;C;18
083b11d5-a4e0-410f-b01c-28d0c13200aa;047;047__;41.857571;165541.265;419739.686;Wissel;20211201;C;18
084cc05e-b962-4fe2-8ec7-201d97b7e7f2;437;437_a;0.928259;192661.011;443277.342;Wissel;20211201;C;18
0856d0f1-a4f8-4891-ad2f-9395e2ef7ecb;927;927__;904.682744;124756.881;485440.073;Wissel;20211201;C;18
0860d77a-f97b-486a-b520-d9801b4a1990;624;624_a;32.670354;107697.971;447952.751;Wissel;20211201;C;18
086d8c67-e631-4a21-9a67-3c7826dd14d9;085;085__;19.784838;102284.718;487317.053;Wissel;20211201;C;18
0892460e-dbb0-47b3-a2f3-b3e42afa121f;950;950_a;7.05179;89869.908;431820.516;Wissel;20211201;C;18
0895a00d-af75-4659-ae5a-362c2b968c5c;801;801_b;102.681134;101067.651;411834.089;Wissel;20211201;C;18
08960a02-a00b-45b1-9599-7d5d0a42f06e;522;522_b;58.086187;108725.881;503795.109;Wissel;20211201;C;18
08a2893c-29e1-415a-a31e-9e4d5c68a0b8;927;927__;906.226232;125992.095;484542.22;Wissel;20211201;C;18
08ae1c02-9cde-435e-a0b4-00dace713bc9;506;506_b;43.653639;153125.355;463039.5;Wissel;20211201;C;18
08bd2342-2497-4585-89ce-5a56cb200cad;469;469_g;601.432898;82096.676;433367.731;Wissel;20211201;C;18
08c380cb-0e35-418a-9a2a-a00fe4032fa0;478;478_a;2.018204;61254.465;440239.178;Wissel;20211201;C;18
