VERKANTING_ID;VERK_LRS_VAN;VERK_LRS_TOT;SEGMENT_IDENTIFICATIE;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;DATUM_PUBLICATIE;DATUM_GOEDGEKEURD;ELEMENTTYPE;VERKANTING_VAN;VERKANTING_TOT;OVERGANGSHELLING;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
950#RK#16.833999;0;779769;eb31330b-5861-532f-4ea3-299beb2c5fb4;4500;784269;20211029;20160314;Constant;0;0;0.0;20211201;C;18
950#RK#16.426952;0;33000;eb31330b-5861-532f-4ea3-299beb2c5fb4;784269;817269;20211029;20181220;Helling;0;-20;-0.60606061;20211201;C;18
950#RK#16.340733;0;139159;eb31330b-5861-532f-4ea3-299beb2c5fb4;817269;956428;20211029;20181220;Constant;-20;-20;0.0;20211201;C;18
950#RK#16.251007;0;40000;eb31330b-5861-532f-4ea3-299beb2c5fb4;956428;996428;20211029;20181220;Helling;-20;0;0.49999987;20211201;C;18
950#RK#16.026680;0;407925;eb31330b-5861-532f-4ea3-299beb2c5fb4;996428;1404353;20211029;20160314;Constant;0;0;0.0;20211201;C;18
950#RK#15.807361;0;30000;eb31330b-5861-532f-4ea3-299beb2c5fb4;1404353;1434353;20211029;20160314;Helling;0;-30;-1.0;20211201;C;18
950#RK#15.474986;0;633670;eb31330b-5861-532f-4ea3-299beb2c5fb4;1434353;2068023;20211029;20160314;Constant;-30;-30;0.0;20211201;C;18
950#RK#15.127586;0;60000;eb31330b-5861-532f-4ea3-299beb2c5fb4;2068023;2128023;20211029;20160314;Helling;-30;30;1.0;20211201;C;18
950#RK#14.921357;0;351787;eb31330b-5861-532f-4ea3-299beb2c5fb4;2128023;2479810;20211029;20160314;Constant;30;30;0.0;20211201;C;18
950#RK#14.729151;0;32000;eb31330b-5861-532f-4ea3-299beb2c5fb4;2479810;2511810;20211029;20160314;Helling;30;0;-0.9375;20211201;C;18
950#RK#14.346886;0;731287;eb31330b-5861-532f-4ea3-299beb2c5fb4;2511810;3243097;20211029;20160314;Constant;0;0;0.0;20211201;C;18
950#RK#13.964622;0;31999;eb31330b-5861-532f-4ea3-299beb2c5fb4;3243097;3275096;20211029;20160314;Helling;0;30;0.9375;20211201;C;18
950#RK#13.666990;0;562297;eb31330b-5861-532f-4ea3-299beb2c5fb4;3275096;3837393;20211029;20160314;Constant;30;30;0.0;20211201;C;18
950#RK#13.370359;0;30000;eb31330b-5861-532f-4ea3-299beb2c5fb4;3837393;3867393;20211029;20160314;Helling;30;0;-1.0;20211201;C;18
950#w863L-w221V#13.243852;0;222602;eb31330b-5861-532f-4ea3-299beb2c5fb4;3867393;4089995;20211029;20160314;Constant;0;0;0.0;20211201;C;18
950#w863L-w221V#13.132308;0;125;eb31330b-5861-532f-4ea3-299beb2c5fb4;4089995;4090120;20211029;20160314;Constant;0;0;0.0;20211201;C;18
950#PK#16.815784;0;797582;702af418-7932-b174-6773-0c8f1e8aa56f;4499;802081;20211029;20160314;Constant;0;0;0.0;20211201;C;18
950#PK#16.400577;0;32006;702af418-7932-b174-6773-0c8f1e8aa56f;802081;834087;20211029;20160314;Helling;0;-30;-0.9375;20211201;C;18
950#PK#16.324474;0;120048;702af418-7932-b174-6773-0c8f1e8aa56f;834087;954135;20211029;20160314;Constant;-30;-30;0.0;20211201;C;18
950#PK#16.248371;0;32006;702af418-7932-b174-6773-0c8f1e8aa56f;954135;986141;20211029;20160314;Helling;-30;0;0.9375;20211201;C;18
950#PK#16.166854;0;130866;702af418-7932-b174-6773-0c8f1e8aa56f;986141;1117007;20211029;20160314;Constant;0;0;0.0;20211201;C;18
950#PK#16.085336;0;32007;702af418-7932-b174-6773-0c8f1e8aa56f;1117007;1149014;20211029;20160314;Helling;0;30;0.9375;20211201;C;18
950#PK#15.973733;0;190976;702af418-7932-b174-6773-0c8f1e8aa56f;1149014;1339990;20211029;20160314;Constant;30;30;0.0;20211201;C;18
950#PK#15.846112;0;64013;702af418-7932-b174-6773-0c8f1e8aa56f;1339990;1404003;20211029;20160314;Helling;30;-30;-0.9375;20211201;C;18
950#PK#15.486788;0;653919;702af418-7932-b174-6773-0c8f1e8aa56f;1404003;2057922;20211029;20160314;Constant;-30;-30;0.0;20211201;C;18
950#PK#15.127464;0;64013;702af418-7932-b174-6773-0c8f1e8aa56f;2057922;2121935;20211029;20160314;Helling;-30;30;0.9375;20211201;C;18
950#PK#14.922687;0;345133;702af418-7932-b174-6773-0c8f1e8aa56f;2121935;2467068;20211029;20160314;Constant;30;30;0.0;20211201;C;18
950#PK#14.733929;0;32007;702af418-7932-b174-6773-0c8f1e8aa56f;2467068;2499075;20211029;20160314;Helling;30;0;-0.9375;20211201;C;18
950#PK#14.338866;0;757331;702af418-7932-b174-6773-0c8f1e8aa56f;2499075;3256406;20211029;20160314;Constant;0;0;0.0;20211201;C;18
950#PK#13.943804;0;32007;702af418-7932-b174-6773-0c8f1e8aa56f;3256406;3288413;20211029;20190907;Helling;0;30;0.9375;20211201;C;18
950#PK#13.702211;0;450697;702af418-7932-b174-6773-0c8f1e8aa56f;3288413;3739110;20211029;20190907;Constant;30;30;0.0;20211201;C;18
950#PK#13.441596;0;70014;702af418-7932-b174-6773-0c8f1e8aa56f;3739110;3809124;20211029;20190907;Helling;30;0;-0.42857143;20211201;C;18
950#PK#13.278746;0;255360;702af418-7932-b174-6773-0c8f1e8aa56f;3809124;4064484;20211029;20190907;Constant;0;0;0.0;20211201;C;18
950#w865R-w223AV#13.150870;0;138;702af418-7932-b174-6773-0c8f1e8aa56f;4064484;4064622;20211029;20190907;Constant;0;0;0.0;20211201;C;18
950#w3051L-w479AV#7.940316;0;178738;b5654cf5-097f-baf2-f98d-695b4935ab72;4500;183238;20211029;20160303;Constant;0;0;0.0;20211201;C;18
950#w3051L-w479AV#7.840688;0;28002;b5654cf5-097f-baf2-f98d-695b4935ab72;183238;211240;20211029;20160303;Helling;0;35;1.25;20211201;C;18
950#w3051L-w479AV#7.793625;0;69661;b5654cf5-097f-baf2-f98d-695b4935ab72;211240;280901;20211029;20160303;Constant;35;35;0.0;20211201;C;18
950#w3051L-w479AV#7.746561;0;28002;b5654cf5-097f-baf2-f98d-695b4935ab72;280901;308903;20211029;20160303;Helling;35;0;-1.25;20211201;C;18
950#w3051L-w479AV#7.691161;0;86960;b5654cf5-097f-baf2-f98d-695b4935ab72;308903;395863;20211029;20160303;Constant;0;0;0.0;20211201;C;18
950#MD#7.629978;0;40004;b5654cf5-097f-baf2-f98d-695b4935ab72;395863;435867;20211029;20160303;Helling;0;40;1.0;20211201;C;18
950#MD#7.566939;0;90809;b5654cf5-097f-baf2-f98d-695b4935ab72;435867;526676;20211029;20160303;Constant;40;40;0.0;20211201;C;18
950#MD#7.484624;0;80006;b5654cf5-097f-baf2-f98d-695b4935ab72;526676;606682;20211029;20160303;Helling;40;-40;-1.0;20211201;C;18
951#MD#307.265050;0;101993;b5654cf5-097f-baf2-f98d-695b4935ab72;606682;708675;20211029;20160303;Constant;-40;-40;0.0;20211201;C;18
951#MD#307.265050;101993;273885;7fbface3-b8ab-4626-6f25-62deb1d39641;708675;880567;20211029;20160303;Constant;-40;-40;0.0;20211201;C;18
951#MD#307.108106;0;40003;7fbface3-b8ab-4626-6f25-62deb1d39641;880567;920570;20211029;20160303;Helling;-40;0;1.0;20211201;C;18
951#MD#307.053272;0;69665;7fbface3-b8ab-4626-6f25-62deb1d39641;920570;990235;20211029;20160303;Constant;0;0;0.0;20211201;C;18
951#MD#306.998437;0;40003;7fbface3-b8ab-4626-6f25-62deb1d39641;990235;1030238;20211029;20160303;Helling;0;40;1.0;20211201;C;18
951#MD#306.799711;0;357447;7fbface3-b8ab-4626-6f25-62deb1d39641;1030238;1387685;20211029;20160303;Constant;40;40;0.0;20211201;C;18
951#MD#306.600986;0;40003;7fbface3-b8ab-4626-6f25-62deb1d39641;1387685;1427688;20211029;20160303;Helling;40;0;-1.0;20211201;C;18
951#MD#306.489923;0;182122;7fbface3-b8ab-4626-6f25-62deb1d39641;1427688;1609810;20211029;20160303;Constant;0;0;0.0;20211201;C;18
951#MD#306.378860;0;40003;7fbface3-b8ab-4626-6f25-62deb1d39641;1609810;1649813;20211029;20160303;Helling;0;-40;-1.0;20211201;C;18
951#MD#306.280594;0;156527;7fbface3-b8ab-4626-6f25-62deb1d39641;1649813;1806340;20211029;20160303;Constant;-40;-40;0.0;20211201;C;18
951#MD#306.182329;0;40003;7fbface3-b8ab-4626-6f25-62deb1d39641;1806340;1846343;20211029;20160303;Helling;-40;0;1.0;20211201;C;18
951#MD#305.003481;0;1862320;7fbface3-b8ab-4626-6f25-62deb1d39641;1846343;3708663;20211029;20160303;Constant;0;0;0.0;20211201;C;18
951#MD#305.003481;1862320;2317683;aed53f74-7329-480b-2591-5a5f187f0a4e;3708663;4164026;20211029;20160303;Constant;0;0;0.0;20211201;C;18
950#w3051L-w479AV#203.843224;0;130;aed53f74-7329-480b-2591-5a5f187f0a4e;4164026;4164156;20211029;20160303;Constant;0;0;0.0;20211201;C;18
950#w3047L-w473R#7.973619;0;100;0734f6e0-3bf1-06c6-3182-78da01d3153b;34065;34165;20211029;20160303;Constant;0;0;0.0;20211201;C;18
950#w3047L-w473R#7.911111;0;129791;0734f6e0-3bf1-06c6-3182-78da01d3153b;34165;163956;20211029;20160303;Constant;0;0;0.0;20211201;C;18
950#w3047L-w473R#7.835177;0;28000;0734f6e0-3bf1-06c6-3182-78da01d3153b;163956;191956;20211029;20160303;Helling;0;35;1.25;20211201;C;18
950#w3047L-w473R#7.790590;0;64652;0734f6e0-3bf1-06c6-3182-78da01d3153b;191956;256608;20211029;20160303;Constant;35;35;0.0;20211201;C;18
950#w3047L-w473R#7.746003;0;28000;0734f6e0-3bf1-06c6-3182-78da01d3153b;256608;284608;20211029;20160303;Helling;35;0;-1.25;20211201;C;18
950#w3047L-w473R#7.690018;0;88337;0734f6e0-3bf1-06c6-3182-78da01d3153b;284608;372945;20211029;20160303;Constant;0;0;0.0;20211201;C;18
950#ND#7.628258;0;40000;0734f6e0-3bf1-06c6-3182-78da01d3153b;372945;412945;20211029;20160303;Helling;0;40;1.0;20211201;C;18
950#ND#7.565081;0;91282;0734f6e0-3bf1-06c6-3182-78da01d3153b;412945;504227;20211029;20160303;Constant;40;40;0.0;20211201;C;18
950#ND#7.482654;0;80000;0734f6e0-3bf1-06c6-3182-78da01d3153b;504227;584227;20211029;20160303;Helling;40;-40;-1.0;20211201;C;18
951#ND#307.265050;0;101355;0734f6e0-3bf1-06c6-3182-78da01d3153b;584227;685582;20211029;20160303;Constant;-40;-40;0.0;20211201;C;18
951#ND#307.265050;101355;272194;2d718c19-580f-efd8-3f27-2a160ba79a16;685582;856421;20211029;20160303;Constant;-40;-40;0.0;20211201;C;18
951#ND#307.108810;0;40000;2d718c19-580f-efd8-3f27-2a160ba79a16;856421;896421;20211029;20160303;Helling;-40;0;1.0;20211201;C;18
951#ND#307.053941;0;69636;2d718c19-580f-efd8-3f27-2a160ba79a16;896421;966057;20211029;20160303;Constant;0;0;0.0;20211201;C;18
951#ND#306.999073;0;40000;2d718c19-580f-efd8-3f27-2a160ba79a16;966057;1006057;20211029;20160303;Helling;0;40;1.0;20211201;C;18
951#ND#306.799346;0;359088;2d718c19-580f-efd8-3f27-2a160ba79a16;1006057;1365145;20211029;20160303;Constant;40;40;0.0;20211201;C;18
951#ND#306.599619;0;40000;2d718c19-580f-efd8-3f27-2a160ba79a16;1365145;1405145;20211029;20160303;Helling;40;0;-1.0;20211201;C;18
951#ND#306.488463;0;182108;2d718c19-580f-efd8-3f27-2a160ba79a16;1405145;1587253;20211029;20160303;Constant;0;0;0.0;20211201;C;18
951#ND#306.377307;0;40000;2d718c19-580f-efd8-3f27-2a160ba79a16;1587253;1627253;20211029;20160303;Helling;0;-40;-1.0;20211201;C;18
951#ND#306.279370;0;155693;2d718c19-580f-efd8-3f27-2a160ba79a16;1627253;1782946;20211029;20160303;Constant;-40;-40;0.0;20211201;C;18
951#ND#306.181434;0;40000;2d718c19-580f-efd8-3f27-2a160ba79a16;1782946;1822946;20211029;20160303;Helling;-40;0;1.0;20211201;C;18
951#ND#305.533739;0;1254201;2d718c19-580f-efd8-3f27-2a160ba79a16;1822946;3077147;20211029;20160303;Constant;0;0;0.0;20211201;C;18
951#ND#304.894052;0;24000;2d718c19-580f-efd8-3f27-2a160ba79a16;3077147;3101147;20211029;20160303;Helling;0;-30;-1.25;20211201;C;18
951#ND#304.818729;0;126507;2d718c19-580f-efd8-3f27-2a160ba79a16;3101147;3227654;20211029;20160303;Constant;-30;-30;0.0;20211201;C;18
951#ND#304.740404;0;30000;2d718c19-580f-efd8-3f27-2a160ba79a16;3227654;3257654;20211029;20160303;Helling;-30;0;1.0;20211201;C;18
950#ND#203.938347;0;424941;2d718c19-580f-efd8-3f27-2a160ba79a16;3257654;3682595;20211029;20160303;Constant;0;0;0.0;20211201;C;18
950#ND#203.938347;424941;1542519;e20a2e16-81bb-cb3f-1bfb-f935f7be5a92;3682595;4800173;20211029;20160303;Constant;0;0;0.0;20211201;C;18
950#w3047L-w473R#203.180386;0;126;e20a2e16-81bb-cb3f-1bfb-f935f7be5a92;4800173;4800299;20211029;20160303;Constant;0;0;0.0;20211201;C;18
950#PT#39.149504;0;1267426;9fe0adbf-c582-65bf-54ad-f5b9682823e1;25990;1293416;20211029;20160502;Constant;0;0;0.0;20211201;C;18
950#PT#38.499886;0;31751;9fe0adbf-c582-65bf-54ad-f5b9682823e1;1293416;1325167;20211029;20160502;Helling;0;40;1.25984252;20211201;C;18
950#PT#38.462443;0;43131;9fe0adbf-c582-65bf-54ad-f5b9682823e1;1325167;1368298;20211029;20160502;Constant;40;40;0.0;20211201;C;18
950#PT#38.425000;0;31751;9fe0adbf-c582-65bf-54ad-f5b9682823e1;1368298;1400049;20211029;20160502;Helling;40;0;-1.25984252;20211201;C;18
950#PT#38.266525;0;285185;9fe0adbf-c582-65bf-54ad-f5b9682823e1;1400049;1685234;20211029;20160502;Constant;0;0;0.0;20211201;C;18
950#PT#38.105424;0;37001;9fe0adbf-c582-65bf-54ad-f5b9682823e1;1685234;1722235;20211029;20160323;Helling;0;25;0.67567568;20211201;C;18
950#PT#37.262439;0;1648892;9fe0adbf-c582-65bf-54ad-f5b9682823e1;1722235;3371127;20211029;20160323;Constant;25;25;0.0;20211201;C;18
950#PT#36.428315;0;19280;9fe0adbf-c582-65bf-54ad-f5b9682823e1;3371127;3390407;20211029;20160323;Helling;25;0;-1.29672691;20211201;C;18
950#PT#36.095847;0;645625;9fe0adbf-c582-65bf-54ad-f5b9682823e1;3390407;4036032;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#PT#35.733017;0;80002;9fe0adbf-c582-65bf-54ad-f5b9682823e1;4036032;4116034;20211029;20160323;Helling;0;-80;-1.0;20211201;C;18
950#PT#35.341840;0;702316;9fe0adbf-c582-65bf-54ad-f5b9682823e1;4116034;4818350;20211029;20160323;Constant;-80;-80;0.0;20211201;C;18
950#PT#34.948163;0;85002;9fe0adbf-c582-65bf-54ad-f5b9682823e1;4818350;4903352;20211029;20160323;Helling;-80;0;0.94117647;20211201;C;18
950#PT#34.816008;0;179296;9fe0adbf-c582-65bf-54ad-f5b9682823e1;4903352;5082648;20211029;20190115;Constant;0;0;0.0;20211201;C;18
950#PT#34.692853;0;67002;9fe0adbf-c582-65bf-54ad-f5b9682823e1;5082648;5149650;20211029;20190115;Helling;0;80;1.19402985;20211201;C;18
950#PT#34.370362;0;577951;9fe0adbf-c582-65bf-54ad-f5b9682823e1;5149650;5727601;20211029;20190115;Constant;80;80;0.0;20211201;C;18
950#PT#34.071372;0;20000;9fe0adbf-c582-65bf-54ad-f5b9682823e1;5727601;5747601;20211029;20190115;Helling;80;100;1.0;20211201;C;18
950#PT#34.036409;0;49924;9fe0adbf-c582-65bf-54ad-f5b9682823e1;5747601;5797525;20211029;20190115;Constant;100;100;0.0;20211201;C;18
950#PT#34.001445;0;20000;9fe0adbf-c582-65bf-54ad-f5b9682823e1;5797525;5817525;20211029;20190115;Helling;100;80;-1.0;20211201;C;18
950#PT#33.934909;0;113067;9fe0adbf-c582-65bf-54ad-f5b9682823e1;5817525;5930592;20211029;20190115;Constant;80;80;0.0;20211201;C;18
950#w1213BV-w1001/1003T#33.839397;0;77948;9fe0adbf-c582-65bf-54ad-f5b9682823e1;5930592;6008540;20211029;20190115;Helling;80;3;-0.98765432;20211201;C;18
950#w1213AR-w1007/1009T#39.822305;0;2;4669fec3-3c2a-8ce2-fe23-d207f95fa850;25990;25992;20211029;20160502;Constant;0;0;0.0;20211201;C;18
950#RT#38.855962;0;1934526;4669fec3-3c2a-8ce2-fe23-d207f95fa850;25992;1960518;20211029;20160502;Constant;0;0;0.0;20211201;C;18
950#RT#37.874634;0;30002;4669fec3-3c2a-8ce2-fe23-d207f95fa850;1960518;1990520;20211029;20160323;Helling;0;35;1.16666667;20211201;C;18
950#RT#37.795984;0;127447;4669fec3-3c2a-8ce2-fe23-d207f95fa850;1990520;2117967;20211029;20160323;Constant;35;35;0.0;20211201;C;18
950#RT#37.717335;0;30002;4669fec3-3c2a-8ce2-fe23-d207f95fa850;2117967;2147969;20211029;20160323;Helling;35;0;-1.16666667;20211201;C;18
950#RT#37.673288;0;58176;4669fec3-3c2a-8ce2-fe23-d207f95fa850;2147969;2206145;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#RT#37.629241;0;30002;4669fec3-3c2a-8ce2-fe23-d207f95fa850;2206145;2236147;20211029;20160323;Helling;0;35;1.16666667;20211201;C;18
950#RT#37.547797;0;133041;4669fec3-3c2a-8ce2-fe23-d207f95fa850;2236147;2369188;20211029;20160323;Constant;35;35;0.0;20211201;C;18
950#RT#37.466353;0;30002;4669fec3-3c2a-8ce2-fe23-d207f95fa850;2369188;2399190;20211029;20160323;Helling;35;0;-1.16666667;20211201;C;18
950#RT#36.611919;0;1680495;4669fec3-3c2a-8ce2-fe23-d207f95fa850;2399190;4079685;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#RT#35.732508;0;80004;4669fec3-3c2a-8ce2-fe23-d207f95fa850;4079685;4159689;20211029;20160323;Helling;0;-80;-1.0;20211201;C;18
950#RT#35.347146;0;691453;4669fec3-3c2a-8ce2-fe23-d207f95fa850;4159689;4851142;20211029;20160323;Constant;-80;-80;0.0;20211201;C;18
950#RT#34.956790;0;90005;4669fec3-3c2a-8ce2-fe23-d207f95fa850;4851142;4941147;20211029;20160323;Helling;-80;0;0.88888889;20211201;C;18
950#RT#34.819654;0;184527;4669fec3-3c2a-8ce2-fe23-d207f95fa850;4941147;5125674;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#RT#34.684117;0;86805;4669fec3-3c2a-8ce2-fe23-d207f95fa850;5125674;5212479;20211029;20190115;Helling;0;80;0.92165899;20211201;C;18
950#RT#34.355532;0;570993;4669fec3-3c2a-8ce2-fe23-d207f95fa850;5212479;5783472;20211029;20190115;Constant;80;80;0.0;20211201;C;18
950#RT#34.060316;0;20001;4669fec3-3c2a-8ce2-fe23-d207f95fa850;5783472;5803473;20211029;20190115;Helling;80;100;1.0;20211201;C;18
950#RT#34.031198;0;38291;4669fec3-3c2a-8ce2-fe23-d207f95fa850;5803473;5841764;20211029;20190115;Constant;100;100;0.0;20211201;C;18
950#RT#34.002079;0;20002;4669fec3-3c2a-8ce2-fe23-d207f95fa850;5841764;5861766;20211029;20190115;Helling;100;80;-1.0;20211201;C;18
950#RT#33.934560;0;115164;4669fec3-3c2a-8ce2-fe23-d207f95fa850;5861766;5976930;20211029;20190115;Constant;80;80;0.0;20211201;C;18
950#w1213AR-w1007/1009T#33.836569;0;81005;4669fec3-3c2a-8ce2-fe23-d207f95fa850;5976930;6057935;20211029;20190115;Helling;80;0;-0.98765432;20211201;C;18
950#w1213AR-w1007/1009T#33.773310;0;45635;4669fec3-3c2a-8ce2-fe23-d207f95fa850;6057935;6103570;20211029;20190115;Constant;0;0;0.0;20211201;C;18
950#w1213AR-w1007/1009T#33.750449;0;129;4669fec3-3c2a-8ce2-fe23-d207f95fa850;6103570;6103699;20211029;20190115;Constant;0;0;0.0;20211201;C;18
474#6640#100.780132;0;409247;8360e6de-acab-8105-1a0e-719ace4323f1;4750;413997;20211029;20160323;Constant;0;0;0.0;20211201;C;18
474#6640#100.553886;0;44985;8360e6de-acab-8105-1a0e-719ace4323f1;413997;458982;20211029;20160323;Helling;0;-40;-0.88888889;20211201;C;18
474#6640#100.475879;0;111630;8360e6de-acab-8105-1a0e-719ace4323f1;458982;570612;20211029;20160323;Constant;-40;-40;0.0;20211201;C;18
474#6640#100.392892;0;54982;8360e6de-acab-8105-1a0e-719ace4323f1;570612;625594;20211029;20160323;Helling;-40;0;0.72727273;20211201;C;18
474#6640#100.310435;0;110568;8360e6de-acab-8105-1a0e-719ace4323f1;625594;736162;20211029;20160323;Constant;0;0;0.0;20211201;C;18
474#6640#100.245404;0;19994;8360e6de-acab-8105-1a0e-719ace4323f1;736162;756156;20211029;20160323;Helling;0;20;1.0;20211201;C;18
474#6640#100.183509;0;104272;8360e6de-acab-8105-1a0e-719ace4323f1;756156;860428;20211029;20160323;Constant;20;20;0.0;20211201;C;18
474#6640#100.121615;0;19993;8360e6de-acab-8105-1a0e-719ace4323f1;860428;880421;20211029;20160323;Helling;20;0;-1.0;20211201;C;18
950#6640#29.804378;0;112086;8360e6de-acab-8105-1a0e-719ace4323f1;880421;992507;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#6640#29.804378;112086;3399885;a0d7ce2f-49a8-3318-ad86-60e7d6a596d6;992508;4280307;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#691#28.098118;0;959;a0d7ce2f-49a8-3318-ad86-60e7d6a596d6;4280307;4281266;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#w1123BV-w1203AV#28.216772;0;96619;c38e65b6-42ed-85da-e208-eb045b8e7354;4500;101119;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#PR#28.297821;0;64998;c38e65b6-42ed-85da-e208-eb045b8e7354;101119;166117;20211029;20160323;Helling;0;35;0.53846154;20211201;C;18
950#PR#28.550443;0;438750;c38e65b6-42ed-85da-e208-eb045b8e7354;166117;604867;20211029;20160323;Constant;35;35;0.0;20211201;C;18
950#PR#28.808080;0;74998;c38e65b6-42ed-85da-e208-eb045b8e7354;604867;679865;20211029;20160323;Helling;35;0;-0.46666667;20211201;C;18
950#PR#29.091574;0;490310;c38e65b6-42ed-85da-e208-eb045b8e7354;679865;1170175;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#PR#29.353504;0;31999;c38e65b6-42ed-85da-e208-eb045b8e7354;1170175;1202174;20211029;20160323;Helling;0;-40;-1.25;20211201;C;18
950#PR#29.798230;0;854819;c38e65b6-42ed-85da-e208-eb045b8e7354;1202174;2056993;20211029;20160323;Constant;-40;-40;0.0;20211201;C;18
950#PR#30.239446;0;24999;c38e65b6-42ed-85da-e208-eb045b8e7354;2056993;2081992;20211029;20160323;Helling;-40;0;1.6;20211201;C;18
950#PR#30.272042;0;39999;c38e65b6-42ed-85da-e208-eb045b8e7354;2081992;2121991;20211029;20160323;Helling;0;45;1.125;20211201;C;18
950#PR#30.368790;0;152924;c38e65b6-42ed-85da-e208-eb045b8e7354;2121991;2274915;20211029;20160323;Constant;45;45;0.0;20211201;C;18
950#PR#30.469550;0;47999;c38e65b6-42ed-85da-e208-eb045b8e7354;2274915;2322914;20211029;20160323;Helling;45;0;-0.9375;20211201;C;18
950#PR#30.778160;0;567393;c38e65b6-42ed-85da-e208-eb045b8e7354;2322914;2890307;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#PR#31.082758;0;39999;c38e65b6-42ed-85da-e208-eb045b8e7354;2890307;2930306;20211029;20160323;Helling;0;50;1.25;20211201;C;18
950#PR#31.127019;0;48261;c38e65b6-42ed-85da-e208-eb045b8e7354;2930306;2978567;20211029;20160323;Constant;50;50;0.0;20211201;C;18
950#PR#31.171280;0;39999;c38e65b6-42ed-85da-e208-eb045b8e7354;2978567;3018566;20211029;20160323;Helling;50;0;-1.25;20211201;C;18
950#PR#31.230309;0;77708;c38e65b6-42ed-85da-e208-eb045b8e7354;3018566;3096274;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#PR#31.301373;0;63999;c38e65b6-42ed-85da-e208-eb045b8e7354;3096274;3160273;20211029;20160323;Helling;0;-80;-1.25;20211201;C;18
950#PR#31.571654;0;474962;c38e65b6-42ed-85da-e208-eb045b8e7354;3160273;3635235;20211029;20160323;Constant;-80;-80;0.0;20211201;C;18
950#PR#31.841934;0;63998;c38e65b6-42ed-85da-e208-eb045b8e7354;3635235;3699233;20211029;20160323;Helling;-80;0;1.25;20211201;C;18
950#PR#31.983104;0;217505;c38e65b6-42ed-85da-e208-eb045b8e7354;3699233;3916738;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#PR#32.124274;0;63998;c38e65b6-42ed-85da-e208-eb045b8e7354;3916738;3980736;20211029;20160323;Helling;0;80;1.25;20211201;C;18
950#PR#32.311371;0;309088;c38e65b6-42ed-85da-e208-eb045b8e7354;3980736;4289824;20211029;20160323;Constant;80;80;0.0;20211201;C;18
950#PR#32.498468;0;63999;c38e65b6-42ed-85da-e208-eb045b8e7354;4289824;4353823;20211029;20160323;Helling;80;0;-1.25;20211201;C;18
950#w1123BV-w1203AV#32.617827;0;174011;c38e65b6-42ed-85da-e208-eb045b8e7354;4353823;4527834;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#w1123AR-w1203BL#28.106790;0;3145;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;58132;61277;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#w1123AR-w1203BL#28.186460;0;154494;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;61277;215771;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#RR#28.299922;0;70008;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;215771;285779;20211029;20160323;Helling;0;30;0.42857143;20211201;C;18
950#RR#28.552152;0;429067;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;285779;714846;20211029;20160323;Constant;30;30;0.0;20211201;C;18
950#RR#28.809436;0;80010;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;714846;794856;20211029;20160323;Helling;30;0;-0.375;20211201;C;18
950#RR#29.096405;0;487804;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;794856;1282660;20211029;20160323;Constant;0;0;0.0;20211201;C;18
950#RR#29.363157;0;40005;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;1282660;1322665;20211029;20160323;Helling;0;-45;-1.125;20211201;C;18
950#RR#29.803026;0;830345;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;1322665;2153010;20211029;20160323;Constant;-45;-45;0.0;20211201;C;18
950#RR#30.246939;0;48005;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;2153010;2201015;20211029;20160323;Helling;-45;0;0.9375;20211201;C;18
950#RR#30.292935;0;43005;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;2201015;2244020;20211029;20160323;Helling;0;50;1.1627907;20211201;C;18
950#RR#30.389036;0;147146;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;2244020;2391166;20211029;20160323;Constant;50;50;0.0;20211201;C;18
950#RR#30.493730;0;60007;14f3edb6-4e5c-c7ed-ab8a-1d83f85b28fb;2391166;2451173;20211029;20160323;Helling;50;0;-0.83333333;20211201;C;18
