VERKANTING_ID;VERK_LRS_VAN;VERK_LRS_TOT;SEGMENT_IDENTIFICATIE;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;DATUM_PUBLICATIE;DATUM_GOEDGEKEURD;ELEMENTTYPE;VERKANTING_VAN;VERKANTING_TOT;OVERGANGSHELLING;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
663#w2253L-w879R#40.614012;0;57297;3ddecf79-81b9-322f-f762-bf47da010a93;1431983;1489280;20211029;20170102;Helling;0;50;0.87260035;20211201;C;18
663#w2253L-w879R#40.499107;0;174450;3ddecf79-81b9-322f-f762-bf47da010a93;1489280;1663730;20211029;20170102;Constant;50;50;0.0;20211201;C;18
663#w2253L-w879R#40.370965;0;83995;3ddecf79-81b9-322f-f762-bf47da010a93;1663730;1747725;20211029;20170102;Helling;50;0;-0.5952381;20211201;C;18
663#w2253L-w879R#40.290113;0;79072;3ddecf79-81b9-322f-f762-bf47da010a93;1747725;1826797;20211029;20170102;Constant;0;0;0.0;20211201;C;18
663#w2253L-w879R#40.247738;0;6393;3ddecf79-81b9-322f-f762-bf47da010a93;1826797;1833190;20211029;20170102;Helling;0;-4;-0.65217391;20211201;C;18
663#w879R-w2253L#209.023554;0;39603;0ed86347-2d1a-b07b-e489-eea36758616c;1833191;1872794;20211029;20170102;Helling;-4;-30;-0.65217391;20211201;C;18
663#TA#209.136132;0;167255;0ed86347-2d1a-b07b-e489-eea36758616c;1872794;2040049;20211029;20170102;Constant;-30;-30;0.0;20211201;C;18
663#TA#209.261984;0;63996;0ed86347-2d1a-b07b-e489-eea36758616c;2040049;2104045;20211029;20170102;Helling;-30;0;0.46875;20211201;C;18
663#TA#209.331641;0;63996;0ed86347-2d1a-b07b-e489-eea36758616c;2104045;2168041;20211029;20170102;Helling;0;40;0.625;20211201;C;18
663#TA#209.429672;0;111629;0ed86347-2d1a-b07b-e489-eea36758616c;2168041;2279670;20211029;20170102;Constant;40;40;0.0;20211201;C;18
663#TA#209.429672;111629;116133;38883391-b4a3-ec68-8703-0dd392958b77;2279671;2284175;20211029;20170102;Constant;40;40;0.0;20211201;C;18
116#TA#209.513657;0;63997;38883391-b4a3-ec68-8703-0dd392958b77;2284175;2348172;20211029;20170102;Helling;40;0;-0.625;20211201;C;18
116#w879R-w2253L#209.559783;0;67257;38883391-b4a3-ec68-8703-0dd392958b77;2348172;2415429;20211029;20170102;Constant;0;0;0.0;20211201;C;18
116#w879R-w2253L#209.583461;0;121;38883391-b4a3-ec68-8703-0dd392958b77;2415429;2415550;20211029;20170102;Constant;0;0;0.0;20211201;C;18
664#w2251V-w903R#42.924465;0;446;4d9c5ed1-32fd-62a2-2738-328ed517f817;125982;126428;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#BH#42.098324;0;1622979;4d9c5ed1-32fd-62a2-2738-328ed517f817;126428;1749407;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#BH#42.098324;1622979;1650552;3f105f3d-e58f-27b0-3d6e-429c6ce539b7;1749408;1776981;20211029;20200813;Constant;0;0;0.0;20211201;C;18
663#BG#41.255042;0;34994;3f105f3d-e58f-27b0-3d6e-429c6ce539b7;1776981;1811975;20211029;20170102;Helling;0;20;0.57142857;20211201;C;18
663#BG#41.197159;0;81527;3f105f3d-e58f-27b0-3d6e-429c6ce539b7;1811975;1893502;20211029;20170102;Constant;20;20;0.0;20211201;C;18
663#BG#41.139275;0;34994;3f105f3d-e58f-27b0-3d6e-429c6ce539b7;1893502;1928496;20211029;20170102;Helling;20;0;-0.57142857;20211201;C;18
663#BG#41.012600;0;220006;3f105f3d-e58f-27b0-3d6e-429c6ce539b7;1928496;2148502;20211029;20170102;Constant;0;0;0.0;20211201;C;18
663#BG#40.885924;0;34994;3f105f3d-e58f-27b0-3d6e-429c6ce539b7;2148502;2183496;20211029;20170102;Helling;0;20;0.57142857;20211201;C;18
663#BG#40.768350;0;201685;3f105f3d-e58f-27b0-3d6e-429c6ce539b7;2183496;2385181;20211029;20170102;Constant;20;20;0.0;20211201;C;18
663#BG#40.526025;0;22046;371daf21-ff62-b40e-490c-499f84cbce67;2517109;2539155;20211029;20170102;Helling;-32;-45;-0.58441558;20211201;C;18
663#BG#40.470314;0;89003;371daf21-ff62-b40e-490c-499f84cbce67;2539155;2628158;20211029;20170102;Constant;-45;-45;0.0;20211201;C;18
663#BG#40.387039;0;76987;371daf21-ff62-b40e-490c-499f84cbce67;2628158;2705145;20211029;20170102;Helling;-45;0;0.58441558;20211201;C;18
663#BG#40.299556;0;97394;371daf21-ff62-b40e-490c-499f84cbce67;2705145;2802539;20211029;20170102;Constant;0;0;0.0;20211201;C;18
663#BG#40.247742;0;5885;371daf21-ff62-b40e-490c-499f84cbce67;2802539;2808424;20211029;20170102;Helling;0;-4;-0.65217391;20211201;C;18
663#BG#209.023831;0;40107;c39ad763-451c-0c0b-114e-2b48ca0192fa;2808424;2848531;20211029;20170102;Helling;-4;-30;-0.65217391;20211201;C;18
663#SA#209.136336;0;166580;c39ad763-451c-0c0b-114e-2b48ca0192fa;2848531;3015111;20211029;20170102;Constant;-30;-30;0.0;20211201;C;18
663#SA#209.261840;0;63990;c39ad763-451c-0c0b-114e-2b48ca0192fa;3015111;3079101;20211029;20170102;Helling;-30;0;0.46875;20211201;C;18
663#SA#209.331502;0;63989;c39ad763-451c-0c0b-114e-2b48ca0192fa;3079101;3143090;20211029;20170102;Helling;0;40;0.625;20211201;C;18
663#SA#209.429549;0;111760;c39ad763-451c-0c0b-114e-2b48ca0192fa;3143090;3254850;20211029;20170102;Constant;40;40;0.0;20211201;C;18
663#SA#209.429549;111760;116138;7c3b85f8-9077-0cb9-f6ae-f3da61f37e32;3254850;3259228;20211029;20170102;Constant;40;40;0.0;20211201;C;18
116#w903R-w2251V#209.508634;0;63989;7c3b85f8-9077-0cb9-f6ae-f3da61f37e32;3259228;3323217;20211029;20170102;Helling;40;0;-0.625;20211201;C;18
116#w903R-w2251V#209.533842;0;24913;7c3b85f8-9077-0cb9-f6ae-f3da61f37e32;3323217;3348130;20211029;20170102;Constant;0;0;0.0;20211201;C;18
664#w105R-w3005L#98.907366;0;56;fce0e5bc-a334-2328-7890-7cd0f6c8f990;36492;36548;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#GF#99.127085;0;439268;fce0e5bc-a334-2328-7890-7cd0f6c8f990;36548;475816;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#GF#99.368783;0;44001;fce0e5bc-a334-2328-7890-7cd0f6c8f990;475816;519817;20211029;20140213;Helling;0;-30;-0.68181818;20211201;C;18
664#GF#99.422631;0;63667;fce0e5bc-a334-2328-7890-7cd0f6c8f990;519817;583484;20211029;20140213;Constant;-30;-30;0.0;20211201;C;18
664#GF#99.476479;0;44001;fce0e5bc-a334-2328-7890-7cd0f6c8f990;583484;627485;20211029;20140213;Helling;-30;0;0.68181818;20211201;C;18
664#GF#99.514989;0;33000;fce0e5bc-a334-2328-7890-7cd0f6c8f990;627485;660485;20211029;20140213;Helling;0;40;1.21212121;20211201;C;18
664#GF#99.580458;0;52493;fce0e5bc-a334-2328-7890-7cd0f6c8f990;660485;712978;20211029;20140213;Constant;40;40;0.0;20211201;C;18
664#GF#99.580458;52493;97904;f1648947-c65e-a34a-c2d4-c729ce92168e;712978;758389;20211029;20140213;Constant;40;40;0.0;20211201;C;18
663#GF#99.645939;0;33001;f1648947-c65e-a34a-c2d4-c729ce92168e;758389;791390;20211029;20140213;Helling;40;0;-1.21212121;20211201;C;18
663#GF#99.723066;0;121310;f1648947-c65e-a34a-c2d4-c729ce92168e;791390;912700;20211029;20140213;Constant;0;0;0.0;20211201;C;18
663#GF#99.811190;0;55002;f1648947-c65e-a34a-c2d4-c729ce92168e;912700;967702;20211029;20140213;Helling;0;60;1.09090909;20211201;C;18
663#GF#100.070499;0;463805;f1648947-c65e-a34a-c2d4-c729ce92168e;967702;1431507;20211029;20140213;Constant;60;60;0.0;20211201;C;18
663#w105R-w3005L#100.329808;0;55001;f1648947-c65e-a34a-c2d4-c729ce92168e;1431507;1486508;20211029;20140213;Helling;60;0;-1.09090909;20211201;C;18
663#w105R-w3005L#100.364214;0;13837;f1648947-c65e-a34a-c2d4-c729ce92168e;1486508;1500345;20211029;20140213;Constant;0;0;0.0;20211201;C;18
663#w105R-w3005L#100.371162;0;63;f1648947-c65e-a34a-c2d4-c729ce92168e;1500345;1500408;20211029;20140213;Constant;0;0;0.0;20211201;C;18
664#w135L-w961R#43.065391;0;2504;5511a81c-3541-04f9-03d5-4f74131b91ee;34065;36569;20211029;20200630;Constant;0;0;0.0;20211201;C;18
163#266c#43.693332;0;237867;5511a81c-3541-04f9-03d5-4f74131b91ee;36569;274436;20211029;20200630;Constant;0;0;0.0;20211201;C;18
163#266c#43.693332;237867;1234175;fa50330e-fad9-b9bc-5f81-bac9e82a10b0;274436;1270744;20211029;20200630;Constant;0;0;0.0;20211201;C;18
163#266c#43.693332;1234175;1261352;29023882-ab83-dfcd-d63f-af31f065c84e;1270744;1297921;20211029;20200630;Constant;0;0;0.0;20211201;C;18
163#w135L-w961R#44.324593;0;101;29023882-ab83-dfcd-d63f-af31f065c84e;1297921;1298022;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#w323R-w105L#41.974956;0;109;40a0cf6f-971c-606b-e965-26c8a7a87937;36470;36579;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#DG#41.753284;0;444430;40a0cf6f-971c-606b-e965-26c8a7a87937;36579;481009;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#DG#41.511714;0;40010;40a0cf6f-971c-606b-e965-26c8a7a87937;481009;521019;20211029;20200630;Helling;0;-20;-0.5;20211201;C;18
664#DG#41.412714;0;158525;40a0cf6f-971c-606b-e965-26c8a7a87937;521019;679544;20211029;20200630;Constant;-20;-20;0.0;20211201;C;18
664#DG#41.318701;0;30007;40a0cf6f-971c-606b-e965-26c8a7a87937;679544;709551;20211029;20200630;Helling;-20;0;0.66666667;20211201;C;18
664#DG#41.301869;0;3748;40a0cf6f-971c-606b-e965-26c8a7a87937;709551;713299;20211029;20200630;Helling;0;5;1.21428571;20211201;C;18
663#DG#41.266679;0;66268;16ac30ba-308f-a8b9-e6f3-ac21628b3729;713300;779568;20211029;20200630;Helling;5;85;1.21428571;20211201;C;18
663#DG#41.218132;0;31538;16ac30ba-308f-a8b9-e6f3-ac21628b3729;779568;811106;20211029;20200630;Constant;85;85;0.0;20211201;C;18
663#DG#41.172690;0;60014;16ac30ba-308f-a8b9-e6f3-ac21628b3729;811106;871120;20211029;20200630;Helling;85;0;-1.41666667;20211201;C;18
663#DG#40.791708;0;707551;16ac30ba-308f-a8b9-e6f3-ac21628b3729;871120;1578671;20211029;20200630;Constant;0;0;0.0;20211201;C;18
663#w323R-w105L#40.440443;0;140;16ac30ba-308f-a8b9-e6f3-ac21628b3729;1578671;1578811;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#w313R-w107BL#42.082590;0;164;79adf9ba-4911-5afc-d6f0-4e58943bd1ed;61145;61309;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#w313R-w107BL#41.821375;0;522645;79adf9ba-4911-5afc-d6f0-4e58943bd1ed;61309;583954;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#CG#41.550243;0;20013;79adf9ba-4911-5afc-d6f0-4e58943bd1ed;583954;603967;20211029;20200630;Helling;0;-20;-1.0;20211201;C;18
664#CG#41.524853;0;30803;79adf9ba-4911-5afc-d6f0-4e58943bd1ed;603967;634770;20211029;20200630;Constant;-20;-20;0.0;20211201;C;18
664#CG#41.499464;0;20012;79adf9ba-4911-5afc-d6f0-4e58943bd1ed;634770;654782;20211029;20200630;Helling;-20;0;1.0;20211201;C;18
664#CG#41.468253;0;42456;79adf9ba-4911-5afc-d6f0-4e58943bd1ed;654782;697238;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#CG#41.425042;0;44028;79adf9ba-4911-5afc-d6f0-4e58943bd1ed;697238;741266;20211029;20200630;Helling;0;-50;-1.13636364;20211201;C;18
664#CG#41.369380;0;67378;79adf9ba-4911-5afc-d6f0-4e58943bd1ed;741266;808644;20211029;20200630;Constant;-50;-50;0.0;20211201;C;18
664#CG#41.317858;0;35741;79adf9ba-4911-5afc-d6f0-4e58943bd1ed;808644;844385;20211029;20200630;Helling;-50;-5;1.25;20211201;C;18
663#CG#41.297495;0;4284;0f1d2c3d-9184-d93e-95f7-7d862d875237;844385;848669;20211029;20200630;Helling;-5;0;1.25;20211201;C;18
663#CG#41.268013;0;55036;0f1d2c3d-9184-d93e-95f7-7d862d875237;848669;903705;20211029;20200630;Helling;0;80;1.45454545;20211201;C;18
663#CG#41.222698;0;36141;0f1d2c3d-9184-d93e-95f7-7d862d875237;903705;939846;20211029;20200630;Constant;80;80;0.0;20211201;C;18
663#CG#41.175395;0;59038;0f1d2c3d-9184-d93e-95f7-7d862d875237;939846;998884;20211029;20200630;Helling;80;0;-1.3559322;20211201;C;18
663#w313R-w107BL#40.665575;0;966761;0f1d2c3d-9184-d93e-95f7-7d862d875237;998884;1965645;20211029;20200630;Constant;0;0;0.0;20211201;C;18
663#w313R-w107BL#40.185030;0;136;0f1d2c3d-9184-d93e-95f7-7d862d875237;1965645;1965781;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#KH#42.088913;0;441944;b265adbb-3985-18c9-cb18-e1d80a691d6a;4500;446444;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#KH#42.334819;0;49998;b265adbb-3985-18c9-cb18-e1d80a691d6a;446444;496442;20211029;20200813;Helling;0;-35;-0.7;20211201;C;18
664#KH#42.393252;0;66898;b265adbb-3985-18c9-cb18-e1d80a691d6a;496442;563340;20211029;20200813;Constant;-35;-35;0.0;20211201;C;18
664#KH#42.451684;0;49998;b265adbb-3985-18c9-cb18-e1d80a691d6a;563340;613338;20211029;20200813;Helling;-35;0;0.7;20211201;C;18
664#KH#42.501669;0;49998;b265adbb-3985-18c9-cb18-e1d80a691d6a;613338;663336;20211029;20200813;Helling;0;45;0.9;20211201;C;18
664#KH#42.562006;0;70708;b265adbb-3985-18c9-cb18-e1d80a691d6a;663336;734044;20211029;20200813;Constant;45;45;0.0;20211201;C;18
664#w875V-w897AV#42.622343;0;49998;b265adbb-3985-18c9-cb18-e1d80a691d6a;734044;784042;20211029;20200813;Helling;45;0;-0.9;20211201;C;18
664#w875V-w897AV#42.739478;0;184333;b265adbb-3985-18c9-cb18-e1d80a691d6a;784042;968375;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#w907BV-w961L#43.277705;0;4758;d250d095-13ff-053e-ee46-7f3615007f4c;4500;9258;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#w907BV-w961L#43.289922;0;19732;d250d095-13ff-053e-ee46-7f3615007f4c;9258;28990;20211029;20200813;Helling;0;11;0.57142857;20211201;C;18
163#w907BV-w961L#43.307637;0;15257;a4df9109-c842-0e3e-9b9a-3662487f2f1c;28990;44247;20211029;20200813;Helling;11;20;0.57142857;20211201;C;18
163#HG#43.338340;0;46081;a4df9109-c842-0e3e-9b9a-3662487f2f1c;44247;90328;20211029;20200813;Constant;20;20;0.0;20211201;C;18
163#HG#43.406442;0;89972;a4df9109-c842-0e3e-9b9a-3662487f2f1c;90328;180300;20211029;20200813;Helling;20;-20;-0.44444444;20211201;C;18
163#HG#43.476764;0;50517;a4df9109-c842-0e3e-9b9a-3662487f2f1c;180300;230817;20211029;20200813;Constant;-20;-20;0.0;20211201;C;18
163#HG#43.519565;0;34989;a4df9109-c842-0e3e-9b9a-3662487f2f1c;230817;265806;20211029;20200813;Helling;-20;0;0.57142857;20211201;C;18
163#HF#43.930815;0;786600;a4df9109-c842-0e3e-9b9a-3662487f2f1c;265806;1052406;20211029;20200813;Constant;0;0;0.0;20211201;C;18
163#w907BV-w961L#44.324607;0;111;a4df9109-c842-0e3e-9b9a-3662487f2f1c;1052406;1052517;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#w879V-w919AV#42.173273;0;215568;46cd5d9c-6194-9d38-5580-f4e93226ca5c;3900;219468;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#EH#42.319486;0;80017;46cd5d9c-6194-9d38-5580-f4e93226ca5c;219468;299485;20211029;20200813;Helling;0;-50;-0.625;20211201;C;18
664#EH#42.407834;0;98588;46cd5d9c-6194-9d38-5580-f4e93226ca5c;299485;398073;20211029;20200813;Constant;-50;-50;0.0;20211201;C;18
664#EH#42.491235;0;70016;46cd5d9c-6194-9d38-5580-f4e93226ca5c;398073;468089;20211029;20200813;Helling;-50;0;0.71428571;20211201;C;18
664#EH#42.544991;0;38658;46cd5d9c-6194-9d38-5580-f4e93226ca5c;468089;506747;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#EH#42.598747;0;70015;46cd5d9c-6194-9d38-5580-f4e93226ca5c;506747;576762;20211029;20200813;Helling;0;30;0.42857143;20211201;C;18
664#EH#42.720143;0;175401;46cd5d9c-6194-9d38-5580-f4e93226ca5c;576762;752163;20211029;20200813;Constant;30;30;0.0;20211201;C;18
664#EH#42.841540;0;70015;46cd5d9c-6194-9d38-5580-f4e93226ca5c;752163;822178;20211029;20200813;Helling;30;0;-0.42857143;20211201;C;18
664#EH#42.915717;0;79943;46cd5d9c-6194-9d38-5580-f4e93226ca5c;822178;902121;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#EH#42.980989;0;52011;46cd5d9c-6194-9d38-5580-f4e93226ca5c;902121;954132;20211029;20200813;Helling;0;35;0.67307692;20211201;C;18
664#EH#43.028647;0;44335;46cd5d9c-6194-9d38-5580-f4e93226ca5c;954132;998467;20211029;20200813;Constant;35;35;0.0;20211201;C;18
664#EH#43.092633;0;85019;46cd5d9c-6194-9d38-5580-f4e93226ca5c;998467;1083486;20211029;20200813;Helling;35;0;-0.41176471;20211201;C;18
664#w879V-w919AV#43.240877;0;167098;46cd5d9c-6194-9d38-5580-f4e93226ca5c;1083486;1250584;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#w879V-w919AV#43.240877;167098;214672;8118f0d9-7641-349e-457b-f90838fab289;1250584;1298158;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#w873BV-w901BL#41.900369;0;23404;32b9d8b1-2423-0d97-3cae-0573943c7734;4500;27904;20211029;20200813;Helling;-2;-25;-1.0;20211201;C;18
664#w873BV-w901BL#41.971589;0;119034;32b9d8b1-2423-0d97-3cae-0573943c7734;27904;146938;20211029;20200813;Constant;-25;-25;0.0;20211201;C;18
664#w873BV-w901BL#42.043593;0;24973;32b9d8b1-2423-0d97-3cae-0573943c7734;146938;171911;20211029;20200813;Helling;-25;0;1.0;20211201;C;18
664#JH#42.177396;0;242631;32b9d8b1-2423-0d97-3cae-0573943c7734;171911;414542;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#JH#42.321188;0;44951;32b9d8b1-2423-0d97-3cae-0573943c7734;414542;459493;20211029;20200813;Helling;0;-40;-0.8888877;20211201;C;18
664#JH#42.387440;0;87551;32b9d8b1-2423-0d97-3cae-0573943c7734;459493;547044;20211029;20200813;Constant;-40;-40;0.0;20211201;C;18
664#JH#42.476167;0;89903;32b9d8b1-2423-0d97-3cae-0573943c7734;547044;636947;20211029;20200813;Helling;-40;40;0.88888869;20211201;C;18
664#JH#42.565276;0;88314;32b9d8b1-2423-0d97-3cae-0573943c7734;636947;725261;20211029;20200813;Constant;40;40;0.0;20211201;C;18
664#w873BV-w901BL#42.624417;0;29967;32b9d8b1-2423-0d97-3cae-0573943c7734;725261;755228;20211029;20200813;Helling;40;0;-1.33333333;20211201;C;18
664#w873BV-w901BL#42.761984;0;245164;32b9d8b1-2423-0d97-3cae-0573943c7734;755228;1000392;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#w873BV-w901BL#42.884728;0;323;32b9d8b1-2423-0d97-3cae-0573943c7734;1000392;1000715;20211029;20200813;Constant;0;0;0.0;20211201;C;18
663#w325V-w879L#41.164846;0;30553;fc479d2d-1212-bb3e-4341-b5fc3d6b0bc6;4500;35053;20211029;20200630;Constant;0;0;0.0;20211201;C;18
663#w325V-w879L#41.192349;0;26000;fc479d2d-1212-bb3e-4341-b5fc3d6b0bc6;35053;61053;20211029;20200630;Helling;0;30;1.15384615;20211201;C;18
663#EG#41.259721;0;97443;fc479d2d-1212-bb3e-4341-b5fc3d6b0bc6;61053;158496;20211029;20200630;Constant;30;30;0.0;20211201;C;18
663#EG#41.259721;97443;112535;03fed5b9-7067-86ba-1cbf-2eaa650fd7f2;158496;173588;20211029;20200630;Constant;30;30;0.0;20211201;C;18
664#EG#41.327559;0;26000;03fed5b9-7067-86ba-1cbf-2eaa650fd7f2;173588;199588;20211029;20200630;Helling;30;0;-1.15384615;20211201;C;18
664#EG#41.367888;0;56220;03fed5b9-7067-86ba-1cbf-2eaa650fd7f2;199588;255808;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#EG#41.407236;0;24000;03fed5b9-7067-86ba-1cbf-2eaa650fd7f2;255808;279808;20211029;20200630;Helling;0;-30;-1.25;20211201;C;18
664#EG#41.548183;0;263348;03fed5b9-7067-86ba-1cbf-2eaa650fd7f2;279808;543156;20211029;20200630;Constant;-30;-30;0.0;20211201;C;18
664#EG#41.682612;0;10715;03fed5b9-7067-86ba-1cbf-2eaa650fd7f2;543156;553871;20211029;20200630;Helling;-30;-17;1.25;20211201;C;18
664#EG#41.694499;0;13285;8977abd0-3c99-7f63-d119-9155cfbfe26e;553871;567156;20211029;20200630;Helling;-17;0;1.25;20211201;C;18
664#w325V-w879L#41.731717;0;61286;8977abd0-3c99-7f63-d119-9155cfbfe26e;567156;628442;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#w325V-w879L#41.772288;0;20000;8977abd0-3c99-7f63-d119-9155cfbfe26e;628442;648442;20211029;20200630;Helling;0;20;1.0;20211201;C;18
664#w325V-w879L#41.811660;0;58886;8977abd0-3c99-7f63-d119-9155cfbfe26e;648442;707328;20211029;20200630;Constant;20;20;0.0;20211201;C;18
664#w325V-w879L#41.851033;0;20000;8977abd0-3c99-7f63-d119-9155cfbfe26e;707328;727328;20211029;20200630;Helling;20;0;-1.0;20211201;C;18
664#w325V-w879L#41.930883;0;139988;8977abd0-3c99-7f63-d119-9155cfbfe26e;727328;867316;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#w325V-w879L#42.000801;0;97;8977abd0-3c99-7f63-d119-9155cfbfe26e;867316;867413;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#w131AL-w161A/261T#42.937920;0;2550;a3bf9bda-5d16-13a6-6a20-299e7c08fe47;34065;36615;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#68c#43.227749;0;373315;a3bf9bda-5d16-13a6-6a20-299e7c08fe47;36615;409930;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#68c#43.227749;373315;599776;05d70200-f4f9-72fd-6aa4-7d494a3e6d23;409930;636391;20211029;20200630;Constant;0;0;0.0;20211201;C;18
163#w131AL-w161A/261T#43.527048;0;398;05d70200-f4f9-72fd-6aa4-7d494a3e6d23;636391;636789;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#w131B/133T-w161BL#42.979011;0;3389;17084ff3-9384-0e0d-1770-6acd9b7af706;23010;26399;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#67c#43.272941;0;331729;17084ff3-9384-0e0d-1770-6acd9b7af706;26399;358128;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#67c#43.272941;331729;609529;2af7deb6-4f16-11af-cd67-e00bb13b0fbd;358129;635929;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#69#42.907357;0;701148;ba10a9c2-77ce-efc5-45af-534c158bdd2d;36487;737635;20211029;20200630;Constant;0;0;0.0;20211201;C;18
664#w223L-w247L#43.250148;0;1396;ba10a9c2-77ce-efc5-45af-534c158bdd2d;737635;739031;20211029;20160804;Constant;0;0;0.0;20211201;C;18
664#75#42.971684;0;446;e3f779a0-4002-bb93-f0a2-593f2d14cdb6;34065;34511;20211029;20160628;Constant;0;0;0.0;20211201;C;18
664#SJ_1003L-w1003L#42.719375;0;474094;e3f779a0-4002-bb93-f0a2-593f2d14cdb6;34511;508605;20211029;20160628;Constant;0;0;0.0;20211201;C;18
664#76#42.971846;0;410;8aa628c4-ae65-d7ab-be54-38c635a5fde8;34088;34498;20211029;20160628;Constant;0;0;0.0;20211201;C;18
664#76#42.729208;0;486680;8aa628c4-ae65-d7ab-be54-38c635a5fde8;34498;521178;20211029;20210330;Constant;0;0;0.0;20211201;C;18
664#w907AR-w923AV#43.226930;0;3160;c762324e-f6e3-b43b-6536-24c8948a21c9;58131;61291;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#w907AR-w923AV#43.255038;0;53280;c762324e-f6e3-b43b-6536-24c8948a21c9;61291;114571;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#w907AR-w923AV#43.290786;0;18502;c762324e-f6e3-b43b-6536-24c8948a21c9;114571;133073;20211029;20200813;Helling;0;13;0.71428571;20211201;C;18
163#w907AR-w923AV#43.308297;0;16511;33eb13df-19bd-9d54-ce00-f9e9f6e7037e;133073;149584;20211029;20200813;Helling;13;25;0.71428571;20211201;C;18
163#w907AR-w923AV#43.343930;0;54450;33eb13df-19bd-9d54-ce00-f9e9f6e7037e;149584;204034;20211029;20200813;Constant;25;25;0.0;20211201;C;18
163#JG#43.406436;0;70024;33eb13df-19bd-9d54-ce00-f9e9f6e7037e;204034;274058;20211029;20200813;Helling;25;-25;-0.71428571;20211201;C;18
163#JG#43.471310;0;59167;33eb13df-19bd-9d54-ce00-f9e9f6e7037e;274058;333225;20211029;20200813;Constant;-25;-25;0.0;20211201;C;18
163#w907AR-w923AV#43.514466;0;26776;33eb13df-19bd-9d54-ce00-f9e9f6e7037e;333225;360001;20211029;20200813;Helling;-25;-3;0.83333333;20211201;C;18
664#82#43.046849;0;577;93a3e9c7-4a5e-580f-c451-69743c718514;4500;5077;20211029;20160628;Constant;0;0;0.0;20211201;C;18
664#w1001V-w1013A/1013BP#43.223592;0;259485;93a3e9c7-4a5e-580f-c451-69743c718514;5077;264562;20211029;20160628;Constant;0;0;0.0;20211201;C;18
664#w1001V-w1013A/1013BP#43.223592;259485;367461;2d591b0d-01f8-74ba-392f-a0f7040fe450;264563;372539;20211029;20160628;Constant;0;0;0.0;20211201;C;18
163#w1001V-w1013A/1013BP#43.407369;0;1354;2d591b0d-01f8-74ba-392f-a0f7040fe450;372539;373893;20211029;20211022;Constant;0;0;0.0;20211201;C;18
664#w897AL-w913AV#42.895824;0;3115;c5987018-5ee9-d9fe-f3a1-3869b74436c7;58127;61242;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#w897AL-w913AV#42.933293;0;74610;c5987018-5ee9-d9fe-f3a1-3869b74436c7;61242;135852;20211029;20200813;Constant;0;0;0.0;20211201;C;18
664#KG#42.998171;0;59973;c5987018-5ee9-d9fe-f3a1-3869b74436c7;135852;195825;20211029;20200813;Helling;0;20;0.33333333;20211201;C;18
664#KG#43.047257;0;41850;c5987018-5ee9-d9fe-f3a1-3869b74436c7;195825;237675;20211029;20200813;Constant;20;20;0.0;20211201;C;18
664#KG#43.096343;0;59972;c5987018-5ee9-d9fe-f3a1-3869b74436c7;237675;297647;20211029;20200813;Helling;20;0;-0.33333333;20211201;C;18
664#w897AL-w913AV#43.161333;0;74842;c5987018-5ee9-d9fe-f3a1-3869b74436c7;297647;372489;20211029;20200813;Constant;0;0;0.0;20211201;C;18
