PUIC;REF_OBJECT_BEGIN_NAAM;REF_OBJECT_BEGIN_PUIC;KANTCODE_SPOORTAK_BEGIN;REF_OBJECT_EIND_NAAM;REF_OBJECT_EIND_PUIC;KANTCODE_SPOORTAK_EIND;LRS_VAN;LRS_TOT;LENGTE_GEOM;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
000c2447-66d7-410b-a30e-cd481fccef31;307A;3225f486-b8c7-4216-ba0b-513ca46faf6d;R;307B;5e768367-f10d-44b0-9cd5-bb12c650fb99;R;0;57214;57214;20211201;C;18
00187558-4fc4-4434-be58-27b4f291f401;133/141A;e763e72d-5701-4496-adc5-538f40afacca;T;141B;72237ea9-e7ee-45fa-a2f8-41095c69f733;L;0;56128;56128;20211201;C;18
00245c44-a43a-40d2-a42b-b3670a08e8e4;77/79A;e0388ad6-b216-4c29-b264-787993b897a8;T;79B/81A;bb211510-9b58-45aa-98ad-802949e41d9a;Q;0;40760;40760;20211201;C;18
00368fe4-fab4-46db-95ed-1f6d0f88a5e6;82;bd909eaa-13a9-4b31-b835-bdd953147bc2;R;305;6cde3b92-901e-4925-a7ed-df087bd29587;R;0;786583;786583;20211201;C;18
003ba25a-e371-42a3-a0ff-e7b44b218054;1;4b1b90d7-1a50-462f-b604-97f366a03e2b;R;2;074dbb4d-dcd7-4fcf-bb57-04dd61d52877;L;0;363906;363906;20211201;C;18
003d0242-601c-4e8a-81c8-74f404d10827;53A;c7cf0da1-ac02-4f94-8fe8-d57ad97102e1;V;W2011;b8e83774-024e-47ae-b9f9-cf461fe93427;V;0;649376;649376;20211201;C;18
005111e6-fe87-4eca-bbc4-9f26844e02f0;219;3913e0cb-885a-4b74-88f6-cf6685ba5aba;V;221;c3fe548d-80f3-4b8c-b7f3-00470be0b56d;L;0;43907;43907;20211201;C;18
0052d55f-bfad-4343-b361-609ebf6e79b1;17;fb272ec9-f91c-43c5-8ec5-f479599beb58;V;21;a23ed41f-8d83-4a5a-8ee3-3237e3a36edf;R;0;374185;374185;20211201;C;18
005bfdd8-8ba3-4b62-8199-d230a8daceb6;51A/51B;f019e767-ab5d-4eed-aba9-46b467137114;S;K51;4b1ca1f7-a8ad-4ed3-8fbf-5f5d4f557913;P;0;18554;18554;20211201;C;18
0060e972-c2bf-4e39-b1d0-91914e2f12fd;86;287a3b20-3f60-40ff-b5de-bad7d2528a6f;V;87;3e85005b-8cee-40e0-b708-2bb9767b1561;R;0;320657;320657;20211201;C;18
00643204-170c-4305-ad21-7bb93247a71d;107B;061a78e2-c6be-42d4-80ba-b124e26c02a3;L;109A;54ec24f1-b7b6-4978-94e1-0ad3dbc7f0b2;R;0;61516;61516;20211201;C;18
006e712f-06ba-454e-83e9-81facd8fdf7d;47B/57A;b50ef798-9d10-447a-b43b-5abc1927e465;P;57B/61;7083d19d-7b43-48d8-be26-09c89b0fbb57;S;0;43793;43793;20211201;C;18
00701f55-b641-49cb-bd46-9a70c8952845;34;57be5fba-98a9-4f3d-8884-bbd2a0edf8ed;R;35;86e085fe-fd99-45c9-a5a3-e5d2785f0b31;R;0;100739;100739;20211201;C;18
0070599f-3b32-4963-a135-dee4107fb68f;82B;b501911c-2204-4210-9871-53044fddeefa;V;SJ_82BV;971523a5-3f3e-4536-9756-3ac9f6f5d288;;0;144387;144387;20211201;C;18
0070f401-8335-414f-bf8d-8305d710e50f;905;636c6ceb-fac2-4157-b5b1-0ea949abde08;L;906;d0ee50a5-5118-4195-89c6-f3934d7b3241;L;0;65564;65564;20211201;C;18
0072968a-4c68-4b0b-83d7-8aeb410664e7;993;841fe74c-32d1-4e7b-aeaa-35ad0f2a4091;R;994;e4350448-eed3-492b-a561-d153558d33ca;V;0;35397;35397;20211201;C;18
00747ac1-b73b-44d0-9bde-a840cab4193e;34;af79d54a-5cea-4646-94b6-0918d590dfbe;V;36;1b63a3f2-0ca4-4593-8eb9-6d0aca4f5d57;R;0;26828;26828;20211201;C;18
007cf370-be59-4e77-9446-44df05b15087;1117A;ad205a52-872a-430b-91bc-08de3bec0dfa;L;1117B;35c4b3c0-731b-4858-8cc3-980de93deb41;L;0;108090;108090;20211201;C;18
008748e4-1616-4c99-aff8-ed1c7cefc498;83A/83B;d71bd1cf-9daf-41ec-bd32-2f44c7748bfd;Q;86;78295ecf-9b57-426d-ae7e-45304583b584;V;0;117742;117742;20211201;C;18
008b91a6-1f25-4fb1-8de3-0e7c7412d344;79B/81A;50131dbf-3950-458d-abcf-e401c72ea314;P;83B;cabe0017-9235-4dd6-88f8-cd96ab3fc012;L;0;79745;79745;20211201;C;18
008f5ea0-471e-44a0-94e5-e4bbcce70b89;2863;d34c02b2-2d0d-40b2-95eb-82638894ec7c;R;2885;48f04ef2-6e55-4231-8f79-05f793422610;L;0;1454374;1454374;20211201;C;18
009030e0-f71b-4ede-b7de-ddcc8a452e39;823A;3f73895a-b688-4040-b8c3-72ededec9387;L;823B;44b7020e-1c53-4d09-963c-c37965a34e67;L;0;128989;128989;20211201;C;18
0090bae9-f4ef-42ca-845e-58f26779acd9;145B;4a72aeea-37dc-4438-ab8c-7b472f72435f;L;K145;9d7cbf91-9f7c-4dcd-89bf-0ee22a5b01e5;S;0;35448;35448;20211201;C;18
00954af9-2c79-4460-8ab7-528dc3d2a08f;3445;67debb29-25c4-4998-8dec-c698c6b40a3d;L;44-45;4ffa5303-b329-4984-a57e-b5033f0c43f0;R;0;991753;991753;20211201;C;18
009d7bcb-8b57-446c-b0b4-83a5464029b8;403;6f6a68be-669f-4fcc-a856-be951e98eaaa;L;407;e9c8e073-1d12-4c40-8118-39e0907e39c8;L;0;107410;107410;20211201;C;18
00a8b737-eb31-4546-b80a-d4723dc9fdb6;143A;b49fb106-07db-45aa-a415-3891c81cf374;L;183;f7b9d3c9-7cf5-410d-94c0-f182fdd1b5c1;R;0;2846005;2846005;20211201;C;18
00aea83b-73b4-42eb-acec-350b9b152093;34;1b0ed16c-8b89-4568-acad-95f0f1ce1712;V;37;6c6e0927-99ff-4db3-b062-63905a8885c4;V;0;466026;466026;20211201;C;18
00aeefcb-356a-4e30-a501-9005a3ed821e;115B/121A;866b890a-5200-4e08-935d-54d5228f5930;S;K115;05439b24-17b0-4ddf-a206-f0ce59467ecd;T;0;20473;20473;20211201;C;18
00af86a4-7f85-4d22-a6ea-27e132540b29;4085;cf277ec2-224c-4699-9c6b-54556f9ca86c;V;SJ_4085V;45f55105-4152-43db-b1da-6fa89600e7b8;;0;670592;670592;20211201;C;18
00b363b6-eca4-4049-b4b0-127efaaf970e;X0236;936d6142-c064-4cb3-902a-10b2446659d3;R;ES_X0236R;10663de2-9436-4743-85f3-856ed37314de;;0;737827;737827;20211201;C;18
00bc58fe-8347-46a6-8367-82fcb0429aa4;921;0c32afe9-f4b6-465d-b547-b40c0c4cb093;L;SJ_921L;c197894e-fffc-41ed-bad1-89b49a4f080d;;0;375777;375777;20211201;C;18
00c05de9-44e4-4463-ac74-abe4597df0f7;1133A;db2a037b-95b8-444a-96b4-94318c680bcb;R;1133B;4f580928-b1d1-4530-9998-d652c63c6159;R;0;61855;61855;20211201;C;18
00c2544b-6752-49cf-9651-2bff00f82b46;211B/213A;cf54979d-2fde-4158-9ab4-94ab3ff0f3f2;P;1001;da867763-4e4a-4b4e-8b2e-ac7f289f5262;V;0;6422838;6422838;20211201;C;18
00c2b5d0-2824-46c8-acee-2caf9c943c95;2569/2571;94bc09d4-e095-4e31-97dc-3c5d1ffc4b1c;P;2575;e28b5a54-d02b-490f-99ad-8b800c9f7d60;V;0;35169;35169;20211201;C;18
00c33e60-9984-488c-8243-2c193fb501fd;928;9305e515-7311-4ac1-aea4-60b5c2f9a34d;R;934;70ed74e6-df25-47af-8d0f-e0de3ffbe765;V;0;137039;137039;20211201;C;18
00e964fe-9af3-44ef-851b-f06bfc466db8;936;18689c21-6d34-495a-b679-bc792d6d3866;L;937;bd78eaa7-e16f-4ae3-9517-dee3c0c2fa0e;L;0;83292;83292;20211201;C;18
00ec5d51-6849-43e3-a49b-4073d674622f;1423;61640918-59a1-4fa8-8683-a2131cfd2dd1;V;1425;bbcb823f-81c2-412a-8901-4cedf2209b76;V;0;7362;7362;20211201;C;18
00f0cdba-1cd6-4286-a86b-baf0cc6f4107;1065;d5a9b801-7ce8-4e67-b665-d77f06ee7bb2;L;1071;cebad8ec-b83b-46eb-83f7-da9f0b506cc9;R;0;669294;669294;20211201;C;18
01068bb5-4db8-4c63-9745-9e3525c8d83f;A;8247326c-5f8f-4537-bacc-fd08fec90a9b;L;C;30a014ee-3641-414b-a6b9-2704a48ed3b2;V;0;211697;211697;20211201;C;18
010f1cbf-2307-487e-8ec0-8eff618ee27e;301;2fa1680c-fd47-4059-beb7-171347e8f0d7;R;304A/304B;770ca054-10a6-42bd-a7ac-17c0ff72e2dd;T;0;208934;208934;20211201;C;18
0110e8b8-19ae-4aaf-84be-86005d52db7e;1255;f03d66b7-68d3-4057-b93b-8e535f8da8d8;V;1301A;c9f6a5c3-0a1c-4146-af44-58297dc71d0d;V;0;4328423;4328423;20211201;C;18
0115125e-49e9-463b-b27a-5bee50405b86;1155A;376ef690-7a83-4c73-8650-a23fb23443cd;L;K1153;247a102f-2e4c-4f77-8b7a-97aa278d0245;T;0;51502;51502;20211201;C;18
0117be05-70de-4319-9a1f-b6b1d9117ed2;1343B;35a89771-5924-4738-9196-eff3e9b7c2ba;V;1345A;aba7eba3-ff45-4672-8749-bcb1842648c0;V;0;26494;26494;20211201;C;18
0118ebbb-dd20-44be-8ad0-a4c593cde8c7;209;0381c181-f23d-4edb-8cea-6107ff7e417e;V;213B;86b14250-93a0-4a9a-9950-6da5503598e0;L;0;107807;107807;20211201;C;18
011a5b3f-b7a0-4010-8f00-d7c00682fdf4;950/951;370d1375-30f7-474c-adae-6a2e92113626;Q;952;5a61d266-80ca-4a6d-b1ec-fb093a8128bf;V;0;29138;29138;20211201;C;18
012470e2-a420-4289-b57a-f2d556461365;2425;3337a3ac-4b22-4a46-b6a3-906fcfe88e5b;R;2427;c99cbf02-224b-43b1-9450-a7820fe793c3;R;0;103627;103627;20211201;C;18
0133880c-8323-4ab9-8400-fa11d6ee9655;27;62d7deca-5466-4c71-98d2-5d2113a0b8b2;R;28;9a934996-7c2c-40ba-8603-e2311c5a9b09;R;0;54274;54274;20211201;C;18
01384e3b-442f-4644-9bac-be224865b37d;53;a6d7c03c-ebab-4242-8020-765dde5a38bc;L;SJ_53L;9a786ee9-6e77-4be3-8bd6-e556dad32423;;0;252931;252931;20211201;C;18
013aa325-e24e-4ae2-9f3c-34ea45aa4209;X0033;50aad845-087a-45b2-a683-7855241eb86d;V;ES_X0033V;94b3b074-e6d4-4ec9-99eb-a47075806bc2;;0;57741;57741;20211201;C;18
013aaa71-1d08-43c1-ac9a-89c91cf84a55;4331;dc6fe8ce-c6ca-45d6-afb4-71a5acd4cc3d;R;4333;7a3b0792-d1ef-4f60-b419-09b68ca775fe;R;0;95474;95474;20211201;C;18
01425cc6-3155-43a6-a0aa-3ce8f0859859;915;f6acfaf2-8558-4834-94ed-9b308766dfdc;L;57A/917;b9a84d8b-b2f9-435a-86d6-9512c93842e3;T;0;74070;74070;20211201;C;18
014298af-f1a2-4f0a-b99d-648ee8d20cb1;9009;c8e33051-61b0-41fa-9a13-f0eef3a8fbe0;R;SJ_9009R;819262ac-afea-4c6e-98ca-87148370bea3;;0;580072;580072;20211201;C;18
0144e955-1007-4ba4-9260-fdf07d4f55de;1B;1f82c04d-5f06-46c7-a806-996507dfb4d1;R;3B;ee2bc745-d2ef-4e3d-8203-958979b491f4;L;0;326535;326535;20211201;C;18
01474583-4bc9-488f-8da0-6ad5e474da00;45B;b83c4cb1-84a0-4e9e-b49e-323996aad19b;V;47;27a0cf80-ea7b-479c-b26a-822ca5e12c37;V;0;10309;10309;20211201;C;18
014b2ba7-75b8-4917-88e0-4882e3aa472f;961;301ac769-c67b-4655-87a8-534f37fbfa82;L;962;4eaa2c1c-efae-4372-8afc-94491713235e;R;0;290782;290782;20211201;C;18
014bbddc-4f12-48ba-84ff-d478f6a10f8a;421B;7cf3ddd6-1aaf-4a77-bd72-1d544b9596f8;R;SJ_421BR;5e956c50-119e-43e4-a570-bc491e5abb58;;0;60852;60852;20211201;C;18
014c0332-ad40-44fd-9a88-2792179034d1;902;b85593df-da08-4b19-b236-623c0b1fd95a;L;SJ_902L;cb7dbe93-7984-4505-b47a-ecfff3bfa216;;0;272334;272334;20211201;C;18
0151e353-43c0-4234-8563-73936080fcfa;431A;05c8e49c-f5d3-48d6-a381-fe51c2c8a180;R;431B;63622735-6d8e-4de2-9596-82cbbcd06227;R;0;57915;57915;20211201;C;18
01520ab8-9184-4cba-a035-4efae44ffc28;1015;f4cbc377-6a5f-465e-97ae-afdf91ff124b;L;1017;68dabf15-1c16-4ce3-a99e-ecbfdae4dd95;V;0;37820;37820;20211201;C;18
01584306-4bf7-40a7-a9ed-a1b5427668c5;2511;a0940b60-d55b-4cff-bde6-3ad5b1af17e5;L;2513;926678da-b326-4206-a394-88e27951c05d;L;0;103721;103721;20211201;C;18
0158cff5-bb5a-4e2d-adb6-9a4f156787a4;103;9d4952eb-79bd-495a-9a74-1ae32f95c486;L;X0239;b1b82c47-44ab-4489-8b49-6e57614ce513;V;0;304871;304871;20211201;C;18
0160ddb3-70ed-4942-853c-1fa53df88f88;1303A;2b5cba7a-9a80-4e77-8e4e-5c0db6c8735c;L;1303B;81748a7f-243a-4677-878c-2b1bf0ba1748;L;0;100008;100008;20211201;C;18
01678305-f63d-4533-870b-da0b304af299;39;15828f6d-c464-463e-907f-3340ee175ad2;V;41;d6f4d8d5-da28-4839-884e-b223a639fb9b;R;0;100529;100529;20211201;C;18
016fd3f4-1a56-4da5-af11-e0eb6a5c0ecd;924;bf7be99c-2b6b-46d2-b863-710d6815afc0;V;928;14da9ccf-9ca7-4468-ae22-6c67ed0bca2a;V;0;1750;1750;20211201;C;18
0173a75f-55fa-48ed-a19f-e4516e4caf22;2031;0db520c0-c3f6-47e0-958f-d9f3a531629b;V;SJ_2031V;6157a116-fc43-4e40-ae6a-000244702592;;0;404385;404385;20211201;C;18
0177a164-2eb5-4e91-8de5-0d0762392090;506;ccb7b995-2d2f-4b7d-b663-9977360a09b7;R;507;0341a689-b521-47c1-9a13-28fdd350cf53;L;0;471886;471886;20211201;C;18
017ac71d-a95c-4ee4-b41e-09497d16d0c2;233A;fcb1a3f4-905d-4775-aba7-d19a64c5b5dd;V;TI_233AV;cee69d54-0961-4f8f-89d6-05ab79d93b6b;;0;489674;489674;20211201;C;18
017c5818-9d92-4d44-8d9e-1ea1b98c4628;155B;d7365963-8623-401a-82ed-000e63496bc8;L;157;c9ae27f6-c3a7-4d5f-8693-dfb34d13e6e2;L;0;102845;102845;20211201;C;18
01851511-79e5-4732-9965-74abd1d94ed7;251B/253;7149c521-0246-4148-9927-9b3d497810e0;Q;SJ_251BQ;acb7bd1e-b4e3-4704-ae14-009db9fd2bb0;;0;223780;223780;20211201;C;18
01863542-c54c-411c-b56a-eaea699de2aa;1021;d895321a-8df5-4c13-93e3-44ea0b3be6ae;L;1405;f9559fc5-7420-48af-ab81-ef912ef4af3f;L;0;2908296;2908296;20211201;C;18
01911e91-2207-4c31-9669-be8c0ec448ac;911;db3d4871-aac6-49bd-9e77-4f40ef4fec79;V;912;3a90095c-ccd3-4f03-ac09-2b08885d8e75;L;0;36179;36179;20211201;C;18
019afbd3-8ba5-4a6d-a9c6-aff3b20a9dcc;1031;1d332c9a-4dd1-40a8-ae64-b167141d3a33;L;1023B;8d583d75-ca00-4ea6-b286-68a6ca2ab95e;Q;0;465641;465641;20211201;C;18
019c9c29-7e16-43d9-991b-e2a303ba31d7;231;7157f93c-efcb-4f38-9b48-051b7ba71777;R;SJ_231R;f2b464ba-5aa8-4bb2-9342-334fae55b764;;0;43138;43138;20211201;C;18
019d9134-e656-4d80-acfc-fe4d865ce1b6;914A/914B;2d999f1f-35ce-4ef0-8e3c-513ac8887fc2;S;916A/916B;0b1d6d61-8954-4e5e-b3a2-779b8ffa2c9c;T;0;54141;54141;20211201;C;18
019df8ea-2b66-44c8-b085-3b8c724b2e2b;954;021d4b3a-b761-4940-b124-5d58dcf90464;L;SJ_954L;97768efc-d567-48f3-bb45-2efe333e0f38;;0;321346;321346;20211201;C;18
01a08794-cac4-4c5f-a8cb-531021d9f494;237;5d170ac4-c8c0-4053-8356-62f31eda66d4;L;239;674e7f09-73e0-4be9-b43e-f1b393475c78;V;0;52526;52526;20211201;C;18
01aa0c46-cbd5-49bb-a357-097557210529;40;bd4fdd21-e516-4d1f-9c40-4753faf56153;V;42;1f7dca4e-dcce-4cc3-b43d-89719eb42d25;L;0;200947;200947;20211201;C;18
01b47fbd-7447-4957-8832-0fd7723ef364;1109A;11513ff4-7648-4f05-98ee-1cad37dda48b;R;1109B;661f9364-538e-4ce6-8259-15e5d3704e67;R;0;90585;90585;20211201;C;18
01b9d46e-d9dd-4d72-8bf7-bd4e8b4e3516;1109;258cedac-24a5-4386-b29c-25d3544d18e9;L;1115A;ad4a0e1c-b27a-47d9-9fbd-5e102feab7bd;V;0;66531;66531;20211201;C;18
01bb115d-1fc6-4891-99b4-11fad558f51a;489A;25ce1a3e-4806-4a65-b7c8-71c02a387443;L;2505A;3b437696-de54-45eb-b3a9-3c2e21b05234;V;0;1096374;1096374;20211201;C;18
01bd2aba-0025-47fa-bbe7-5c3995d6a6f9;453B;9391d69c-d9e3-4bf6-95ee-da85af4307df;R;453A;e4b0cadb-eb6c-48ed-a7ac-4e45ec7dc771;R;0;157606;157606;20211201;C;18
01cf4097-c409-44ba-bfd7-07dc26f00d45;905;5942bdd0-9f4f-4246-8363-1680fa635ade;L;SJ_905L;340408bf-a4a9-4237-aa9f-52b2c206c78e;;0;209569;209569;20211201;C;18
01dc9402-9cb7-4f45-a68a-5a30f332a344;43;38dc4d53-024d-41cb-a4f6-10ff6b438096;R;45;6a5a3d47-c814-42e3-88b3-fd1749264391;L;0;61557;61557;20211201;C;18
01ef889d-e5ad-4ad5-beb5-769b8e2dd1da;1A;a9c8f4cf-40a1-411b-bd0e-7bc9af6e2e77;R;29B;ba9256a3-db43-42cd-b878-a0a79bc04de8;L;0;1066773;1066773;20211201;C;18
01ef9d06-5e41-46d9-a332-4569df0f205f;901;988bf3fe-408f-4cef-bea1-9ec5f9f5a5c3;V;903;b1f26fe1-8fdf-47d6-bdcf-f12829f054bb;L;0;34500;34500;20211201;C;18
01f00bae-24f4-463e-bd91-c001e0567c5d;2021;4e1d1966-8ed1-421c-bdb7-053a173f2960;R;2025;812db673-9416-4388-bb0a-77e0e30e6a1a;V;0;119719;119719;20211201;C;18
01f016ef-afa6-4040-84da-f69b7f4f9370;272;7e269c56-2715-4000-ae27-69a0dad77bfc;L;SJ_272L;89392e9a-a587-4d0a-abff-c00a8b67bbf0;;0;195000;195000;20211201;C;18
01f52399-08ba-49c8-a62a-5a1f0d5dcd6f;7;d25e9b2a-acca-426e-baed-8b054112a0e5;L;ES_7L;76e952c5-7f4a-4b08-b5aa-2686503adfd6;;0;101858;101858;20211201;C;18
01f6463d-a0b3-448a-9de7-3898d48178c4;280;c7bedbf8-2e3b-4ea8-a0a5-ee3feddd12cd;L;SJ_280L;b9f932b2-aa34-4fa5-92fe-6dbeca426558;;0;242087;242087;20211201;C;18
01f79fd9-5143-4ff3-afa7-081cdb6e02fa;X0174;f6283483-af19-40f5-82fa-fa7aa023c3fd;V;SJ_X0174V;19c1667d-18a9-4c89-8f0f-ffe87ff7924e;;0;178971;178971;20211201;C;18
01fcf319-f26f-4445-8e7b-c7443dc81ce3;910;1ef66dac-6f60-463a-861b-97bd47912ae4;R;911;ae9c6714-2834-4298-ba7e-6fadaafb320f;V;0;34854;34854;20211201;C;18
020a6e3a-e1bc-4dac-9ca3-1cfcbfc71597;191A;f21da2ed-dc06-4e07-8be3-c3f77dd0af4b;L;191B;ffa9cdf5-7460-4e64-a518-5235bdde6e48;L;0;71370;71370;20211201;C;18
020f6713-e9b9-457f-bf43-6e021b66409d;1225;9de05d9b-e8e9-4c20-b772-6280ec95a559;V;2199;14910cbb-d532-4f20-89b1-8791a82751f3;V;0;474120;474120;20211201;C;18
021230c7-1e0f-4a3b-bc3a-7d4a4a281acb;361A;37acf968-9b33-4e11-ad3e-3b2c998ba89d;L;391B/393;6926a0da-c075-417d-a61a-4274d0a455c0;S;0;196075;196075;20211201;C;18
021437c6-99d6-45ae-9640-928ad15a81b2;902;52f59412-c7d4-48b8-970f-4e45ae70d775;R;K901;54b0ee12-2105-4453-bbd6-7668319684fc;Q;0;36284;36284;20211201;C;18
021b0120-ef85-4790-9170-90f90c913eeb;4207;5cb0d4f8-aa4c-419e-9076-a9a49e7a4a69;V;4221;adbee79d-daf3-4caa-83c8-fe25c4ff17cb;L;0;83008;83008;20211201;C;18
021be424-3f1d-4d61-8e64-d26ad8cdb96d;441B;eabf9ced-b33b-4463-93de-977be36b58c7;L;441A;ef5e04bc-a6d9-49cb-813c-f15c9d0cda17;L;0;75714;75714;20211201;C;18
021f51d3-4632-4332-b1ac-b0cd5500543f;46;1b626f94-a928-493e-a24b-1cba4bf7ae48;V;SJ_46V;846ccc0a-b757-4387-931c-39e1730eeeb9;;0;169532;169532;20211201;C;18
0223ccf6-c924-4d91-badd-43241ff6beb7;45;7b3e1f68-3a5e-4e8d-b191-e1c270b87b57;V;91;2e7ab718-471a-4b84-aec5-1e9cff40a90e;V;0;44493;44493;20211201;C;18
0225ca8c-d81f-4848-8597-94e75553ba02;45B/47A;f85315a1-90dc-49fb-8c53-8343c3ac0f2d;Q;55B/57A;174d69d8-dbd2-481a-b2db-30cd058e6cfd;P;0;40457;40457;20211201;C;18
0226dc6f-1c32-4224-b6ff-9144bb880f96;982;31cab71f-1fc6-4a45-a72e-c51cb3a022d6;V;983;6320060a-65ff-41ff-8f17-a2bad2eeb1a3;L;0;39149;39149;20211201;C;18
0228e695-f562-4c60-ab7a-fc38afca83cc;367/369;9e075f28-f576-4ce1-be35-52c14eebdb6e;T;379;a529eb33-f0fd-499e-8d0d-e69166bf429a;L;0;76431;76431;20211201;C;18
022b2540-8ffa-4f5a-8c0e-0dc2cac8ba8b;4589;e16a10a0-1604-4ea8-9a81-c41d87154908;R;K4587;b79751bb-ef2e-4436-8c3f-3802a7a141d8;S;0;30815;30815;20211201;C;18
022f30f0-bdc9-435b-8c45-d659f60e4827;141;f95c26fd-224c-4be5-be79-94b0a006a1d2;R;143;3f4d1d84-e76a-4931-afe5-021962599437;V;0;37538;37538;20211201;C;18
0230b1c7-aa2b-43d2-b7d9-ce2b9b2b2728;1351A;403ab8ed-4925-47d7-959f-99d41ba9ef98;L;1355B;a4cf539e-49c7-4c1e-9161-0fc09a7af750;R;0;792891;792891;20211201;C;18
0232ea35-5b7e-4f26-a30c-9dcb8fc4f0b3;2135;b6118c4c-cd77-416b-aece-3bab641696f8;L;2137;79cda5b7-e27a-4f6a-838c-4067cda7ba78;L;0;57485;57485;20211201;C;18
02349e6d-fd3e-4f80-80d0-0e63df427682;435;444c3fda-9759-430e-869e-3c34b31fc975;R;SJ_435R;09fc8e3f-e5fe-44a3-986d-3bc1adf3bdea;;0;111231;111231;20211201;C;18
02381576-2f0e-492f-bd4e-964ae6cc9b7b;605;a31a41e5-e370-48ff-9b91-81a83960676e;V;606;6cc8a074-fcdf-4661-88da-4fe9f38ded10;R;0;40293;40293;20211201;C;18
023aed3c-2755-4509-ab8f-1031373a00d2;19;50ca9f3e-fddc-44f5-b38e-f8b1aa093ac3;R;ES_19R;db99ae9c-dc2a-451f-9fc5-e60f93b1e50a;;0;376287;376287;20211201;C;18
02418fc0-e791-43be-9833-19b34398c973;19;0c79195d-1b85-48f7-8e0c-e71de5328a21;R;23;aecc49e6-c21f-4062-adde-6dcd6b727779;V;0;40456;40456;20211201;C;18
0246dde2-0b84-48af-8697-4a2e6dd27cf8;857/859;d382de92-219e-4c03-a134-7809cf930589;Q;861;b61ebc90-b884-4ec3-8e22-f781fcb5e5c1;V;0;37529;37529;20211201;C;18
0247d38b-5285-406d-95d8-981330d8b768;1123B/1127A;a7096bb2-3f79-4138-ae73-52b611aea370;T;1127B;4fc144e2-46f6-43e6-9bb7-24f1584d79f0;L;0;238040;238040;20211201;C;18
024aa42b-f324-4541-80e1-d7b525e2fe63;45;f91a37cb-90ad-4e38-887d-2cc040296a9f;L;55;fe315be3-7297-48ed-9e8a-09b92a0d6d88;R;0;843639;843639;20211201;C;18
024d59a0-f92a-4af0-8837-9b5d7df66dbe;29;fa3d012a-eaef-4f97-8cef-f51d520dc880;V;ES_29V;eaa1f9b7-04fe-48df-902f-c95eff69fa87;;0;100713;100713;20211201;C;18
0259cffc-4c1a-4541-81c9-cc062ac85e05;43;c6ce145b-6975-46be-9cd1-500ccc106ccb;L;SJ_43L;73b58126-c5ee-4197-b802-d19bfd923cd1;;0;284421;284421;20211201;C;18
026a29ac-7d43-4394-9fbb-278a97ac5881;905;2d16e4f7-ff8e-433c-b10d-bd259cd866f7;R;912;8df7fe8f-c419-47ca-9bfc-4f8f29e88f9d;L;0;576069;576069;20211201;C;18
026b7e2e-46dc-4b56-9f5d-2f831a940ce8;205;7afe43d1-5f70-4b23-b76b-ffd8b6176e63;V;211B;6cbbd26a-66f4-47cf-872d-170a10f97d50;L;0;65662;65662;20211201;C;18
02700f11-d4fe-4702-baeb-ca3b1d1a872d;211A;61bce975-d771-4d07-b926-80a1c2da7d68;L;211B;e1d8befa-81e8-4e9d-ba56-2ac4d83b81e6;L;0;62208;62208;20211201;C;18
02712bd7-561d-40ee-beaa-07debaf2e9eb;86A/86B;fdbb6bdd-d1d2-4ba3-af0d-e1cf883a0b17;S;K4;1cf2fba8-ff7b-4bac-aed1-7da2aaf31648;T;0;45815;45815;20211201;C;18
027b383b-b1e8-40f6-9510-139a1b467f5e;1;4c2e2aa6-e685-4a6f-84ad-866197d6ef89;L;ES_1L;ca6bc51a-f02d-4255-a8fc-46dfa5556395;;0;293272;293272;20211201;C;18
029595e3-112d-452b-b822-121566ed7c9a;881;59f2a62b-f4b4-452c-a006-48a8498d55a1;R;SJ_881R;ebdb4021-7865-40a7-91e7-ba6ac427bfbe;;0;215657;215657;20211201;C;18
0297df96-382f-494e-82a0-5da55c3b6204;1215A;37fb24e8-cda1-471c-a78b-3f3b9f9a7e4a;R;1259A;fcc1231f-8ea3-42d6-8fe6-11d6b09bcf57;V;0;12698366;12698366;20211201;C;18
02995142-eaef-453d-b1be-908eadd00613;X0094;abad21d6-92f8-450f-ae60-63971185bc66;V;ES_X0094V;d93df220-0283-4cd5-af42-e526a695ff6a;;0;106581;106581;20211201;C;18
0299571a-0082-434f-92f6-7c28173c44d4;1105;16f8f0bd-17cf-4873-94ee-37a9da388ced;L;1106;af943729-e0ce-4c30-9641-0cb90ff12b98;V;0;747573;747573;20211201;C;18
029c1d46-8de2-4152-88d5-51eff1cca171;35A;7c5a65e9-0c66-41c0-ad27-e82898b8dc92;L;35B/39;a26f0597-05b7-41d7-ad9e-13e72d1daf52;Q;0;53852;53852;20211201;C;18
029c9988-aa31-4757-a1bf-615d4b1c5d60;75;f5a76dad-0c7b-4e7a-a244-86d71939cad3;L;931;bbdfbda3-5d85-4c4d-8e07-ad0d87f617ca;V;0;36516;36516;20211201;C;18
029dea9f-d235-4eb0-a9c4-beb1affaf3f9;149B/151;edefbacf-fca7-4dd2-b45d-34aaef322bef;P;153;c2075f17-a3cc-4088-aa2a-0a29a56941e6;V;0;16984;16984;20211201;C;18
