ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
2839;contractgebied;BVL;15;Driebergen;VolkerRail;;2012-04-13
2840;contractgebied;BASIS;31;IJsselstreek;VolkerRail;Veluwe;2012-06-26
2841;contractgebied;BAAN;23;Boxtel;BAM Rail;;2012-06-26
2842;contractgebied;BAAN;31;IJsselstreek;VolkerRail;Veluwe;2012-07-26
2843;contractgebied;BAAN;24;Eindhoven;Strukton Rail;De Peel;2012-08-09
2929;contractgebied;BAAN;8;Haarlem;VolkerRail;;2016-09-07
2844;contractgebied;BVL;23;Boxtel;BAM Rail;;2012-08-09
2845;contractgebied;BVL;24;Eindhoven;Strukton Rail;De Peel;2012-08-09
2846;contractgebied;BAAN;28;Maas en Waal;ASSET Rail;Gelre 2;2016-01-14
2847;contractgebied;BVL;28;Maas en Waal;ASSET Rail;Gelre 2;2016-01-14
2848;contractgebied;BASIS;18;Goes;VolkerRail;Zeeland;2016-06-10
2849;contractgebied;BAAN;18;Goes;VolkerRail;Zeeland;2016-06-10
2850;contractgebied;BVL;18;Goes;VolkerRail;Zeeland;2016-06-10
2930;contractgebied;BVL;8;Haarlem;VolkerRail;;2016-09-07
2931;contractgebied;BASIS;37;Groningen;Strukton Rail;Wadden;2016-04-07
2932;contractgebied;BASIS;26;Maastricht;Strukton Rail;;2016-04-08
2933;contractgebied;BAAN;26;Maastricht;Strukton Rail;;2016-04-08
2934;contractgebied;BVL;26;Maastricht;Strukton Rail;;2016-04-08
2935;contractgebied;BASIS;81;Rijn en Gouwe;Strukton Rail;Rijn en Gouwe;2016-05-02
2936;contractgebied;BASIS;34;Overijssel;Strukton Rail;Drenthe;2016-04-22
2937;contractgebied;BASIS;35;Drenthe;Strukton Rail;Drenthe;2016-04-22
2851;contractgebied;BASIS;2;Den Haag;BAM Rail;Den Haag;2016-04-18
2852;contractgebied;BAAN;2;Den Haag;BAM Rail;Den Haag;2016-04-18
2853;contractgebied;BVL;81;Rijn en Gouwe;Strukton Rail;Rijn en Gouwe;2016-04-18
2854;contractgebied;BVL;2;Den Haag;BAM Rail;Den Haag;2016-04-18
2938;contractgebied;BAAN;34;Overijssel;Strukton Rail;Drenthe;2016-04-22
2939;contractgebied;BAAN;35;Drenthe;Strukton Rail;Drenthe;2016-04-22
2940;contractgebied;BASIS;3;Rotterdam;VolkerRail;Rotterdam;2016-10-06
2941;contractgebied;BASIS;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;2016-10-06
