ID;SPOORTAK_IDENTIFICATIE;GEOCODE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
8772;624_221AL_32.8;624__;0,000;0,078;2016-12-14
16361;614_20V_47.3;614_c;0,000;0,041;2016-12-14
4116;586_213R_81.0;586__;0,000;0,237;2016-12-14
16624;940_363L_43.1;940__;0,000;0,041;2016-12-14
15026;624_255pV_32.7;624__;0,000;0,033;2016-12-14
15167;478_1253BL_1.8;478_a;0,000;0,052;2016-12-14
10177;549_283R_70.9;549_b;0,000;0,198;2016-12-14
17135;063_33AL_13.7;063__;0,000;0,059;2016-12-14
10919;625_267AL_15.6;625_b;0,000;0,066;2016-12-14
1409;087_900R_25.1;087__;0,000;0,148;2016-12-14
4313;513_53BV_25.1;513_a;0,000;0,117;2016-12-14
12716;128_61AR_13.2;128__;0,000;0,170;2016-12-14
10501;950_912R_17.0;950_a;0,000;0,355;2016-12-14
17323;135_915AqV_45.7;135__;0,000;0,031;2016-12-14
11180;608_909R_88.2;608_b;0,000;0,034;2016-12-14
10828;545_75BpV_22.3;545_b;0,000;0,034;2016-12-14
17290;035_911L_52.1;035__;0,000;0,027;2016-12-14
3641;851_86L_100.3;851_a;0,000;0,012;2016-12-14
4022;544_1123L_0.9;544_a;0,000;0,069;2016-12-14
13900;518_107AR_63.4;518__;0,000;0,054;2016-12-14
169;531_839L_1.5;531_d;0,000;0,322;2016-12-14
7580;093_73BV_9.2;093__;0,000;1,867;2016-12-14
7210;513_59R_25.2;513_a;0,000;0,090;2016-12-14
653;123_1BR_10.6;123__;0,000;8,035;2016-12-14
9067;588_802V_1.6;588__;0,000;0,011;2016-12-14
14860;550_105qV_26.0;550__;0,000;0,032;2016-12-14
8644;625_349AR_14.8;625_b;0,000;0,063;2016-12-14
14302;664_101AV_41.9;663_a;0,564;1,747;2016-12-14
2854;586_2521R_80.2;586__;0,000;0,083;2016-12-14
3228;927_3025V_905.2;927__;0,000;0,049;2016-12-14
13718;527_119AL_17.4;083__;0,545;6,791;2016-12-14
3031;518_131AL_63.7;518__;0,000;0,961;2016-12-14
7077;938_4591V_2.4;938__;0,000;0,035;2016-12-14
1348;085_211V_19.7;085__;0,000;0,081;2016-12-14
3333;486_914AqV_76.0;486_b;0,000;0,034;2016-12-14
10365;924_2301BV_525.0;924_b;0,000;0,021;2016-12-14
11020;520_141BqV_0.7;520_a;0,000;0,034;2016-12-14
4976;620_23L_41.7;620__;0,000;0,496;2016-12-14
16591;115_153AL_23.6;115_a;0,000;0,383;2016-12-14
11336;545_109AR_22.7;545_b;0,000;0,237;2016-12-14
3519;560_55BR_24.8;560__;0,000;0,052;2016-12-14
4151;522_219AL_58.1;522_b;0,000;0,168;2016-12-14
12660;433_36ApV_5.8;433__;0,000;0,033;2016-12-14
782;112_6123V_67.9;112__;0,000;4,739;2016-12-14
15843;478_1151V_0.7;478_a;0,000;0,029;2016-12-14
6163;478_1567L_1.8;478_a;0,000;0,041;2016-12-14
5491;614_2147R_47.8;614_c;0,000;0,067;2016-12-14
16510;506_47BV_43.4;506_b;0,000;0,012;2016-12-14
1345;606_905L_0.2;606_a;0,000;0,038;2016-12-14
14587;586_321BpV_81.4;586__;0,000;0,028;2016-12-14
16072;127_461BqV_73.2;127_a;0,000;0,031;2016-12-14
9223;062_433AL_38.1;062__;0,000;0,968;2016-12-14
8006;603_147BV_3.4;603_a;0,000;0,002;2016-12-14
14101;115_59V_12.0;115_a;0,000;0,056;2016-12-14
12345;541_143AL_2.3;135__;0,068;9,369;2016-12-14
14982;550_937L_25.9;550__;0,000;0,065;2016-12-14
3713;486_415BV_77.6;486_b;0,000;0,133;2016-12-14
2414;437_263AR_1.1;507_b;0,400;0,532;2016-12-14
10023;950_475AV_8.2;950_a;0,000;0,023;2016-12-14
4389;530_95BV_11.6;530_b;0,000;0,751;2016-12-14
220;531_521AL_36.0;531_c;0,000;0,223;2016-12-14
532;478_1517L_0.8;478_a;0,000;0,910;2016-12-14
277;546_1063BR_3.6;531_a;2,739;2,943;2016-12-14
13208;553_245AR_21.4;553_c;0,000;0,072;2016-12-14
9530;017_61AL_70.9;017__;0,000;0,076;2016-12-14
14253;608_53BV_88.6;608_b;0,000;0,036;2016-12-14
14879;543_145qV_44.9;543_c;0,000;0,031;2016-12-14
12606;544_1079AR_0.2;544_a;0,000;0,125;2016-12-14
5167;506_31AqV_43.1;506_b;0,000;0,031;2016-12-14
13682;128_7BV_12.4;128__;0,000;0,018;2016-12-14
2552;618_109AR_51.3;618_b;0,000;0,448;2016-12-14
1920;545_211AL_23.7;545_b;0,000;0,065;2016-12-14
12605;544_1073L_0.1;544_a;0,000;0,060;2016-12-14
2788;476_52R_201.7;476_b;0,000;0,133;2016-12-14
13166;097_3605L_22.0;097__;0,000;0,139;2016-12-14
12879;544_1109AR_0.9;544_a;0,000;0,093;2016-12-14
12339;520_163R_36.6;520_c;0,000;0,046;2016-12-14
1191;039_5103L_107.6;039__;0,000;0,249;2016-12-14
14579;024_201AR_25.7;024__;0,000;0,060;2016-12-14
10345;926_33V_1.7;926__;0,000;0,033;2016-12-14
5404;609_261L_28.7;609__;0,000;0,203;2016-12-14
8098;603_169BqV_3.9;603_a;0,000;0,034;2016-12-14
10511;950_965R_12.6;950_a;0,000;0,108;2016-12-14
2;103_601L_18.3;837__;0,071;0,441;2016-12-14
10374;950_803AL_9.7;950_a;0,000;0,062;2016-12-14
3373;609_95BL_27.5;609__;0,000;0,064;2016-12-14
2241;542_1267AR_29.9;542_a;0,000;0,679;2016-12-14
12261;817_1277BV_200.6;817_e;0,000;0,012;2016-12-14
1133;084_5V_9.4;084__;0,000;5,300;2016-12-14
3951;066_6V_26.5;781_b;0,751;1,430;2016-12-14
13169;950_661AR_7.3;950_a;0,000;0,025;2016-12-14
10607;801_954R_7.9;801_a;0,000;0,161;2016-12-14
9636;608_65BpV_88.9;608_b;0,000;0,034;2016-12-14
15040;586_261AL_81.1;586__;0,000;0,067;2016-12-14
4476;506_617L_44.0;506_b;0,000;0,191;2016-12-14
1327;021_11AR_86.5;021__;0,000;0,105;2016-12-14
8034;100_2101AR_7.7;100__;0,000;0,106;2016-12-14
3714;613_197BV_76.2;036__;0,152;7,485;2016-12-14
857;551_139R_22.6;551_b;0,000;0,067;2016-12-14
1916;017_351AV_31.8;017__;0,000;5,016;2016-12-14
2000;608_67R_88.9;608_b;0,000;0,283;2016-12-14
9704;107_173L_18.6;107__;0,000;1,468;2016-12-14
15168;524_253BL_70.4;524_b;0,000;0,171;2016-12-14
15764;618_49AL_58.6;618_c;0,000;0,060;2016-12-14
16205;550_910AL_25.8;550__;0,000;0,038;2016-12-14
1082;116_1331R_31.7;116_a;0,000;0,033;2016-12-14
7046;155_4313V_64.5;155_b;0,000;0,041;2016-12-14
7806;469_336AqV_601.9;469_g;0,000;0,029;2016-12-14
13263;027_957AR_149.2;027__;0,000;0,292;2016-12-14
4491;613_169BV_75.0;613__;0,000;0,267;2016-12-14
4461;305_1V_14.8;305__;0,000;2,513;2016-12-14
12560;620_85L_42.3;620__;0,000;0,023;2016-12-14
140;158_4745R_101.8;611_c;2,491;4,628;2016-12-14
13395;081_976V_74.5;081__;0,000;0,036;2016-12-14
16617;506_47AR_43.3;506_b;0,000;0,076;2016-12-14
12366;517_185V_0.1;517_a;0,000;0,017;2016-12-14
14032;666_4233L_47.9;666_b;0,000;0,115;2016-12-14
11685;516_948V_74.6;516_b;0,000;0,195;2016-12-14
9751;026_233BqV_26.0;026__;0,000;0,034;2016-12-14
10628;073_1119AR_1.3;073__;0,000;0,064;2016-12-14
17047;047_35AR_41.9;047__;0,000;0,788;2016-12-14
11612;950_945R_12.7;950_a;0,000;0,059;2016-12-14
13050;653_7R_102.0;653__;0,000;0,510;2016-12-14
4695;163_1033V_44.0;163__;0,000;0,351;2016-12-14
5466;614_2227V_48.5;614_c;0,000;0,007;2016-12-14
5905;502_285AL_101.4;502_b;0,000;0,097;2016-12-14
11898;617_1197BV_40.2;617_a;0,000;0,024;2016-12-14
14723;586_235AR_81.0;586__;0,000;0,064;2016-12-14
15034;478_1161V_0.8;478_a;0,000;0,029;2016-12-14
7383;503_129V_43.1;503_c;0,000;0,034;2016-12-14
5089;504_17AV_17.1;521_a;7,439;7,737;2016-12-14
14596;586_325BV_81.4;586__;0,000;0,123;2016-12-14
6548;950_XXXR_7.5;950_a;0,000;0,093;2016-12-14
17367;054_9005V_53.6;054_a;0,000;0,040;2016-12-14
708;478_1577L_2.0;478_a;0,000;0,120;2016-12-14
16768;614_404R_48.4;614_c;0,000;0,041;2016-12-14
14172;478_1267L_1.8;478_a;0,000;0,193;2016-12-14
6016;514_953V_17.4;514_a;0,000;0,015;2016-12-14
8922;560_55BpV_24.8;560__;0,000;0,034;2016-12-14
4799;051_301R_50.9;051__;0,009;2,218;2016-12-14
1929;618_135L_50.9;618_b;0,000;1,409;2016-12-14
4706;127_463R_73.1;127_a;0,000;0,379;2016-12-14
16140;504_911V_18.1;504_b;0,000;0,040;2016-12-14
12829;501_143pV_80.7;501__;0,000;0,032;2016-12-14
6296;521_403L_22.2;521_b;0,000;0,257;2016-12-14
7960;606_45AR_37.6;606_a;0,057;0,064;2016-12-14
11439;135_2061L_42.7;135__;0,000;0,201;2016-12-14
17441;534_1025R_44.9;534_b;0,000;0,323;2016-12-14
8299;606_71AR_0.2;606_a;0,000;0,073;2016-12-14
11241;545_217AL_23.7;545_b;0,000;0,042;2016-12-14
12108;541_141BV_2.3;541_a;0,000;0,018;2016-12-14
8987;664_901AR_42.8;664_b;0,000;0,221;2016-12-14
7351;938_4625pV_3.6;938__;0,000;0,033;2016-12-14
16637;519_23AL_46.0;519_a;0,000;0,311;2016-12-14
11433;950_TRV_39.2;950_a;0,000;0,706;2016-12-14
3980;624_227AL_32.8;624__;0,000;0,104;2016-12-14
2930;536_249AL_60.8;536__;0,000;0,585;2016-12-14
2799;503_91BpV_43.8;503_c;0,000;0,034;2016-12-14
14518;586_97BV_80.6;586__;0,000;0,219;2016-12-14
4625;543_185L_45.3;543_c;0,000;0,089;2016-12-14
7414;509_9AV_35.1;088__;0,069;5,887;2016-12-14
10992;924_975R_34.5;924_a;0,000;0,032;2016-12-14
5763;614_2153V_47.9;614_c;0,000;0,008;2016-12-14
