ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT
1304440;516_907L_1.9;0,000;0,387;516_a;1,908;2,285
1304441;546_1031R_12.7;0,222;0,523;546_a;0,200;0,500
1304442;527_85AL_17.1;0,000;0,067;527_c;17,148;17,215
1304443;527_75AL_17.1;0,000;0,060;527_c;17,088;17,148
1304444;817_1215R_115.2;1,033;1,039;817_e;200,100;200,106
1304445;470_1123R_302.5;0,012;0,246;470_i;320,000;320,234
1304657;606_85AL_0.6;0,000;0,069;606_a;0,599;0,670
1304658;555_233L_83.5;0,000;0,406;555__;83,541;83,136
1304659;011_807L_68.3;0,000;0,438;011__;68,265;68,688
1304660;011_66V_69.0;0,000;0,352;011__;68,967;69,319
1304661;011_61ApV_68.9;0,000;0,034;011__;68,939;68,973
1304662;011_317L_69.6;0,000;0,278;011__;69,598;69,319
1304663;517_11AV_68.7;0,039;2,037;056__;2,000;0,000
1304664;517_11AV_68.7;2,037;2,787;780__;19,330;18,583
1304665;517_11AV_68.7;0,000;0,039;517_b;68,672;68,636
1304666;017_31AL_62.1;0,000;0,060;017__;62,069;62,128
1304667;551_115BV_21.9;0,000;0,488;551_b;21,935;22,423
1304668;124_907V_2.9;0,000;0,039;124_a;2,877;2,838
1304669;564_1353R_23.8;0,085;0,304;564_d;100,001;100,225
1304670;564_1353R_23.8;0,000;0,085;564_b;23,814;23,901
1304671;517_157BV_70.0;0,000;0,093;517_a;0,002;0,100
1304672;614_401AR_48.6;0,061;0,069;051__;48,700;48,708
1304673;614_401AR_48.6;0,000;0,061;614_c;48,639;48,699
1304674;009_115AR_148.1;0,000;1,300;009__;148,147;149,437
1304675;653_27BV_102.6;0,000;0,035;653__;102,594;102,630
1304904;121_523AR_8.4;0,000;5,880;121_a;8,369;2,500
1304905;490_108R_4.8;0,000;0,328;490_b;4,828;4,500
1304906;057_15AL_6.3;0,000;0,123;057__;6,305;6,425
1304907;927_3025V_905.2;0,000;0,049;927__;905,176;905,219
1304908;485_41R_101.1;0,000;0,064;485_d;101,083;101,146
1304909;485_99V_101.3;0,000;0,052;485_d;101,258;101,310
1304910;950_1003R_39.8;0,000;0,858;950_a;39,807;38,962
1304911;478_1613V_3.0;0,000;0,008;478_a;3,001;3,008
1304912;517_77AL_69.4;0,000;0,563;517_b;69,390;69,950
1304913;517_77AL_69.4;0,563;0,654;517_a;0,001;0,107
1304914;501_175BV_81.0;0,762;1,182;552_b;81,800;82,222
1304915;950_1007pV_39.8;0,000;0,034;950_a;39,829;39,861
1304916;950_1001L_39.8;0,000;0,027;950_a;39,807;39,832
1304917;478_1579V_2.0;0,000;0,075;478_a;2,029;2,101
1304918;478_1641R_2.3;0,000;0,074;478_a;2,302;2,229
1304919;133_1183BqV_20.1;0,000;0,034;133_a;20,142;20,108
1304920;133_1181AL_20.0;0,000;0,111;133_a;20,014;20,125
1304921;133_963R_20.6;0,000;0,474;133_a;20,556;20,075
1304062;144_1511R_151.9;0,000;0,884;144_a;151,858;151,000
1304063;144_1511R_151.9;0,884;1,508;589_c;151,000;150,409
1304065;546_1063BR_3.6;0,034;2,739;094__;3,600;0,900
1304066;546_1063BR_3.6;2,739;2,943;531_a;0,900;0,700
1304067;546_1063BR_3.6;0,000;0,034;546_b;3,634;3,600
1304068;112_351AL_62.5;0,000;4,430;112__;62,470;66,893
1304069;470_255bR_101.2;0,000;0,248;470_a;101,173;100,925
1304070;470_50V_202.1;0,000;0,106;470_e;202,143;202,037
1304071;531_879R_1.6;0,000;0,038;531_d;1,587;1,620
1304247;525_479L_79.0;0,000;0,699;525_b;78,992;78,333
1304248;620_97AR_42.6;0,000;0,115;620__;42,585;42,700
1304249;620_97AR_42.6;0,115;14,636;075__;42,700;57,194
1304250;666_443R_29.1;1,209;1,236;666_b;47,278;47,305
1304251;666_443R_29.1;0,000;0,022;666_a;29,146;29,125
1304252;625_233R_17.4;0,004;1,769;625_b;17,400;15,646
1304253;123_3BV_10.7;0,000;0,834;123__;10,714;11,538
1304254;618_907R_50.4;0,000;0,336;618_b;50,358;50,011
1304255;046_203L_34.7;0,000;1,241;046__;34,665;35,905
1304256;545_906BL_22.0;0,000;0,044;545_b;21,958;21,913
1304446;470_1123R_302.5;0,000;0,012;470_g;302,470;302,482
1304447;094_1091BL_2.7;0,000;0,873;094__;2,716;1,841
1304448;103_303R_28.8;0,000;4,331;103__;28,827;24,500
1304449;525_479L_79.0;0,699;0,724;525_c;180,700;180,675
1304450;620_57L_42.2;0,000;0,160;620__;42,148;41,992
1304451;206_101V_12.2;10,805;11,016;603_a;4,149;3,939
1304452;020_5V_60.3;12,884;13,674;505_b;47,400;46,600
1304453;020_5V_60.3;13,674;13,828;089__;46,600;46,447
1304454;474_958R_101.0;0,000;0,111;474_a;100,988;101,092
1304455;474_958R_101.0;0,111;0,876;474_b;110,100;110,862
1304456;057_15BV_6.4;0,000;4,797;057__;6,425;11,223
1304457;531_845R_1.5;0,000;0,289;531_d;1,524;1,811
1304676;603_3139L_3.1;0,000;0,051;603_a;3,052;3,002
1304677;603_921V_3.1;0,000;0,042;603_a;3,076;3,035
1304678;603_3173L_3.5;0,000;0,089;603_a;3,459;3,548
1304679;028_1011L_52.8;0,000;0,480;028__;52,792;53,271
1304680;124_905L_3.4;0,000;0,542;124_a;3,419;2,877
1304681;501_933V_80.4;0,000;0,072;501__;80,425;80,495
1304682;525_499AL_79.2;0,574;0,945;586__;79,800;80,176
1304683;525_499AL_79.2;0,000;0,574;525_b;79,230;79,800
1304684;950_197L_7.6;0,000;0,755;950_a;7,570;6,817
1304685;076_1675R_12.3;0,000;1,045;076__;12,327;13,372
1304686;076_1675L_12.3;0,000;0,090;076__;12,327;12,416
1304687;517_153BV_69.9;0,038;0,284;517_a;0,000;0,246
1304688;517_153BV_69.9;0,000;0,038;517_b;69,915;69,949
1304689;618_187AL_50.9;0,000;0,267;618_b;50,903;50,635
1304690;099_1021BR_6.2;5,759;5,960;529__;23,392;23,195
1304922;536_239R_60.7;0,000;0,534;536__;60,743;61,280
1304923;469_337V_602.0;0,000;0,026;469_g;601,951;601,977
1304924;469_338V_602.0;0,000;0,115;469_g;601,977;602,091
1304925;469_332L_601.5;0,000;0,416;469_g;601,519;601,928
1304926;486_959L_74.9;0,096;0,424;081__;74,798;74,468
1304927;486_959L_74.9;0,000;0,096;486_b;74,894;74,800
1304928;817_75V_206.6;0,000;0,319;817_e;206,591;206,906
1304929;470_201L_305.3;0,014;0,196;470_k;375,000;375,181
1304930;470_201L_305.3;0,000;0,014;470_g;305,296;305,310
1304931;002_393V_69.0;0,000;6,416;002__;69,029;75,447
1304932;501_941L_80.5;0,000;0,168;501__;80,535;80,378
1304933;508_2089L_91.3;0,000;0,162;508__;91,311;91,475
1304934;508_2095L_91.4;0,000;0,038;508__;91,412;91,449
1304935;543_183AL_45.3;0,000;0,140;543_c;45,313;45,452
1304936;543_183AL_45.3;0,140;0,354;543_b;15,700;15,912
1304937;001_1145L_15.3;0,000;0,537;001_a;15,339;15,875
1304938;501_181BV_81.1;0,000;0,688;501__;81,111;81,800
1304072;531_867R_1.6;0,000;0,280;531_d;1,554;1,831
1304073;145_957BV_56.6;1,941;2,071;133_a;8,505;8,635
1304074;145_957BV_56.6;0,000;0,506;145__;56,594;57,100
1304075;145_957BV_56.6;0,506;1,941;558_a;57,100;58,505
1304076;158_4747V_101.9;2,373;4,513;611_c;602,000;604,136
1304077;063_31BV_13.8;0,000;5,608;063__;13,751;19,355
1304078;546_1063BR_3.6;2,943;3,190;531_c;34,314;34,532
1304079;063_33BV_13.8;0,000;5,498;063__;13,750;19,245
1304080;531_1467L_1.1;0,000;0,017;531_d;1,141;1,156
1304081;609_247L_28.0;0,000;0,035;609__;28,020;28,054
1304257;115_53BV_11.6;0,000;0,747;115_a;11,589;12,339
1304258;950_827L_10.9;0,120;0,808;469_a;100,000;100,709
1304259;502_247L_100.3;0,000;0,426;502_b;100,258;100,683
1304260;517_95BV_69.6;0,000;0,304;517_b;69,550;69,853
1304261;101_1067BR_12.3;0,000;0,183;101__;12,283;12,100
1304262;101_1067BR_12.3;0,183;1,485;532__;12,100;10,800
1304263;101_1067BR_12.3;1,485;4,600;100__;10,800;7,681
1304264;133_1015L_8.7;0,000;0,147;133_a;8,651;8,505
1304265;553_325AR_22.6;0,175;5,567;062__;22,800;28,194
1304266;553_325AR_22.6;0,000;0,175;553_c;22,625;22,800
1304267;546_1013L_4.5;0,309;0,930;546_c;13,299;13,918
1304268;546_1013L_4.5;0,110;0,309;546_g;100,100;100,300
1304458;470_206V_304.8;0,000;1,435;470_g;304,777;303,326
1304459;805_7111L_400.2;0,000;0,183;805_c;400,215;400,398
1304460;545_982L_23.0;0,000;0,054;545_b;23,028;22,975
1304461;545_909L_21.8;0,000;0,255;545_b;21,785;21,531
1304462;476_47L_200.4;0,356;0,417;476_a;101,797;101,738
1304463;476_47L_200.4;0,000;0,356;476_b;200,351;200,000
1304464;587_479R_6.9;0,000;0,190;587_a;6,919;6,729
1304465;032_3V_15.8;0,000;1,788;032__;15,793;14,000
1304466;032_3V_15.8;1,788;1,879;546_c;14,000;13,908
1304467;545_908R_21.8;0,000;0,061;545_b;21,848;21,785
1304468;545_909R_21.8;0,287;0,298;120_b;199,949;199,960
1304469;545_909R_21.8;0,000;0,287;545_b;21,785;21,500
1304691;017_61BV_71.0;0,000;11,837;017__;70,967;82,800
1304692;017_61BV_71.0;11,837;12,713;604_b;82,800;83,673
1304693;017_61BV_71.0;12,713;13,487;604_a;45,162;45,932
1304694;550_45L_25.3;0,000;0,382;550__;25,337;24,957
1304695;609_201V_28.5;0,000;0,072;609__;28,468;28,539
1304696;009_67AL_127.7;0,000;9,885;009__;127,722;137,590
1304697;603_3081R_2.6;0,000;0,361;603_a;2,564;2,919
1304698;080_3257V_6.1;0,000;0,026;080__;6,139;6,165
1304939;501_181BV_81.1;0,688;1,245;552_b;81,800;82,358
1304940;618_183AL_50.9;0,000;0,074;618_b;50,917;50,844
1304941;525_1301BL_180.5;0,000;0,132;525_c;180,518;180,386
1304942;503_177pV_42.2;0,000;0,033;503_c;42,192;42,225
1304943;606_924V_0.7;0,000;0,046;606_a;0,703;0,748
1304944;076_1641R_12.0;0,000;0,432;076__;12,038;12,457
1304945;564_971L_23.7;0,000;0,322;564_b;23,719;24,039
1304946;564_958L_24.1;0,000;0,057;564_b;24,135;24,079
1304947;606_101AL_0.8;0,000;0,206;606_a;0,843;1,046
1304948;586_153AL_80.8;0,000;0,046;586__;80,827;80,873
1304949;437_957L_0.8;0,000;0,610;437_a;0,844;0,240
1304950;011_37BL_68.7;0,000;0,310;011__;68,671;68,984
1304951;606_105AL_0.9;0,000;0,052;606_a;0,917;0,968
1304952;121_523AR_8.4;5,880;7,479;544_b;21,560;23,151
1304953;938_4603R_2.6;0,000;0,904;938__;2,592;3,498
1304954;486_801R_76.6;0,000;0,062;486_b;76,583;76,645
1304955;552_253L_83.1;0,000;0,728;552_b;83,127;82,401
1304956;503_85BV_43.9;0,000;0,016;503_c;43,912;43,897
1304957;502_263AL_100.6;0,000;0,069;502_b;100,615;100,683
1304082;531_885V_1.5;0,000;0,030;531_d;1,476;1,509
1304083;531_2643V_34.6;0,000;0,730;531_c;34,649;35,361
1304084;006_1017AR_10.1;0,438;1,013;600_b;10,500;11,076
1304085;006_1017AR_10.1;0,000;0,438;006__;10,063;10,500
1304086;531_861L_1.4;0,000;0,075;531_d;1,441;1,518
1304087;531_829L_1.3;0,000;0,084;531_d;1,331;1,406
1304088;531_857R_1.4;0,000;0,416;531_d;1,406;1,821
1304089;027_941R_148.6;1,074;2,173;587_c;147,500;146,400
1304090;027_941R_148.6;0,000;1,074;027__;148,569;147,500
1304091;027_941R_148.6;2,173;2,333;585__;8,103;8,260
1304092;144_1401V_156.0;0,000;0,140;144_a;156,032;156,172
1304093;005_75L_114.2;0,000;0,103;005__;114,191;114,293
1304094;519_17AV_45.8;0,153;6,700;062__;45,600;39,092
1304095;519_17AV_45.8;0,000;0,153;519_a;45,752;45,600
1304096;531_1173AR_1.1;0,000;0,086;531_d;1,111;1,041
1304269;588_411AR_2.8;1,533;3,100;096_b;104,300;105,854
1304270;009_21BV_114.7;0,000;0,229;009__;114,716;114,945
1304271;517_85BpV_69.5;0,000;0,034;517_b;69,474;69,441
1304272;545_185AL_23.3;0,000;0,520;545_b;23,314;23,839
1304273;623_335R_17.7;0,244;0,572;103__;18,000;18,324
1304274;623_335R_17.7;0,000;0,244;623__;17,758;18,000
1304275;545_907L_21.9;0,000;0,363;545_b;21,913;21,545
1304276;517_181L_0.1;0,051;0,298;517_b;69,950;69,710
1304277;517_181L_0.1;0,000;0,051;517_a;0,063;0,001
1304278;525_441AL_78.1;0,000;0,921;525_b;78,101;78,992
1304279;118_3V_89.1;0,000;1,488;118__;89,099;90,588
1304280;478_1033L_0.4;0,000;0,425;478_a;0,387;0,752
1304470;132_295AL_40.4;0,000;7,531;132__;40,353;47,881
1304471;817_1261L_200.2;0,000;0,377;817_e;200,199;200,572
1304472;545_961R_22.6;0,000;0,080;545_b;22,587;22,668
1304473;073_1105AR_1.0;0,000;0,135;073__;0,984;1,120
1304474;073_1111V_1.2;0,000;0,142;073__;1,155;1,301
1304475;516_916R_2.0;0,000;0,207;516_a;2,018;2,222
1304476;121_503V_9.4;0,000;0,963;121_a;9,399;8,437
1304477;501_135L_80.7;0,000;0,072;501__;80,657;80,595
1304478;501_931R_80.3;0,000;0,077;501__;80,323;80,246
1304479;478_1589R_1.9;0,000;0,194;478_a;1,945;2,128
1304480;133_1175pV_20.0;0,000;0,034;133_a;19,993;19,960
1304481;950_TRL_39.2;0,000;0,371;950_a;39,171;38,844
1304482;586_2557L_80.4;0,000;0,065;586__;80,371;80,436
1304699;200_221V_24.0;0,000;2,070;200__;23,977;26,044
1304700;437_955L_0.9;0,000;0,699;437_a;0,903;0,205
1304701;112_467BV_67.2;0,000;5,526;112__;67,235;72,751
1304702;950_662R_7.3;0,000;0,325;950_a;7,347;7,690
1304703;071_5BV_20.0;0,000;7,906;071__;19,977;27,883
1304958;009_47R_126.9;0,000;0,843;009__;126,867;127,710
1304959;127_391BL_48.6;0,000;0,064;127_a;48,585;48,521
1304960;520_45BV_28.3;0,000;0,045;520_b;28,323;28,368
1304961;508_2153V_92.2;0,092;0,137;037__;92,300;92,345
1304962;133_1131AL_19.6;0,000;0,401;133_a;19,551;19,951
1304963;133_1135BV_19.8;0,000;0,907;133_a;19,766;20,674
1304964;661_127V_22.0;0,062;0,561;661_a;0,300;0,800
1304965;927_3039V_905.3;0,000;0,039;927__;905,297;905,327
1304966;927_3021V_905.2;0,000;0,080;927__;905,225;905,297
1304967;503_125AR_43.2;0,000;0,064;503_c;43,195;43,131
1304968;542_1233BL_29.8;0,000;0,053;542_a;29,780;29,728
1304969;542_1245AL_29.8;0,000;0,094;542_a;29,780;29,873
1304970;531_1171BV_1.4;0,401;0,941;531_c;33,997;34,508
1304971;531_1171BV_1.4;0,000;0,401;531_d;1,389;1,000
1304972;212_195L_38.4;0,000;1,258;212__;38,426;39,681
1304973;478_1359V_3.1;0,000;0,099;478_a;3,104;3,180
1304974;517_79L_69.4;0,000;0,355;517_b;69,398;69,755
1304975;517_75R_69.3;0,000;0,044;517_b;69,340;69,390
1304976;586_289BpV_81.2;0,000;0,034;586__;81,249;81,215
1304977;586_281qV_81.2;0,000;0,034;586__;81,211;81,179
1304978;203_351R_41.8;0,000;0,103;203__;41,825;41,928
1303899;950_301L_16.2;0,000;0,451;950_a;16,201;15,751
1303900;950_333qV_17.4;0,000;0,034;950_a;17,350;17,317
1303901;543_181AL_45.2;0,000;0,827;543_c;45,223;46,049
1303902;503_119AL_43.2;0,000;0,979;503_c;43,142;42,163
1303903;950_101L_6.8;0,000;0,392;950_a;6,808;6,435
1303904;514_53L_65.3;0,068;0,437;514_a;17,417;17,061
1303905;514_53L_65.3;0,000;0,068;514_b;65,333;65,400
1303906;924_3253BqV_34.2;0,000;0,032;924_a;34,208;34,177
1303907;950_475BV_8.3;0,000;2,300;950_a;8,265;10,566
1303908;553_921L_21.6;0,000;0,100;553_c;21,609;21,713
1303909;552_223L_82.4;1,416;3,720;003__;83,800;86,100
1303910;552_223L_82.4;3,720;4,116;548__;86,100;86,496
1303911;552_223L_82.4;0,000;1,416;552_b;82,388;83,800
1303912;517_77BV_69.5;0,000;0,498;517_b;69,457;69,950
1303913;517_77BV_69.5;0,498;0,549;517_a;0,001;0,063
1304097;133_1021L_8.8;0,000;0,330;133_a;8,835;8,505
1304098;133_1021L_8.8;0,609;1,234;558_b;158,226;157,600
1304099;099_1025AL_6.2;0,000;1,173;099__;6,173;7,330
1304100;099_1025AL_6.2;1,173;2,157;532__;10,812;11,790
1304101;133_1123BV_19.3;0,000;0,699;133_a;19,279;19,976
1304102;085_327AR_32.8;0,000;0,060;085__;32,814;32,873
1304103;527_115R_17.4;0,004;0,607;527_b;0,500;1,100
1304104;527_115R_17.4;0,000;0,004;527_c;17,384;17,388
1304105;609_217L_28.8;0,000;0,706;609__;28,754;28,047
1304106;609_283L_27.6;0,000;0,299;609__;27,554;27,252
1304107;516_907R_1.9;0,000;0,146;516_a;1,908;2,049
1304108;613_185BpV_75.8;0,000;0,034;613__;75,808;75,774
1304109;555_359qV_84.3;0,000;0,041;555__;84,259;84,219
1304110;212_175V_34.0;0,000;4,426;212__;34,012;38,426
1304111;212_175R_34.0;0,000;0,202;212__;34,012;33,809
1304281;027_931R_147.6;1,180;1,442;585__;8,102;8,363
1304282;027_931R_147.6;0,000;0,074;027__;147,575;147,500
1304283;200_229L_26.0;0,155;4,515;815_a;0,100;4,464
1304284;205_429V_13.0;0,000;2,515;205__;12,954;15,468
1304285;116_1331R_31.7;0,033;0,735;116_b;99,800;100,500
1304286;501_902V_79.6;0,263;0,372;002__;79,300;79,200
1304287;501_902V_79.6;0,000;0,263;501__;79,563;79,300
1304288;478_1033R_0.4;0,000;0,360;478_a;0,387;0,715
1304289;470_1120R_303.3;0,000;0,014;470_g;303,326;303,340
1304290;546_1013L_4.5;0,000;0,110;546_b;4,492;4,384
1304291;520_163V_36.6;0,000;0,347;520_c;36,647;36,999
1304292;520_163V_36.6;0,347;0,365;072_a;37,000;37,019
1304293;127_309BV_12.3;0,000;0,012;127_a;12,271;12,284
1304294;127_307AL_12.2;0,000;0,064;127_a;12,207;12,271
1304295;020_5L_60.3;0,014;0,958;612_b;60,300;61,243
1304483;517_157AR_69.9;0,050;0,238;517_a;0,000;0,190
1304484;133_1011R_8.5;0,005;0,152;133_a;8,505;8,651
1304485;133_1011R_8.5;0,000;0,005;558_a;58,500;58,505
1304486;564_1365R_23.8;0,000;0,116;564_b;23,779;23,902
1304487;564_1365R_23.8;0,116;0,405;564_d;100,002;100,311
1304488;508_2057R_91.1;0,000;1,006;508__;91,109;92,113
1304489;501_119L_80.7;0,000;0,154;501__;80,736;80,892
1304490;501_151R_80.7;0,000;0,102;501__;80,763;80,871
1304491;084_3V_9.3;0,000;5,212;084__;9,325;4,100
1304492;084_3V_9.3;5,212;7,761;523_b;177,459;180,000
1304493;620_81BqV_42.3;0,000;0,033;620__;42,304;42,271
1304494;501_139V_80.7;0,000;0,017;501__;80,706;80,723
1304495;485_10R_76.9;0,090;0,136;485_f;200,100;200,146
1304496;485_10R_76.9;0,000;0,090;485_c;76,863;76,774
1304704;105_91AV_23.1;0,000;4,721;105__;23,073;18,349
1304705;553_919R_21.6;0,000;0,141;553_c;21,560;21,713
1304706;555_335qV_84.1;0,000;0,042;555__;84,102;84,060
1304707;520_157AL_0.8;0,000;0,040;520_a;0,809;0,845
1304708;144_1507R_151.9;0,000;0,110;144_a;151,858;151,748
1304709;520_820L_0.9;0,000;0,096;520_a;0,868;0,953
1304710;076_1611R_11.4;0,000;0,594;076__;11,440;12,028
1304711;520_123AR_0.5;0,000;0,060;520_a;0,513;0,573
1304712;508_2111R_91.6;0,000;0,169;508__;91,617;91,449
1304713;508_2107R_91.5;0,000;0,281;508__;91,481;91,759
1304714;031_265R_29.9;0,000;0,800;031_a;29,886;30,683
1304715;503_171AR_42.3;0,000;0,088;503_c;42,304;42,212
1304716;586_133AV_80.7;0,000;0,334;586__;80,724;80,392
1304717;613_904L_75.7;0,000;0,296;613__;75,736;76,030
1304718;517_253AL_0.9;0,066;1,539;516_a;1,000;2,471
1304719;517_253AL_0.9;0,000;0,066;517_a;0,934;1,000
1304720;081_961V_74.4;0,000;0,033;081__;74,398;74,366
1304979;017_9AV_49.3;0,000;8,360;017__;49,272;40,914
1304980;501_951V_80.4;0,000;0,030;501__;80,400;80,372
1304981;620_71AR_42.2;0,000;0,048;620__;42,207;42,253
1304982;011_805R_68.2;0,000;0,537;011__;68,209;68,733
1304983;478_1615L_3.0;0,000;0,177;478_a;3,008;3,148
1304984;478_1615L_3.0;0,177;0,472;479_a;300,000;300,288
1304985;485_98AL_101.2;0,000;0,051;485_d;101,207;101,258
1304986;514_77BV_17.3;0,000;0,066;514_a;17,337;17,271
1304987;924_37-38L_35.3;0,000;0,934;924_a;35,299;34,368
1303914;119_123AL_21.3;0,000;3,630;119_a;21,253;17,594
1303915;817_1213L_115.3;1,094;1,116;817_e;200,100;200,121
1303916;817_1213L_115.3;0,000;1,094;817_a;115,321;114,205
1303917;076_1615R_11.5;0,000;0,700;076__;11,492;12,168
1303918;087_5R_21.2;0,000;0,836;087__;21,239;22,079
1303919;950_109AR_6.8;0,000;0,099;950_a;6,848;6,947
1303920;950_113qV_7.0;0,000;0,031;950_a;7,042;7,011
1303921;950_223L_7.6;0,000;0,056;950_a;7,632;7,569
1303922;618_61R_58.9;0,000;0,003;618_c;58,894;58,897
1303923;618_61R_58.9;0,003;0,673;618_b;51,595;50,925
1303924;664_897BL_42.9;0,000;1,641;664_b;42,941;41,300
1303925;603_109BV_3.0;0,000;0,255;603_a;2,984;3,242
1304112;203_343R_34.5;0,007;7,436;203__;34,500;41,928
1304113;133_1013V_8.6;0,000;1,389;133_a;8,632;10,019
1304114;451_101R_74.4;0,000;0,487;451_b;74,380;74,869
1304115;451_101R_74.4;0,487;1,591;203__;53,764;52,674
1304116;078_205AV_64.8;0,000;6,405;078__;64,798;58,400
1304117;078_205AV_64.8;6,405;6,435;522_b;58,400;58,370
1304118;531_839L_1.5;0,000;0,322;531_d;1,510;1,829
1304119;531_837R_1.4;0,000;0,063;531_d;1,443;1,510
1304120;531_871R_1.6;0,000;0,220;531_d;1,614;1,831
1304121;803_52AL_103.2;0,000;0,314;803_h;103,226;103,541
1304296;020_5L_60.3;0,000;0,014;020__;60,286;60,300
1304297;527_931L_0.6;0,000;0,363;527_b;0,571;0,941
1304298;520_143AL_0.7;0,000;0,040;520_a;0,690;0,730
1304299;506_29R_43.2;0,000;1,091;506_b;43,199;44,170
1304300;551_139L_22.6;0,000;0,052;551_b;22,617;22,669
1304301;924_12-14V_35.3;0,000;0,033;924_a;35,326;35,358
1304302;851_913L_100.9;0,000;0,016;851_a;100,889;100,905
1304303;124_195L_4.5;0,000;13,863;124_a;4,511;18,351
1304304;817_35R_117.6;0,000;0,012;817_a;117,553;117,565
1304305;817_35R_117.6;0,012;0,605;817_d;159,980;160,574
1304306;517_11BR_68.7;0,097;2,099;056__;2,000;0,000
1304307;517_11BR_68.7;0,000;0,097;517_b;68,726;68,635
1304308;200_229L_26.0;0,000;0,155;200__;26,044;26,198
1304309;531_877L_1.6;0,000;0,205;531_d;1,631;1,830
1304310;531_881L_1.6;0,000;0,219;531_d;1,620;1,830
1304311;531_841L_1.4;0,000;0,048;531_d;1,424;1,472
1304497;544_1071BV_0.2;0,000;0,823;544_a;0,246;1,071
1304498;553_217BpV_21.3;0,000;0,034;553_c;21,288;21,255
1304499;618_107AR_51.3;0,000;0,352;618_b;51,253;50,903
1304500;079_171BV_14.2;0,000;11,149;079__;14,231;3,081
1304501;501_179R_81.0;0,000;0,352;501__;80,997;81,354
1304502;563_189R_57.4;0,444;2,448;561__;57,800;59,800
1304503;563_189R_57.4;3,049;3,232;536__;60,401;60,582
1304504;563_189R_57.4;2,448;3,049;564_c;59,800;60,400
1304505;011_14R_67.9;0,000;0,663;011__;67,944;68,600
1304721;486_904R_75.5;0,000;0,438;486_b;75,454;75,892
1304722;028_1033V_53.1;0,000;0,392;028__;53,066;53,458
1304723;028_1037L_53.1;0,000;0,112;028__;53,079;53,191
1304724;585_1201L_9.7;0,000;0,103;585__;9,659;9,766
1304725;132_283AR_36.1;0,000;4,115;132__;36,071;40,186
1304726;586_265R_81.1;0,000;0,319;586__;81,098;81,403
1304727;588_361AL_1.6;0,000;0,235;588__;1,636;1,869
1304728;586_2537BpV_80.4;0,000;0,034;586__;80,356;80,323
1304729;155_4459L_88.2;0,000;0,208;155_d;88,238;88,446
1304730;506_51L_43.4;0,000;0,049;506_b;43,411;43,461
1304731;506_604R_43.5;0,000;0,139;506_b;43,461;43,604
1304732;486_803L_76.6;0,000;0,317;486_b;76,645;76,328
1304733;486_914BL_75.9;0,000;0,319;486_b;75,946;76,264
1304734;478_1357V_3.0;0,000;0,068;478_a;3,049;3,104
1304735;478_1351V_3.0;0,000;0,038;478_a;3,012;3,045
1304736;927_21L_904.5;0,000;0,034;927__;904,459;904,487
1304737;118_25V_83.5;0,000;3,082;118__;83,514;80,435
1304738;135_2001L_39.4;0,000;1,060;135__;39,438;40,499
1304988;011_299BV_70.0;0,000;2,793;011__;69,968;67,168
