ID;OBJECTTYPE;SPOORTAK_IDENTIFICATIE;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;KM_BEGIN;NR_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;KM_EIND;NR_EIND;KANTCODE_EIND;NR_SUB;LENGTE;OBEGINTIJD;BEHEERDER;LENGTE_GEOM
559172;--VERVALLEN--;514_101AL_17.1;514;a;Nijmegen;17,059;101A;L;514;a;Nijmegen;16,995;103B;R;;0,064;2015-01-09;ProRail;0,064390
559173;--VERVALLEN--;514_101AR_17.1;514;a;Nijmegen;17,059;101A;R;514;a;Nijmegen;16,995;101B;R;;0,064;2015-01-09;ProRail;0,064059
559174;--VERVALLEN--;514_91AR_17.3;514;a;Nijmegen;17,252;91A;RE;514;a;Nijmegen;17,059;101A;V;;0,176;2015-01-09;ProRail;0,175529
559175;--VERVALLEN--;514_61AR_17.5;514;a;Nijmegen;17,477;61A;R;514;a;Nijmegen;17,436;63;V;;0,041;2015-01-09;ProRail;0,041205
559176;--VERVALLEN--;654_407qV_49.7;654;;Assen;49,690;407;L+R;654;;Assen;49,659;409A;L+R;q;0,031;2015-01-09;ProRail;0,031429
559177;--VERVALLEN--;047_35BV_42.0;047;;s Hertogenbosch - Nijmegen;41,994;35B;V;047;;s Hertogenbosch - Nijmegen;42,558;41;V;;0,564;2015-01-09;ProRail;0,564348
559178;--VERVALLEN--;534_1045BL_45.6;534;b;Leiden Centraal;45,591;1045B;L;534;b;Leiden Centraal;45,500;1047A;R;;0,090;2015-01-09;ProRail;0,090335
559179;--VERVALLEN--;534_1045AR_45.5;534;b;Leiden Centraal;45,513;1045A;R;534;b;Leiden Centraal;45,591;1045B;R;;0,077;2015-01-09;ProRail;0,077413
559180;--VERVALLEN--;534_1049BL_45.6;534;b;Leiden Centraal;45,578;1049B;L;534;b;Leiden Centraal;45,513;1051A;R;;0,064;2015-01-09;ProRail;0,064049
568782;--VERVALLEN--;924_39-40R_35.3;924;a;Kijfhoek;35,300;39-40;R;924;a;Kijfhoek;34,398;994;L;;0,907;2015-10-28;ProRail;0,906962
