ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
93090772;516_940L_75.2;BASIS;Venlo;0,000;0,528;2016-12-14
93090775;620_75BL_42.3;BAAN;Alkmaar;0,000;0,060;2016-12-14
93090765;516_942L_75.1;BASIS;Venlo;0,000;0,446;2016-12-14
93090777;620_75BL_42.3;BVL;Alkmaar;0,000;0,060;2016-12-14
93090779;620_75BL_42.3;BASIS;Alkmaar;0,000;0,060;2016-12-14
93090780;517_973R_69.6;BASIS;Venlo;0,000;0,400;2016-12-14
93090781;618_75L_51.3;BAAN;Eindhoven;0,000;0,701;2016-12-14
93090783;618_75L_51.3;BVL;Eindhoven;0,000;0,701;2016-12-14
93091116;543_181BL_45.3;BASIS;Twente;0,000;0,360;2016-12-14
93091117;545_107AR_22.6;BVL;Roosendaal;0,000;0,289;2016-12-14
93091119;545_107AR_22.6;BASIS;Roosendaal;0,000;0,289;2016-12-14
93091120;545_107AR_22.6;BAAN;Roosendaal;0,000;0,289;2016-12-14
93091125;011_38L_68.7;BVL;Drenthe;0,000;0,218;2016-12-14
93091128;011_38L_68.7;BASIS;Drenthe;0,000;0,218;2016-12-14
93091129;011_38L_68.7;BAAN;Drenthe;0,000;0,218;2016-12-14
93091131;803_72R_106.3;BASIS;Groningen;0,000;0,273;2016-12-14
93091450;817_931L_114.6;BASIS;Goes;0,000;0,153;2016-12-14
93089597;217_127AL_49.5;BVL;Heerhugowaard;0,000;0,089;2016-12-14
93089598;217_127AL_49.5;BAAN;Heerhugowaard;0,000;0,089;2016-12-14
93088567;924_35-41R_35.4;BVL;Dordrecht;0,000;0,032;2016-12-14
93088568;514_93AR_17.2;BASIS;Maas en Waal;0,000;0,722;2016-12-14
93088573;514_91BqV_17.2;BAAN;Maas en Waal;0,000;0,034;2016-12-14
93088574;514_91BqV_17.2;BVL;Maas en Waal;0,000;0,034;2016-12-14
93088575;514_91BqV_17.2;BASIS;Maas en Waal;0,000;0,034;2016-12-14
93088580;120_9BV_7.7;BVL;Roosendaal;0,000;0,057;2016-12-14
93088582;120_9BV_7.7;BASIS;Roosendaal;0,000;0,057;2016-12-14
93088583;120_9BV_7.7;BAAN;Roosendaal;0,000;0,057;2016-12-14
93088587;120_9AR_7.7;BVL;Roosendaal;0,000;0,059;2016-12-14
93088589;120_9AR_7.7;BASIS;Roosendaal;0,000;0,059;2016-12-14
93088903;516_919V_1.8;BASIS;Venlo;0,000;0,128;2016-12-14
93088907;017_401AL_39.5;BASIS;Gelderse Vallei;0,000;0,103;2016-12-14
93088908;017_401AL_39.5;BAAN;Gelderse Vallei;0,000;0,103;2016-12-14
