ID;INVOERDATUM;VERSIE_NUMMER;ACTION;MODFWE;ELONG;TOSTARTAT;TOENDAT;SRCACTION;DASSIGNNAME;DASSIGNFROM;DASSIGNTO;DNAME;DLENGTH;FWENAME;FWELENGTH
109;2016-12-14;8;NEWTOP;;;;;;;;;;;788_22AUL_75.1;355
111;2016-12-14;8;NEWTOP;;;;;;;;;;;130_8R_61.2;382
113;2016-12-14;8;NEWTOP;;;;;;;;;;;139_333L_176.3;60
115;2016-12-14;8;NEWTOP;;;;;;;;;;;523_5001AL_177.4;246
119;2016-12-14;8;NEWTOP;;;;;;;;;;;531_831pV_1.4;33
121;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1173AV_1.1;36
123;2016-12-14;8;NEWTOP;;;;;;;;;;;531_857qV_1.4;34
125;2016-12-14;8;NEWTOP;;;;;;;;;;;531_2717L_35.5;16
127;2016-12-14;8;NEWTOP;;;;;;;;;;;531_837L_1.4;375
129;2016-12-14;8;NEWTOP;;;;;;;;;;;531_881R_1.6;217
131;2016-12-14;8;NEWTOP;;;;;;;;;;;531_2327V_33.9;320
133;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1165AR_1.8;223
135;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1167AR_1.7;103
137;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1165BV_1.7;18
139;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1165AL_1.8;103
141;2016-12-14;8;NEWTOP;;;;;;;;;;;203_343L_34.5;59
143;2016-12-14;8;NEWTOP;;;;;;;;;;;823_18AL_5.0;683
145;2016-12-14;8;NEWTOP;;;;;;;;;;;823_18AqV_5.0;31
147;2016-12-14;8;NEWTOP;;;;;;;;;;;823_18BL_5.1;217
149;2016-12-14;8;NEWTOP;;;;;;;;;;;823_15V_4.7;348
151;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1459R_1.2;351
153;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1459V_1.2;28
155;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1467pV_1.1;34
157;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1471L_1.2;165
159;2016-12-14;8;NEWTOP;;;;;;;;;;;531_885V_1.5;30
161;2016-12-14;8;NEWTOP;;;;;;;;;;;531_835R_1.4;73
163;2016-12-14;8;NEWTOP;;;;;;;;;;;531_853qV_1.3;34
165;2016-12-14;8;NEWTOP;;;;;;;;;;;531_853L_1.3;73
167;2016-12-14;8;NEWTOP;;;;;;;;;;;531_853pV_1.3;34
169;2016-12-14;8;NEWTOP;;;;;;;;;;;531_851L_1.5;296
171;2016-12-14;8;NEWTOP;;;;;;;;;;;531_841L_1.4;48
173;2016-12-14;8;NEWTOP;;;;;;;;;;;531_843L_1.5;355
175;2016-12-14;8;NEWTOP;;;;;;;;;;;531_843R_1.5;48
177;2016-12-14;8;NEWTOP;;;;;;;;;;;531_849R_1.5;285
179;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1463L_1.2;328
181;2016-12-14;8;NEWTOP;;;;;;;;;;;531_855L_1.4;396
183;2016-12-14;8;NEWTOP;;;;;;;;;;;531_831L_1.4;37
185;2016-12-14;8;NEWTOP;;;;;;;;;;;531_831R_1.4;17
187;2016-12-14;8;NEWTOP;;;;;;;;;;;531_883L_1.4;150
189;2016-12-14;8;NEWTOP;;;;;;;;;;;531_883R_1.4;71
191;2016-12-14;8;NEWTOP;;;;;;;;;;;531_1467L_1.1;17
193;2016-12-14;8;NEWTOP;;;;;;;;;;;531_883V_1.4;179
195;2016-12-14;8;NEWTOP;;;;;;;;;;;531_839R_1.5;323
197;2016-12-14;8;NEWTOP;;;;;;;;;;;531_839L_1.5;322
199;2016-12-14;8;NEWTOP;;;;;;;;;;;531_871R_1.6;220
201;2016-12-14;8;NEWTOP;;;;;;;;;;;531_871L_1.6;221
203;2016-12-14;8;NEWTOP;;;;;;;;;;;531_877R_1.6;203
205;2016-12-14;8;NEWTOP;;;;;;;;;;;531_875L_1.6;38
207;2016-12-14;8;NEWTOP;;;;;;;;;;;531_875R_1.6;239
209;2016-12-14;8;NEWTOP;;;;;;;;;;;531_873R_1.6;38
211;2016-12-14;8;NEWTOP;;;;;;;;;;;531_829V_1.3;231
213;2016-12-14;8;NEWTOP;;;;;;;;;;;080_3255L_6.0;106
215;2016-12-14;8;NEWTOP;;;;;;;;;;;823_19R_4.8;104
217;2016-12-14;8;NEWTOP;;;;;;;;;;;823_17V_4.7;131
