ID;SPOORTAK_IDENTIFICATIE;GEOCODE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
73005368;927_3079AL_905.5;927__;0,000000;0,179000;2016-06-14
73007048;047_43AL_42.6;047__;0,000000;7,902000;2016-06-14
73008016;606_69L_0.2;606_a;0,000000;0,170000;2016-06-14
73001966;618_27BR_58.6;618_c;0,000000;0,041000;2016-06-14
73012721;105_445AV_28.9;105__;0,000000;0,355000;2016-06-14
73010451;924_341AR_36.0;924_a;0,000000;0,045000;2016-06-14
73013719;054_1271BV_43.2;054_a;0,000000;0,228000;2016-06-14
73011319;586_283AR_81.2;586__;0,000000;0,022000;2016-06-14
73002820;950_333qV_17.4;950_a;0,000000;0,034000;2016-06-14
73005738;161_2537V_21.2;161__;0,000000;0,034000;2016-06-14
73001720;924_1751L_35.5;924_a;0,000000;0,057000;2016-06-14
73002080;560_43BV_24.9;560__;0,000000;0,050000;2016-06-14
73001299;539_57BV_79.3;540_d;1,489000;1,877000;2016-06-14
73011130;617_1115AL_38.9;617_a;0,000000;0,160000;2016-06-14
73006354;531_1209BpV_34.7;531_c;0,000000;0,034000;2016-06-14
73006199;950_305L_16.3;950_a;0,000000;0,044000;2016-06-14
73001994;564_1341L_23.7;564_b;0,000000;0,118000;2016-06-14
73003476;502_257R_100.7;502_b;0,000000;0,119000;2016-06-14
73008733;011_301BV_69.9;011__;0,000000;0,026000;2016-06-14
73006863;542_1145AR_93.6;542_b;0,000000;0,044000;2016-06-14
73002800;080_3257V_6.1;080_a;0,000000;0,026000;2016-06-14
73014820;586_61BqV_80.4;586__;0,000000;0,032000;2016-06-14
73011774;527_101BqV_17.4;527_c;0,000000;0,035000;2016-06-14
73002126;603_145BpV_3.4;603_a;0,000000;0,034000;2016-06-14
73003956;614_2211L_48.3;614_c;0,000000;0,076000;2016-06-14
73007327;625_341R_14.6;625_b;0,000000;0,040000;2016-06-14
73004839;588_805AR_1.6;588__;0,000000;0,037000;2016-06-14
73008328;009_7AL_114.2;009__;0,000000;0,060000;2016-06-14
73007358;603_153BV_3.4;603_a;0,000000;0,010000;2016-06-14
73013911;127_417AR_49.5;127_a;0,000000;0,066000;2016-06-14
