ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT
1092874;478_1349V_3.0;0,000000;0,038000;478_a;3,011000;3,045000
1092875;047_3AL_40.9;0,000000;0,194000;047__;40,925000;41,119000
1092876;527_103L_17.3;0,000000;0,018000;527_c;17,346000;17,363000
1092877;515_303AV_50.9;2,226000;2,445000;614_c;48,700000;48,483000
1092878;950_363R_17.4;0,000000;0,836000;950_a;17,439000;18,277000
1092879;814_970V_201.6;0,000000;0,051000;814_b;201,603000;201,551000
1092880;515_309BV_51.0;0,000000;0,110000;515_b;51,042000;51,152000
1092881;011_840AqV_68.8;0,000000;0,032000;011__;68,815000;68,847000
1092882;531_855R_33.6;0,000000;0,223000;531_c;33,623000;33,826000
1092883;924_3281R_34.3;0,000000;0,027000;924_a;34,303000;34,329000
1092884;531_873R_33.5;0,000000;0,038000;531_c;33,478000;33,459000
1092885;501_135L_80.7;0,000000;0,072000;501__;80,657000;80,595000
1092886;950_221V_17.2;0,000000;4,035000;952__;817,221000;813,184000
1092887;586_337BV_81.5;0,000000;0,173000;586__;81,526000;81,699000
1092888;518_103AR_63.2;0,000000;0,146000;518__;63,202000;63,348000
1092889;617_1163V_39.6;0,000000;0,404000;617_a;39,578000;39,980000
1093145;084_5L_9.4;0,000000;0,675000;084__;9,412000;10,089000
1093146;158_4747V_101.9;5,219000;5,575000;039__;107,200000;107,556000
1093147;664_121BpV_42.5;0,000000;0,031000;664_b;42,509000;42,478000
1093148;950_612L_7.0;0,000000;0,630000;950_a;7,025000;6,397000
1093149;551_105AL_21.7;0,000000;0,057000;551_b;21,733000;21,789000
1093150;400_912R_75.9;0,000000;0,065000;400__;75,865000;75,800000
1093151;817_1223L_115.1;0,000000;0,045000;817_a;115,098000;115,053000
1093152;664_879V_42.1;1,249000;1,300000;163__;43,300000;43,349000
1093153;506_39AR_43.2;0,000000;0,045000;506_b;43,178000;43,224000
1093154;531_1253BR_34.5;0,000000;0,041000;531_c;34,524000;34,484000
1093155;105_495AR_30.0;0,000000;0,229000;105__;29,965000;30,195000
1093156;612_25V_61.2;0,060000;5,764000;021__;61,300000;67,001000
1093157;543_169AR_45.2;0,000000;0,027000;543_c;45,196000;45,223000
1093158;536_325V_61.9;0,000000;0,012000;536__;61,908000;61,920000
1093159;555_249R_83.5;0,000000;0,739000;555__;83,544000;84,292000
1093160;924_12-14L_35.3;0,000000;1,074000;924_a;35,326000;34,265000
1093161;486_22R_0.8;0,000000;0,393000;486_a;0,785000;0,392000
1092271;118_3V_89.1;0,000000;1,488000;118__;89,099000;90,588000
1092272;478_1159V_0.8;0,000000;0,029000;478_a;0,778000;0,749000
1092273;545_217BpV_23.7;0,000000;0,034000;545_b;23,735000;23,701000
1092274;161_2519L_20.4;0,000000;0,553000;161__;20,392000;20,944000
1092275;501_19BqV_80.2;0,000000;0,034000;501__;80,180000;80,146000
1092276;516_920V_1.8;0,000000;0,222000;516_a;1,811000;2,023000
1092277;516_919V_1.8;0,000000;0,128000;516_a;1,753000;1,630000
1092278;527_59AR_16.9;0,000000;0,064000;527_c;16,855000;16,906000
1092279;520_65L_0.2;0,000000;0,028000;520_a;0,195000;0,220000
1092280;011_73V_68.9;0,000000;1,505000;011__;68,881000;67,373000
1092281;603_3139L_3.1;0,000000;0,051000;603_a;3,052000;3,002000
1092282;478_1029L_0.3;0,000000;0,096000;478_a;0,293000;0,387000
1092283;486_955L_75.1;0,266000;0,325000;081__;74,800000;74,744000
1092284;555_207R_83.2;0,000000;0,436000;555__;83,244000;82,807000
1092285;060_425L_57.9;0,000000;0,361000;060__;57,884000;58,245000
1092286;476_85R_200.5;0,000000;0,345000;476_b;200,485000;200,830000
1092287;851_86R_100.3;0,012000;0,015000;851_b;110,000000;110,003000
1092288;553_297V_22.0;0,000000;0,245000;553_c;22,015000;22,265000
1092289;468_61V_101.6;0,000000;0,098000;468_a;101,557000;101,655000
1092290;550_935V_25.7;0,000000;0,071000;550__;25,730000;25,656000
1092582;478_1025R_0.1;0,000000;0,515000;478_a;0,090000;0,633000
1092583;609_13BV_29.1;0,000000;0,133000;609__;29,076000;28,944000
1092584;132_942R_49.1;0,000000;0,035000;132__;49,115000;49,149000
1092585;950_921AqV_17.3;0,000000;0,031000;950_a;17,320000;17,352000
1092586;513_47AR_24.6;0,000000;0,491000;513_a;24,612000;25,102000
1092587;504_67L_18.3;0,000000;0,092000;504_b;18,269000;18,361000
1092588;610_149AL_14.1;0,000000;0,059000;610__;14,072000;14,013000
1092589;938_4535L_1.3;0,000000;0,052000;938__;1,260000;1,312000
1092590;555_293AR_83.3;0,000000;0,074000;555__;83,328000;83,405000
1092591;080_3273V_6.7;0,000000;1,202000;080_a;6,728000;7,930000
1092592;586_57AL_80.3;0,000000;0,048000;586__;80,359000;80,407000
1092593;564_435AL_23.6;0,000000;0,058000;564_b;23,634000;23,691000
1092594;475_2V_100.9;0,611000;1,445000;478_b;603,000000;602,147000
1092595;545_95R_22.4;0,000000;0,290000;545_b;22,447000;22,737000
1092596;618_31AL_58.6;0,000000;0,058000;618_c;58,603000;58,658000
1092597;520_53L_0.1;0,000000;0,600000;520_a;0,053000;0,650000
1092598;618_187BpV_50.8;0,000000;0,034000;618_b;50,846000;50,879000
1092599;490_107R_104.8;0,000000;0,056000;490_c;104,828000;104,772000
1092600;950_337BqV_17.4;0,000000;0,034000;950_a;17,391000;17,357000
1092601;603_911R_3.6;0,000000;0,250000;603_a;3,595000;3,347000
