SPOORTAK_IDENTIFICATIE;TRAJECT;TRJ_VAN;TRJ_NAAR;SPOORLIJNNAAM;N_SP_VAN;N_SP_NAAR;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SPOORTAK_VAN;SPOORTAK_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ
506_27L_43.1;;;;;;;;;;;;;;
603_101BL_3.0;;;;;;;;;;;;;;
468_50L_100.6;;;;;;;;;;;;;;
560_1215AL_24.8;;;;;;;;;;;;;;
519_85AR_47.0;;;;;;;;;;;;;;
555_339BV_84.2;;;;;;;;;;;;;;
531_2761R_35.5;;;;;;;;;;;;;;
545_908R_21.8;;;;;;;;;;;;;;
531_2863L_37.1;;;;;;;;;;;;;;
531_1327BL_34.8;;;;;;;;;;;;;;
531_139BV_35.1;;;;;;;;;;;;;;
132_942R_49.1;;;;;;;;;;;;;;
610_147AqV_14.3;;;;;;;;;;;;;;
539_47AR_79.2;;;;;;;;;;;;;;
076_1641L_12.0;;;;;;;;;;;;;;
924_2353AV_35.6;;;;;;;;;;;;;;
536_327AL_61.9;;;;;;;;;;;;;;
927_3071AR_905.4;;;;;;;;;;;;;;
586_111AR_80.5;;;;;;;;;;;;;;
544_1077BR_0.3;;;;;;;;;;;;;;
531_1257AL_34.5;;;;;;;;;;;;;;
115_13BR_5.7;;;;;;;;;;;;;;
163_1039AL_44.3;;;;;;;;;;;;;;
124_211L_3.9;;;;;;;;;;;;;;
506_506L_43.0;;;;;;;;;;;;;;
606_904L_0.1;;;;;;;;;;;;;;
553_235AL_21.3;;;;;;;;;;;;;;
950_131L_7.1;;;;;;;;;;;;;;
924_3757L_36.9;;;;;;;;;;;;;;
478_1229pV_1.8;;;;;;;;;;;;;;
490_143L_5.1;;;;;;;;;;;;;;
506_613V_43.9;;;;;;;;;;;;;;
802_809R_101.8;;;;;;;;;;;;;;
163_963AR_44.5;;;;;;;;;;;;;;
084_29AL_15.1;;;;;;;;;;;;;;
664_133R_42.9;;;;;;;;;;;;;;
508_2111R_91.6;;;;;;;;;;;;;;
555_337AR_84.1;;;;;;;;;;;;;;
586_155BqV_80.8;;;;;;;;;;;;;;
603_145BpV_3.4;;;;;;;;;;;;;;
805_7131R_105.5;;;;;;;;;;;;;;
087_77BV_25.1;;;;;;;;;;;;;;
817_50L_300.0;;;;;;;;;;;;;;
924_3273AR_34.2;;;;;;;;;;;;;;
478_1151V_0.7;;;;;;;;;;;;;;
543_165AL_45.1;;;;;;;;;;;;;;
437_982R_0.6;;;;;;;;;;;;;;
555_205V_83.3;;;;;;;;;;;;;;
011_31V_68.6;;;;;;;;;;;;;;
501_915V_80.3;;;;;;;;;;;;;;
433_58V_4.8;;;;;;;;;;;;;;
586_7BV_80.2;;;;;;;;;;;;;;
437_959R_0.8;;;;;;;;;;;;;;
603_165qV_3.8;;;;;;;;;;;;;;
924_3319L_34.4;;;;;;;;;;;;;;
938_4581R_2.3;;;;;;;;;;;;;;
531_203AR_35.5;;;;;;;;;;;;;;
927_946L_905.7;;;;;;;;;;;;;;
586_275BV_81.3;;;;;;;;;;;;;;
504_85AR_18.7;;;;;;;;;;;;;;
817_1263BV_200.3;;;;;;;;;;;;;;
817_907R_115.3;;;;;;;;;;;;;;
527_101AL_17.3;;;;;;;;;;;;;;
012_343AR_24.2;;;;;;;;;;;;;;
542_1225AL_29.7;;;;;;;;;;;;;;
400_912R_75.9;;;;;;;;;;;;;;
528_59AR_28.8;;;;;;;;;;;;;;
133_1103BL_18.4;;;;;;;;;;;;;;
927_3077BpV_905.5;;;;;;;;;;;;;;
560_53AV_24.9;;;;;;;;;;;;;;
531_1403AR_34.7;;;;;;;;;;;;;;
542_1177BqV_29.2;;;;;;;;;;;;;;
501_171AR_80.9;;;;;;;;;;;;;;
485_123AR_201.7;;;;;;;;;;;;;;
664_1009L_42.9;;;;;;;;;;;;;;
618_75R_51.3;;;;;;;;;;;;;;
618_863R_50.5;;;;;;;;;;;;;;
950_31L_6.1;;;;;;;;;;;;;;
926_2072L_0.7;;;;;;;;;;;;;;
011_67AL_69.0;;;;;;;;;;;;;;
503_91AL_43.9;;;;;;;;;;;;;;
011_15L_68.0;;;;;;;;;;;;;;
486_87L_204.8;;;;;;;;;;;;;;
545_918R_21.8;;;;;;;;;;;;;;
468_0219L_102.3;;;;;;;;;;;;;;
035_155AR_60.6;;;;;;;;;;;;;;
531_1399AR_34.8;;;;;;;;;;;;;;
028_1033V_53.1;;;;;;;;;;;;;;
528_59BV_0.5;;;;;;;;;;;;;;
531_2679R_34.7;;;;;;;;;;;;;;
135_2203L_14.7;;;;;;;;;;;;;;
531_2763V_35.6;;;;;;;;;;;;;;
468_506L_201.2;;;;;;;;;;;;;;
950_341qV_17.4;;;;;;;;;;;;;;
084_7AL_9.4;;;;;;;;;;;;;;
520_814L_1.0;;;;;;;;;;;;;;
618_867L_50.5;;;;;;;;;;;;;;
531_1269AR_34.6;;;;;;;;;;;;;;
614_2131R_47.6;;;;;;;;;;;;;;
614_2231V_48.5;;;;;;;;;;;;;;
550_41BpV_25.3;;;;;;;;;;;;;;
533_1115AL_15.2;;;;;;;;;;;;;;
073_1103AL_0.7;;;;;;;;;;;;;;
501_123AL_80.8;;;;;;;;;;;;;;
133_1087AL_15.0;;;;;;;;;;;;;;
555_195V_83.2;;;;;;;;;;;;;;
803_40R_102.7;;;;;;;;;;;;;;
011_61AL_68.9;;;;;;;;;;;;;;
940_381R_43.1;;;;;;;;;;;;;;
478_1169V_0.8;;;;;;;;;;;;;;
614_2209V_48.4;;;;;;;;;;;;;;
614_22L_47.3;;;;;;;;;;;;;;
135_2005L_39.6;;;;;;;;;;;;;;
514_943R_18.1;;;;;;;;;;;;;;
555_371V_84.3;;;;;;;;;;;;;;
478_1287L_1.9;;;;;;;;;;;;;;
924_3517V_35.2;;;;;;;;;;;;;;
519_27BL_46.2;;;;;;;;;;;;;;
531_511AL_35.7;;;;;;;;;;;;;;
927_992V_906.4;;;;;;;;;;;;;;
586_2525BL_80.3;;;;;;;;;;;;;;
564_1311R_23.5;;;;;;;;;;;;;;
132_963AR_48.8;;;;;;;;;;;;;;
114_393AR_101.9;;;;;;;;;;;;;;
514_149AR_16.6;;;;;;;;;;;;;;
608_911L_88.3;;;;;;;;;;;;;;
606_906R_0.2;;;;;;;;;;;;;;
664_239R_43.1;;;;;;;;;;;;;;
520_133pV_0.6;;;;;;;;;;;;;;
560_55AL_24.9;;;;;;;;;;;;;;
857_21L_100.0;;;;;;;;;;;;;;
950_123L_7.1;;;;;;;;;;;;;;
609_201L_28.5;;;;;;;;;;;;;;
924_351AR_36.2;;;;;;;;;;;;;;
606_922V_0.7;;;;;;;;;;;;;;
545_912L_21.9;;;;;;;;;;;;;;
478_1033R_0.4;;;;;;;;;;;;;;
653_23R_102.4;;;;;;;;;;;;;;
927_953AqV_905.7;;;;;;;;;;;;;;
586_149BL_80.8;;;;;;;;;;;;;;
550_47R_25.3;;;;;;;;;;;;;;
478_1501L_0.9;;;;;;;;;;;;;;
950_936R_16.3;;;;;;;;;;;;;;
624_223AR_32.8;;;;;;;;;;;;;;
520_952L_0.9;;;;;;;;;;;;;;
603_103AL_2.9;;;;;;;;;;;;;;
124_905L_3.4;;;;;;;;;;;;;;
654_983V_49.6;;;;;;;;;;;;;;
805_514L_100.0;;;;;;;;;;;;;;
528_1AR_27.9;;;;;;;;;;;;;;
609_211L_28.7;;;;;;;;;;;;;;
618_19V_58.7;;;;;;;;;;;;;;
531_1333AR_34.6;;;;;;;;;;;;;;
076_1625qV_11.6;;;;;;;;;;;;;;
529_3643L_22.9;;;;;;;;;;;;;;
516_919V_1.8;;;;;;;;;;;;;;
950_91L_41.5;;;;;;;;;;;;;;
506_201AR_44.5;;;;;;;;;;;;;;
476_60R_201.1;;;;;;;;;;;;;;
504_35AL_17.6;;;;;;;;;;;;;;
517_99AR_69.4;;;;;;;;;;;;;;
950_205L_11.7;;;;;;;;;;;;;;
545_901BL_22.2;;;;;;;;;;;;;;
531_1347AL_34.7;;;;;;;;;;;;;;
555_267AR_83.5;;;;;;;;;;;;;;
938_4537R_1.3;;;;;;;;;;;;;;
485_52R_100.8;;;;;;;;;;;;;;
131_12L_17.3;;;;;;;;;;;;;;
586_2523AR_80.2;;;;;;;;;;;;;;
924_972R_34.5;;;;;;;;;;;;;;
026_233AR_26.0;;;;;;;;;;;;;;
485_39V_450.4;;;;;;;;;;;;;;
555_335qV_84.1;;;;;;;;;;;;;;
479_3L_501.4;;;;;;;;;;;;;;
531_1241BV_34.6;;;;;;;;;;;;;;
544_1111AR_1.0;;;;;;;;;;;;;;
950_962R_12.6;;;;;;;;;;;;;;
531_2863R_37.1;;;;;;;;;;;;;;
531_2661L_34.8;;;;;;;;;;;;;;
508_2101R_91.4;;;;;;;;;;;;;;
506_241V_45.1;;;;;;;;;;;;;;
536_247BV_60.8;;;;;;;;;;;;;;
135_913V_45.7;;;;;;;;;;;;;;
586_2503AR_80.2;;;;;;;;;;;;;;
620_5R_41.6;;;;;;;;;;;;;;
603_1003L_3.6;;;;;;;;;;;;;;
560_79L_24.7;;;;;;;;;;;;;;
603_77AL_2.4;;;;;;;;;;;;;;
525_443R_78.1;;;;;;;;;;;;;;
857_15L_1.3;;;;;;;;;;;;;;
531_831qV_33.6;;;;;;;;;;;;;;
927_3077BqV_905.5;;;;;;;;;;;;;;
927_994V_906.6;;;;;;;;;;;;;;
469_901R_100.7;;;;;;;;;;;;;;
531_1343BqV_34.7;;;;;;;;;;;;;;
520_804R_1.0;;;;;;;;;;;;;;
517_41AL_69.0;;;;;;;;;;;;;;
524_293BV_71.5;;;;;;;;;;;;;;
506_203BqV_44.6;;;;;;;;;;;;;;
603_920V_3.1;;;;;;;;;;;;;;
506_119BV_44.2;;;;;;;;;;;;;;
506_73R_43.3;;;;;;;;;;;;;;
555_269L_83.5;;;;;;;;;;;;;;
625_267AR_15.6;;;;;;;;;;;;;;
609_79BqV_27.9;;;;;;;;;;;;;;
924_3553L_35.5;;;;;;;;;;;;;;
924_980L_34.3;;;;;;;;;;;;;;
801_960L_100.8;;;;;;;;;;;;;;
087_77AR_25.2;;;;;;;;;;;;;;
531_1191AL_33.8;;;;;;;;;;;;;;
618_31BpV_58.7;;;;;;;;;;;;;;
075_143BV_57.2;;;;;;;;;;;;;;
940_391BpV_43.3;;;;;;;;;;;;;;
514_911L_18.1;;;;;;;;;;;;;;
820_954V_200.2;;;;;;;;;;;;;;
534_1043AL_45.5;;;;;;;;;;;;;;
506_93pV_44.0;;;;;;;;;;;;;;
543_155BpV_45.0;;;;;;;;;;;;;;
517_167V_0.1;;;;;;;;;;;;;;
624_906V_32.4;;;;;;;;;;;;;;
531_1349AqV_34.7;;;;;;;;;;;;;;
618_73AL_51.3;;;;;;;;;;;;;;
586_361AL_81.1;;;;;;;;;;;;;;
607_71V_43.7;;;;;;;;;;;;;;
543_931L_45.6;;;;;;;;;;;;;;
509_38AR_36.5;;;;;;;;;;;;;;
503_111V_43.2;;;;;;;;;;;;;;
028_1021L_52.8;;;;;;;;;;;;;;
503_83BV_14.0;;;;;;;;;;;;;;
128_25BR_12.8;;;;;;;;;;;;;;
950_931V_11.5;;;;;;;;;;;;;;
751_335L_33.8;;;;;;;;;;;;;;
545_225AL_23.7;;;;;;;;;;;;;;
433_81V_5.5;;;;;;;;;;;;;;
135_2023R_40.3;;;;;;;;;;;;;;
924_361BL_36.4;;;;;;;;;;;;;;
610_141BpV_14.6;;;;;;;;;;;;;;
545_95R_22.4;;;;;;;;;;;;;;
543_175BpV_45.4;;;;;;;;;;;;;;
626_901L_32.4;;;;;;;;;;;;;;
504_55BL_18.3;;;;;;;;;;;;;;
469_336BL_601.9;;;;;;;;;;;;;;
900_579R_200.8;;;;;;;;;;;;;;
625_261AL_15.8;;;;;;;;;;;;;;
924_10-11L_35.3;;;;;;;;;;;;;;
011_7L_67.8;;;;;;;;;;;;;;
478_1333L_2.1;;;;;;;;;;;;;;
112_6119V_67.8;;;;;;;;;;;;;;
531_181L_35.5;;;;;;;;;;;;;;
531_1193L_34.3;;;;;;;;;;;;;;
531_2661R_34.8;;;;;;;;;;;;;;
626_913L_32.7;;;;;;;;;;;;;;
035_2885L_38.6;;;;;;;;;;;;;;
087_75AR_24.8;;;;;;;;;;;;;;
124_205L_3.6;;;;;;;;;;;;;;
531_1385BV_34.8;;;;;;;;;;;;;;
924_17-18L_35.3;;;;;;;;;;;;;;
122_1001AL_21.4;;;;;;;;;;;;;;
503_109BV_43.6;;;;;;;;;;;;;;
501_931L_80.3;;;;;;;;;;;;;;
486_70V_202.4;;;;;;;;;;;;;;
950_1952R_26.7;;;;;;;;;;;;;;
817_40L_119.3;;;;;;;;;;;;;;
624_906L_32.4;;;;;;;;;;;;;;
514_113DV_16.8;;;;;;;;;;;;;;
531_871L_33.4;;;;;;;;;;;;;;
543_907L_45.3;;;;;;;;;;;;;;
555_197L_83.3;;;;;;;;;;;;;;
531_1191AR_33.8;;;;;;;;;;;;;;
586_2519AL_80.2;;;;;;;;;;;;;;
201_137BR_37.4;;;;;;;;;;;;;;
603_93L_2.6;;;;;;;;;;;;;;
501_19AR_80.1;;;;;;;;;;;;;;
536_253R_61.0;;;;;;;;;;;;;;
531_1405BL_34.9;;;;;;;;;;;;;;
817_HHHV_210.8;;;;;;;;;;;;;;
586_2505BqV_80.2;;;;;;;;;;;;;;
950_411L_26.9;;;;;;;;;;;;;;
132_945L_49.2;;;;;;;;;;;;;;
135_275AL_22.1;;;;;;;;;;;;;;
560_1215BV_24.7;;;;;;;;;;;;;;
470_260V_101.0;;;;;;;;;;;;;;
503_133BqV_42.9;;;;;;;;;;;;;;
527_65L_16.9;;;;;;;;;;;;;;
924_1757V_35.6;;;;;;;;;;;;;;
950_1915R_17.3;;;;;;;;;;;;;;
504_89V_18.7;;;;;;;;;;;;;;
099_1025AR_6.2;;;;;;;;;;;;;;
817_1241L_200.3;;;;;;;;;;;;;;
614_2131V_47.6;;;;;;;;;;;;;;
553_271BV_21.9;;;;;;;;;;;;;;
513_61AR_25.3;;;;;;;;;;;;;;
555_255BpV_83.5;;;;;;;;;;;;;;
525_973R_78.5;;;;;;;;;;;;;;
564_1301L_23.4;;;;;;;;;;;;;;
517_253AR_0.9;;;;;;;;;;;;;;
609_17AL_29.0;;;;;;;;;;;;;;
501_914L_80.3;;;;;;;;;;;;;;
603_905R_3.5;;;;;;;;;;;;;;
805_515L_100.0;;;;;;;;;;;;;;
542_1239BV_29.8;;;;;;;;;;;;;;
618_797V_50.4;;;;;;;;;;;;;;
611_2341L_106.3;;;;;;;;;;;;;;
545_935V_22.4;;;;;;;;;;;;;;
513_141BR_26.3;;;;;;;;;;;;;;
606_73AL_0.3;;;;;;;;;;;;;;
163_1031AR_44.0;;;;;;;;;;;;;;
664_225R_42.5;;;;;;;;;;;;;;
514_31V_17.6;;;;;;;;;;;;;;
508_2151L_92.1;;;;;;;;;;;;;;
539_47BpV_79.3;;;;;;;;;;;;;;
087_45AR_22.6;;;;;;;;;;;;;;
522_147BR_57.4;;;;;;;;;;;;;;
550_907L_25.7;;;;;;;;;;;;;;
503_169pV_42.3;;;;;;;;;;;;;;
520_59R_0.1;;;;;;;;;;;;;;
132_952V_49.2;;;;;;;;;;;;;;
560_65pV_24.6;;;;;;;;;;;;;;
531_2701R_35.4;;;;;;;;;;;;;;
135_917AR_45.8;;;;;;;;;;;;;;
823_24R_6.3;;;;;;;;;;;;;;
531_177R_35.3;;;;;;;;;;;;;;
035_2889R_38.6;;;;;;;;;;;;;;
531_2761L_35.5;;;;;;;;;;;;;;
531_215AL_35.6;;;;;;;;;;;;;;
087_75AL_24.8;;;;;;;;;;;;;;
468_58L_100.9;;;;;;;;;;;;;;
561_89AL_59.7;;;;;;;;;;;;;;
085_207BV_19.2;;;;;;;;;;;;;;
501_173AR_81.0;;;;;;;;;;;;;;
478_1553V_1.9;;;;;;;;;;;;;;
805_7123L_104.4;;;;;;;;;;;;;;
620_83BpV_42.3;;;;;;;;;;;;;;
531_1165AL_101.8;;;;;;;;;;;;;;
950_129L_7.1;;;;;;;;;;;;;;
485_98ApV_101.2;;;;;;;;;;;;;;
132_962AqV_48.9;;;;;;;;;;;;;;
607_903L_43.9;;;;;;;;;;;;;;
517_81V_69.4;;;;;;;;;;;;;;
469_334R_601.8;;;;;;;;;;;;;;
586_161AR_80.8;;;;;;;;;;;;;;
626_5AR_31.9;;;;;;;;;;;;;;
950_935R_16.3;;;;;;;;;;;;;;
542_1243BpV_29.8;;;;;;;;;;;;;;
504_17AL_17.1;;;;;;;;;;;;;;
603_69AR_2.4;;;;;;;;;;;;;;
531_831L_33.6;;;;;;;;;;;;;;
608_909R_88.2;;;;;;;;;;;;;;
085_28AL_36.2;;;;;;;;;;;;;;
517_87qV_69.4;;;;;;;;;;;;;;
586_139AL_80.7;;;;;;;;;;;;;;
132_963ApV_48.8;;;;;;;;;;;;;;
531_1267qV_34.6;;;;;;;;;;;;;;
501_931V_80.3;;;;;;;;;;;;;;
520_1011R_1.0;;;;;;;;;;;;;;
527_57BV_16.9;;;;;;;;;;;;;;
004_3AR_101.8;;;;;;;;;;;;;;
950_676L_7.3;;;;;;;;;;;;;;
017_421BR_40.0;;;;;;;;;;;;;;
508_2143V_92.2;;;;;;;;;;;;;;
555_221AL_83.4;;;;;;;;;;;;;;
551_135AL_22.6;;;;;;;;;;;;;;
506_215AL_45.0;;;;;;;;;;;;;;
586_61BpV_80.4;;;;;;;;;;;;;;
520_1009R_1.0;;;;;;;;;;;;;;
608_59BpV_88.6;;;;;;;;;;;;;;
078_205AL_64.8;;;;;;;;;;;;;;
924_3523V_35.2;;;;;;;;;;;;;;
123_69R_20.1;;;;;;;;;;;;;;
054_1343AR_52.9;;;;;;;;;;;;;;
608_33R_87.9;;;;;;;;;;;;;;
501_921R_80.4;;;;;;;;;;;;;;
486_36AqV_0.8;;;;;;;;;;;;;;
026_251qV_26.9;;;;;;;;;;;;;;
531_2785L_35.8;;;;;;;;;;;;;;
531_869R_33.5;;;;;;;;;;;;;;
950_235AL_12.5;;;;;;;;;;;;;;
803_40L_102.7;;;;;;;;;;;;;;
553_229AR_21.3;;;;;;;;;;;;;;
519_37AR_46.3;;;;;;;;;;;;;;
437_965R_0.9;;;;;;;;;;;;;;
927_33R_904.5;;;;;;;;;;;;;;
467_20V_101.1;;;;;;;;;;;;;;
938_4505qV_0.2;;;;;;;;;;;;;;
508_2107R_91.5;;;;;;;;;;;;;;
437_964L_0.9;;;;;;;;;;;;;;
545_940L_22.2;;;;;;;;;;;;;;
950_967R_12.7;;;;;;;;;;;;;;
950_237pV_12.6;;;;;;;;;;;;;;
938_4509pV_0.2;;;;;;;;;;;;;;
501_75BV_80.5;;;;;;;;;;;;;;
116_2395AL_37.5;;;;;;;;;;;;;;
922_928R_18.1;;;;;;;;;;;;;;
603_177L_3.9;;;;;;;;;;;;;;
132_293AL_40.2;;;;;;;;;;;;;;
927_3077AL_905.4;;;;;;;;;;;;;;
545_181BV_23.3;;;;;;;;;;;;;;
037_2167R_92.4;;;;;;;;;;;;;;
950_341R_17.4;;;;;;;;;;;;;;
133_1179L_20.0;;;;;;;;;;;;;;
539_53BpV_79.2;;;;;;;;;;;;;;
617_701L_38.9;;;;;;;;;;;;;;
545_911L_22.0;;;;;;;;;;;;;;
124_185L_3.4;;;;;;;;;;;;;;
127_483R_73.9;;;;;;;;;;;;;;
531_175BR_35.4;;;;;;;;;;;;;;
107_965R_23.3;;;;;;;;;;;;;;
011_841R_68.8;;;;;;;;;;;;;;
040_10L_46.7;;;;;;;;;;;;;;
606_105AR_0.9;;;;;;;;;;;;;;
924_341ApV_36.0;;;;;;;;;;;;;;
817_1V_120.8;;;;;;;;;;;;;;
519_83AL_47.0;;;;;;;;;;;;;;
625_285L_15.3;;;;;;;;;;;;;;
027_933L_147.6;;;;;;;;;;;;;;
950_677V_7.3;;;;;;;;;;;;;;
122_6V_3.2;;;;;;;;;;;;;;
550_911L_25.9;;;;;;;;;;;;;;
133_1105AR_18.1;;;;;;;;;;;;;;
503_107BV_43.6;;;;;;;;;;;;;;
501_75AL_80.4;;;;;;;;;;;;;;
161_2705R_35.4;;;;;;;;;;;;;;
625_245R_17.0;;;;;;;;;;;;;;
586_221BV_81.0;;;;;;;;;;;;;;
478_1035L_0.4;;;;;;;;;;;;;;
605_3BV_33.5;;;;;;;;;;;;;;
133_1073AR_14.5;;;;;;;;;;;;;;
586_157BV_80.8;;;;;;;;;;;;;;
926_15AL_1.1;;;;;;;;;;;;;;
614_2169V_48.0;;;;;;;;;;;;;;
624_195BV_32.5;;;;;;;;;;;;;;
950_81AR_41.0;;;;;;;;;;;;;;
553_225AL_21.3;;;;;;;;;;;;;;
550_954R_25.0;;;;;;;;;;;;;;
211_105BV_15.0;;;;;;;;;;;;;;
924_12-14R_35.3;;;;;;;;;;;;;;
602_215L_77.1;;;;;;;;;;;;;;
653_29V_102.6;;;;;;;;;;;;;;
534_1015L_44.9;;;;;;;;;;;;;;
560_45AL_24.9;;;;;;;;;;;;;;
476_59V_200.9;;;;;;;;;;;;;;
617_1157AR_39.4;;;;;;;;;;;;;;
468_59L_101.0;;;;;;;;;;;;;;
560_45AV_24.9;;;;;;;;;;;;;;
545_983R_22.9;;;;;;;;;;;;;;
011_58L_68.9;;;;;;;;;;;;;;
543_131V_44.6;;;;;;;;;;;;;;
506_658R_44.4;;;;;;;;;;;;;;
516_913R_2.2;;;;;;;;;;;;;;
522_183AR_57.7;;;;;;;;;;;;;;
504_45L_18.1;;;;;;;;;;;;;;
626_35R_32.7;;;;;;;;;;;;;;
545_217BpV_23.7;;;;;;;;;;;;;;
564_215AR_59.8;;;;;;;;;;;;;;
105_139AL_31.4;;;;;;;;;;;;;;
115_11AL_5.5;;;;;;;;;;;;;;
501_949R_80.6;;;;;;;;;;;;;;
163_919AL_43.3;;;;;;;;;;;;;;
534_1045AR_45.5;;;;;;;;;;;;;;
130_8R_300.0;;;;;;;;;;;;;;
938_4625qV_3.6;;;;;;;;;;;;;;
618_33BqV_58.7;;;;;;;;;;;;;;
470_1120R_303.3;;;;;;;;;;;;;;
606_53R_0.1;;;;;;;;;;;;;;
486_22V_0.8;;;;;;;;;;;;;;
163_963AL_44.5;;;;;;;;;;;;;;
924_2375V_37.4;;;;;;;;;;;;;;
517_31AR_68.9;;;;;;;;;;;;;;
618_181V_50.9;;;;;;;;;;;;;;
503_105R_43.6;;;;;;;;;;;;;;
586_49R_80.4;;;;;;;;;;;;;;
534_1049AR_45.5;;;;;;;;;;;;;;
922_928L_18.1;;;;;;;;;;;;;;
531_2701L_35.4;;;;;;;;;;;;;;
531_1173BV_33.9;;;;;;;;;;;;;;
132_961V_48.9;;;;;;;;;;;;;;
950_65L_40.9;;;;;;;;;;;;;;
514_155BV_16.5;;;;;;;;;;;;;;
534_1093AR_45.9;;;;;;;;;;;;;;
479_2V_501.3;;;;;;;;;;;;;;
542_1185L_29.2;;;;;;;;;;;;;;
514_915R_18.0;;;;;;;;;;;;;;
116_1377AL_33.0;;;;;;;;;;;;;;
950_347R_17.4;;;;;;;;;;;;;;
534_1043BV_45.6;;;;;;;;;;;;;;
624_904V_32.5;;;;;;;;;;;;;;
625_271BV_16.2;;;;;;;;;;;;;;
624_145BV_31.7;;;;;;;;;;;;;;
011_301BV_69.9;;;;;;;;;;;;;;
555_305BV_83.9;;;;;;;;;;;;;;
127_375AL_38.5;;;;;;;;;;;;;;
586_273L_81.2;;;;;;;;;;;;;;
950_918R_6.5;;;;;;;;;;;;;;
127_443AR_67.7;;;;;;;;;;;;;;
586_2549R_80.3;;;;;;;;;;;;;;
528_31R_28.6;;;;;;;;;;;;;;
555_231V_83.5;;;;;;;;;;;;;;
527_69L_17.0;;;;;;;;;;;;;;
520_145BqV_0.8;;;;;;;;;;;;;;
564_968pV_23.7;;;;;;;;;;;;;;
478_1023BL_0.2;;;;;;;;;;;;;;
508_2013R_90.3;;;;;;;;;;;;;;
531_1343BpV_34.7;;;;;;;;;;;;;;
545_906AR_21.9;;;;;;;;;;;;;;
545_907L_21.9;;;;;;;;;;;;;;
531_1633AL_35.7;;;;;;;;;;;;;;
531_185AL_35.4;;;;;;;;;;;;;;
531_501L_35.6;;;;;;;;;;;;;;
518_123L_63.6;;;;;;;;;;;;;;
531_1193V_34.3;;;;;;;;;;;;;;
079_183AL_3.0;;;;;;;;;;;;;;
545_995L_23.7;;;;;;;;;;;;;;
545_982L_23.0;;;;;;;;;;;;;;
531_1333AL_34.6;;;;;;;;;;;;;;
531_213AR_35.6;;;;;;;;;;;;;;
531_1383BV_34.8;;;;;;;;;;;;;;
626_11AL_32.2;;;;;;;;;;;;;;
531_821AR_33.5;;;;;;;;;;;;;;
531_2765R_35.7;;;;;;;;;;;;;;
117_1847L_6.3;;;;;;;;;;;;;;
117_1843R_6.3;;;;;;;;;;;;;;
043_761R_31.1;;;;;;;;;;;;;;
520_113AL_0.6;;;;;;;;;;;;;;
618_33AL_58.6;;;;;;;;;;;;;;
545_101AL_22.4;;;;;;;;;;;;;;
545_981R_23.1;;;;;;;;;;;;;;
518_193AR_64.6;;;;;;;;;;;;;;
603_145BqV_3.4;;;;;;;;;;;;;;
517_89BqV_69.5;;;;;;;;;;;;;;
543_131R_44.6;;;;;;;;;;;;;;
801_926L_300.6;;;;;;;;;;;;;;
613_191pV_76.1;;;;;;;;;;;;;;
011_61BR_69.0;;;;;;;;;;;;;;
076_1659R_12.3;;;;;;;;;;;;;;
531_1311BL_34.7;;;;;;;;;;;;;;
011_303L_69.9;;;;;;;;;;;;;;
555_233L_83.5;;;;;;;;;;;;;;
517_211V_0.3;;;;;;;;;;;;;;
654_391AR_48.8;;;;;;;;;;;;;;
924_353ApV_36.2;;;;;;;;;;;;;;
469_330R_601.4;;;;;;;;;;;;;;
603_71BV_2.5;;;;;;;;;;;;;;
609_209L_28.7;;;;;;;;;;;;;;
950_9L_6.4;;;;;;;;;;;;;;
211_105BR_15.0;;;;;;;;;;;;;;
203_473AR_75.4;;;;;;;;;;;;;;
924_23-24V_35.3;;;;;;;;;;;;;;
028_1009R_52.7;;;;;;;;;;;;;;
927_3057R_905.4;;;;;;;;;;;;;;
927_3221R_904.3;;;;;;;;;;;;;;
553_259AL_21.7;;;;;;;;;;;;;;
011_67AqV_69.0;;;;;;;;;;;;;;
950_950V_40.2;;;;;;;;;;;;;;
073_1115V_1.1;;;;;;;;;;;;;;
619_1273AR_35.5;;;;;;;;;;;;;;
950_105BqV_6.9;;;;;;;;;;;;;;
545_217BqV_23.7;;;;;;;;;;;;;;
506_205BV_44.6;;;;;;;;;;;;;;
502_263AL_100.6;;;;;;;;;;;;;;
542_1169R_29.1;;;;;;;;;;;;;;
586_2529AR_80.2;;;;;;;;;;;;;;
545_931V_21.9;;;;;;;;;;;;;;
508_909L_90.9;;;;;;;;;;;;;;
531_1337qV_34.7;;;;;;;;;;;;;;
503_193AL_40.8;;;;;;;;;;;;;;
553_917L_21.5;;;;;;;;;;;;;;
517_43R_69.1;;;;;;;;;;;;;;
666_4203R_47.2;;;;;;;;;;;;;;
132_942V_49.1;;;;;;;;;;;;;;
124_904L_3.5;;;;;;;;;;;;;;
504_61BpV_18.3;;;;;;;;;;;;;;
938_905L_3.2;;;;;;;;;;;;;;
851_910R_100.5;;;;;;;;;;;;;;
618_257BV_1.7;;;;;;;;;;;;;;
437_263BR_1.2;;;;;;;;;;;;;;
926_2077R_0.7;;;;;;;;;;;;;;
927_23L_904.5;;;;;;;;;;;;;;
522_219AR_58.1;;;;;;;;;;;;;;
116_2397BV_37.6;;;;;;;;;;;;;;
