ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
73031355;603_1007R_3.5;BVL;Overijssel;0,000;0,224;2016-06-14
73031358;603_1007R_3.5;BASIS;Overijssel;0,000;0,224;2016-06-14
73031359;603_1007R_3.5;BAAN;Overijssel;0,000;0,224;2016-06-14
73031362;603_1006V_3.5;BVL;Overijssel;0,000;0,010;2016-06-14
73031365;603_1006V_3.5;BASIS;Overijssel;0,000;0,010;2016-06-14
73031366;654_391BV_48.8;BVL;Drenthe;0,000;0,777;2016-06-14
73031488;470_114V_304.3;BASIS;Europoort;0,000;0,382;2016-06-14
73031489;470_114V_304.3;BAAN;Europoort;0,000;0,382;2016-06-14
73031490;470_114V_304.3;BVL;Europoort;0,000;0,382;2016-06-14
73031021;501_151R_80.7;BAAN;Groningen;0,000;0,102;2016-06-14
73031022;501_151R_80.7;BVL;Groningen;0,000;0,102;2016-06-14
73031025;501_151R_80.7;BASIS;Groningen;0,000;0,102;2016-06-14
73031028;501_119L_80.7;BAAN;Groningen;0,000;0,154;2016-06-14
73031192;470_206L_304.8;BASIS;Europoort;0,000;0,502;2016-06-14
73031193;470_206L_304.8;BAAN;Europoort;0,000;0,502;2016-06-14
73031195;485_99V_101.3;BAAN;Amsterdam;0,000;0,052;2016-06-14
73031186;470_201L_305.3;BAAN;Europoort;0,000;0,196;2016-06-14
73031187;470_201L_305.3;BVL;Europoort;0,000;0,196;2016-06-14
73031199;485_99V_101.3;BVL;Amsterdam;0,000;0,052;2016-06-14
73031200;485_99V_101.3;BASIS;Amsterdam;0,000;0,052;2016-06-14
73031202;485_41R_101.1;BAAN;Amsterdam;0,000;0,064;2016-06-14
73031206;485_41R_101.1;BVL;Amsterdam;0,000;0,064;2016-06-14
73031207;485_41R_101.1;BASIS;Amsterdam;0,000;0,064;2016-06-14
73031209;485_10R_76.9;BAAN;Amsterdam;0,000;0,136;2016-06-14
73031369;654_391BV_48.8;BASIS;Drenthe;0,000;0,777;2016-06-14
73031370;654_391BV_48.8;BAAN;Drenthe;0,000;0,777;2016-06-14
73031372;525_445AL_78.1;BAAN;Amsterdam;0,000;0,098;2016-06-14
73031376;525_445AL_78.1;BVL;Amsterdam;0,000;0,098;2016-06-14
73031377;525_445AL_78.1;BASIS;Amsterdam;0,000;0,098;2016-06-14
73025233;011_303R_69.9;BVL;Drenthe;0,000;0,103;2016-06-14
73025236;011_303R_69.9;BASIS;Drenthe;0,000;0,103;2016-06-14
73025237;011_303R_69.9;BAAN;Drenthe;0,000;0,103;2016-06-14
73025417;560_23L_25.0;BASIS;Den Haag;0,000;0,153;2016-06-14
73025418;560_23L_25.0;BAAN;Den Haag;0,000;0,153;2016-06-14
73025420;560_23L_25.0;BVL;Den Haag;0,000;0,153;2016-06-14
73025424;527_931L_0.6;BAAN;Haarlem;0,000;0,363;2016-06-14
73025428;527_931L_0.6;BVL;Haarlem;0,000;0,363;2016-06-14
73025430;011_76V_69.0;BAAN;Drenthe;0,000;0,190;2016-06-14
73026036;664_133R_42.9;BASIS;Europoort;0,000;0,083;2016-06-14
73026037;664_133R_42.9;BAAN;Europoort;0,000;0,083;2016-06-14
73026038;664_133R_42.9;BVL;Europoort;0,000;0,083;2016-06-14
73026043;664_239R_43.1;BASIS;Europoort;0,000;0,078;2016-06-14
73026044;664_239R_43.1;BAAN;Europoort;0,000;0,078;2016-06-14
73026045;664_239R_43.1;BVL;Europoort;0,000;0,078;2016-06-14
73026049;560_81L_24.6;BASIS;Den Haag;0,000;0,147;2016-06-14
73026050;560_81L_24.6;BAAN;Den Haag;0,000;0,147;2016-06-14
73026052;560_81L_24.6;BVL;Den Haag;0,000;0,147;2016-06-14
73025627;512_443L_11.4;BAAN;A15trace;0,164;0,982;2016-06-14
73025628;512_443L_11.4;BVL;A15trace;0,164;0,982;2016-06-14
73025783;501_911V_80.3;BAAN;Groningen;0,000;0,047;2016-06-14
73025784;501_911V_80.3;BVL;Groningen;0,000;0,047;2016-06-14
73025787;501_911V_80.3;BASIS;Groningen;0,000;0,047;2016-06-14
73025790;501_33R_80.2;BAAN;Groningen;0,000;0,048;2016-06-14
73025791;501_33R_80.2;BVL;Groningen;0,000;0,048;2016-06-14
73025794;501_33R_80.2;BASIS;Groningen;0,000;0,048;2016-06-14
73025797;501_127L_80.8;BAAN;Groningen;0,000;0,347;2016-06-14
73025798;501_127L_80.8;BVL;Groningen;0,000;0,347;2016-06-14
73025801;501_127L_80.8;BASIS;Groningen;0,000;0,347;2016-06-14
73025802;610_149AL_14.1;BASIS;Achterhoek;0,000;0,059;2016-06-14
73025803;610_149AL_14.1;BAAN;Achterhoek;0,000;0,059;2016-06-14
73025805;610_149AL_14.1;BVL;Achterhoek;0,000;0,059;2016-06-14
73025934;532_1037R_11.2;BVL;Woerden;0,000;3,460;2016-06-14
73025935;532_1037R_11.2;BASIS;Woerden;0,000;3,460;2016-06-14
73025936;532_1037R_11.2;BAAN;Woerden;0,000;3,460;2016-06-14
73025930;517_199AR_0.0;BVL;Venlo;0,000;0,090;2016-06-14
73026055;801_920L_100.9;BAAN;Roosendaal;0,000;0,638;2016-06-14
73026057;801_920L_100.9;BASIS;Roosendaal;0,000;0,638;2016-06-14
73025631;606_908L_0.3;BASIS;Twente;0,000;0,192;2016-06-14
73025633;469_332L_601.5;BASIS;Europoort;0,000;0,416;2016-06-14
73025634;469_332L_601.5;BAAN;Europoort;0,000;0,416;2016-06-14
73025635;469_332L_601.5;BVL;Europoort;0,000;0,416;2016-06-14
73025811;032_6L_16.0;BVL;Utrecht;0,000;0,059;2016-06-14
73025812;617_1201L_40.5;BAAN;Boxtel;0,000;9,799;2016-06-14
73040490;626_913L_32.7;BASIS;Heerhugowaard;0,000;0,242;2016-06-14
73040491;626_913L_32.7;BAAN;Heerhugowaard;0,000;0,242;2016-06-14
73040483;163_1045V_44.5;BASIS;Europoort;0,000;0,377;2016-06-14
73040659;555_383V_84.4;BVL;Rotterdam;0,000;3,812;2016-06-14
73040661;104_163BL_56.5;BAAN;Leiden;0,585;9,954;2016-06-14
73040816;924_2329AR_34.8;BVL;Dordrecht;0,424;0,431;2016-06-14
73040818;924_2329AR_34.8;BASIS;Dordrecht;0,424;0,431;2016-06-14
73040822;924_2329AR_34.8;BAAN;Dordrecht;0,424;0,431;2016-06-14
73040823;924_2329AR_34.8;BVL;Dordrecht;0,395;0,424;2016-06-14
73040831;924_2329AR_34.8;BASIS;Dordrecht;0,395;0,424;2016-06-14
73040836;924_2329AR_34.8;BAAN;Dordrecht;0,395;0,424;2016-06-14
73040837;924_2329AR_34.8;BVL;Dordrecht;0,119;0,395;2016-06-14
73040839;104_163BL_56.5;BVL;Leiden;0,000;0,221;2016-06-14
73041058;049_25V_26.9;BASIS;Maas en Waal;0,733;0,821;2016-06-14
73041059;049_25V_26.9;BAAN;Maas en Waal;0,733;0,821;2016-06-14
73041060;049_25V_26.9;BVL;Maas en Waal;0,733;0,821;2016-06-14
73041065;049_25V_26.9;BASIS;Maas en Waal;0,647;0,733;2016-06-14
73041066;049_25V_26.9;BAAN;Maas en Waal;0,647;0,733;2016-06-14
73041067;049_25V_26.9;BVL;Maas en Waal;0,647;0,733;2016-06-14
73040499;664_879R_42.1;BAAN;Dordrecht;0,000;0,749;2016-06-14
73040500;801_902L_7.7;BVL;Roosendaal;0,000;0,743;2016-06-14
73040502;801_902L_7.7;BAAN;Roosendaal;0,000;0,743;2016-06-14
73040504;801_902L_7.7;BASIS;Roosendaal;0,000;0,743;2016-06-14
73040507;586_149AL_80.8;BAAN;Amsterdam;0,000;0,036;2016-06-14
73040511;586_149AL_80.8;BVL;Amsterdam;0,000;0,036;2016-06-14
73040663;534_1009AV_44.7;BASIS;Leiden;0,000;0,301;2016-06-14
73040665;474_3V_200.3;BASIS;Europoort;0,000;1,232;2016-06-14
73040842;104_163BL_56.5;BASIS;Leiden;0,000;0,221;2016-06-14
73040843;155_4403L_83.0;BASIS;A15trace;0,000;0,954;2016-06-14
73040844;155_4403L_83.0;BAAN;A15trace;0,000;0,954;2016-06-14
73040845;155_4403L_83.0;BVL;A15trace;0,000;0,954;2016-06-14
73041084;485_59AR_100.9;BAAN;Amsterdam;0,000;0,274;2016-06-14
73041088;485_59AR_100.9;BVL;Amsterdam;0,000;0,274;2016-06-14
73041089;485_59AR_100.9;BASIS;Amsterdam;0,000;0,274;2016-06-14
73041936;586_285AL_81.2;BAAN;Amsterdam;0,000;0,035;2016-06-14
73041940;586_285AL_81.2;BVL;Amsterdam;0,000;0,035;2016-06-14
73041941;586_285AL_81.2;BASIS;Amsterdam;0,000;0,035;2016-06-14
73041943;486_905V_75.3;BAAN;Amsterdam;0,000;0,009;2016-06-14
73041947;486_905V_75.3;BVL;Amsterdam;0,000;0,009;2016-06-14
73041948;486_905V_75.3;BASIS;Amsterdam;0,000;0,009;2016-06-14
73041950;017_33V_62.2;BASIS;Gelderland;0,000;7,436;2016-06-14
73042161;524_301V_71.6;BVL;Alkmaar;0,000;2,727;2016-06-14
73042367;506_25BR_43.1;BVL;Amersfoort;0,000;0,350;2016-06-14
73042370;534_1033AL_45.1;BAAN;Leiden;0,000;0,434;2016-06-14
73042374;534_1033AL_45.1;BVL;Leiden;0,000;0,434;2016-06-14
