ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND
72212546;105_495AR_30.0;495A;W;0,000;0,048;2016-06-07;1:15;1,33;495A;495A;W;W
72213088;477_40V_201.0;42;W;0,413;0,442;2016-06-07;1:9;1,33;42;42;W;W
72213089;517_71R_69.3;195;W;0,769;0,798;2016-06-07;1:9;1,33;195;195;W;W
72213091;116_1349AL_31.9;1349B;W;0,084;0,132;2016-06-07;1:15;1,33;1349B;1349B;W;W
72213092;531_1263V_34.5;1265;W;0,012;0,040;2016-06-07;1:9;1,33;1265;1265;W;W
72213093;514_93AL_17.2;93B/95A;W;0,024;0,041;2016-06-07;;;93B/95A;93B/95A;W;W
72213094;555_237AR_83.4;237A;W;0,000;0,029;2016-06-07;1:9;1,33;237A;237A;W;W
72213291;924_3355L_34.4;3355;W;0,000;0,029;2016-06-07;1:9;1,33;3355;3355;W;W
72213292;805_514R_100.0;514;W;0,000;0,029;2016-06-07;1:9;1,33;514;514;W;W
72213293;531_1459V_33.8;1469;W;0,000;0,028;2016-06-07;1:9;1,33;1469;1469;W;W
72213294;066_1AR_25.7;1A;W;0,000;0,029;2016-06-07;1:9;1,33;1A;1A;W;W
72213295;564_959V_24.2;960;W;0,012;0,041;2016-06-07;1:9;1,33;960;960;W;W
72213296;035_155AR_60.6;155B;W;0,055;0,103;2016-06-07;1:15;1,33;155B;155B;W;W
72213297;504_903R_17.4;910;W;0,668;0,694;2016-06-07;1:9;1,33;910;910;W;W
72213298;525_961BR_78.6;961A/961B;W;0,000;0,017;2016-06-07;;;961A/961B;961A/961B;W;W
72213299;528_120R_28.8;120;W;0,000;0,033;2016-06-07;1:9;1,33;120;120;W;W
72213300;550_93AR_25.8;93A;W;0,000;0,029;2016-06-07;1:9;1,33;93A;93A;W;W
72213301;815_924R_6.9;924;W;0,000;0,027;2016-06-07;1:9;1,33;924;924;W;W
72213303;624_215AV_32.7;257A;W;0,008;0,037;2016-06-07;1:9;1,33;257A;257A;W;W
72213304;533_1113AR_15.3;1113A;W;0,000;0,048;2016-06-07;1:15;1,33;1113A;1113A;W;W
72213305;011_38L_68.7;38;W;0,000;0,027;2016-06-07;1:9;1,33;38;38;W;W
72213306;486_906L_75.4;906;W;0,000;0,028;2016-06-07;1:9;1,33;906;906;W;W
72213307;603_41L_48.2;41;W;0,000;0,044;2016-06-07;1:15 SYM;1,33;41;41;W;W
72213308;080_3295R_7.9;3299;W;0,195;0,223;2016-06-07;1:9;1,33;3299;3299;W;W
72213309;586_1L_79.9;1;W;0,000;0,038;2016-06-07;1:12;1,33;1;1;W;W
72213310;062_351AR_28.1;351B;W;0,031;0,060;2016-06-07;1:9;1,33;351B;351B;W;W
72213311;035_93R_46.1;115B;W;0,555;0,583;2016-06-07;1:9;1,33;115B;115B;W;W
72213312;506_83L_43.9;99A/95B;W;0,128;0,146;2016-06-07;;;99A/95B;99A/95B;W;W
72213314;617_1159V_39.5;1163;W;0,037;0,084;2016-06-07;1:15;1,33;1163;1163;W;W
72213315;950_950R_29.3;950;W;0,000;0,027;2016-06-07;1:9;1,33;950;950;W;W
72213512;527_917L_17.6;917;W;0,000;0,029;2016-06-07;1:9;1,33;917;917;W;W
72213513;950_353ApV_17.6;353A/361B;W;0,000;0,031;2016-06-07;;;353A/361B;353A/361B;W;W
72213515;130_12L_61.7;12;W;0,000;0,029;2016-06-07;1:9;1,33;12;12;W;W
72213517;600_1027AL_11.1;1027B;W;0,073;0,120;2016-06-07;1:15;1,33;1027B;1027B;W;W
72213518;133_1087AL_15.0;1087A;W;0,000;0,047;2016-06-07;1:15;1,33;1087A;1087A;W;W
72213520;545_131BqV_23.0;135A/131B;W;0,000;0,034;2016-06-07;;;135A/131B;135A/131B;W;W
72213521;002_325R_40.0;345B;W;10,546;10,593;2016-06-07;1:15;1,33;345B;345B;W;W
72213522;057_57AR_12.3;57B;W;0,036;0,064;2016-06-07;1:9;1,33;57B;57B;W;W
72213523;545_137AR_23.0;137A;W;0,000;0,028;2016-06-07;1:9;1,33;137A;137A;W;W
72213524;560_1219AR_24.9;1219A/1219A;W;0,000;0,034;2016-06-07;;;1219A/1219A;1219A/1219A;W;W
72213645;605_1AR_33.4;1B;W;0,036;0,064;2016-06-07;1:9;1,33;1B;1B;W;W
72213646;506_91L_43.9;141A/97;W;0,097;0,115;2016-06-07;;;141A/97;141A/97;W;W
72213647;588_347AR_1.1;347A;W;0,000;0,029;2016-06-07;1:9;1,33;347A;347A;W;W
72213648;504_67L_18.3;69B;W;0,065;0,092;2016-06-07;1:9;1,33;69B;69B;W;W
72213649;135_2003R_39.4;2029;W;0,958;1,006;2016-06-07;1:15;1,33;2029;2029;W;W
72213650;550_103L_25.9;107/105;W;0,069;0,086;2016-06-07;;;107/105;107/105;W;W
72213651;062_433AL_38.1;433A;W;0,000;0,029;2016-06-07;1:9;1,33;433A;433A;W;W
72213654;520_113BV_0.8;157A/155B;W;0,039;0,056;2016-06-07;;;157A/155B;157A/155B;W;W
72213655;514_953R_17.4;953;W;0,000;0,029;2016-06-07;1:9;1,33;953;953;W;W
72213656;543_927R_45.6;927;W;0,000;0,027;2016-06-07;1:9;1,33;927;927;W;W
72213657;531_533BqV_35.9;535A/533B;W;0,000;0,034;2016-06-07;;;535A/533B;535A/533B;W;W
72213659;057_3L_5.6;3;W;0,000;0,028;2016-06-07;1:9;1,33;3;3;W;W
72213660;026_243AR_26.0;243A;W;0,000;0,038;2016-06-07;1:12;1,33;243A;243A;W;W
72213661;817_1213L_115.3;1213;W;0,000;0,028;2016-06-07;1:9;1,33;1213;1213;W;W
72213662;625_261AV_15.8;273A;W;0,320;0,368;2016-06-07;1:15;1,33;273A;273A;W;W
72213663;606_906L_0.2;906;W;0,000;0,027;2016-06-07;1:9;1,33;906;906;W;W
72213664;144_1347R_155.0;1347;W;0,000;0,048;2016-06-07;1:15;1,33;1347;1347;W;W
72213665;533_1111AR_15.3;1111A;W;0,000;0,048;2016-06-07;1:15;1,33;1111A;1111A;W;W
72217659;588_805AL_1.6;805A/805B;W;0,000;0,017;2016-06-07;;;805A/805B;805A/805B;W;W
72217660;664_123AR_42.5;133/131B;W;0,454;0,470;2016-06-07;;;133/131B;133/131B;W;W
72217661;478_1581L_2.0;1581;W;0,000;0,029;2016-06-07;1:9;1,33;1581;1581;W;W
72217663;054_1271AL_43.1;1271A;W;0,000;0,047;2016-06-07;1:15;1,33;1271A;1271A;W;W
72217664;950_353BL_17.6;361A;W;0,076;0,105;2016-06-07;1:9;1,33;361A;361A;W;W
72217665;545_223AL_23.7;225A/223B;W;0,020;0,036;2016-06-07;;;225A/223B;225A/223B;W;W
72217666;073_1183R_20.9;1205B;W;0,817;0,864;2016-06-07;1:15;1,33;1205B;1205B;W;W
72217667;525_1303AR_180.4;1303A;W;0,000;0,048;2016-06-07;1:15;1,33;1303A;1303A;W;W
72217668;564_425R_23.5;425;W;0,000;0,029;2016-06-07;1:9;1,33;425;425;W;W
72217669;479_1673R_301.9;1705;W;2,356;2,395;2016-06-07;1:12;1,33;1705;1705;W;W
72217670;501_147R_80.7;149A/147;W;0,000;0,017;2016-06-07;;;149A/147;149A/147;W;W
72217671;536_251AL_61.0;251A;W;0,000;0,029;2016-06-07;1:9;1,33;251A;251A;W;W
72218221;131_5R_16.7;16;W;0,623;0,651;2016-06-07;1:9;1,33;16;16;W;W
72216574;950_91V_6.9;109B;W;0,032;0,061;2016-06-07;1:9;1,33;109B;109B;W;W
72216575;620_3AL_41.6;5/3B;W;0,031;0,048;2016-06-07;;;5/3B;5/3B;W;W
72216576;618_53BpV_58.9;59/53B;W;0,000;0,034;2016-06-07;;;59/53B;59/53B;W;W
72215092;555_337BL_84.2;337B;W;0,000;0,038;2016-06-07;1:12;1,33;337B;337B;W;W
72215093;009_21AR_114.7;21A;W;0,000;0,029;2016-06-07;1:9;1,33;21A;21A;W;W
72215094;586_255AR_81.1;255A;W;0,000;0,028;2016-06-07;1:9;1,33;255A;255A;W;W
72215095;120_52BV_16.3;71B;W;5,904;5,936;2016-06-07;1:9;1,33;71B;71B;W;W
72215096;822_7207R_102.5;7211;W;0,342;0,370;2016-06-07;1:9;1,33;7211;7211;W;W
72215097;940_375R_43.2;375;W;0,000;0,029;2016-06-07;1:9;1,33;375;375;W;W
72215098;531_1251R_34.5;1255;W;0,024;0,053;2016-06-07;1:9;1,33;1255;1255;W;W
72215099;588_355AR_1.3;355B;W;0,031;0,060;2016-06-07;1:9;1,33;355B;355B;W;W
72215100;527_115R_17.4;135;W;0,950;0,978;2016-06-07;1:9;1,33;135;135;W;W
72215101;542_1155BV_29.1;1171A/1167;W;0,005;0,021;2016-06-07;;;1171A/1167;1171A/1167;W;W
72215103;139_311AL_175.0;317B;W;0,233;0,281;2016-06-07;1:15;1,33;317B;317B;W;W
72215104;927_945R_905.7;945;W;0,000;0,028;2016-06-07;1:9;1,33;945;945;W;W
72214810;133_1133BV_20.0;1145;W;0,414;0,514;2016-06-07;1:34.7;2,53;1145;1145;W;W
72214811;042_910R_20.3;910;W;0,000;0,029;2016-06-07;1:9;1,33;910;910;W;W
72214812;011_315R_69.6;315;W;0,000;0,029;2016-06-07;1:9;1,33;315;315;W;W
72214813;600_1025AL_11.1;1027B;W;0,073;0,120;2016-06-07;1:15;1,33;1027B;1027B;W;W
72214814;011_311R_69.8;311;W;0,000;0,028;2016-06-07;1:9;1,33;311;311;W;W
72214815;550_962R_25.2;962;W;0,000;0,025;2016-06-07;1:7;1,33;962;962;W;W
72214816;950_1015R_40.1;1015;W;0,000;0,029;2016-06-07;1:9;1,33;1015;1015;W;W
72214817;132_952R_49.2;952;W;0,000;0,029;2016-06-07;1:9;1,33;952;952;W;W
72214818;133_962R_20.6;1185/1183B;W;0,457;0,474;2016-06-07;;;1185/1183B;1185/1183B;W;W
72215405;083_253AL_7.5;253B;W;0,063;0,092;2016-06-07;1:9;1,33;253B;253B;W;W
72215406;206_143L_29.8;143;W;0,000;0,048;2016-06-07;1:15;1,33;143;143;W;W
72215407;470_80R_202.0;80;W;0,000;0,029;2016-06-07;1:9;1,33;80;80;W;W
72217079;950_644L_7.2;644;W;0,000;0,027;2016-06-07;1:9;1,33;644;644;W;W
72217080;117_1893L_9.0;1893;W;0,000;0,048;2016-06-07;1:15;1,33;1893;1893;W;W
72217081;116_2255L_39.5;2255;W;0,000;0,048;2016-06-07;1:15;1,33;2255;2255;W;W
72217082;504_31L_17.5;35B;W;0,106;0,133;2016-06-07;1:9;1,33;35B;35B;W;W
72217083;545_153AL_23.0;153A/151B;W;0,000;0,017;2016-06-07;;;153A/151B;153A/151B;W;W
72217084;620_903R_41.9;903;W;0,000;0,027;2016-06-07;1:9;1,33;903;903;W;W
72217085;503_133BqV_42.9;133B/907;W;0,000;0,034;2016-06-07;;;133B/907;133B/907;W;W
72214623;950_65L_40.9;971;W;0,251;0,279;2016-06-07;1:9;1,33;971;971;W;W
72214624;950_83R_41.1;83;W;0,000;0,029;2016-06-07;1:9;1,33;83;83;W;W
72214625;486_957L_75.0;957;W;0,000;0,026;2016-06-07;1:8;1,33;957;957;W;W
72214626;129_43L_30.6;49;W;0,051;0,078;2016-06-07;1:9;1,33;49;49;W;W
72214627;553_919R_21.6;919;W;0,000;0,027;2016-06-07;1:9;1,33;919;919;W;W
72214628;201_101R_25.7;109;W;0,384;0,412;2016-06-07;1:9;1,33;109;109;W;W
72214629;626_13BpV_32.4;25A/13B;W;0,000;0,033;2016-06-07;;;25A/13B;25A/13B;W;W
72214630;927_945L_905.7;945;W;0,000;0,026;2016-06-07;1:9;1,33;945;945;W;W
72214631;555_275AR_83.5;275A;W;0,000;0,028;2016-06-07;1:9;1,33;275A;275A;W;W
72214633;163_161ApV_43.5;161A/261;W;0,000;0,031;2016-06-07;;;161A/261;161A/261;W;W
72214283;609_209V_28.7;213;W;0,015;0,043;2016-06-07;1:9 SYM;1,33;213;213;W;W
72214284;536_327BL_62.0;329A;W;0,034;0,063;2016-06-07;1:9;1,33;329A;329A;W;W
72214286;522_219AL_58.1;219B;W;0,130;0,168;2016-06-07;1:12;1,33;219B;219B;W;W
72214288;603_177V_3.9;3173;W;0,366;0,405;2016-06-07;1:12;1,33;3173;3173;W;W
72214289;478_1263L_1.7;1339A/1329;W;0,250;0,267;2016-06-07;;;1339A/1329;1339A/1329;W;W
72214290;514_61BV_17.3;87/85A;W;0,046;0,063;2016-06-07;;;87/85A;87/85A;W;W
72214291;486_953L_75.1;953;W;0,000;0,029;2016-06-07;1:9;1,33;953;953;W;W
72214292;478_1335R_2.1;1335;W;0,000;0,028;2016-06-07;1:9;1,33;1335;1335;W;W
72214293;938_4581R_2.3;4581;W;0,000;0,029;2016-06-07;1:9 SYM;1,33;4581;4581;W;W
72214296;028_1023R_52.8;1023;W;0,000;0,029;2016-06-07;1:9;1,33;1023;1023;W;W
72214299;664_121AR_42.4;121A;W;0,000;0,029;2016-06-07;1:9;1,33;121A;121A;W;W
72214300;625_275L_15.5;275;W;0,000;0,029;2016-06-07;1:9;1,33;275;275;W;W
72214302;520_950L_0.8;950;W;0,000;0,026;2016-06-07;1:8;1,33;950;950;W;W
72214303;514_145BV_16.5;147;W;0,014;0,043;2016-06-07;1:9;1,33;147;147;W;W
72214304;486_958R_74.9;958;W;0,000;0,026;2016-06-07;1:8;1,33;958;958;W;W
72214305;502_285AL_101.4;285B;W;0,070;0,097;2016-06-07;1:9;1,33;285B;285B;W;W
72214308;506_123AL_43.9;123A;W;0,000;0,032;2016-06-07;1:10;1,33;123A;123A;W;W
72217586;603_89L_2.6;89/87B;W;0,000;0,017;2016-06-07;;;89/87B;89/87B;W;W
72217587;012_343AR_24.2;343B;W;0,110;0,138;2016-06-07;1:9;1,33;343B;343B;W;W
72217588;613_907AL_76.0;908;W;0,021;0,049;2016-06-07;1:9;1,33;908;908;W;W
72217589;504_59BqV_18.3;67/59B;W;0,000;0,032;2016-06-07;;;67/59B;67/59B;W;W
72217590;654_391AR_48.8;391A;W;0,000;0,029;2016-06-07;1:9;1,33;391A;391A;W;W
72217591;950_341pV_17.4;341/343;W;0,000;0,031;2016-06-07;;;341/343;341/343;W;W
72217592;517_95AR_69.5;95A/91B;W;0,000;0,018;2016-06-07;;;95A/91B;95A/91B;W;W
72217593;620_37BV_41.9;51;W;0,126;0,155;2016-06-07;1:9;1,33;51;51;W;W
72218142;505_315BV_23.9;317B;W;0,100;0,147;2016-06-07;1:15;1,33;317B;317B;W;W
72218143;542_505R_29.6;505;W;0,000;0,029;2016-06-07;1:9;1,33;505;505;W;W
72218144;305_21L_15.9;21;W;0,000;0,029;2016-06-07;1:9;1,33;21;21;W;W
72218145;623_337L_17.8;365;W;0,693;0,722;2016-06-07;1:9;1,33;365;365;W;W
72216043;620_51L_42.1;51;W;0,000;0,029;2016-06-07;1:9;1,33;51;51;W;W
72216044;555_381V_84.4;985;W;3,982;4,031;2016-06-07;1:15;1,33;985;985;W;W
72216045;851_913L_100.9;913;W;0,000;0,028;2016-06-07;1:9;1,33;913;913;W;W
72216047;586_2503AR_80.2;2515A/2503B;W;0,036;0,052;2016-06-07;;;2515A/2503B;2515A/2503B;W;W
72216048;516_945L_75.0;945;W;0,000;0,029;2016-06-07;1:9;1,33;945;945;W;W
72216049;950_113AR_41.8;113A/111B;W;0,000;0,016;2016-06-07;;;113A/111B;113A/111B;W;W
72216050;518_107BpV_63.5;109/107B;W;0,000;0,031;2016-06-07;;;109/107B;109/107B;W;W
72216051;021_15AR_86.6;15A;W;0,000;0,048;2016-06-07;1:15;1,33;15A;15A;W;W
72216052;815_914L_6.7;914;W;0,000;0,025;2016-06-07;1:7;1,33;914;914;W;W
72216053;924_2301AR_525.1;2301B;W;0,062;0,100;2016-06-07;1:12;1,33;2301B;2301B;W;W
72216055;938_4631L_3.6;4631/4629;W;0,000;0,016;2016-06-07;;;4631/4629;4631/4629;W;W
72216057;555_265AL_83.4;265A/263B;W;0,000;0,015;2016-06-07;;;265A/263B;265A/263B;W;W
72216058;103_303R_28.8;303;W;0,000;0,099;2016-06-07;1:34.7;2,53;303;303;W;W
72216060;129_16L_30.0;16;W;0,000;0,029;2016-06-07;1:9;1,33;16;16;W;W
72216061;664_1009R_42.9;1009;W;0,000;0,029;2016-06-07;1:9;1,33;1009;1009;W;W
72216062;823_21AqV_5.7;21A/21B;W;0,000;0,031;2016-06-07;;;21A/21B;21A/21B;W;W
72216063;206_121R_17.7;123;W;0,410;0,449;2016-06-07;1:12;1,33;123;123;W;W
72216064;514_101AR_17.1;101B;W;0,037;0,064;2016-06-07;1:9;1,33;101B;101B;W;W
72216065;950_71R_40.9;71;W;0,000;0,027;2016-06-07;1:9;1,33;71;71;W;W
72216066;564_966pV_23.7;966/967;W;0,000;0,033;2016-06-07;;;966/967;966/967;W;W
72216067;604_9AR_47.4;9A;W;0,000;0,029;2016-06-07;1:9;1,33;9A;9A;W;W
72215357;531_511BpV_35.8;513/511B;W;0,000;0,032;2016-06-07;;;513/511B;513/511B;W;W
72215358;486_943L_76.0;943;W;0,000;0,027;2016-06-07;1:9;1,33;943;943;W;W
72215360;485_10R_76.9;121;W;0,108;0,136;2016-06-07;1:8;1,33;121;121;W;W
72215361;084_3L_9.3;3;W;0,000;0,027;2016-06-07;1:9;1,33;3;3;W;W
72215362;133_965R_20.7;965;W;0,000;0,027;2016-06-07;1:9;1,33;965;965;W;W
72215364;533_1151AR_16.0;1151A;W;0,000;0,032;2016-06-07;1:9;1,33;1151A;1151A;W;W
72214311;127_415BV_49.5;417B;W;0,015;0,043;2016-06-07;1:9;1,33;417B;417B;W;W
72214312;479_1703L_304.2;1843;W;7,941;7,973;2016-06-07;1:9;1,33;1843;1843;W;W
72218407;617_1109R_38.8;1109;W;0,000;0,046;2016-06-07;1:15;1,33;1109;1109;W;W
72218408;531_847R_33.5;847;W;0,000;0,029;2016-06-07;1:9;1,33;847;847;W;W
72218409;055_427BV_37.6;455B;W;0,899;0,927;2016-06-07;1:9;1,33;455B;455B;W;W
72218410;560_79L_24.7;83B/65;W;0,129;0,145;2016-06-07;;;83B/65;83B/65;W;W
72218411;021_11BL_86.6;57A;W;18,249;18,276;2016-06-07;1:9;1,33;57A;57A;W;W
72218412;817_80R_205.7;80;W;0,000;0,029;2016-06-07;1:9;1,33;80;80;W;W
72218413;115_127AL_22.3;127A;W;0,000;0,027;2016-06-07;1:9;1,33;127A;127A;W;W
72218414;054_1369BR_54.1;1371A;W;0,038;0,067;2016-06-07;1:9;1,33;1371A;1371A;W;W
72219001;950_201R_11.7;843;W;0,026;0,055;2016-06-07;1:9;1,33;843;843;W;W
72219002;542_1175L_29.1;1175;W;0,000;0,029;2016-06-07;1:9;1,33;1175;1175;W;W
72219003;586_91ApV_80.4;91A/2561B;W;0,000;0,034;2016-06-07;;;91A/2561B;91A/2561B;W;W
72219004;618_71L_51.3;897;W;0,762;0,791;2016-06-07;1:9;1,33;897;897;W;W
72219005;503_127L_43.2;135;W;0,036;0,064;2016-06-07;1:9;1,33;135;135;W;W
72219006;543_201AR_46.0;201B;W;0,055;0,103;2016-06-07;1:15;1,33;201B;201B;W;W
72217942;924_13-14L_35.3;3335;W;0,945;0,974;2016-06-07;1:9;1,33;3335;3335;W;W
72217943;517_31BV_69.0;41B;W;0,047;0,079;2016-06-07;1:9;1,33;41B;41B;W;W
72217944;588_813AR_1.9;813A/813B;W;0,000;0,016;2016-06-07;;;813A/813B;813A/813B;W;W
72217945;927_937R_906.0;958;W;0,435;0,463;2016-06-07;1:9;1,33;958;958;W;W
72217946;517_221AL_0.2;221A;W;0,000;0,032;2016-06-07;1:9;1,33;221A;221A;W;W
72218533;009_45AL_126.7;45A;W;0,000;0,028;2016-06-07;1:9;1,33;45A;45A;W;W
72218534;927_943R_905.6;943;W;0,000;0,029;2016-06-07;1:9;1,33;943;943;W;W
72218536;099_1025AL_6.2;1025A;W;0,000;0,047;2016-06-07;1:15;1,33;1025A;1025A;W;W
72218537;603_902L_4.1;902;W;0,000;0,026;2016-06-07;1:9;1,33;902;902;W;W
72218539;586_2551AR_80.3;2551A/2539B;W;0,000;0,017;2016-06-07;;;2551A/2539B;2551A/2539B;W;W
72218540;528_1AR_27.9;1A;W;0,000;0,032;2016-06-07;1:9;1,33;1A;1A;W;W
72218541;309_8302R_6.1;8302;W;0,000;0,027;2016-06-07;1:9;1,33;8302;8302;W;W
72218542;508_2101R_91.4;2145;W;0,629;0,677;2016-06-07;1:15;1,33;2145;2145;W;W
72218543;927_43R_904.6;3003;W;0,573;0,602;2016-06-07;1:9;1,33;3003;3003;W;W
72218544;054_1009AL_57.5;1009A;W;0,000;0,048;2016-06-07;1:15;1,33;1009A;1009A;W;W
72218908;555_277AL_83.6;277A;W;0,000;0,029;2016-06-07;1:9;1,33;277A;277A;W;W
72218909;124_201L_3.6;201;W;0,000;0,028;2016-06-07;1:9;1,33;201;201;W;W
72218910;950_111L_6.9;203;W;0,780;0,809;2016-06-07;1:9;1,33;203;203;W;W
72218911;534_1095BV_46.0;1097;W;0,020;0,067;2016-06-07;1:15;1,33;1097;1097;W;W
72218912;531_1357AL_34.6;1355A/1359B;W;0,028;0,045;2016-06-07;;;1355A/1359B;1355A/1359B;W;W
72218913;926_2069AqV_0.8;2069A/2069B;W;0,000;0,028;2016-06-07;;;2069A/2069B;2069A/2069B;W;W
