ID;OBJECTTYPE;SPOORTAK_IDENTIFICATIE;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;KM_BEGIN;NR_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;KM_EIND;NR_EIND;KANTCODE_EIND;NR_SUB;LENGTE;OBEGINTIJD;BEHEERDER;LENGTE_GEOM
377548;--VERVALLEN--;470_416V_450.2;470;n;Botlek;450,197;416;V;470;g;Botlek;300,592;1105;R;;0,209;2015-01-09;NS-spooraansluitingen,ProRail;0,209455
377549;--VERVALLEN--;478_1023BpV_0.2;478;a;Rotterdam Europoort 4;0,159;1023B;L+R;478;a;Rotterdam Europoort 4;0,125;1027;L+R;p;0,034;2015-01-09;ProRail;0,033619
377550;--VERVALLEN--;614_405L_48.3;614;c;s Hertogenbosch;48,335;405;L;614;c;s Hertogenbosch;48,192;406;V;;0,144;2015-01-09;ProRail;0,144120
377551;--VERVALLEN--;617_1111L_38.8;617;a;Boxtel;38,832;1111;L;617;a;Boxtel;39,535;1157B;R;;0,701;2015-01-09;ProRail;0,701133
377552;--VERVALLEN--;614_2125R_47.5;614;c;s Hertogenbosch;47,450;2125;R;614;c;s Hertogenbosch;47,524;2127;R;;0,076;2015-01-09;ProRail;0,076334
377553;--VERVALLEN--;614_2125L_47.5;614;c;s Hertogenbosch;47,450;2125;L;614;c;s Hertogenbosch;47,487;2129;V;;0,038;2015-01-09;ProRail;0,037847
377554;--VERVALLEN--;614_2117V_47.4;614;c;s Hertogenbosch;47,442;2117;V;614;c;s Hertogenbosch;47,450;2125;V;;0,008;2015-01-09;ProRail;0,007964
377555;--VERVALLEN--;614_2115L_47.4;614;c;s Hertogenbosch;47,367;2115;L;614;c;s Hertogenbosch;47,442;2117;L;;0,076;2015-01-09;ProRail;0,076319
377556;--VERVALLEN--;614_2131V_47.6;614;c;s Hertogenbosch;47,551;2131;V;614;c;s Hertogenbosch;47,841;2151;V;;0,289;2015-01-09;ProRail;0,288616
377557;--VERVALLEN--;105_461R_29.1;105;;Woerden - Gouda;29,129;461;R;105;;Woerden - Gouda;29,394;463;R;;0,265;2015-01-09;ProRail;0,264944
377790;--VERVALLEN--;603_3135R_3.0;603;a;Zwolle;3,037;3135;R;603;a;Zwolle;2,945;TI_3135R;V;;0,092;2015-01-09;ProRail;0,091917
377791;--VERVALLEN--;479_1673L_301.9;479;a;Maasvlakte 2;301,912;1673;L;479;a;Maasvlakte 2;301,976;1675;L;;0,064;2015-01-09;ProRail;0,064174
377792;--VERVALLEN--;552_227AL_82.5;552;b;Groningen Losplaats;82,537;227A;L;552;b;Groningen Losplaats;82,641;227B;L;;0,104;2015-01-09;ProRail;0,104282
377793;--VERVALLEN--;486_914ApV_76.0;486;b;Amsterdam Westhaven (gebied);75,963;914A;L+R;486;b;Amsterdam Westhaven (gebied);75,929;914B;L+R;p;0,034;2015-01-09;ProRail;0,033619
377794;--VERVALLEN--;526_15BpV_4.2;526;a;Amsterdam Muiderpoort;4,158;15B;L+R;526;a;Amsterdam Muiderpoort;4,125;17A;L+R;p;0,034;2015-01-09;ProRail;0,033619
377795;--VERVALLEN--;614_2169V_48.0;614;c;s Hertogenbosch;47,995;2169;V;614;c;s Hertogenbosch;48,339;2217;L;;0,339;2015-01-09;ProRail;0,338963
377796;--VERVALLEN--;626_37pV_32.7;626;c;Hoorn;32,676;37;L+R;626;c;Hoorn;32,710;41;L+R;p;0,034;2015-01-09;ProRail;0,033619
377797;--VERVALLEN--;564_219AR_100.6;564;d;Den Haag Binckhorst;100,569;219A;R;536;;Den Haag HS;60,400;219B;R;;0,069;2015-01-09;ProRail;0,069034
377798;--VERVALLEN--;564_1355L_23.8;564;b;Den Haag Binckhorst;23,821;1355;L;564;d;Den Haag Binckhorst;100,309;SJ_1355L;V;;0,372;2015-01-09;ProRail;0,371991
377799;--VERVALLEN--;564_1355R_23.8;564;b;Den Haag Binckhorst;23,821;1355;R;564;d;Den Haag Binckhorst;100,308;SJ_1355R;V;;0,372;2015-01-09;ProRail;0,372132
377800;--VERVALLEN--;564_1365L_23.8;564;b;Den Haag Binckhorst;23,779;1365;L;564;b;Den Haag Binckhorst;23,819;1369;V;;0,035;2015-01-09;ProRail;0,034691
377801;--VERVALLEN--;564_1369R_23.8;564;b;Den Haag Binckhorst;23,819;1369;R;564;d;Den Haag Binckhorst;100,312;SJ_1369R;V;;0,369;2015-01-09;ProRail;0,368829
377802;--VERVALLEN--;564_1363R_23.7;564;b;Den Haag Binckhorst;23,737;1363;R;564;b;Den Haag Binckhorst;23,779;1365;V;;0,043;2015-01-09;ProRail;0,042947
377803;--VERVALLEN--;926_17AL_1.1;926;;Zwolle Rangeerterrein;1,095;17A;L;926;;Zwolle Rangeerterrein;1,157;17B;L;;0,064;2015-01-09;ProRail;0,064150
377804;--VERVALLEN--;926_15AR_1.1;926;;Zwolle Rangeerterrein;1,096;15A;R;926;;Zwolle Rangeerterrein;1,157;15B;R;;0,064;2015-01-09;ProRail;0,064304
377805;--VERVALLEN--;926_15BL_1.2;926;;Zwolle Rangeerterrein;1,157;15B;L;926;;Zwolle Rangeerterrein;1,095;17A;R;;0,064;2015-01-09;ProRail;0,063999
377806;--VERVALLEN--;614_2229R_48.4;614;c;s Hertogenbosch;48,414;2229;R;614;c;s Hertogenbosch;48,681;SJ_2229R;V;;0,269;2015-01-09;ProRail;0,268628
377976;--VERVALLEN--;127_421R_49.7;127;a;Roosendaal - Vlissingen;49,685;421;R;127;a;Roosendaal - Vlissingen;49,782;541;R;;0,100;2015-01-09;ProRail;0,100111
377977;--VERVALLEN--;105_139BR_31.5;105;;Woerden - Gouda;31,546;139B;R;105;;Woerden - Gouda;29,965;495A;L;;1,575;2015-01-09;ProRail;1,575269
377978;--VERVALLEN--;476_61L_201.6;476;b;Rotterdam Europoort 2;201,599;61;L;476;b;Rotterdam Europoort 2;201,134;88;V;;0,464;2015-01-09;ProRail;0,464399
377979;--VERVALLEN--;525_976V_78.3;525;b;Amsterdam Singelgracht Aansl.;78,260;976;V;525;b;Amsterdam Singelgracht Aansl.;78,198;982A;LE;;0,047;2015-01-09;Derden - Overig,ProRail;0,047116
377980;--VERVALLEN--;560_43AL_24.9;560;;Den Haag Centraal;24,940;43A;LE;560;;Den Haag Centraal;24,872;45B;R;;0,068;2015-01-09;ProRail;0,068349
377981;--VERVALLEN--;550_145BV_26.3;550;;Leeuwarden;26,264;145B;V;550;;Leeuwarden;26,492;155;R;;0,231;2015-01-09;ProRail;0,231231
377982;--VERVALLEN--;504_53BpV_18.2;504;b;Heerlen;18,245;53B;L+R;504;b;Heerlen;18,214;57A;L+R;p;0,032;2015-01-09;ProRail;0,031789
377983;--VERVALLEN--;087_57L_24.2;087;;Weesp Aansl. - Hilversum;24,174;57;L;087;;Weesp Aansl. - Hilversum;24,755;75A;V;;0,582;2016-03-10;ProRail;0,582368
377984;--VERVALLEN--;564_1319R_23.6;564;b;Den Haag Binckhorst;23,568;1319;R;564;d;Den Haag Binckhorst;100,122;SJ_1319R;V;;0,430;2015-06-15;ProRail;0,430038
377985;--VERVALLEN--;468_975L_100.1;468;a;Rotterdam Eemhaven;100,067;975;L;468;f;Rotterdam Eemhaven;300,055;TI_975L;V;;0,395;2015-12-21;ProRail;0,394682
377986;--VERVALLEN--;089_295BV_46.6;089;;Amersfoort - Amersfoort Aansl.;46,600;295B;V;505;a;Amersfoort Aansl.;23,810;315A;V;;0,731;2015-01-09;ProRail;0,731245
377987;--VERVALLEN--;513_63L_25.3;513;a;Geldermalsen;25,342;63;L;513;a;Geldermalsen;25,738;91B;R;;0,394;2015-01-09;ProRail;0,394428
377364;--VERVALLEN--;155_4431R_84.0;155;d;Meteren Aansl. - Ressen = Bemmel;83,986;4431;R;155;d;Meteren Aansl. - Ressen = Bemmel;86,397;4441;V;;2,404;2015-01-09;ProRail;2,403562
377365;--VERVALLEN--;155_4431L_84.0;155;d;Meteren Aansl. - Ressen = Bemmel;83,986;4431;L;155;d;Meteren Aansl. - Ressen = Bemmel;84,155;4433;L;;0,169;2015-01-09;ProRail;0,169331
377366;--VERVALLEN--;155_4423V_84.1;155;d;Meteren Aansl. - Ressen = Bemmel;84,090;4423;V;155;d;Meteren Aansl. - Ressen = Bemmel;84,113;4435;V;;0,024;2015-01-09;ProRail;0,023531
377367;--VERVALLEN--;155_4433V_84.2;155;d;Meteren Aansl. - Ressen = Bemmel;84,155;4433;V;155;d;Meteren Aansl. - Ressen = Bemmel;84,233;4437;L;;0,078;2015-01-09;ProRail;0,077816
377368;--VERVALLEN--;155_4435R_84.1;155;d;Meteren Aansl. - Ressen = Bemmel;84,113;4435;R;155;d;Meteren Aansl. - Ressen = Bemmel;84,233;4437;R;;0,119;2015-01-09;ProRail;0,119497
377369;--VERVALLEN--;542_1191BL_29.5;542;a;Dordrecht;29,456;1191B;L;542;a;Dordrecht;29,392;1193A;R;;0,063;2015-01-09;ProRail;0,063198
377558;--VERVALLEN--;028_1035L_53.0;028;;Hengelo - Enschede Grens;53,027;1035;L;028;;Hengelo - Enschede Grens;53,079;1037;V;;0,053;2015-01-09;ProRail;0,053311
377559;--VERVALLEN--;028_1035R_53.0;028;;Hengelo - Enschede Grens;53,027;1035;R;028;;Hengelo - Enschede Grens;53,458;SJ_1035R;V;;0,431;2015-01-09;ProRail;0,431207
377560;--VERVALLEN--;028_1037R_53.1;028;;Hengelo - Enschede Grens;53,079;1037;R;028;;Hengelo - Enschede Grens;53,460;SJ_1037R;V;;0,379;2015-01-09;ProRail;0,379255
377561;--VERVALLEN--;028_1039V_53.2;028;;Hengelo - Enschede Grens;53,191;1039;V;028;;Hengelo - Enschede Grens;53,271;1041;L;;0,080;2015-01-09;ProRail;0,079508
377562;--VERVALLEN--;028_1041V_53.3;028;;Hengelo - Enschede Grens;53,271;1041;V;028;;Hengelo - Enschede Grens;53,469;SJ_1041V;V;;0,198;2015-01-09;ProRail;0,198032
377563;--VERVALLEN--;124_183V_3.3;124;a;Tilburg - Vught Aansl.;3,333;183;V;124;a;Tilburg - Vught Aansl.;3,353;185;V;;0,020;2015-01-09;ProRail;0,020147
377564;--VERVALLEN--;514_35R_17.5;514;a;Nijmegen;17,526;35;R;514;a;Nijmegen;17,888;917;V;;0,372;2015-01-09;ProRail;0,372227
377565;--VERVALLEN--;624_165AR_32.2;624;;Gouda;32,173;165A;R;624;;Gouda;32,294;189A;V;;0,119;2015-01-09;ProRail;0,118784
377566;--VERVALLEN--;588_845BR_2.1;588;;Amsterdam Dijksgracht;2,119;845B;RE;588;;Amsterdam Dijksgracht;2,156;847;V;;0,016;2015-01-09;ProRail;0,016126
377567;--VERVALLEN--;588_845ApV_2.2;588;;Amsterdam Dijksgracht;2,156;845A;L+R;588;;Amsterdam Dijksgracht;2,120;845B;L+R;p;0,033;2015-01-09;ProRail;0,032999
377568;--VERVALLEN--;817_35L_117.6;817;a;Vlissingen Sloehaven;117,553;35;L;817;a;Vlissingen Sloehaven;119,345;40;V;;1,794;2015-01-09;ProRail;1,793994
377569;--VERVALLEN--;006_1003R_3.6;006;;Groningen - Sauwerd;3,594;1003;R;006;;Groningen - Sauwerd;4,439;1009B;L;;0,846;2015-01-09;ProRail;0,845726
377570;--VERVALLEN--;927_3075BpV_905.5;927;;Watergraafsmeer;905,498;3075B;L+R;927;;Watergraafsmeer;905,464;3081;L+R;p;0,033;2015-01-09;ProRail;0,033325
377571;--VERVALLEN--;124_201R_3.6;124;a;Tilburg - Vught Aansl.;3,566;201;R;124;a;Tilburg - Vught Aansl.;3,702;207;L;;0,136;2015-01-09;ProRail;0,136148
377572;--VERVALLEN--;588_845AqV_2.2;588;;Amsterdam Dijksgracht;2,156;845A;L+R;588;;Amsterdam Dijksgracht;2,119;845B;L+R;q;0,034;2015-01-09;ProRail;0,033670
377807;--VERVALLEN--;614_2219R_48.3;614;c;s Hertogenbosch;48,345;2219;R;614;c;s Hertogenbosch;48,414;2229;V;;0,074;2015-01-09;ProRail;0,073522
377808;--VERVALLEN--;135_227V_14.8;135;;Weesp Aansl. - Lelystad Industrieterrein;14,832;227;V;135;;Weesp Aansl. - Lelystad Industrieterrein;14,697;2203;R;;0,136;2016-05-26;ProRail;0,135779
377809;--VERVALLEN--;133_1017L_8.6;133;a;Amsterdam Riekerpolder - Warmond;8,635;1017;L;133;a;Amsterdam Riekerpolder - Warmond;8,738;1019;L;;0,103;2015-01-09;ProRail;0,102522
377810;--VERVALLEN--;479_3L_501.4;479;b;Maasvlakte 2;501,379;3;L;479;b;Maasvlakte 2;501,452;4;V;;0,073;2015-01-09;ProRail;0,072710
377811;--VERVALLEN--;479_3R_501.4;479;b;Maasvlakte 2;501,379;3;R;479;b;Maasvlakte 2;501,452;5;V;;0,073;2015-01-09;ProRail;0,072903
377812;--VERVALLEN--;479_5L_501.5;479;b;Maasvlakte 2;501,452;5;L;479;b;Maasvlakte 2;502,486;12;R;;1,035;2015-01-09;ProRail;1,034800
377813;--VERVALLEN--;564_1367R_23.8;564;b;Den Haag Binckhorst;23,787;1367;R;564;d;Den Haag Binckhorst;100,315;SJ_1367R;V;;0,394;2015-01-09;ProRail;0,393525
377814;--VERVALLEN--;478_1657L_2.1;478;a;Rotterdam Europoort 4;2,145;1657;LE;478;a;Rotterdam Europoort 4;2,101;1661;V;;0,026;2015-01-09;ProRail;0,026405
377815;--VERVALLEN--;478_1651R_2.2;478;a;Rotterdam Europoort 4;2,243;1651;R;478;a;Rotterdam Europoort 4;2,152;1655;RE;;0,074;2015-01-09;ProRail;0,073876
377816;--VERVALLEN--;478_1641L_2.3;478;a;Rotterdam Europoort 4;2,302;1641;L;478;a;Rotterdam Europoort 4;2,243;1651;V;;0,060;2015-01-09;ProRail;0,059764
377817;--VERVALLEN--;614_2111R_47.3;614;c;s Hertogenbosch;47,330;2111;R;614;c;s Hertogenbosch;47,394;2113;R;;0,064;2015-01-09;ProRail;0,064295
377818;--VERVALLEN--;553_253R_21.4;553;c;Sittard;21,446;253;R;553;c;Sittard;22,296;303;L;;0,838;2015-11-11;ProRail;0,837726
377819;--VERVALLEN--;478_1341L_2.1;478;a;Rotterdam Europoort 4;2,118;1341;L;478;a;Rotterdam Europoort 4;3,011;1349;R;;0,897;2015-01-09;ProRail;0,897084
377820;--VERVALLEN--;478_1341V_2.1;478;a;Rotterdam Europoort 4;2,118;1341;V;478;a;Rotterdam Europoort 4;2,079;1343;L;;0,038;2015-01-09;ProRail;0,038437
377821;--VERVALLEN--;478_1339BpV_2.1;478;a;Rotterdam Europoort 4;2,072;1339B;L+R;478;a;Rotterdam Europoort 4;2,038;1345;L+R;p;0,034;2015-01-09;ProRail;0,033618
377822;--VERVALLEN--;478_1339BqV_2.1;478;a;Rotterdam Europoort 4;2,072;1339B;L+R;478;a;Rotterdam Europoort 4;2,038;1345;L+R;q;0,034;2015-01-09;ProRail;0,033618
377988;--VERVALLEN--;823_11L_3.9;823;a;Oosterhout Weststad;3,869;11;L;823;a;Oosterhout Weststad;5,717;21B;RE;;1,832;2015-01-09;ProRail;1,832031
377989;--VERVALLEN--;129_12R_29.9;129;;Terneuzen Aansl. - Terneuzen;29,925;12;RE;129;;Terneuzen Aansl. - Terneuzen;30,617;44;L;;0,676;2015-01-09;ProRail;0,676359
377990;--VERVALLEN--;620_33L_41.9;620;;Alkmaar;41,851;33;LE;620;;Alkmaar;41,615;SJ_33L;V;;0,218;2015-01-09;ProRail;0,217761
377991;--VERVALLEN--;620_35AL_41.8;620;;Alkmaar;41,818;35A;LE;620;;Alkmaar;42,157;59;L;;0,323;2015-01-09;ProRail;0,322503
377992;--VERVALLEN--;132_441AR_51.7;132;;Moordrecht Aansl. - Rotterdam Kleiweg;51,711;441A;R;132;;Moordrecht Aansl. - Rotterdam Kleiweg;51,650;441B;R;;0,062;2015-01-09;ProRail;0,061877
377993;--VERVALLEN--;132_952L_49.2;132;;Moordrecht Aansl. - Rotterdam Kleiweg;49,150;952;L;132;;Moordrecht Aansl. - Rotterdam Kleiweg;49,547;SJ_952L;V;;0,398;2015-01-09;ProRail;0,398016
377994;--VERVALLEN--;513_129R_26.0;513;a;Geldermalsen;26,041;129;R;513;a;Geldermalsen;26,221;145;R;;0,182;2015-01-09;ProRail;0,182021
377995;--VERVALLEN--;009_87R_137.9;009;;Meppel - Leeuwarden;137,923;87;R;009;;Meppel - Leeuwarden;138,539;101;L;;0,619;2015-01-09;ProRail;0,618950
377996;--VERVALLEN--;545_207L_23.5;545;b;Roosendaal;23,480;207;L;545;b;Roosendaal;22,652;960A;LE;;0,822;2015-01-09;ProRail;0,822406
377370;--VERVALLEN--;509_9AV_35.1;509;;Baarn;35,069;9A;V;528;b;Hilversum;29,033;55B;V;;6,055;2015-01-09;ProRail;6,055212
377371;--VERVALLEN--;057_57BV_12.3;057;;Eindhoven - Weert;12,341;57B;V;057;;Eindhoven - Weert;19,800;81B;L;;7,458;2015-01-09;ProRail;7,458174
377372;--VERVALLEN--;486_918L_76.3;486;b;Amsterdam Westhaven (gebied);76,254;918;L;486;b;Amsterdam Westhaven (gebied);76,320;919;L;;0,067;2015-01-09;ProRail;0,066891
377373;--VERVALLEN--;486_917V_76.3;486;b;Amsterdam Westhaven (gebied);76,264;917;V;486;b;Amsterdam Westhaven (gebied);76,320;919;R;;0,056;2015-01-09;ProRail;0,055738
377374;--VERVALLEN--;486_923V_76.3;486;b;Amsterdam Westhaven (gebied);76,315;923;V;486;b;Amsterdam Westhaven (gebied);76,352;925;R;;0,038;2015-01-09;ProRail;0,037957
377375;--VERVALLEN--;486_916V_76.2;486;b;Amsterdam Westhaven (gebied);76,221;916;V;486;b;Amsterdam Westhaven (gebied);76,254;918;V;;0,033;2015-01-09;ProRail;0,032736
377573;--VERVALLEN--;588_870V_2.4;588;;Amsterdam Dijksgracht;2,376;870;V;588;;Amsterdam Dijksgracht;2,662;SJ_870V;V;;0,277;2015-01-09;ProRail;0,277205
377574;--VERVALLEN--;479_13V_502.5;479;b;Maasvlakte 2;502,495;13;V;479;b;Maasvlakte 2;502,530;14;R;;0,034;2015-01-09;ProRail;0,034408
377575;--VERVALLEN--;479_14V_502.5;479;b;Maasvlakte 2;502,530;14;V;479;b;Maasvlakte 2;502,610;SJ_14V;V;;0,080;2015-01-09;ProRail;0,080000
377576;--VERVALLEN--;011_301AR_70.0;011;;Assen - Haren;69,993;301A;R;011;;Assen - Haren;67,373;445;L;;2,613;2015-01-09;ProRail;2,613240
377577;--VERVALLEN--;486_411BpV_77.5;486;b;Amsterdam Westhaven (gebied);77,537;411B;L+R;486;b;Amsterdam Westhaven (gebied);77,504;415A;L+R;p;0,034;2015-01-09;ProRail;0,033670
377578;--VERVALLEN--;486_415AL_77.5;486;b;Amsterdam Westhaven (gebied);77,504;415A;LE;486;b;Amsterdam Westhaven (gebied);77,569;415B;L;;0,065;2015-01-09;ProRail;0,065055
377579;--VERVALLEN--;479_1709V_304.4;479;a;Maasvlakte 2;304,412;1709;V;479;b;Maasvlakte 2;500,415;1711;V;;0,415;2015-01-09;ProRail;0,415386
377580;--VERVALLEN--;618_61L_58.9;618;c;Eindhoven;58,877;61;LE;618;b;Eindhoven;51,568;63;V;;0,029;2015-01-09;ProRail;0,029323
377581;--VERVALLEN--;618_57BqV_58.9;618;c;Eindhoven;58,900;57B;L+R;618;c;Eindhoven;58,877;61;L+R;q;0,034;2015-01-09;ProRail;0,033665
377582;--VERVALLEN--;618_57BpV_58.9;618;c;Eindhoven;58,900;57B;L+R;618;c;Eindhoven;58,877;61;L+R;p;0,034;2015-01-09;ProRail;0,033670
377583;--VERVALLEN--;485_43R_101.2;485;d;Amsterdam Hemhaven (gebied);101,150;43;R;485;d;Amsterdam Hemhaven (gebied);101,310;TI_43R;V;;0,178;2015-01-09;NS-spooraansluitingen,ProRail;0,178258
377584;--VERVALLEN--;485_42V_101.1;485;d;Amsterdam Hemhaven (gebied);101,146;42;V;485;d;Amsterdam Hemhaven (gebied);101,150;43;V;;0,004;2015-01-09;ProRail;0,003615
377585;--VERVALLEN--;619_1255L_34.5;619;;Heerhugowaard;34,538;1255;L;619;;Heerhugowaard;34,852;1263B;R;;0,317;2015-01-09;ProRail;0,317124
377586;--VERVALLEN--;553_301V_22.3;553;c;Sittard;22,265;301;V;553;c;Sittard;22,296;303;R;;0,033;2015-11-11;ProRail;0,032755
377587;--VERVALLEN--;552_257BpV_83.2;552;b;Groningen Losplaats;83,245;257B;L+R;552;b;Groningen Losplaats;83,211;261;L+R;p;0,034;2015-01-09;ProRail;0,033670
377823;--VERVALLEN--;478_1643R_2.2;478;a;Rotterdam Europoort 4;2,246;1643;RE;478;a;Rotterdam Europoort 4;2,172;1649;RE;;0,041;2015-01-09;ProRail;0,040745
377824;--VERVALLEN--;133_1185L_20.1;133;a;Amsterdam Riekerpolder - Warmond;20,109;1185;LE;133;a;Amsterdam Riekerpolder - Warmond;20,161;1187;V;;0,036;2015-01-09;ProRail;0,035696
377825;--VERVALLEN--;133_1183AL_20.1;133;a;Amsterdam Riekerpolder - Warmond;20,058;1183A;LE;133;a;Amsterdam Riekerpolder - Warmond;20,142;1183B;LE;;0,050;2015-01-09;ProRail;0,049658
377826;--VERVALLEN--;478_1521L_0.9;478;a;Rotterdam Europoort 4;0,914;1521;L;478;a;Rotterdam Europoort 4;1,837;1551;L;;0,924;2015-01-09;ProRail;0,924055
377827;--VERVALLEN--;478_1525L_0.8;478;a;Rotterdam Europoort 4;0,835;1525;L;478;a;Rotterdam Europoort 4;1,832;1547;L;;1,000;2015-01-09;ProRail;0,999690
377828;--VERVALLEN--;478_1545V_1.9;478;a;Rotterdam Europoort 4;1,867;1545;V;478;a;Rotterdam Europoort 4;1,921;1549;L;;0,038;2015-01-09;ProRail;0,037604
