PUIC;GEOCODE;GEOSUBCODE;KM_GEOCODE;X;Y;OBJECTTYPE;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
423813b6-6f27-4b31-8f41-20f717e6785a;121;121_a;8.268308;107519.70300000161;405379.94200000167;Wissel;20220614;C;19
c8908031-63e9-47ab-b16b-b28e9b191214;663;663_a;41.145484;96512.65199999884;431755.83199999854;Wissel;20220614;C;19
03a1c388-5d6e-409b-a12a-b2d72ab0590a;531;531_d;1.78708;134482.125;456609.6649999991;Wissel;20220614;C;19
e922f4bc-e95b-4095-8687-cbdc5ef0d8d2;145;145__;56.492982;117309.9140000008;485180.34600000083;Wissel;20220614;C;19
b01a4519-f600-4d85-82ac-8a3c9bf4b261;212;212__;39.679362;211427.0639999993;441110.0329999998;Wissel;20220614;C;19
8e3d51ea-b8aa-454a-aa80-944c46fb8677;476;476_b;200.349623;76966.85500000045;433420.32400000095;Wissel;20220614;C;19
ffc6b72f-c975-4ffc-a5a1-9d2bcb98bddf;063;063__;2.560098;178099.54300000146;319894.3520000018;Wissel;20220614;C;19
ade70815-e2c8-4039-84d4-d7bf194c814a;520;520_a;1.005599;177308.97300000116;318555.4690000005;Wissel;20220614;C;19
c7f45bfd-f5a0-4052-80fd-68db106278f0;478;478_a;2.301232;61211.2490000017;440528.21499999985;Wissel;20220614;C;19
834a1838-174f-42f4-ae42-9f6821becd7f;506;506_b;43.024128;152615.73099999875;463329.02699999884;Wissel;20220614;C;19
d4f7083c-b32d-4810-88b0-c8188e80ee0d;525;525_b;77.828245;119363.54300000146;489628.91899999976;Wissel;20220614;C;19
670f8454-2fae-4372-8b08-93e0bac1f061;586;586__;80.622171;121713.74300000072;488106.7969999984;Wissel;20220614;C;19
cd6f131d-9c3e-4a3c-8de8-f0875986dbc0;531;531_c;35.850561;136338.46299999952;455049.42500000075;Wissel;20220614;C;19
1526e05f-d580-4fc6-b4a4-3be9a4fcd3b6;203;203__;75.021506;257046.8440000005;534474.0469999984;Wissel;20220614;C;19
24cdfe78-e35e-4812-9952-85212a96bad8;046;046__;34.666344;146493.02699999884;424090.19299999997;Wissel;20220614;C;19
29ba7a7d-6a6e-4509-ae69-9823840e8e94;614;614_c;47.914694;148502.44999999925;411318.94999999925;Wissel;20220614;C;19
160ab03a-ce0c-4241-a282-6b25321f0191;801;801_a;7.674252;100646.87299999967;409754.8220000006;Wissel;20220614;C;19
399b5b05-d938-475f-a912-da4a73b0568a;527;527_c;17.274787;103596.44000000134;489228.5850000009;Wissel;20220614;C;19
d5a92589-07df-474d-b075-7d4fce997705;924;924_b;524.955652;101566.30999999866;426681.9470000006;Wissel;20220614;C;19
7eafcea8-44e7-4393-8782-d81566a5e542;112;112__;67.112146;83039.4290000014;448984.6629999988;Wissel;20220614;C;19
f09ea8a0-1a82-440a-9db4-9463f80a3fc0;924;924_a;34.104783;101319.93899999931;426760.2589999996;Wissel;20220614;C;19
8c7a5895-0cca-42c8-9b95-b0f72f482872;502;502_b;100.199168;209705.14600000158;522444.938000001;Wissel;20220614;C;19
6f26363f-c535-469e-921d-ba634febb3cb;603;603_a;2.445855;202484.95600000024;502335.9270000011;Wissel;20220614;C;19
51deb781-8717-4b11-b8bb-31d3c3ac0f1f;135;135__;42.755795;160996.86800000072;504989.5549999997;Wissel;20220614;C;19
2c63c3e3-eb76-4a6e-80ef-877336a75de7;557;557_c;101.083058;46789.8909999989;368919.36300000176;Wissel;20220614;C;19
ee3517bd-cfd2-4940-99be-b43207148932;513;513_a;24.718351;146762.45899999887;433718.7129999995;Wissel;20220614;C;19
7607f495-6aaf-487d-9915-23c04d9b7cb4;588;588__;2.895332;124029.76199999824;486758.08999999985;Wissel;20220614;C;19
470ba261-2ee6-4cfc-822c-984a441a7c33;617;617_a;38.733848;149980.76799999923;399826.67599999905;Wissel;20220614;C;19
64bbdab2-dce8-440f-9c8c-e9ab6e9025d5;522;522_b;57.45667;108254.22800000012;504229.30799999833;Wissel;20220614;C;19
f441c0cb-9a1f-4c17-9efc-48e174968708;924;924_a;35.32559;100288.67100000009;427429.40100000054;Wissel;20220614;C;19
f077221e-adb5-46b4-8346-a49ce0b3b9d7;950;950_a;6.582103;90331.56300000101;431882.51199999824;Wissel;20220614;C;19
d108de06-827e-419b-b978-d525f89a9dcf;217;217__;49.468901;147814.37200000137;523487.313000001;Wissel;20220614;C;19
e660395e-4b11-42d9-8073-47b24cd64201;087;087__;25.146659;140011.79800000042;474016.7019999996;Wissel;20220614;C;19
df482f28-791b-445c-97cc-257918bf9ea0;530;530_b;12.398817;145687.35700000077;461610.77699999884;Wissel;20220614;C;19
ea84d527-27c5-4d00-b195-35bcf6875244;927;927__;906.390274;126171.47800000012;484560.868999999;Wissel;20220614;C;19
54e6154d-53ee-4411-9857-346cd7e1dac7;588;588__;1.736598;123532.90799999982;487592.08999999985;Wissel;20220614;C;19
c2c52df9-94ec-4949-bf1b-6bea93f748b2;608;608_b;87.921034;194612.18299999833;469198.25;Wissel;20220614;C;19
2cba566c-bc34-43ad-b4f8-f1c79b5ef1fe;950;950_a;16.210898;80946.43499999866;431787.2740000002;Wissel;20220614;C;19
92f8a89d-d2a9-466c-94d8-b52798a28fc7;527;527_c;16.691409;104196.08100000024;489124.62099999934;Wissel;20220614;C;19
7a26bfe3-cebb-4597-af6b-4a9d6d9dedfb;528;528_b;28.048576;140807.87099999934;471228.11400000006;Wissel;20220614;C;19
345bd8eb-f0e6-457b-ac26-8a0ba37a4ed1;624;624_a;32.910566;107458.14499999955;447967.0029999986;Wissel;20220614;C;19
f6f40731-b2a4-4c5d-b26d-0fcf95f6eda9;085;085__;32.814971;96344.66200000048;475820.6469999999;Wissel;20220614;C;19
846aaaa8-c1a5-4c6a-ad47-743b4ac2356c;514;514_a;17.98228;187142.84899999946;427494.02699999884;Wissel;20220614;C;19
744bbe51-a2b4-419c-883a-732e3d7beba8;586;586__;81.275584;122279.86699999869;487778.72399999946;Wissel;20220614;C;19
0ddac1c9-815b-490c-ae1c-dc246607e20f;803;803_h;101.540179;257809.58399999887;594191.3330000006;Wissel;20220614;C;19
84cc1ec0-67fa-4ffb-91e5-aa2622f7ffbc;527;527_c;16.90396;103968.2190000005;489206.63699999824;Wissel;20220614;C;19
cfd03096-a372-4851-8096-e7df72c2c902;801;801_g;600.001341;100521.61400000006;409690.9389999993;Wissel;20220614;C;19
1f607861-afe5-4311-be08-b4e9f654bc25;618;618_a;1.765231;163173.87200000137;383981.4750000015;Wissel;20220614;C;19
12413f2d-8b9d-4621-9970-b42ca65eef54;513;513_a;25.503747;146930.4299999997;432952.7509999983;Wissel;20220614;C;19
5942bdd0-9f4f-4246-8363-1680fa635ade;503;503_c;43.059222;208310.85500000045;474439.1799999997;Wissel;20220614;C;19
ab22b669-7c0b-4635-a7d0-0808db74877c;135;135__;15.537555;143876.17399999872;487569.9470000006;Wissel;20220614;C;19
dcebcfa3-4c22-41b3-b873-b7d182820f9c;517;517_a;0.286707;209338.3280000016;375566.19999999925;Wissel;20220614;C;19
77a98bed-9bcc-4842-a5b8-bfc4e9fc6271;545;545_b;22.370838;91025.39400000125;395450.67599999905;Wissel;20220614;C;19
218bbfac-ffc9-4cec-9438-19899c30fddc;478;478_a;0.861647;61671.81599999964;439162.3500000015;Wissel;20220614;C;19
1067e817-3a7d-4975-9811-393f3991592f;614;614_c;47.842869;148567.24399999902;411376.81799999997;Wissel;20220614;C;19
13f93e01-6d18-406d-88c5-96ce7beebbfa;085;085__;19.834948;102258.77499999851;487272.36199999973;Wissel;20220614;C;19
37b7c14f-e0cc-497b-9f51-caca20bccd0f;510;510_b;9.783555;187246.2580000013;435584.9290000014;Wissel;20220614;C;19
67b80dc2-a30c-4fb4-bf76-8b301fb17efd;545;545_b;21.816775;91297.17000000179;395912.1240000017;Wissel;20220614;C;19
b19a6d4f-61d6-4980-896f-268b6b7cfa7c;666;666_b;47.739191;147607.51900000125;430094.75499999896;Wissel;20220614;C;19
03030a62-f600-4001-b7cc-544680733667;506;506_b;43.58612;153075.41800000146;463024.1090000011;Wissel;20220614;C;19
7039aa9d-d093-4c1a-af4a-da01d242a51d;516;516_b;74.639544;207597.12200000137;377814.2670000009;Wissel;20220614;C;19
1407caf2-7565-4193-84ed-f52121f65196;564;564_b;23.63525;83442.58300000057;454256.1420000009;Wissel;20220614;C;19
7815ba93-2f6f-493b-a0f5-175a7868b438;135;135__;21.65338;148897.92399999872;490480.73800000176;Kruising;20220614;C;19
ae618aca-d311-4da0-b925-383b87d6b532;506;506_b;44.099486;153574.91000000015;462805.8189999983;Wissel;20220614;C;19
bd49ec9f-efac-4642-8e49-001e14f22498;607;607_b;43.803879;246403.25299999863;442798.96599999815;Wissel;20220614;C;19
6f594ce6-e606-418f-acd7-36a3e384b174;205;205__;5.683432;235351.08999999985;497536.8280000016;Wissel;20220614;C;19
b7d8ef6f-2c32-448e-b138-69e15bedc672;817;817_a;115.346204;40887.46400000155;385236.1259999983;Wissel;20220614;C;19
22f32759-212a-4e8d-86ac-47afb700bd28;950;950_e;40.151093;62111.18699999899;438884.5700000003;Wissel;20220614;C;19
fb4af681-1e90-480b-8982-8fafed8a2ba2;012;012__;20.174261;228570.6799999997;528165.4890000001;Wissel;20220614;C;19
2b4e5fa3-873a-40fd-938c-3831e8988aec;618;618_c;58.686012;161214.0450000018;383700.48999999836;Wissel;20220614;C;19
d2a8b0a2-7ccf-4cde-a4ed-db55b8066226;502;502_b;100.149478;209695.05299999937;522388.8570000008;Wissel;20220614;C;19
663eba4c-857a-48a4-bc9c-b432dd69a7db;506;506_b;43.366993;152900.38199999928;463122.17500000075;Wissel;20220614;C;19
c33d81fe-d8d1-4a4b-9fc1-ec2f9d70701f;517;517_a;0.405121;209239.26900000125;375630.80099999905;Wissel;20220614;C;19
a9923864-cc31-411b-87ae-a7d23a70907b;132;132__;48.02296;95668.79899999872;440309.9970000014;Wissel;20220614;C;19
213359d0-e672-4f0b-8860-220a52068352;437;437_a;0.40001;192135.4539999999;443213.0940000005;Wissel;20220614;C;19
e02c71fd-7993-41c4-bdc7-dda63627bd6f;079;079__;14.386618;126381.86800000072;502656.21400000155;Wissel;20220614;C;19
8c0a7f1f-a013-4b1c-9b21-292f18491471;927;927__;906.046983;125825.6090000011;484640.06500000134;Wissel;20220614;C;19
770853e7-634b-482e-8a80-c8c90596d9f5;128;128__;12.52932;131165.05999999866;480894.40100000054;Wissel;20220614;C;19
101691a9-a78b-498a-99ae-5d1ceb2902f5;073;073__;1.363748;113001.4140000008;551636.3539999984;Wissel;20220614;C;19
870e0f2b-e223-49b0-a631-957004222306;560;560_a;24.991068;82348.40100000054;455017.4479999989;Wissel;20220614;C;19
1d44fb3d-1196-4443-b097-43e753dd36cd;544;544_a;0.205747;112483.20300000161;400816.43299999833;Wissel;20220614;C;19
dd65db12-6e38-4935-ba3b-18aed43400f9;094;094__;2.545684;136593.0639999993;457836.52800000086;Wissel;20220614;C;19
a7cccfa8-f70f-416c-a5f9-6f225abd243a;506;506_b;43.228665;152764.65399999917;463187.4990000017;Wissel;20220614;C;19
6f125706-613d-4b45-803a-00a1ac76c4a5;924;924_a;35.148027;100394.32299999893;427267.0760000013;Wissel;20220614;C;19
fd8dbb9d-28d6-49a9-9c66-f0dd7ea5ba46;135;135__;14.937664;143292.40900000185;487432.66699999943;Wissel;20220614;C;19
36eb8fd4-63e8-40a2-86f7-7ffe7fa78c93;625;625_b;14.737914;105023.44999999925;411353.65900000185;Wissel;20220614;C;19
b2cbd11d-e1a2-4475-99ba-de7999d7a336;135;135__;46.265898;163514.37999999896;506798.65300000086;Wissel;20220614;C;19
5870030e-0c20-4442-bd66-aa1ed69b928a;950;950_a;12.688534;84351.50200000033;432600.3969999999;Wissel;20220614;C;19
5eddbe06-5901-4d82-8c0a-fcf029c0241a;520;520_a;0.133229;177497.6790000014;317719.95600000024;Wissel;20220614;C;19
35a89771-5924-4738-9196-eff3e9b7c2ba;054;054_a;52.981446;157324.70199999958;387644.91000000015;Wissel;20220614;C;19
f6afd130-27a4-4a0a-8d2e-46cc6b0a0cb4;618;618_b;51.2615;161745.5859999992;383808.65300000086;Wissel;20220614;C;19
40a05573-db39-4dc7-8876-467dded896aa;555;555__;84.236589;92148.72300000116;437905.4699999988;Wissel;20220614;C;19
5b6b34a2-c690-4532-abd5-f901f0f5be65;603;603_a;3.54688;203428.311999999;501779.03500000015;Wissel;20220614;C;19
4a2999db-589a-4a50-b5aa-d7829711c83d;305;305__;15.925242;255771.2349999994;570576.5430000015;Wissel;20220614;C;19
cfa34142-9cf4-42df-9706-d900609d1e91;810;810_a;1.807071;109214.50200000033;425433.6460000016;Wissel;20220614;C;19
d12353e7-102c-4b56-9e00-0e8b41072b9d;506;506_b;44.253143;153725.76999999955;462862.9050000012;Wissel;20220614;C;19
60362908-8175-459e-a041-f9c098d52c7b;534;534_b;45.057948;93424.99500000104;465049.03599999845;Wissel;20220614;C;19
eff58345-45d1-48f3-b05b-93ea58187d60;087;087__;16.587038;134527.15700000152;478728.9290000014;Wissel;20220614;C;19
ada1ada5-3d07-4b66-9c65-32f65641ba53;486;486_b;75.923678;117887.35300000012;490735.98099999875;Wissel;20220614;C;19
9578dfef-b782-4215-9aa9-4c6af9bc6f8a;469;469_a;100.711203;86668.74199999869;433182.4789999984;Wissel;20220614;C;19
9de32172-9c4e-4431-9d1c-e52b80208029;024;024__;26.541255;232523.59699999914;481293.12099999934;Wissel;20220614;C;19
7f36dc47-d914-48ff-b8b8-05190cd26147;560;560_a;24.896372;82423.53200000152;454954.76900000125;Wissel;20220614;C;19
3fee2510-07db-43a1-81e0-6870c75de450;924;924_a;35.52673;100151.94999999925;427586.10599999875;Wissel;20220614;C;19
72eada09-9c8b-40ce-889b-f4820da6b8da;950;950_e;41.7082;61574.83199999854;440348.8969999999;Wissel;20220614;C;19
352732ad-06ab-441c-9988-52a70eda745b;478;478_a;0.779612;61752.40799999982;439105.436999999;Wissel;20220614;C;19
1ff907a6-5373-43cf-b0f8-d076cedebd50;085;085__;19.89745;102235.08100000024;487214.65199999884;Wissel;20220614;C;19
bb07c07a-f0a9-4eec-a732-54e15da2ea03;927;927__;905.292593;125222.46499999985;485109.91000000015;Wissel;20220614;C;19
aea35aef-47a5-46a7-808c-e263ae329ac0;545;545_b;23.078336;90500.79600000009;394979.44200000167;Wissel;20220614;C;19
f022d159-1244-4cab-a88f-ebe1e4641d26;506;506_b;43.974058;153450.33700000122;462802.6970000006;Wissel;20220614;C;19
c61716f0-9870-4b74-88aa-3a0387b06daf;617;617_a;39.382532;150402.96299999952;399330.90900000185;Wissel;20220614;C;19
3b8e77b2-575b-40bd-9b40-e6538900257f;085;085__;19.808705;102267.16600000113;487297.1220000014;Wissel;20220614;C;19
8a70d6cc-c0e4-4df6-8243-46b833dcb891;924;924_a;36.191535;99662.91800000146;428043.12999999896;Wissel;20220614;C;19
18774f18-2551-470d-aa1a-f1e3e1fcdefc;105;105__;31.425754;108933.8590000011;447811.7320000008;Wissel;20220614;C;19
4d7481bd-d5f3-4300-bc3e-a02161bac6ba;060;060__;64.949375;207137.59600000083;371873.1790000014;Wissel;20220614;C;19
25d3abdd-d124-4816-8ff5-17ab1fd2ddd7;161;161__;35.278025;191389.75699999928;504277.1009999998;Wissel;20220614;C;19
d9b03dac-8ca2-4472-abf7-fe8b9948c62b;950;950_e;27.81283;72397.60599999875;437101.5859999992;Wissel;20220614;C;19
331e17cd-9aa6-4c0b-b6ab-8adee1429d01;938;938__;2.440413;183934.85300000012;434281.73699999973;Wissel;20220614;C;19
60ffe33c-6feb-4ca0-b174-b2420ef3ea20;514;514_a;17.026407;187072.33700000122;428407.09899999946;Kruising;20220614;C;19
ad205a52-872a-430b-91bc-08de3bec0dfa;544;544_a;1.077015;113344.62700000033;400913.09899999946;Wissel;20220614;C;19
03be5327-2b82-446e-aab0-36f5b3942a1d;132;132__;49.150504;94571.02100000158;440048.6629999988;Wissel;20220614;C;19
a7ba3345-3128-4679-9be8-03a06d79b4d4;624;624_a;31.839244;108525.82400000095;447860.33399999887;Wissel;20220614;C;19
a3be4923-19e7-41d3-a1d9-1ad2de9707db;052;052__;68.480654;206491.0159999989;383868.36499999836;Wissel;20220614;C;19
e14c29f2-33a3-45ee-be72-7c3a293afd5b;467;467_c;102.074618;91211.70300000161;433900.3770000003;Wissel;20220614;C;19
cbea79a7-4792-424a-b735-a1b5704dc8c7;118;118__;50.822976;142260.17799999937;434600.55999999866;Wissel;20220614;C;19
4fd9794b-48b4-40c9-8f11-69355ec9cccb;031;031_a;16.378727;225537.09600000083;464884.1429999992;Wissel;20220614;C;19
0a60939f-2b2e-462d-8d25-7293d3baaa2c;531;531_d;1.406107;134872.39499999955;456677.6770000011;Wissel;20220614;C;19
1f6bbdf8-e7f9-4bb2-9b69-0e0958446f17;560;560_a;24.871525;82402.17799999937;454907.19000000134;Wissel;20220614;C;19
c3fda929-b5bb-4c99-9013-1b30a3d4f472;924;924_a;34.297597;101186.61800000072;426922.53400000185;Wissel;20220614;C;19
a3b1a7eb-184a-4ac1-b36b-12645e7ce895;817;817_a;114.233687;40414.550000000745;386186.91000000015;Wissel;20220614;C;19
af0f4249-ba3d-4a32-98f1-2a47dd9ba2ba;097;097__;21.820546;127979.51199999824;465632.00499999896;Wissel;20220614;C;19
b6db5c72-9e84-4400-8782-b12a0902612f;478;478_c;102.05044;62490.97899999842;442905.21400000155;Wissel;20220614;C;19
c604913a-8ada-4e94-9029-4f42df7a1c1f;118;118__;83.515453;113302.5;426876.7749999985;Wissel;20220614;C;19
88469db7-bb1c-4cc8-9b65-9731dc63f666;127;127_a;73.897265;30408.881000000983;385857.3839999996;Wissel;20220614;C;19
bdb684cd-9f4c-47ac-a5ce-0d983c5b2248;533;533__;17.52603;120016.06899999827;453972.43400000036;Wissel;20220614;C;19
55eac0e0-9f3e-4846-9e1c-0a0c536db13a;107;107__;18.736621;87786.68699999899;452051.16699999943;Wissel;20220614;C;19
1b4e6cc8-490f-4eb3-95c6-f2945225896a;924;924_a;34.459106;101020.95499999821;426963.0780000016;Wissel;20220614;C;19
1bba54f5-cdc1-4eec-855a-15b08becfe37;938;938__;2.343874;183842.93400000036;434311.61100000143;Wissel;20220614;C;19
62050ef9-33fd-455a-920a-c8fa4fbc06da;555;555__;84.310196;92229.04199999943;437895.6259999983;Wissel;20220614;C;19
e5c122c5-73bc-4610-8b7d-88801a09fbe9;534;534_b;45.514311;93112.97500000149;464712.68200000003;Wissel;20220614;C;19
1dec53eb-b97b-49a5-b583-b05e099ba91e;055;055__;38.67006;173778.1409999989;387306.5639999993;Wissel;20220614;C;19
8a637d9c-e08c-4e70-818d-3e20aa14ec7a;924;924_a;35.823348;99904.92399999872;427742.3720000014;Wissel;20220614;C;19
357ab1d7-79fb-47b3-ad20-3583f4aebf73;534;534_b;46.522158;92472.21700000018;463937.7349999994;Wissel;20220614;C;19
02e50104-6126-4d19-bb0e-d7a90c9d3376;085;085__;31.836215;96867.59200000018;476651.08999999985;Wissel;20220614;C;19
8316add9-6d38-4935-ab61-791010c3038f;608;608_b;87.662353;194354.686999999;469163.7270000018;Wissel;20220614;C;19
71a6a6b0-44e0-4a5f-a3aa-80b413b2d762;817;817_a;115.653532;40729.43299999833;384964.9389999993;Wissel;20220614;C;19
364a0f70-49ea-429d-ac2e-2266ce213f5c;817;817_e;205.782061;37791.50899999961;388220.48000000045;Wissel;20220614;C;19
ab74d673-0a91-4050-8b69-570b26a20342;950;950_e;41.66758;61591.52199999988;440311.9149999991;Wissel;20220614;C;19
997218fc-8db1-4fe1-b3d1-c0751ce2624c;057;057__;19.798768;171770.1009999998;368737.36400000006;Wissel;20220614;C;19
8fcc6fb2-37c0-423d-8522-cf8a47c4a6f9;586;586__;80.837299;121894.6409999989;487992.7340000011;Wissel;20220614;C;19
55e3d56e-8593-4444-8650-2cc9af59a255;132;132__;47.892783;95795.15199999884;440332.48699999973;Wissel;20220614;C;19
89c4fd0a-a4a1-4764-8e48-b86244503807;054;054_a;47.470632;154474.3049999997;392353.66600000113;Wissel;20220614;C;19
