GEOCODE;GEOSUBCODE;GEOCODE_NR;NAAM;VERKORTING;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
490;490_g;490;Amsterdam Houtrakpolder (gebied);Hrp;20220614;C;19
801;801_k;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
667;667_a;667;Prinsenbeek;Pb;20220614;C;19
129;129__;129;Terneuzen Aansl. - Terneuzen;Tnza-Tnz;20220614;C;19
542;542_a;542;Dordrecht;Ddr;20220614;C;19
485;485_a;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
485;485_f;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
485;485_m;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
485;485_c;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
485;485_g;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
485;485_h;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
485;485_k;485;Amsterdam Hemhaven (gebied);Asdh;20220614;C;19
519;519_b;519;Roermond;Rm;20220614;C;19
654;654__;654;Assen;Asn;20220614;C;19
839;839_a;839;Tilburg de Loven;Tbio;20220614;C;19
514;514_a;514;Nijmegen;Nm;20220614;C;19
017;017__;17;Amersfoort Aansl. - Hattemerbroek;Ama-Htba;20220614;C;19
626;626_a;626;Hoorn;Hn;20220614;C;19
049;049__;49;Nijmegen - Beugen;Nm-Bug;20220614;C;19
606;606_c;606;Almelo;Aml;20220614;C;19
588;588__;588;Amsterdam Dijksgracht;Dgr;20220614;C;19
058;058__;58;Budel Grens - Weert;Bdlg-Wt;20220614;C;19
545;545_a;545;Roosendaal;Rsd;20220614;C;19
609;609__;609;Zutphen;Zp;20220614;C;19
551;551_b;551;Tilburg;Tb;20220614;C;19
044;044__;44;Ressen=Bemmel - Nijmegen;Rsb-Nm;20220614;C;19
831;831_a;831;Oss Racc. Elzenburg;Oelz;20220614;C;19
133;133_a;133;Amsterdam Riekerpolder - Warmond;Asra-Wmd;20220614;C;19
095;095__;95;Hilversum - Blauwkapel;Hvs-Bkp;20220614;C;19
080;080__;80;Amsterdam Bijlmer - Nieuwersluis=Loenen;Asb-Nws;20220614;C;19
553;553_c;553;Sittard;Std;20220614;C;19
612;612_a;612;Barneveld Noord;Bnn;20220614;C;19
859;859__;859;Sas van Gent Cerestar;Svgca;20220614;C;19
587;587_d;587;Diemen;Dmn;20220614;C;19
527;527_c;527;Haarlem;Hlm;20220614;C;19
621;621__;621;Nieuwersluis=Loenen;Nws;20220614;C;19
053;053__;53;Vught Aansl. - Boxtel;Vga-Btl;20220614;C;19
015;015__;15;Zwolle - Kampen;Zl-Kpn;20220614;C;19
605;605__;605;Wierden;Wdn;20220614;C;19
817;817_k;817;Vlissingen Sloehaven;Sloe;20220614;C;19
557;557_d;557;Terneuzen Aansl.;Tnza;20220614;C;19
041;041__;41;Arnhem - Elst;Ah-Est;20220614;C;19
620;620__;620;Alkmaar;Amr;20220614;C;19
503;503_a;503;Deventer;Dv;20220614;C;19
801;801_f;801;Moerdijk Industrieterrein;Mdki;20220614;C;19
553;553_a;553;Sittard;Std;20220614;C;19
552;552_b;552;Groningen Losplaats;Gnl;20220614;C;19
822;822_a;822;Zwijndrecht Groote Lindt;Zwdi;20220614;C;19
024;024__;24;Deventer - Wierden;Dv-Wdn;20220614;C;19
522;522_b;522;Uitgeest;Utg;20220614;C;19
121;121_b;121;Breda - Lage Zwaluwe;Bd-Zlw;20220614;C;19
815;815_c;815;Roodeschool Eemshaven;Rde;20220614;C;19
132;132__;132;Moordrecht Aansl. - Rotterdam Kleiweg;Mda-Rtkw;20220614;C;19
037;037__;37;Arnhem - Velperbroek Aansl.;Ah-Va;20220614;C;19
451;451_a;451;Coevorden - Coevorden Grens;Co-Cog;20220614;C;19
506;506_c;506;Amersfoort;Amf;20220614;C;19
143;143__;143;Leidschenveen - Leidschendam Lijnwerkplaats;Ldvn-Ldvwpl;20220614;C;19
927;927__;927;Watergraafsmeer;Wgm;20220614;C;19
034;034__;34;Velperbroek Aansl. - Dieren;Va-Dr;20220614;C;19
820;820__;820;Almelo Dollegoor;Amldol;20220614;C;19
549;549_b;549;Haren;Hrn;20220614;C;19
862;862__;862;Budel Zinkfabriek;Bdlz;20220614;C;19
097;097__;97;Nieuwersluis=Loenen - Breukelen;Nws-Bkl;20220614;C;19
006;006__;6;Groningen - Sauwerd;Gn-Swd;20220614;C;19
076;076__;76;Santpoort Noord - Uitgeest;Sptn-Utg;20220614;C;19
085;085__;85;Haarlem - Warmond;Hlm-Wmd;20220614;C;19
818;818_b;818;Terneuzen Dow Chemical;Trzdow;20220614;C;19
205;205__;205;Mariënberg - Almelo;Mrb-Aml;20220614;C;19
477;477_e;477;Rotterdam Europoort 3;Re3;20220614;C;19
623;623__;623;Alphen a/d Rijn;Apn;20220614;C;19
606;606_b;606;Almelo;Aml;20220614;C;19
490;490_e;490;Amsterdam Houtrakpolder (gebied);Hrp;20220614;C;19
532;532__;532;Harmelen Aansl.;Hmla;20220614;C;19
100;100__;100;Utrecht Centraal - Harmelen Aansl.;Ut-Hmla;20220614;C;19
553;553_b;553;Sittard;Std;20220614;C;19
527;527_f;527;Haarlem;Hlm;20220614;C;19
527;527_b;527;Haarlem;Hlm;20220614;C;19
503;503_c;503;Deventer;Dv;20220614;C;19
166;166__;166;Rotterdam Westelijke Splitsing - Nieuw Vennep;Wspl-Nvp;20220614;C;19
008;008__;8;Leeuwarden - Stavoren;Lw-Stv;20220614;C;19
126;126_a;126;Roosendaal - Roosendaal Grens;Rsd-Rsdg;20220614;C;19
091;091__;91;Den Dolder - Baarn;Dld-Brn;20220614;C;19
031;031_b;31;Zutphen - Hengelo;Zp-Hgl;20220614;C;19
851;851_a;851;Born Franciscushaven;Bonfh;20220614;C;19
474;474_a;474;Rotterdam Europoort 1;Re1;20220614;C;19
490;490_d;490;Amsterdam Houtrakpolder (gebied);Hrp;20220614;C;19
526;526_a;526;Amsterdam Muiderpoort;Asdm;20220614;C;19
121;121_a;121;Breda - Lage Zwaluwe;Bd-Zlw;20220614;C;19
139;139__;139;Zaandam - Amsterdam Sloterdijk;Zd-Ass;20220614;C;19
817;817_l;817;Vlissingen Sloehaven;Sloe;20220614;C;19
094;094__;94;Utrecht Centraal - Blauwkapel;Ut-Bkp;20220614;C;19
309;309__;309;Landgraaf - Simpelveld;Lg-Spv;20220614;C;19
555;555__;555;Rotterdam Centraal;Rtd;20220614;C;19
817;817_g;817;Vlissingen Sloehaven;Sloe;20220614;C;19
075;075__;75;Alkmaar - Uitgeest;Amr-Utg;20220614;C;19
822;822_b;822;Zwijndrecht Groote Lindt;Zwdi;20220614;C;19
817;817_a;817;Vlissingen Sloehaven;Sloe;20220614;C;19
938;938__;938;CUP Valburg;Cup;20220614;C;19
600;600_b;600;Sauwerd;Swd;20220614;C;19
073;073__;73;Den Helder - Heerhugowaard;Hdr-Hwd;20220614;C;19
828;828_a;828;Tiel Gem. Stamlijn;Tlgs;20220614;C;19
021;021__;21;Barneveld Noord - Apeldoorn;Bnn-Apd;20220614;C;19
617;617_b;617;Boxtel;Btl;20220614;C;19
541;541_d;541;Weesp Aansl.;Wpa;20220614;C;19
200;200__;200;Winsum - Roodeschool;Wsm-Rd;20220614;C;19
023;023__;23;Apeldoorn - Deventer;Apd-Dv;20220614;C;19
825;825__;825;Roosendaal Majoppeveld Noord;Rsdmn;20220614;C;19
089;089__;89;Amersfoort - Amersfoort Aansl.;Amf-Ama;20220614;C;19
858;858__;858;Arnhem Gem. Stamlijn;Gsah;20220614;C;19
618;618_b;618;Eindhoven;Ehv;20220614;C;19
451;451_b;451;Coevorden - Coevorden Grens;Co-Cog;20220614;C;19
823;823_b;823;Oosterhout Weststad;Otw;20220614;C;19
521;521_a;521;Schin op Geul;Sog;20220614;C;19
020;020__;20;Amersfoort Aansl. - Barneveld Noord;Ama-Bnn;20220614;C;19
781;781_a;781;Aachen (D) - Herzogenrath (D);A-Hz;20220614;C;19
068;068__;68;Simpelveld Grens - Simpelveld;Spvg-Spv;20220614;C;19
079;079__;79;Zaandam - Hoorn;Zd-Hn;20220614;C;19
010;010__;10;Haren - Groningen Losplaats;Hrn-Gnl;20220614;C;19
606;606_a;606;Almelo;Aml;20220614;C;19
124;124_b;124;Tilburg - Vught Aansl.;Tb-Vga;20220614;C;19
562;562_a;562;De Haar Aansl.;Har;20220614;C;19
468;468_a;468;Rotterdam Eemhaven;Reh;20220614;C;19
851;851_c;851;Born Franciscushaven;Bonfh;20220614;C;19
167;167__;167;Zevenbergschenhoek Aansluiting;Zha;20220614;C;19
522;522_a;522;Uitgeest;Utg;20220614;C;19
667;667_b;667;Prinsenbeek;Pb;20220614;C;19
666;666_e;666;Meteren Aansl.;Mtna;20220614;C;19
585;585__;585;Diemen Aansl.;Dmna;20220614;C;19
477;477_a;477;Rotterdam Europoort 3;Re3;20220614;C;19
069;069__;69;Simpelveld - Schin op Geul;Spv-Sog;20220614;C;19
026;026__;26;Hengelo - Oldenzaal Grens;Hgl-Odzg;20220614;C;19
509;509_b;509;Baarn;Brn;20220614;C;19
543;543_b;543;Hengelo;Hgl;20220614;C;19
046;046__;46;Meteren Aansl. - s Hertogenbosch;Mtna-Ht;20220614;C;19
533;533__;533;Woerden;Wd;20220614;C;19
507;507_a;507;Velperbroek Aansl.;Va;20220614;C;19
435;435__;435;Hoorn - Medemblik;Hn-Mbk;20220614;C;19
817;817_b;817;Vlissingen Sloehaven;Sloe;20220614;C;19
557;557_g;557;Terneuzen Aansl.;Tnza;20220614;C;19
530;530_a;530;Den Dolder;Dld;20220614;C;19
549;549_a;549;Haren;Hrn;20220614;C;19
212;212__;212;Winterswijk - Zevenaar;Ww-Zv;20220614;C;19
039;039__;39;Zevenaar - Zevenaar Grens;Zv-Zvg;20220614;C;19
611;611_a;611;Zevenaar;Zv;20220614;C;19
611;611_c;611;Zevenaar;Zv;20220614;C;19
611;611_b;611;Zevenaar;Zv;20220614;C;19
560;560_a;560;Den Haag Centraal;Gvc;20220614;C;19
560;560_b;560;Den Haag Centraal;Gvc;20220614;C;19
564;564_b;564;Den Haag Binckhorst;Bkh;20220614;C;19
564;564_c;564;Den Haag Binckhorst;Bkh;20220614;C;19
564;564_d;564;Den Haag Binckhorst;Bkh;20220614;C;19
564;564_f;564;Den Haag Binckhorst;Bkh;20220614;C;19
564;564_a;564;Den Haag Binckhorst;Bkh;20220614;C;19
536;536__;536;Den Haag HS;Gv;20220614;C;19
561;561__;561;Den Haag Laan van NOI;Laa;20220614;C;19
589;589_c;589;Duivendrecht;Dvd;20220614;C;19
589;589_a;589;Duivendrecht;Dvd;20220614;C;19
535;535_a;535;Amsterdam Bijlmer Arena;Asb;20220614;C;19
096;096_b;96;Amsterdam Muiderpoort - Duivendrecht;Asdm-Dvd;20220614;C;19
589;589_e;589;Duivendrecht;Dvd;20220614;C;19
589;589_b;589;Duivendrecht;Dvd;20220614;C;19
027;027__;27;Diemen - Duivendrecht;Dmn-Dvd;20220614;C;19
535;535_c;535;Amsterdam Bijlmer Arena;Asb;20220614;C;19
096;096_a;96;Amsterdam Muiderpoort - Duivendrecht;Asdm-Dvd;20220614;C;19
589;589_d;589;Duivendrecht;Dvd;20220614;C;19
535;535_b;535;Amsterdam Bijlmer Arena;Asb;20220614;C;19
144;144_a;144;Duivendrecht - Amsterdam Riekerpolder;Dvd-Asra;20220614;C;19
144;144_b;144;Duivendrecht - Amsterdam Riekerpolder;Dvd-Asra;20220614;C;19
072;072_b;72;Maastricht - Maastricht Grens;Mt-Mtg;20220614;C;19
063;063__;63;Maastricht - Sittard;Mt-Std;20220614;C;19
072;072_a;72;Maastricht - Maastricht Grens;Mt-Mtg;20220614;C;19
785;785__;785;Lanaken (B) - Maastricht grens;Glk-Mtg;20220614;C;19
520;520_a;520;Maastricht;Mt;20220614;C;19
520;520_c;520;Maastricht;Mt;20220614;C;19
520;520_b;520;Maastricht;Mt;20220614;C;19
516;516_a;516;Blerick;Br;20220614;C;19
052;052__;52;Beugen - Blerick;Bug-Br;20220614;C;19
516;516_b;516;Blerick;Br;20220614;C;19
855;855__;855;Venlo Tradeport;Vltp;20220614;C;19
055;055__;55;Blerick - Eindhoven;Br-Ehv;20220614;C;19
926;926__;926;Zwolle Rangeerterrein;Zlr;20220614;C;19
604;604_a;604;Hattemerbroek;Htba;20220614;C;19
604;604_b;604;Hattemerbroek;Htba;20220614;C;19
206;206__;206;Zwolle - Wierden;Zl-Wdn;20220614;C;19
018;018__;18;Deventer - Zwolle;Dv-Zl;20220614;C;19
603;603_a;603;Zwolle;Zl;20220614;C;19
603;603_b;603;Zwolle;Zl;20220614;C;19
603;603_d;603;Zwolle;Zl;20220614;C;19
603;603_e;603;Zwolle;Zl;20220614;C;19
603;603_c;603;Zwolle;Zl;20220614;C;19
603;603_f;603;Zwolle;Zl;20220614;C;19
014;014__;14;Zwolle - Herfte Aansl.;Zl-Hea;20220614;C;19
013;013__;13;Herfte Aansl. - Meppel;Hea-Mp;20220614;C;19
602;602_a;602;Herfte Aansl.;Hea;20220614;C;19
204;204__;204;Herfte Aansl. - Mariënberg;Hea-Mrb;20220614;C;19
602;602_b;602;Herfte Aansl.;Hea;20220614;C;19
476;476_a;476;Rotterdam Europoort 2;Re2;20220614;C;19
476;476_b;476;Rotterdam Europoort 2;Re2;20220614;C;19
476;476_c;476;Rotterdam Europoort 2;Re2;20220614;C;19
469;469_g;469;Pernis;Ps;20220614;C;19
952;952__;952;Botlektunnel;Bott;20220614;C;19
469;469_d;469;Pernis;Ps;20220614;C;19
469;469_b;469;Pernis;Ps;20220614;C;19
469;469_f;469;Pernis;Ps;20220614;C;19
469;469_a;469;Pernis;Ps;20220614;C;19
469;469_e;469;Pernis;Ps;20220614;C;19
950;950_e;950;Barendrecht Vork - Rotterdam Maasvlakte;Brdv-Mvt;20220614;C;19
470;470_b;470;Botlek;Bot;20220614;C;19
470;470_i;470;Botlek;Bot;20220614;C;19
470;470_j;470;Botlek;Bot;20220614;C;19
470;470_m;470;Botlek;Bot;20220614;C;19
470;470_e;470;Botlek;Bot;20220614;C;19
470;470_n;470;Botlek;Bot;20220614;C;19
950;950_d;950;Barendrecht Vork - Rotterdam Maasvlakte;Brdv-Mvt;20220614;C;19
950;950_a;950;Barendrecht Vork - Rotterdam Maasvlakte;Brdv-Mvt;20220614;C;19
470;470_a;470;Botlek;Bot;20220614;C;19
470;470_c;470;Botlek;Bot;20220614;C;19
470;470_k;470;Botlek;Bot;20220614;C;19
470;470_l;470;Botlek;Bot;20220614;C;19
470;470_g;470;Botlek;Bot;20220614;C;19
470;470_h;470;Botlek;Bot;20220614;C;19
