NAAM_ID;NAAM_LRS_VAN;NAAM_LRS_TOT;SEGMENT_IDENTIFICATIE;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;OBJECT_NAAM;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
545#203A/205-RR#23.430778;0;44129;7c9c7f83-12a9-46eb-b444-b0e3e1cbb545c9456948-be7a-47b9-bc27-42b312ad9949;-16015;28114;203A/205;;;;;20220614;C;19
545#203A/205-LR#23.430557;0;44155;53cb50a1-1465-411e-bafb-96c630f08a4cc9456948-be7a-47b9-bc27-42b312ad9949;-16015;28140;203A/205;;;;;20220614;C;19
545#203A/205-RL#23.434514;0;51980;7c9c7f83-12a9-46eb-b444-b0e3e1cbb54582151f5f-4de1-4328-a450-b45dc8b82798;-16015;35965;203A/205;;;;;20220614;C;19
545#901A/901B-RL#22.197319;0;51979;926b2280-f10d-4f47-8a41-a448def775ba8075e216-c9dc-42ca-ad0f-b32459f16bdb;-16015;35964;901A/901B;;;;;20220614;C;19
545#901A/901B-RR#22.197001;0;51115;926b2280-f10d-4f47-8a41-a448def775ba585e6459-f95f-4b2e-9bc4-eab23ab8b3c8;-16015;35100;901A/901B;;;;;20220614;C;19
545#901A/901B-LL#22.197183;0;51953;a4fec870-22fc-4837-9777-fbf02ddd3d128075e216-c9dc-42ca-ad0f-b32459f16bdb;-16015;35938;901A/901B;;;;;20220614;C;19
545#901A/901B-LR#22.196865;0;51140;a4fec870-22fc-4837-9777-fbf02ddd3d12585e6459-f95f-4b2e-9bc4-eab23ab8b3c8;-16015;35125;901A/901B;;;;;20220614;C;19
545#91B/93A-RL#22.403621;0;44417;aa96ee2b-5596-4967-a679-b03c5a90ae4321a2c53a-86a0-4177-8944-fd663556562c;-14024;30393;91B/93A;;;;;20220614;C;19
545#91B/93A-RR#22.400790;0;49963;aa96ee2b-5596-4967-a679-b03c5a90ae4347d07ef7-282f-44d8-a99c-5bd207062f94;-14024;35939;91B/93A;;;;;20220614;C;19
545#91B/93A-LL#22.404652;0;46382;3d3c9fc8-bbe8-408a-bd9a-131aa486475b21a2c53a-86a0-4177-8944-fd663556562c;-16014;30368;91B/93A;;;;;20220614;C;19
545#91B/93A-LR#22.401820;0;51980;3d3c9fc8-bbe8-408a-bd9a-131aa486475b47d07ef7-282f-44d8-a99c-5bd207062f94;-16014;35966;91B/93A;;;;;20220614;C;19
618#35B/39-LL#58.677685;0;39879;76ee18e0-2ed2-4090-955c-1c9e01b5ed59499c9d43-ffe8-4113-90cd-121ae8cbea13;-10960;28919;35B/39;;;;;20220614;C;19
618#35B/39-RR#58.679087;0;41140;57d29424-74d4-4605-a86e-230fc3595663aa301118-b6d0-47bb-952d-2a4344a953f7;-13034;28106;35B/39;;;;;20220614;C;19
618#35B/39-LR#58.678081;0;39092;76ee18e0-2ed2-4090-955c-1c9e01b5ed59aa301118-b6d0-47bb-952d-2a4344a953f7;-10960;28132;35B/39;;;;;20220614;C;19
618#35B/39-RL#58.678691;0;41979;57d29424-74d4-4605-a86e-230fc3595663499c9d43-ffe8-4113-90cd-121ae8cbea13;-13034;28945;35B/39;;;;;20220614;C;19
618#23B/29A-RR#58.562136;0;40595;19ec412a-009b-484c-85d1-28c47e7b8609ab4ef4f0-0f52-4800-8414-fd9aa1374471;-10258;30337;23B/29A;;;;;20220614;C;19
618#23B/29A-LL#58.559089;0;39819;08a6038c-c887-4634-b1b0-4d9ad8839d4be399e313-f2ce-4a6e-b438-d05abb3dc710;-6860;32959;23B/29A;;;;;20220614;C;19
618#23B/29A-LR#58.560423;0;37223;08a6038c-c887-4634-b1b0-4d9ad8839d4bab4ef4f0-0f52-4800-8414-fd9aa1374471;-6860;30363;23B/29A;;;;;20220614;C;19
618#23B/29A-RL#58.560803;0;43243;19ec412a-009b-484c-85d1-28c47e7b8609e399e313-f2ce-4a6e-b438-d05abb3dc710;-10258;32985;23B/29A;;;;;20220614;C;19
618#33B/41A-LL#58.677616;0;43117;c95f5a51-a98c-4ab5-9770-41b40368f075c5879cc6-709b-48d9-b989-532b029350fa;-10851;32266;33B/41A;;;;;20220614;C;19
618#33B/41A-RR#58.678487;0;39930;578a3945-813b-4a32-b249-9d5a63ec7459a86935f7-1478-4069-9413-3c195dca1f51;-10150;29780;33B/41A;;;;;20220614;C;19
618#33B/41A-LR#58.678823;0;40657;c95f5a51-a98c-4ab5-9770-41b40368f075a86935f7-1478-4069-9413-3c195dca1f51;-10851;29806;33B/41A;;;;;20220614;C;19
618#33B/41A-RL#58.677281;0;42442;578a3945-813b-4a32-b249-9d5a63ec7459c5879cc6-709b-48d9-b989-532b029350fa;-10150;32292;33B/41A;;;;;20220614;C;19
618#57B/61-LR#58.886618;0;44906;9a5eed83-36da-417f-b800-a2a71728a0829ae1beb2-c2c0-4b38-a7df-6f5abc505cef;-13035;31871;57B/61;;;;;20220614;C;19
618#57B/61-RR#58.886618;0;44881;c98de314-e0e5-44f1-b9d7-66a359dc67a09ae1beb2-c2c0-4b38-a7df-6f5abc505cef;-13035;31846;57B/61;;;;;20220614;C;19
618#57B/61-LL#58.887253;0;43263;9a5eed83-36da-417f-b800-a2a71728a08295aae0f5-0d24-419d-b7ae-c851b81769a4;-13035;30228;57B/61;;;;;20220614;C;19
618#57B/61-RL#58.887253;0;43289;c98de314-e0e5-44f1-b9d7-66a359dc67a095aae0f5-0d24-419d-b7ae-c851b81769a4;-13035;30254;57B/61;;;;;20220614;C;19
618#187B/195A-LR#50.861238;0;42933;9329dbf2-cfc6-42e0-b6b7-d02d5e39242a3b436a72-c596-4e79-aa84-1026c214bfdd;-12638;30295;187B/195A;;;;;20220614;C;19
618#187B/195A-LL#50.864143;0;48577;9329dbf2-cfc6-42e0-b6b7-d02d5e39242a335daf2f-cd99-4120-bd09-1e7a3b12f7d9;-12638;35939;187B/195A;;;;;20220614;C;19
618#187B/195A-RR#50.859472;0;46284;ec5d316e-86dc-41f4-b703-bbd4da163eee3b436a72-c596-4e79-aa84-1026c214bfdd;-16016;30268;187B/195A;;;;;20220614;C;19
618#187B/195A-RL#50.862377;0;51981;ec5d316e-86dc-41f4-b703-bbd4da163eee335daf2f-cd99-4120-bd09-1e7a3b12f7d9;-16016;35965;187B/195A;;;;;20220614;C;19
618#185A/195B-LR#50.817285;0;45284;f649594c-bbda-4129-8d49-dcd5ea48b6368979f313-102d-4514-b3ac-6b3ff862cf5f;-12638;32646;185A/195B;;;;;20220614;C;19
618#185A/195B-RL#50.816839;0;51029;1d036fda-a734-4041-b3de-7fbafc5cc94b8c50175e-df82-457d-96f4-33116a2c08cd;-15064;35965;185A/195B;;;;;20220614;C;19
618#185A/195B-RR#50.818573;0;47684;1d036fda-a734-4041-b3de-7fbafc5cc94b8979f313-102d-4514-b3ac-6b3ff862cf5f;-15064;32620;185A/195B;;;;;20220614;C;19
618#185A/195B-LL#50.815551;0;48577;f649594c-bbda-4129-8d49-dcd5ea48b6368c50175e-df82-457d-96f4-33116a2c08cd;-12638;35939;185A/195B;;;;;20220614;C;19
618#121B/187A-LR#50.905389;0;46310;59a2d1b2-fe4e-4a1c-b505-a27ceb3e052cfc856bd6-6701-48fa-8045-967110c6461b;-10345;35965;121B/187A;;;;;20220614;C;19
618#121B/187A-RR#50.902484;0;51954;163a533e-0ea6-406d-8a3d-fcf0093aeb61fc856bd6-6701-48fa-8045-967110c6461b;-16015;35939;121B/187A;;;;;20220614;C;19
618#121B/187A-LL#50.905467;0;46283;59a2d1b2-fe4e-4a1c-b505-a27ceb3e052ce13f1b59-07bb-4fe7-a945-8311836325d6;-10345;35938;121B/187A;;;;;20220614;C;19
618#121B/187A-RL#50.902561;0;51980;163a533e-0ea6-406d-8a3d-fcf0093aeb61e13f1b59-07bb-4fe7-a945-8311836325d6;-16015;35965;121B/187A;;;;;20220614;C;19
618#27B/31A-RL#58.603734;0;37255;594ab17c-8c8d-4d15-8368-f6f2b5abf9fe0e9f5888-09b4-4f75-88dc-facd52c59822;-10445;26810;27B/31A;;;;;20220614;C;19
618#27B/31A-LL#58.604154;0;38008;a3ff5d28-843c-4668-ab76-93bc3e59b9c10e9f5888-09b4-4f75-88dc-facd52c59822;-11224;26784;27B/31A;;;;;20220614;C;19
618#27B/31A-LR#58.602396;0;41432;a3ff5d28-843c-4668-ab76-93bc3e59b9c166aa721d-0cc9-4892-8880-399ddf9d3541;-11224;30208;27B/31A;;;;;20220614;C;19
618#27B/31A-RR#58.601976;0;40627;594ab17c-8c8d-4d15-8368-f6f2b5abf9fe66aa721d-0cc9-4892-8880-399ddf9d3541;-10445;30182;27B/31A;;;;;20220614;C;19
618#25B/27A-LL#58.560617;0;40849;c52b0eb4-1378-46ba-a785-a1e2247b528c11c2f22e-5493-4e63-b2aa-7b79c8fdbbf2;-13035;27814;25B/27A;;;;;20220614;C;19
618#25B/27A-RR#58.554851;0;39820;9bae7447-b66b-4ed9-90ee-b6d74bfd03b88210fd78-1c32-436f-8ffd-1ac5fa504e3d;-6860;32960;25B/27A;;;;;20220614;C;19
618#25B/27A-RL#58.557479;0;34701;9bae7447-b66b-4ed9-90ee-b6d74bfd03b811c2f22e-5493-4e63-b2aa-7b79c8fdbbf2;-6860;27841;25B/27A;;;;;20220614;C;19
618#25B/27A-LR#58.557988;0;46020;c52b0eb4-1378-46ba-a785-a1e2247b528c8210fd78-1c32-436f-8ffd-1ac5fa504e3d;-13035;32985;25B/27A;;;;;20220614;C;19
618#47B/57A-LR#58.851022;0;44907;4f4182b1-9b5e-4dba-849b-fdbde12bb9d231f9cc78-8819-4a4f-b31d-688357d1e770;-11922;32985;47B/57A;;;;;20220614;C;19
618#47B/57A-LL#58.852314;0;41944;4f4182b1-9b5e-4dba-849b-fdbde12bb9d200c372e0-ac21-4a28-962b-84a2763286f0;-11922;30022;47B/57A;;;;;20220614;C;19
618#47B/57A-RL#58.853050;0;43083;1e1fbeed-abb3-467d-9447-c5500086e65900c372e0-ac21-4a28-962b-84a2763286f0;-13035;30048;47B/57A;;;;;20220614;C;19
618#47B/57A-RR#58.851759;0;45994;1e1fbeed-abb3-467d-9447-c5500086e65931f9cc78-8819-4a4f-b31d-688357d1e770;-13035;32959;47B/57A;;;;;20220614;C;19
618#115B/121A-LR#51.034263;0;39846;84051154-e784-4b1a-a14d-e004792ef2400d4b48ca-f850-44ae-a873-0265de5c5be5;-13035;26811;115B/121A;;;;;20220614;C;19
618#115B/121A-RR#51.034198;0;39820;e9efe2b3-57c3-4835-9af2-d27adc7e63b20d4b48ca-f850-44ae-a873-0265de5c5be5;-13035;26785;115B/121A;;;;;20220614;C;19
618#115B/121A-LL#51.036006;0;43308;84051154-e784-4b1a-a14d-e004792ef240b7c58d31-ad04-49ff-a8db-ca07b5f52f77;-13035;30273;115B/121A;;;;;20220614;C;19
618#115B/121A-RL#51.035941;0;43334;e9efe2b3-57c3-4835-9af2-d27adc7e63b2b7c58d31-ad04-49ff-a8db-ca07b5f52f77;-13035;30299;115B/121A;;;;;20220614;C;19
618#21B/23A-RL#58.521786;0;46020;6f023212-22c8-4bb7-9c12-6dbea0aa9b218e4563db-3592-4654-8f45-5bbcc6922484;-13034;32986;21B/23A;;;;;20220614;C;19
618#21B/23A-RR#58.521946;0;45693;6f023212-22c8-4bb7-9c12-6dbea0aa9b21ee70a9ae-0a72-47c7-a2ec-93279eaf35d2;-13034;32659;21B/23A;;;;;20220614;C;19
618#21B/23A-LR#58.520609;0;43097;b3399358-601c-4255-ad2e-01a16f1b881bee70a9ae-0a72-47c7-a2ec-93279eaf35d2;-10413;32684;21B/23A;;;;;20220614;C;19
618#21B/23A-LL#58.520449;0;43372;b3399358-601c-4255-ad2e-01a16f1b881b8e4563db-3592-4654-8f45-5bbcc6922484;-10413;32959;21B/23A;;;;;20220614;C;19
618#107B/117A-LL#51.077998;0;43307;28a2bad1-02df-455f-980a-852e21f0056083254cb4-c1d6-4e40-b27f-98dc6b31b556;-10349;32958;107B/117A;;;;;20220614;C;19
618#107B/117A-RL#51.079747;0;39844;602d1d41-ac83-44be-9cc5-bb884a7b8aa383254cb4-c1d6-4e40-b27f-98dc6b31b556;-6859;32985;107B/117A;;;;;20220614;C;19
618#107B/117A-RR#51.079820;0;39818;602d1d41-ac83-44be-9cc5-bb884a7b8aa304ac6b37-ff77-4078-800a-37bb99d700d3;-6859;32959;107B/117A;;;;;20220614;C;19
618#107B/117A-LR#51.078070;0;43334;28a2bad1-02df-455f-980a-852e21f0056004ac6b37-ff77-4078-800a-37bb99d700d3;-10349;32985;107B/117A;;;;;20220614;C;19
618#113/115A-RR#51.074474;0;35923;1bd60d95-8a5c-4f3e-ae2b-0394ba14f682a4aa4fc6-61ac-4bca-b84d-0a9eff43c006;-10269;25654;113/115A;;;;;20220614;C;19
618#113/115A-RL#51.078069;0;43253;1bd60d95-8a5c-4f3e-ae2b-0394ba14f6821dce97df-0551-4346-a4e9-7e6bb8bd5d7d;-10269;32984;113/115A;;;;;20220614;C;19
618#113/115A-LL#51.079774;0;39817;25828a93-eea3-4f10-bbd9-f66797cefda51dce97df-0551-4346-a4e9-7e6bb8bd5d7d;-6859;32958;113/115A;;;;;20220614;C;19
618#113/115A-LR#51.076179;0;32539;25828a93-eea3-4f10-bbd9-f66797cefda5a4aa4fc6-61ac-4bca-b84d-0a9eff43c006;-6859;25680;113/115A;;;;;20220614;C;19
618#117B/119A-RR#51.036350;0;42695;61861fb3-ffbe-40d1-9f37-1dbad4d7cda9b5fe539e-7cf7-4f7d-aa9e-055ae15a53fb;-12501;30194;117B/119A;;;;;20220614;C;19
618#117B/119A-LR#51.036017;0;43256;572937e4-d74f-4715-9de1-667b1c16269cb5fe539e-7cf7-4f7d-aa9e-055ae15a53fb;-13036;30220;117B/119A;;;;;20220614;C;19
618#117B/119A-LL#51.034306;0;39820;572937e4-d74f-4715-9de1-667b1c16269cce65361d-3e38-4929-89c5-a8ddda174f08;-13036;26784;117B/119A;;;;;20220614;C;19
618#117B/119A-RL#51.034639;0;39311;61861fb3-ffbe-40d1-9f37-1dbad4d7cda9ce65361d-3e38-4929-89c5-a8ddda174f08;-12501;26810;117B/119A;;;;;20220614;C;19
618#119B/123-LR#50.993860;0;45558;d5509406-61cd-44f4-a8e5-b6a958771deec1247bc4-42e3-4aaa-81a8-3b89c69d8910;-12573;32985;119B/123;;;;;20220614;C;19
618#119B/123-RL#50.993371;0;45486;7fffd5ee-416f-4219-9cb1-3eefa7598e2f02d4127a-4ca9-4601-8180-c7c098d037b8;-13035;32451;119B/123;;;;;20220614;C;19
618#119B/123-LL#50.993528;0;44998;d5509406-61cd-44f4-a8e5-b6a958771dee02d4127a-4ca9-4601-8180-c7c098d037b8;-12573;32425;119B/123;;;;;20220614;C;19
618#119B/123-RR#50.993703;0;45994;7fffd5ee-416f-4219-9cb1-3eefa7598e2fc1247bc4-42e3-4aaa-81a8-3b89c69d8910;-13035;32959;119B/123;;;;;20220614;C;19
618#871A/873-RR#50.356113;0;51955;538df4f2-bccf-4b89-97fa-6ca84a87c92db8380749-ac7b-4578-b44f-51175090c2e8;-16015;35940;871A/873;;;;;20220614;C;19
618#871A/873-RL#50.357982;0;48341;538df4f2-bccf-4b89-97fa-6ca84a87c92db88beabd-403c-43e0-9ffe-154b82b0246b;-16015;32326;871A/873;;;;;20220614;C;19
618#871A/873-LL#50.358007;0;48315;ace710a0-eb4c-4419-bb6b-cff8926c007ab88beabd-403c-43e0-9ffe-154b82b0246b;-16015;32300;871A/873;;;;;20220614;C;19
618#871A/873-LR#50.356138;0;51981;ace710a0-eb4c-4419-bb6b-cff8926c007ab8380749-ac7b-4578-b44f-51175090c2e8;-16015;35966;871A/873;;;;;20220614;C;19
618#53B/59-LR#58.854760;0;44721;3e7fdeb2-495e-43ee-adfb-89a4d7e8410b75dd514a-e53a-4177-b366-cc79d0860bac;-13035;31686;53B/59;;;;;20220614;C;19
618#53B/59-RL#58.852744;0;43288;5606a35f-84bb-4b71-9380-e886ee21703fbe9c0f7a-4e2a-4603-a0d0-94f7f1e3816a;-10303;32985;53B/59;;;;;20220614;C;19
618#53B/59-LL#58.853932;0;45993;3e7fdeb2-495e-43ee-adfb-89a4d7e8410bbe9c0f7a-4e2a-4603-a0d0-94f7f1e3816a;-13035;32958;53B/59;;;;;20220614;C;19
618#53B/59-RR#58.853571;0;41964;5606a35f-84bb-4b71-9380-e886ee21703f75dd514a-e53a-4177-b366-cc79d0860bac;-10303;31661;53B/59;;;;;20220614;C;19
618#107A/109B-RR#51.249347;0;47555;4d190aca-5644-452c-8a63-776cac22c5e7663401ec-2ffc-4a4b-8b56-e208dfd6beff;-11616;35939;107A/109B;;;;;20220614;C;19
618#107A/109B-LL#51.251735;0;51954;2d84a46b-9a90-4b7d-a454-5fa857e42ededda90d77-973c-4bab-9d69-a3f3ecaca0b3;-16015;35939;107A/109B;;;;;20220614;C;19
618#107A/109B-LR#51.251628;0;51981;2d84a46b-9a90-4b7d-a454-5fa857e42ede663401ec-2ffc-4a4b-8b56-e208dfd6beff;-16015;35966;107A/109B;;;;;20220614;C;19
618#107A/109B-RL#51.249454;0;47581;4d190aca-5644-452c-8a63-776cac22c5e7dda90d77-973c-4bab-9d69-a3f3ecaca0b3;-11616;35965;107A/109B;;;;;20220614;C;19
618#73B/75-LR#51.280410;0;45025;2a09f276-0528-4634-aaa3-457d94f100e1428b0cd3-7f26-458c-b5e6-0e2ff8d255b7;-13035;31990;73B/75;;;;;20220614;C;19
618#73B/75-LL#51.280975;0;45993;2a09f276-0528-4634-aaa3-457d94f100e147336c37-01d5-4ae0-b9e3-ebc50e80d8f4;-13035;32958;73B/75;;;;;20220614;C;19
618#73B/75-RL#51.280928;0;46020;cfdf040a-cbe6-4aa8-a8a4-27c980be27f247336c37-01d5-4ae0-b9e3-ebc50e80d8f4;-13035;32985;73B/75;;;;;20220614;C;19
618#73B/75-RR#51.280363;0;45000;cfdf040a-cbe6-4aa8-a8a4-27c980be27f2428b0cd3-7f26-458c-b5e6-0e2ff8d255b7;-13035;31965;73B/75;;;;;20220614;C;19
801#957A/957B-LR#7.775402;0;46020;8eeaaecb-56fb-4581-905b-9a6dcaf68664859bf09a-e5e5-45bb-bddb-0d818b287682;-13035;32985;957A/957B;;;;;20220614;C;19
801#957A/957B-RL#7.775312;0;45839;064e0d88-2d91-4e67-bac7-65a30c338e7debeaaecc-3642-48e6-a65a-5a226d538141;-12854;32985;957A/957B;;;;;20220614;C;19
801#957A/957B-RR#7.775308;0;45813;064e0d88-2d91-4e67-bac7-65a30c338e7d859bf09a-e5e5-45bb-bddb-0d818b287682;-12854;32959;957A/957B;;;;;20220614;C;19
801#957A/957B-LL#7.775406;0;45993;8eeaaecb-56fb-4581-905b-9a6dcaf68664ebeaaecc-3642-48e6-a65a-5a226d538141;-13035;32958;957A/957B;;;;;20220614;C;19
469#336A/336B-LL#601.927219;0;38399;87732711-40df-4efb-90e3-26d92c4964c5984a233b-0d91-4827-bbbc-551576f517a3;-8746;29653;336A/336B;;;;;20220614;C;19
469#336A/336B-LR#601.927287;0;38431;87732711-40df-4efb-90e3-26d92c4964c50fd5777f-5d43-47c9-b7a1-160a835df292;-8746;29685;336A/336B;;;;;20220614;C;19
469#336A/336B-RR#601.928720;0;41148;4ccba1a1-62d1-448d-9b91-b133a8af9a990fd5777f-5d43-47c9-b7a1-160a835df292;-11495;29653;336A/336B;;;;;20220614;C;19
469#336A/336B-RL#601.928652;0;41180;4ccba1a1-62d1-448d-9b91-b133a8af9a99984a233b-0d91-4827-bbbc-551576f517a3;-11495;29685;336A/336B;;;;;20220614;C;19
522#217B/219A-RR#58.098731;0;46238;2ee2e63b-2888-4b91-b202-dd5d9bd071761b02383a-756d-41e3-952f-7509a1a35e97;-16014;30224;217B/219A;;;;;20220614;C;19
522#217B/219A-LL#58.100427;0;43214;891468f6-1b28-4cf6-aad9-dc8a0fb8f5e4be8c1676-0171-41cb-bc4e-afd648e97bc9;-16015;27199;217B/219A;;;;;20220614;C;19
522#217B/219A-RL#58.100321;0;43241;2ee2e63b-2888-4b91-b202-dd5d9bd07176be8c1676-0171-41cb-bc4e-afd648e97bc9;-16014;27227;217B/219A;;;;;20220614;C;19
522#217B/219A-LR#58.098837;0;46264;891468f6-1b28-4cf6-aad9-dc8a0fb8f5e41b02383a-756d-41e3-952f-7509a1a35e97;-16015;30249;217B/219A;;;;;20220614;C;19
522#215B/217A-RL#58.054215;0;37247;e42d278d-54f1-44cd-a6da-5c5f83ccf2597a6df239-ba80-4c3b-a288-930405001552;-6866;30381;215B/217A;;;;;20220614;C;19
522#215B/217A-LL#58.056018;0;40673;4cc464c3-b6f5-4d46-8372-68c5924560417a6df239-ba80-4c3b-a288-930405001552;-10319;30354;215B/217A;;;;;20220614;C;19
522#215B/217A-LR#58.053138;0;46284;4cc464c3-b6f5-4d46-8372-68c592456041581ef924-0abc-497d-854f-0df3f15e4fb7;-10319;35965;215B/217A;;;;;20220614;C;19
522#215B/217A-RR#58.051336;0;42805;e42d278d-54f1-44cd-a6da-5c5f83ccf259581ef924-0abc-497d-854f-0df3f15e4fb7;-6866;35939;215B/217A;;;;;20220614;C;19
522#213/215A-RR#58.012623;0;46370;4872c089-7f00-4d17-98e0-2866ac0ef3dd54e8c8cc-58d2-46ff-b261-8fd55e68fa8d;-10431;35939;213/215A;;;;;20220614;C;19
522#213/215A-LL#58.016740;0;49674;f4cb1b62-283a-4390-874d-09ade68d4c1aae3a3ab3-14bb-4f49-8a2c-4bab09e2bed4;-16015;33659;213/215A;;;;;20220614;C;19
522#213/215A-LR#58.015502;0;51980;f4cb1b62-283a-4390-874d-09ade68d4c1a54e8c8cc-58d2-46ff-b261-8fd55e68fa8d;-16015;35965;213/215A;;;;;20220614;C;19
522#213/215A-RL#58.013860;0;44116;4872c089-7f00-4d17-98e0-2866ac0ef3ddae3a3ab3-14bb-4f49-8a2c-4bab09e2bed4;-10431;33685;213/215A;;;;;20220614;C;19
522#149B/151-LR#57.387833;0;37894;0171ab5c-ca15-426f-b913-e28aa7ff175e03351208-35a6-440a-b8b2-bd20f5aa4b46;-5685;32209;149B/151;;;;;20220614;C;19
522#149B/151-LL#57.385863;0;41623;0171ab5c-ca15-426f-b913-e28aa7ff175e21a08a8e-35c2-4137-9977-9a3bf9ec578d;-5685;35938;149B/151;;;;;20220614;C;19
522#149B/151-RL#57.391092;0;51979;b0b7427d-5cf5-4883-a6b3-d128b01c62d821a08a8e-35c2-4137-9977-9a3bf9ec578d;-16014;35965;149B/151;;;;;20220614;C;19
522#149B/151-RR#57.393061;0;48198;b0b7427d-5cf5-4883-a6b3-d128b01c62d803351208-35a6-440a-b8b2-bd20f5aa4b46;-16014;32184;149B/151;;;;;20220614;C;19
522#203B/207A-RL#58.052966;0;46265;d5c64c91-7d1e-459c-9ba9-c0b19a1bee8078c5ca9a-69d7-4637-a67d-87649c55849f;-10299;35966;203B/207A;;;;;20220614;C;19
522#203B/207A-LR#58.051268;0;42826;ffc1dc79-668b-4990-aa84-6b66d5b40f01140ccfc0-38b6-4639-9b8c-ea22197a6e22;-6860;35966;203B/207A;;;;;20220614;C;19
522#203B/207A-LL#58.051243;0;42800;ffc1dc79-668b-4990-aa84-6b66d5b40f0178c5ca9a-69d7-4637-a67d-87649c55849f;-6860;35940;203B/207A;;;;;20220614;C;19
522#203B/207A-RR#58.052992;0;46239;d5c64c91-7d1e-459c-9ba9-c0b19a1bee80140ccfc0-38b6-4639-9b8c-ea22197a6e22;-10299;35940;203B/207A;;;;;20220614;C;19
626#910A/910B-RL#32.597572;0;41179;2b3b8ca4-6e65-4cce-806b-cc63bde8eef82ba47f43-ed3d-4901-9501-34c55f12cc78;-11495;29684;910A/910B;;;;;20220614;C;19
626#910A/910B-LR#32.597548;0;41180;ea414322-5b8c-4383-8a70-3db0c4fd9331cf4f9e18-33ff-4225-a1c2-4da3d3dfdb31;-11495;29685;910A/910B;;;;;20220614;C;19
626#910A/910B-RR#32.597544;0;41149;2b3b8ca4-6e65-4cce-806b-cc63bde8eef8cf4f9e18-33ff-4225-a1c2-4da3d3dfdb31;-11495;29654;910A/910B;;;;;20220614;C;19
626#910A/910B-LL#32.597577;0;41147;ea414322-5b8c-4383-8a70-3db0c4fd93312ba47f43-ed3d-4901-9501-34c55f12cc78;-11495;29652;910A/910B;;;;;20220614;C;19
626#37/41-LL#32.692127;0;50016;d3a235e7-f84d-482d-98ae-9455ffda81ee290f953f-a3c7-4d57-85d3-c145d7c71b16;-16016;34000;37/41;;;;;20220614;C;19
626#37/41-RR#32.693047;0;51954;a8581ad2-2ee1-425f-a6e7-56eb3c86cc2f4bdcdada-1214-457b-9d48-fef3998e6acd;-16014;35940;37/41;;;;;20220614;C;19
626#37/41-LR#32.693029;0;51981;d3a235e7-f84d-482d-98ae-9455ffda81ee4bdcdada-1214-457b-9d48-fef3998e6acd;-16016;35965;37/41;;;;;20220614;C;19
626#37/41-RL#32.692145;0;50041;a8581ad2-2ee1-425f-a6e7-56eb3c86cc2f290f953f-a3c7-4d57-85d3-c145d7c71b16;-16014;34027;37/41;;;;;20220614;C;19
217#119/123A-RL#49.458905;0;51981;4890bd4d-6484-4ca5-a582-95838a975e37b16b5b08-083d-4b66-827d-005b4d3c8932;-16016;35965;119/123A;;;;;20220614;C;19
217#119/123A-LL#49.458984;0;51954;ac7d76f7-f40e-47f8-9216-6304e91aaa93b16b5b08-083d-4b66-827d-005b4d3c8932;-16015;35939;119/123A;;;;;20220614;C;19
217#119/123A-RR#49.458826;0;51955;4890bd4d-6484-4ca5-a582-95838a975e3746acc63f-a58b-49db-a931-9024e79c2205;-16016;35939;119/123A;;;;;20220614;C;19
217#119/123A-LR#49.458905;0;51980;ac7d76f7-f40e-47f8-9216-6304e91aaa9346acc63f-a58b-49db-a931-9024e79c2205;-16015;35965;119/123A;;;;;20220614;C;19
626#13B/25A-RR#32.376454;0;40701;2e1e501b-0303-48b8-9cb5-f3da0dff6e84cc0ed03d-382c-437c-a05e-386dd7aa4a9c;-7742;32959;13B/25A;;;;;20220614;C;19
626#13B/25A-LR#32.375940;0;39845;f60a6e02-f6de-4b60-829d-7dd3d0b73388cc0ed03d-382c-437c-a05e-386dd7aa4a9c;-6860;32985;13B/25A;;;;;20220614;C;19
626#13B/25A-RL#32.376255;0;40727;2e1e501b-0303-48b8-9cb5-f3da0dff6e847458562a-6a1a-469b-8348-f66c516f3171;-7742;32985;13B/25A;;;;;20220614;C;19
626#13B/25A-LL#32.375742;0;39819;f60a6e02-f6de-4b60-829d-7dd3d0b733887458562a-6a1a-469b-8348-f66c516f3171;-6860;32959;13B/25A;;;;;20220614;C;19
217#125/127A-LR#49.555324;0;45139;4252ce13-a303-4684-a92c-d29d7ea7a45d6ec77dde-7f1b-47f6-ae89-57b57c082a67;-13035;32104;125/127A;;;;;20220614;C;19
217#125/127A-LL#49.555560;0;44517;4252ce13-a303-4684-a92c-d29d7ea7a45d18ba3e28-3221-441f-8d8e-2ba929529612;-13035;31482;125/127A;;;;;20220614;C;19
217#125/127A-RL#49.555625;0;44542;83471c44-94df-4b0e-b055-1bb13ebb963918ba3e28-3221-441f-8d8e-2ba929529612;-13035;31507;125/127A;;;;;20220614;C;19
217#125/127A-RR#49.555389;0;45113;83471c44-94df-4b0e-b055-1bb13ebb96396ec77dde-7f1b-47f6-ae89-57b57c082a67;-13035;32078;125/127A;;;;;20220614;C;19
143#911A/911B-LL#17.839161;0;34937;17b7794b-90f1-4dae-a4a3-d3b872d74235926a8e58-3251-47c8-97b2-506e62ac9d3a;-7661;27276;911A/911B;;;;;20220614;C;19
