NAAM_ID;NAAM_LRS_VAN;NAAM_LRS_TOT;SEGMENT_IDENTIFICATIE;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;OBJECT_NAAM;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
133#w1189L-w2101V#20.254909;0;10641;12299e29-93fb-f13b-ccd0-3412c54f4870;34065;44706;w1189L-w2101V;1189;2101;WISSEL_GW;WISSEL_GW;20220614;C;19
112#611#68.025135;0;238435;a51eae27-fa84-df52-4191-e5ac1551ecd8;3900;242335;611;6123;6132;WISSEL_GW;Lichtsein;20220614;C;19
112#s611-s621#68.276700;0;265826;a51eae27-fa84-df52-4191-e5ac1551ecd8;242335;508161;s611-s621;6132;6148;Lichtsein;Lichtsein;20220614;C;19
112#621#68.861970;0;907344;a51eae27-fa84-df52-4191-e5ac1551ecd8;508161;1415505;621;6148;6178;Lichtsein;Lichtsein;20220614;C;19
112#631#69.500304;0;372191;a51eae27-fa84-df52-4191-e5ac1551ecd8;1415505;1787696;631;6178;6182;Lichtsein;Lichtsein;20220614;C;19
112#s631-s641#69.713432;0;55023;a51eae27-fa84-df52-4191-e5ac1551ecd8;1787696;1842719;s631-s641;6182;6198;Lichtsein;Lichtsein;20220614;C;19
112#641#70.169280;0;858721;a51eae27-fa84-df52-4191-e5ac1551ecd8;1842719;2701440;641;6198;6218;Lichtsein;Lichtsein;20220614;C;19
112#651#70.821534;0;448719;a51eae27-fa84-df52-4191-e5ac1551ecd8;2701440;3150159;651;6218;6224;Lichtsein;Lichtsein;20220614;C;19
112#s651-s661#71.116079;0;141694;a51eae27-fa84-df52-4191-e5ac1551ecd8;3150159;3291853;s651-s661;6224;6236;Lichtsein;Lichtsein;20220614;C;19
112#661#71.446915;0;521465;a51eae27-fa84-df52-4191-e5ac1551ecd8;3291853;3813318;661;6236;6244;Lichtsein;Lichtsein;20220614;C;19
112#s661-s671#71.834558;0;255563;a51eae27-fa84-df52-4191-e5ac1551ecd8;3813318;4068881;s661-s671;6244;6256;Lichtsein;Lichtsein;20220614;C;19
112#671#72.294896;0;667182;a51eae27-fa84-df52-4191-e5ac1551ecd8;4068881;4736063;671;6256;6264;Lichtsein;Lichtsein;20220614;C;19
112#s671-w6263V#72.636453;0;17466;a51eae27-fa84-df52-4191-e5ac1551ecd8;4736063;4753529;s671-w6263V;6264;6263;Lichtsein;WISSEL_GW;20220614;C;19
552#w2137V-s360#82.739589;0;112757;d39a9310-3fb0-b099-b8cb-7b7211427fbf;3899;116656;w2137V-s360;2137;2146;WISSEL_GW;Lichtsein;20220614;C;19
552#360#82.895361;0;198924;d39a9310-3fb0-b099-b8cb-7b7211427fbf;116656;315580;360;2146;2170;Lichtsein;Lichtsein;20220614;C;19
552#s360-w2173L#83.010750;0;31957;d39a9310-3fb0-b099-b8cb-7b7211427fbf;315580;347537;s360-w2173L;2170;2173;Lichtsein;WISSEL_GW;20220614;C;19
664#w875V-sKH#41.952591;0;169228;b265adbb-3985-18c9-cb18-e1d80a691d6a;4500;173728;w875V-sKH;875;880;WISSEL_GW;Lichtsein;20220614;C;19
664#KH#42.318442;0;562668;b265adbb-3985-18c9-cb18-e1d80a691d6a;173728;736396;KH;880;894;Lichtsein;Lichtsein;20220614;C;19
664#sKH-w897AV#42.715661;0;231979;b265adbb-3985-18c9-cb18-e1d80a691d6a;736396;968375;sKH-w897AV;894;897A;Lichtsein;WISSEL_GW;20220614;C;19
950#w917V-w919R#17.254756;0;2100;3dca8ef9-9e84-bd5f-beb4-57d9ac4ff621;4500;6600;w917V-w919R;917;919;WISSEL_GW;WISSEL_GW;20220614;C;19
305#w54V-w55R#17.838083;0;4338;7f060bd5-514e-247f-a718-a6e99a34738f;4500;8838;w54V-w55R;54;55;WISSEL_GW;WISSEL_GW;20220614;C;19
817#s539-w1233L#115.021122;0;18786;b3ff679e-1e15-e87f-fd7f-33ad78c31c46;52851;34065;s539-w1233L;1234;1233;Lichtsein;WISSEL_GW;20220614;C;19
817#539#114.624699;0;775224;b3ff679e-1e15-e87f-fd7f-33ad78c31c46;52851;828075;539;1234;1244;Lichtsein;Lichtsein;20220614;C;19
817#w1243L-s539#114.229607;0;16121;b3ff679e-1e15-e87f-fd7f-33ad78c31c46;844196;828075;w1243L-s539;1243;1244;WISSEL_GW;Lichtsein;20220614;C;19
527#w117L-s127#0.563896;0;69944;19a6ba66-f367-0943-79f8-539a01cc339a;36470;106414;w117L-s127;117;120;WISSEL_GW;Lichtsein;20220614;C;19
527#127#0.849427;0;499367;19a6ba66-f367-0943-79f8-539a01cc339a;106414;605781;127;120;130;Lichtsein;Lichtsein;20220614;C;19
012#w283R-sPA#0.806690;0;13402;5a9dba4f-1257-37e8-a3dd-0cce8dd67709;270614;284016;w283R-sPA;283;292;WISSEL_GW;Lichtsein;20220614;C;19
012#PA#4.428355;0;7241819;5a9dba4f-1257-37e8-a3dd-0cce8dd67709;284016;7525835;PA;292;300;Lichtsein;Lichtsein;20220614;C;19
012#sPA-w301BR#8.187538;0;288888;5a9dba4f-1257-37e8-a3dd-0cce8dd67709;7525835;7814723;sPA-w301BR;300;301B;Lichtsein;WISSEL_GW;20220614;C;19
602#DA#4.255183;0;88302;931c2de8-7358-6711-94f0-f1320a074ef9;8259741;8348043;DA;294;4446;Lichtsein;Lichtsein;20220614;C;19
133#w1129AR-w1131AV#19.345183;0;408545;daec4b1b-2d98-75cf-f4d4-a4d474e2f38c;34065;442610;w1129AR-w1131AV;1129A;1131A;WISSEL_GW;WISSEL_GW;20220614;C;19
123#s936-w3BR#10.666486;0;25439;deff2414-9b7e-1380-edd2-5790f5505f35;59504;34065;s936-w3BR;10;3B;Lichtsein;WISSEL_GW;20220614;C;19
123#936#10.625030;0;53944;deff2414-9b7e-1380-edd2-5790f5505f35;59504;113448;936;10;SJ_3BR;Lichtsein;STOOTJUK;20220614;C;19
128#w35AL-s3#12.771129;0;121923;beafbad7-7f50-b18a-61c4-d4c33dc37d88;58127;180050;w35AL-s3;35A;32;WISSEL_GW;Lichtsein;20220614;C;19
128#3#12.993717;0;329122;beafbad7-7f50-b18a-61c4-d4c33dc37d88;180050;509172;3;32;58;Lichtsein;Lichtsein;20220614;C;19
128#s3-w61BR#13.191128;0;70908;beafbad7-7f50-b18a-61c4-d4c33dc37d88;509172;580080;s3-w61BR;58;61B;Lichtsein;WISSEL_GW;20220614;C;19
062#w351AL-s401a#28.327582;0;312064;1b55fa9c-59b2-505d-e203-ca4791e24749;36470;348534;w351AL-s401a;351A;362;WISSEL_GW;Lichtsein;20220614;C;19
062#401a#28.792618;0;619113;1b55fa9c-59b2-505d-e203-ca4791e24749;348534;967647;401a;362;366;Lichtsein;Lichtsein;20220614;C;19
062#s401a-s401b#29.370993;0;539009;1b55fa9c-59b2-505d-e203-ca4791e24749;967647;1506656;s401a-s401b;366;380;Lichtsein;Lichtsein;20220614;C;19
062#401b#29.962475;0;645359;1b55fa9c-59b2-505d-e203-ca4791e24749;1506656;2152015;401b;380;386;Lichtsein;Lichtsein;20220614;C;19
062#s401b-w395BR#30.503985;0;438947;1b55fa9c-59b2-505d-e203-ca4791e24749;2152015;2590962;s401b-w395BR;386;395B;Lichtsein;WISSEL_GW;20220614;C;19
309#w141R-s901#5.333675;0;27437;073eff55-1034-aea1-57a2-bea366d6ce96;49805;77242;w141R-s901;141;142;WISSEL_GW;Lichtsein;20220614;C;19
309#901#5.558592;0;324142;073eff55-1034-aea1-57a2-bea366d6ce96;77242;401384;901;142;SJ_141R;Lichtsein;STOOTJUK;20220614;C;19
606#w906L-w908V#0.285079;0;87410;ca4224c5-249b-4fdf-da9d-8b7d52c57d98;31975;119385;w906L-w908V;906;908;WISSEL_GW;WISSEL_GW;20220614;C;19
545#43#23.001441;0;302078;1340c1aa-bdca-fb57-10a2-0959fed7e81c;36498;338576;43;969;978;WISSEL_GW;WISSEL_GW;20220614;C;19
541#w141AR-w143BL#2.323676;0;97673;d61045e1-d2d7-4f21-1767-6b7a55b463c1;61145;158818;w141AR-w143BL;141A;143B;WISSEL_GW;WISSEL_GW;20220614;C;19
617#w1101AL-s501#38.824056;0;327205;735c0cef-e90c-7f1a-b0ff-0fde5114bff5;58128;385333;w1101AL-s501;1101A;1134;WISSEL_GW;Lichtsein;20220614;C;19
617#501#39.157966;0;342171;735c0cef-e90c-7f1a-b0ff-0fde5114bff5;385333;727504;501;1134;1150;Lichtsein;Lichtsein;20220614;C;19
617#s501-w1163R#39.423792;0;190719;735c0cef-e90c-7f1a-b0ff-0fde5114bff5;727504;918223;s501-w1163R;1150;1163;Lichtsein;WISSEL_GW;20220614;C;19
517#w99AL-w99BL#69.497062;0;45540;7c8cc4a7-1aa5-a9e2-5e1c-77bf59ca442d;36469;82009;w99AL-w99BL;99A;99B;WISSEL_GW;WISSEL_GW;20220614;C;19
555#sCB-sCA#82.786833;0;575053;e060f4f7-f9a2-ca90-7f95-d8da3acce7da;537754;1112807;sCB-sCA;170;180;Lichtsein;Lichtsein;20220614;C;19
555#CA#83.150106;0;153161;e060f4f7-f9a2-ca90-7f95-d8da3acce7da;1112807;1265968;CA;180;182;Lichtsein;Lichtsein;20220614;C;19
555#sCA-w225AV#83.264954;0;77062;e060f4f7-f9a2-ca90-7f95-d8da3acce7da;1265968;1343030;sCA-w225AV;182;225A;Lichtsein;WISSEL_GW;20220614;C;19
054#w1375AL-w1375BL#54.367593;0;33430;2c97ac00-7cfc-6974-b6f3-05005dfea195;61155;94585;w1375AL-w1375BL;1375A;1375B;WISSEL_GW;WISSEL_GW;20220614;C;19
152#ZA3#0.008240;0;16481;6420ec8a-a821-490d-ded7-89d6bf992072;657700;674181;ZA3;2302;3992;Lichtsein;Stop Marker Board;20220614;C;19
152#ZA4#0.378595;0;724227;6420ec8a-a821-490d-ded7-89d6bf992072;674181;1398408;ZA4;3992;3998;Stop Marker Board;Stop Marker Board;20220614;C;19
152#ZA5#1.157909;0;834402;6420ec8a-a821-490d-ded7-89d6bf992072;1398408;2232810;ZA5;3998;4002;Stop Marker Board;Stop Marker Board;20220614;C;19
152#sZA5-sZA6#2.219195;0;1288169;6420ec8a-a821-490d-ded7-89d6bf992072;2232810;3520979;sZA5-sZA6;4002;4004;Stop Marker Board;Stop Marker Board;20220614;C;19
152#ZA6#3.330029;0;933500;6420ec8a-a821-490d-ded7-89d6bf992072;3520979;4454479;ZA6;4004;4012;Stop Marker Board;Stop Marker Board;20220614;C;19
152#sZA6-sZA7#4.905107;0;2216655;6420ec8a-a821-490d-ded7-89d6bf992072;4454479;6671134;sZA6-sZA7;4012;4014;Stop Marker Board;Stop Marker Board;20220614;C;19
152#ZA7#6.246970;0;467073;6420ec8a-a821-490d-ded7-89d6bf992072;6671134;7138207;ZA7;4014;4022;Stop Marker Board;Stop Marker Board;20220614;C;19
152#sZA7-w4021V#6.574064;0;187113;6420ec8a-a821-490d-ded7-89d6bf992072;7138207;7325320;sZA7-w4021V;4022;4021;Stop Marker Board;WISSEL_GW;20220614;C;19
608#w69V-sDD#89.000057;0;284545;aec46814-0557-8f7c-73ac-7d3d4ebe1aaf;3900;288445;w69V-sDD;69;72;WISSEL_GW;Lichtsein;20220614;C;19
522#sBA-w207BV#17.549949;0;99909;df76a429-72eb-6f27-0ea5-08c9f72ae822;273544;173635;sBA-w207BV;230;207B;Lichtsein;WISSEL_GW;20220614;C;19
116#w1333AL-w1341R#31.855548;0;272180;d0e048ea-ee0e-3e73-1867-78dbe996fd40;34065;306245;w1333AL-w1341R;1333A;1341;WISSEL_GW;WISSEL_GW;20220614;C;19
017#w423L-s401b#39.966273;0;3196;dc2df282-ef8d-31de-45ac-5f8d467bd312;34065;37261;w423L-s401b;423;424;WISSEL_GW;Lichtsein;20220614;C;19
017#401b#40.254562;0;574214;dc2df282-ef8d-31de-45ac-5f8d467bd312;37261;611475;401b;424;436;Lichtsein;Lichtsein;20220614;C;19
017#s401b-w433R#40.618071;0;153853;dc2df282-ef8d-31de-45ac-5f8d467bd312;611475;765328;s401b-w433R;436;433;Lichtsein;WISSEL_GW;20220614;C;19
924#w1379R-s67#33.201187;0;2384;f070bf5f-5b0c-eb99-5e0a-8bf6ee74ebd2;178094;180478;w1379R-s67;1379;1380;WISSEL_GW;Lichtsein;20220614;C;19
924#67#33.582971;0;764195;f070bf5f-5b0c-eb99-5e0a-8bf6ee74ebd2;180478;944673;67;1380;3220;Lichtsein;Lichtsein;20220614;C;19
924#s67-w2303B/3239AS#34.024446;0;122237;f070bf5f-5b0c-eb99-5e0a-8bf6ee74ebd2;944673;1066910;s67-w2303B/3239AS;3220;2303B/3239A;Lichtsein;WISSEL_EW;20220614;C;19
026#w237R-s505#26.115001;0;65983;0b466052-a347-50ee-927a-a9e0a3863b43;34065;100048;w237R-s505;237;242;WISSEL_GW;Lichtsein;20220614;C;19
026#505#26.467684;0;641813;0b466052-a347-50ee-927a-a9e0a3863b43;100048;741861;505;242;266;Lichtsein;Lichtsein;20220614;C;19
026#s505-w257L#26.820298;0;65845;0b466052-a347-50ee-927a-a9e0a3863b43;741861;807706;s505-w257L;266;257;Lichtsein;WISSEL_GW;20220614;C;19
038#EW#95.360545;0;521420;5709840c-8751-49c3-449f-11c8f6c112d5;1298746;1820166;EW;244;282;Lichtsein;Lichtsein;20220614;C;19
038#sEW-w283BR#95.726981;0;211917;5709840c-8751-49c3-449f-11c8f6c112d5;1820166;2032083;sEW-w283BR;282;283B;Lichtsein;WISSEL_GW;20220614;C;19
116#w1341V-w1351BL#32.061475;0;13515;c80548e8-9b9d-8b93-17a6-bf71728bb6cd;4500;18015;w1341V-w1351BL;1341;1351B;WISSEL_GW;WISSEL_GW;20220614;C;19
950#w851AL-sPF#12.075695;0;71707;c08f7935-2a98-c2c9-5658-686565bb48e4;61144;132851;w851AL-sPF;851A;848;WISSEL_GW;Lichtsein;20220614;C;19
950#PF#12.298017;0;371933;c08f7935-2a98-c2c9-5658-686565bb48e4;132851;504784;PF;848;860;Lichtsein;Lichtsein;20220614;C;19
950#sPF-w865V#12.784937;0;599707;c08f7935-2a98-c2c9-5658-686565bb48e4;504784;1104491;sPF-w865V;860;865;Lichtsein;WISSEL_GW;20220614;C;19
021#w39L-s702#67.241793;0;55500;cdd2f3c9-e333-0b37-4de8-002ed6eddb42;61145;116645;w39L-s702;39;42;WISSEL_GW;Lichtsein;20220614;C;19
021#702#67.658438;0;778624;cdd2f3c9-e333-0b37-4de8-002ed6eddb42;116645;895269;702;42;52;Lichtsein;Lichtsein;20220614;C;19
021#s702-w55R#68.166572;0;238661;cdd2f3c9-e333-0b37-4de8-002ed6eddb42;895269;1133930;s702-w55R;52;55;Lichtsein;WISSEL_GW;20220614;C;19
564#w433BV-s51a#23.621585;0;5490;88943c02-8922-6e92-0ac3-85e2f9d8b349;3900;9390;w433BV-s51a;433B;436;WISSEL_GW;Lichtsein;20220614;C;19
564#51a#23.794842;0;340581;88943c02-8922-6e92-0ac3-85e2f9d8b349;9390;349971;51a;436;;Lichtsein;Bordsein;20220614;C;19
564#s51a-s906c#23.970765;0;10814;88943c02-8922-6e92-0ac3-85e2f9d8b349;349971;360785;s51a-s906c;;448;Bordsein;Lichtsein;20220614;C;19
564#906c#24.129019;0;305287;88943c02-8922-6e92-0ac3-85e2f9d8b349;360785;666072;906c;448;963;Lichtsein;WISSEL_GW;20220614;C;19
002#w373V-sLD#63.726838;0;74446;cb7e96a7-794f-082f-077a-30c78b0763e7;4788;79234;w373V-sLD;373;374;WISSEL_GW;Lichtsein;20220614;C;19
002#LD#65.823615;0;4129746;cb7e96a7-794f-082f-077a-30c78b0763e7;79234;4208980;LD;374;384;Lichtsein;Lichtsein;20220614;C;19
002#sLD-w385V#68.046705;0;327711;cb7e96a7-794f-082f-077a-30c78b0763e7;4208980;4536691;sLD-w385V;384;385;Lichtsein;WISSEL_GW;20220614;C;19
212#w201V-sDY#39.863033;0;359382;2b713c5a-5521-38b6-500e-2d67d8ce6f1b;3900;363282;w201V-sDY;201;204;WISSEL_GW;Lichtsein;20220614;C;19
212#DY#42.220919;0;4354155;2b713c5a-5521-38b6-500e-2d67d8ce6f1b;363282;4717437;DY;204;214;Lichtsein;Lichtsein;20220614;C;19
212#sDY-w215V#44.707778;0;617207;2b713c5a-5521-38b6-500e-2d67d8ce6f1b;4717437;5334644;sDY-w215V;214;215;Lichtsein;WISSEL_GW;20220614;C;19
506#wX0357/X0358Q-w523BR#43.263701;0;250747;80e2e3dd-d0ed-e862-096a-146e38161c30;308879;58132;wX0357/X0358Q-w523BR;X0357/X0358;523B;WISSEL_EW;WISSEL_GW;20220614;C;19
624#w167BV-w165AV#32.168675;0;2233;71b5be9e-4308-2675-1a6a-e8539cb87742;6732;4499;w167BV-w165AV;167B;165A;WISSEL_GW;WISSEL_GW;20220614;C;19
121#SN#234.671997;0;953190;fc38a76b-ec30-542b-1656-67827ffb6be6;126000;1079190;SN;2363;2382;WISSEL_GW;Stop Marker Board;20220614;C;19
121#sSN-sSP#235.181279;0;65546;fc38a76b-ec30-542b-1656-67827ffb6be6;1079190;1144736;sSN-sSP;2382;2388;Stop Marker Board;Stop Marker Board;20220614;C;19
121#SP#236.416726;0;2405769;fc38a76b-ec30-542b-1656-67827ffb6be6;1144736;3550505;SP;2388;2392;Stop Marker Board;Stop Marker Board;20220614;C;19
121#sSP-sSQ#237.649693;0;60583;fc38a76b-ec30-542b-1656-67827ffb6be6;3550505;3611088;sSP-sSQ;2392;2398;Stop Marker Board;Stop Marker Board;20220614;C;19
121#SQ#238.878245;0;2396937;fc38a76b-ec30-542b-1656-67827ffb6be6;3611088;6008025;SQ;2398;2402;Stop Marker Board;Stop Marker Board;20220614;C;19
121#sSQ-sSR#240.111779;0;70550;fc38a76b-ec30-542b-1656-67827ffb6be6;6008025;6078575;sSQ-sSR;2402;2408;Stop Marker Board;Stop Marker Board;20220614;C;19
121#SR#240.823539;0;1353212;fc38a76b-ec30-542b-1656-67827ffb6be6;6078575;7431787;SR;2408;2422;Stop Marker Board;Stop Marker Board;20220614;C;19
555#w221BV-s4#83.525351;0;98818;d587fce8-c311-53be-4059-34735a5eb2c2;3900;102718;w221BV-s4;221B;288;WISSEL_GW;Lichtsein;20220614;C;19
555#4#83.811074;0;467232;d587fce8-c311-53be-4059-34735a5eb2c2;102718;569950;4;288;340;Lichtsein;Lichtsein;20220614;C;19
555#s4-w339AV#84.054032;0;14094;d587fce8-c311-53be-4059-34735a5eb2c2;569950;584044;s4-w339AV;340;339A;Lichtsein;WISSEL_GW;20220614;C;19
501#w125V-w171BR#80.916652;0;40363;515f2d08-9e2e-2f78-ca81-be5e2ffdd9ca;4750;45113;w125V-w171BR;125;171B;WISSEL_GW;WISSEL_GW;20220614;C;19
478#w1579V-w1661R#2.047753;0;31912;358443d9-3882-ff46-13c4-d26846c6377a;3900;35812;w1579V-w1661R;1579;1661;WISSEL_GW;WISSEL_GW;20220614;C;19
817#544#119.563413;0;366439;647902c7-9c0b-aa54-35f3-5cd17c3f1498;34065;400504;544;40;;WISSEL_GW;Bordsein;20220614;C;19
817#s544-w46V#119.799943;0;107874;647902c7-9c0b-aa54-35f3-5cd17c3f1498;400504;508378;s544-w46V;;46;Bordsein;WISSEL_GW;20220614;C;19
119#sPB-w123BV#21.063012;0;254763;e83ac72f-4057-b7e8-4274-d080e996de21;259263;4500;sPB-w123BV;126;123B;Lichtsein;WISSEL_GW;20220614;C;19
119#PB#19.440556;0;2965110;e83ac72f-4057-b7e8-4274-d080e996de21;259263;3224373;PB;126;232;Lichtsein;Lichtsein;20220614;C;19
119#w231BL-sPB#17.891009;0;110069;e83ac72f-4057-b7e8-4274-d080e996de21;3334442;3224373;w231BL-sPB;231B;232;WISSEL_GW;Lichtsein;20220614;C;19
226#401#7.941634;0;389144;323177af-a36c-5b4b-c50a-2112f2686786;36493;425637;401;425;434;WISSEL_GW;Lichtsein;20220614;C;19
226#w435R-s401#7.706661;0;81856;323177af-a36c-5b4b-c50a-2112f2686786;507493;425637;w435R-s401;435;434;WISSEL_GW;Lichtsein;20220614;C;19
609#502b#27.687109;0;212063;1f330b04-971e-0985-12a2-64a1844b2339;4500;216563;502b;92;98;Lichtsein;Lichtsein;20220614;C;19
609#w93AV-s502b#27.583401;0;919;1f330b04-971e-0985-12a2-64a1844b2339;217482;216563;w93AV-s502b;93A;98;WISSEL_GW;Lichtsein;20220614;C;19
467#3508#102.366595;0;108781;d0a0d92a-ccc8-2201-0f54-45881ec11af9;34066;142847;3508;05;;WISSEL_GW;Bordsein;20220614;C;19
467#s3508-s3515#102.443561;0;48826;d0a0d92a-ccc8-2201-0f54-45881ec11af9;142847;191673;s3508-s3515;;;Bordsein;Bordsein;20220614;C;19
467#3515#102.560213;0;190045;d0a0d92a-ccc8-2201-0f54-45881ec11af9;191673;381718;3515;;SJ_0109R;Bordsein;STOOTJUK;20220614;C;19
119#sRB-w123AL#21.076306;0;281869;baeb9fa6-4728-2a67-3c60-2cb6308ee953;315934;34065;sRB-w123AL;124;123A;Lichtsein;WISSEL_GW;20220614;C;19
119#RB#19.440351;0;2962359;baeb9fa6-4728-2a67-3c60-2cb6308ee953;315934;3278293;RB;124;230;Lichtsein;Lichtsein;20220614;C;19
119#w231AV-sRB#17.891042;0;110045;baeb9fa6-4728-2a67-3c60-2cb6308ee953;3388338;3278293;w231AV-sRB;231A;230;WISSEL_GW;Lichtsein;20220614;C;19
531#w2757R-s103#35.695940;0;4808;f41542b4-89b9-0068-2a2b-04cb65a9c269;36108;40916;w2757R-s103;2757;2750;WISSEL_GW;Lichtsein;20220614;C;19
531#103#35.933341;0;464443;f41542b4-89b9-0068-2a2b-04cb65a9c269;40916;505359;103;2750;SJ_2757R;Lichtsein;STOOTJUK;20220614;C;19
950#w475BV-sPD#8.278926;0;22048;08ed0e42-ece1-e3cd-823e-d5997b0719ca;4500;26548;w475BV-sPD;475B;478;WISSEL_GW;Lichtsein;20220614;C;19
950#PD#9.384257;0;2188035;08ed0e42-ece1-e3cd-823e-d5997b0719ca;26548;2214583;PD;478;816;Lichtsein;Lichtsein;20220614;C;19
950#sPD-w817V#10.520955;0;84764;08ed0e42-ece1-e3cd-823e-d5997b0719ca;2214583;2299347;sPD-w817V;816;817;Lichtsein;WISSEL_GW;20220614;C;19
531#UE5#33.216989;0;632710;9be7589f-8240-134c-34b9-a59cd0a20f8c;356894;989604;UE5;2322;4552;Lichtsein;Lichtsein;20220614;C;19
534#w1017AL-w1017BL#44.993162;0;13693;ba9a7590-596f-1e44-3666-80149b5b3ab8;58138;71831;w1017AL-w1017BL;1017A;1017B;WISSEL_GW;WISSEL_GW;20220614;C;19
520#s10-w131R#0.550996;0;10740;12048b56-b624-90ad-9c34-ff39248308ef;47232;36492;s10-w131R;120;131;Lichtsein;WISSEL_GW;20220614;C;19
520#10#0.447516;0;194266;12048b56-b624-90ad-9c34-ff39248308ef;47232;241498;10;120;SJ_131R;Lichtsein;STOOTJUK;20220614;C;19
618#s66-w135R#50.816924;0;29337;1909f37b-afcc-0fa8-23c8-b3ac5d32224f;63425;34088;s66-w135R;146;135;Lichtsein;WISSEL_GW;20220614;C;19
618#66#50.500876;0;607036;1909f37b-afcc-0fa8-23c8-b3ac5d32224f;63425;670461;66;146;250;Lichtsein;Lichtsein;20220614;C;19
618#w251R-s66#50.182182;0;34663;1909f37b-afcc-0fa8-23c8-b3ac5d32224f;705124;670461;w251R-s66;251;250;WISSEL_GW;Lichtsein;20220614;C;19
586#4c#81.044398;0;35520;3d3efbe8-1593-4c9e-94d7-f436024cf634;4469;39989;4c;235B;266;WISSEL_GW;Lichtsein;20220614;C;19
586#s4c-w281/283AQ#81.117585;0;118150;3d3efbe8-1593-4c9e-94d7-f436024cf634;39989;158139;s4c-w281/283AQ;266;281/283A;Lichtsein;WISSEL_EW;20220614;C;19
131#11#16.534562;0;223061;64cfeec4-3ae2-b475-19e2-62a4432ee8b7;34065;257126;11;1;2;WISSEL_GW;WISSEL_GW;20220614;C;19
071#sSB-w31BL#27.653176;0;493848;51d804e2-d709-1295-6ccd-9d2ecf63e6e3;582961;89113;sSB-w31BL;26;31B;Lichtsein;WISSEL_GW;20220614;C;19
071#SB#22.802221;0;9212006;51d804e2-d709-1295-6ccd-9d2ecf63e6e3;582961;9794967;SB;26;T-K.44;Lichtsein;Lichtsein;20220614;C;19
560#s901-w69BV#24.652264;0;63872;faddcc90-f59e-6686-a714-88a7d429e963;67771;3899;s901-w69BV;62;69B;Lichtsein;WISSEL_GW;20220614;C;19
560#901#24.611470;0;18522;faddcc90-f59e-6686-a714-88a7d429e963;67771;86293;901;62;232;Lichtsein;Lichtsein;20220614;C;19
950#476#12.781790;0;23956;ab02660b-af90-4e75-9fe2-7f4bd2ae05e8;34066;58022;476;945;SJ_945R;WISSEL_GW;STOOTJUK;20220614;C;19
161#w2705L-sGG11#35.560255;0;138742;9471a52b-5f60-cd65-7729-21806d8f7fae;61145;199887;w2705L-sGG11;2705;2716;WISSEL_GW;Lichtsein;20220614;C;19
161#GG11#35.978418;0;697236;9471a52b-5f60-cd65-7729-21806d8f7fae;199887;897123;GG11;2716;2720;Lichtsein;Lichtsein;20220614;C;19
161#sGG11-sGG12#36.755190;0;855662;9471a52b-5f60-cd65-7729-21806d8f7fae;897123;1752785;sGG11-sGG12;2720;2726;Lichtsein;Lichtsein;20220614;C;19
161#GG12#37.439324;0;512037;9471a52b-5f60-cd65-7729-21806d8f7fae;1752785;2264822;GG12;2726;2730;Lichtsein;Lichtsein;20220614;C;19
161#sGG12-sGG13#38.145500;0;899728;9471a52b-5f60-cd65-7729-21806d8f7fae;2264822;3164550;sGG12-sGG13;2730;2736;Lichtsein;Lichtsein;20220614;C;19
161#GG13#38.920680;0;649987;9471a52b-5f60-cd65-7729-21806d8f7fae;3164550;3814537;GG13;2736;2740;Lichtsein;Lichtsein;20220614;C;19
161#sGG13-sGG14#39.642510;0;793074;9471a52b-5f60-cd65-7729-21806d8f7fae;3814537;4607611;sGG13-sGG14;2740;2746;Lichtsein;Lichtsein;20220614;C;19
161#GG14#40.413957;0;749179;9471a52b-5f60-cd65-7729-21806d8f7fae;4607611;5356790;GG14;2746;2750;Lichtsein;Lichtsein;20220614;C;19
161#sGG14-sGG15#41.228457;0;879142;9471a52b-5f60-cd65-7729-21806d8f7fae;5356790;6235932;sGG14-sGG15;2750;2756;Lichtsein;Lichtsein;20220614;C;19
161#GG15#42.008919;0;681134;9471a52b-5f60-cd65-7729-21806d8f7fae;6235932;6917066;GG15;2756;2760;Lichtsein;Lichtsein;20220614;C;19
161#sGG15-sGG16#42.817684;0;935724;9471a52b-5f60-cd65-7729-21806d8f7fae;6917066;7852790;sGG15-sGG16;2760;2766;Lichtsein;Lichtsein;20220614;C;19
161#GG16#43.593004;0;614270;9471a52b-5f60-cd65-7729-21806d8f7fae;7852790;8467060;GG16;2766;2770;Lichtsein;Lichtsein;20220614;C;19
161#sGG16-sGG17#44.050126;0;299594;9471a52b-5f60-cd65-7729-21806d8f7fae;8467060;8766654;sGG16-sGG17;2770;2782;Lichtsein;Lichtsein;20220614;C;19
210#w5R-s901#11.708319;0;79016;f22c873d-298b-81bf-01f7-ccce7cb0311b;49806;128822;w5R-s901;5;6;WISSEL_GW;Lichtsein;20220614;C;19
210#901#11.832352;0;169551;f22c873d-298b-81bf-01f7-ccce7cb0311b;128822;298373;901;6;12;Lichtsein;Lichtsein;20220614;C;19
210#s901-w11L#11.939500;0;45178;f22c873d-298b-81bf-01f7-ccce7cb0311b;298373;343551;s901-w11L;12;11;Lichtsein;WISSEL_GW;20220614;C;19
