SEGMENT_IDENTIFICATIE;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;RAILDEMPER_TYPE;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
800036b7-539e-0832-861a-58fd5aed963d;1938357;2072467;S&V Vicon AMSA 54 FS type A;20221206;C;20
800036b7-539e-0832-861a-58fd5aed963d;4776692;4965847;S&V Vicon AMSA 54 FS type A;20221206;C;20
800036b7-539e-0832-861a-58fd5aed963d;6079764;6930464;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
07149904-08eb-5f6e-335a-338d3cce1a71;685443;675443;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
07149904-08eb-5f6e-335a-338d3cce1a71;675443;300446;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
d0ac1360-dc55-fb04-0f22-9783c55559cf;779034;403986;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
f2de460e-0c56-7435-8192-9147e1370284;746717;371651;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
f2de460e-0c56-7435-8192-9147e1370284;371651;360649;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
7494b9c4-9f6a-9a01-c456-d6f78de8d41b;746836;371801;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
8f49f6cd-6875-0f05-d5ac-3a6eb2d4d65c;62801;242069;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
8f49f6cd-6875-0f05-d5ac-3a6eb2d4d65c;242069;590646;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
50b6c441-d618-a0f6-255e-43171ed18525;61826;106106;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
50b6c441-d618-a0f6-255e-43171ed18525;106106;639479;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
50b6c441-d618-a0f6-255e-43171ed18525;639479;1292609;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
50b6c441-d618-a0f6-255e-43171ed18525;1292609;1319781;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
6b23c87c-370e-027a-bf5f-8ab3c8a978f1;129742;173774;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
6b23c87c-370e-027a-bf5f-8ab3c8a978f1;173774;706163;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
6b23c87c-370e-027a-bf5f-8ab3c8a978f1;706163;1353636;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
6b23c87c-370e-027a-bf5f-8ab3c8a978f1;1353636;1380656;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
26befead-1ca6-6f5d-ca38-3c7ce59f093a;8033030;8988706;Glued Tuned, Corus 54E1/54E5;20221206;C;20
26befead-1ca6-6f5d-ca38-3c7ce59f093a;9022695;10714122;Glued Tuned, Corus 54E1/54E5;20221206;C;20
26befead-1ca6-6f5d-ca38-3c7ce59f093a;10740113;11479862;Glued Tuned, Corus 54E1/54E5;20221206;C;20
26befead-1ca6-6f5d-ca38-3c7ce59f093a;11912716;11937707;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
26befead-1ca6-6f5d-ca38-3c7ce59f093a;12782421;12878389;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
606087b3-5c28-4c97-4d22-0e466e4951f2;7885421;8995992;Glued Tuned, Corus 54E1/54E5;20221206;C;20
606087b3-5c28-4c97-4d22-0e466e4951f2;9029979;10721325;Glued Tuned, Corus 54E1/54E5;20221206;C;20
606087b3-5c28-4c97-4d22-0e466e4951f2;10746316;11943853;Glued Tuned, Corus 54E1/54E5;20221206;C;20
606087b3-5c28-4c97-4d22-0e466e4951f2;12789526;12885489;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
3cb7608e-8407-434e-c044-c9272c0f750a;4500;108864;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
4262157e-de86-df14-60c6-957b85d99fbd;34065;115651;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
75e16a44-3d6c-c7f5-e1e1-e44c863f4633;36470;112682;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
75e16a44-3d6c-c7f5-e1e1-e44c863f4633;112682;413144;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
75e16a44-3d6c-c7f5-e1e1-e44c863f4633;2916996;4819922;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
75e16a44-3d6c-c7f5-e1e1-e44c863f4633;5356748;5399814;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
75e16a44-3d6c-c7f5-e1e1-e44c863f4633;6629706;6653743;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
9468dbb6-1571-c379-8ea1-90e964f8aadf;34514;185699;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
9468dbb6-1571-c379-8ea1-90e964f8aadf;185699;929610;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
9468dbb6-1571-c379-8ea1-90e964f8aadf;937620;1133860;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
9468dbb6-1571-c379-8ea1-90e964f8aadf;1169904;1256010;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
9468dbb6-1571-c379-8ea1-90e964f8aadf;2212181;2277260;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
9468dbb6-1571-c379-8ea1-90e964f8aadf;2277260;2311302;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
9468dbb6-1571-c379-8ea1-90e964f8aadf;2311302;2312303;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
62fa7578-c808-530f-9586-4ffbe5541923;4499;6441;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;3900;55773;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;55773;153893;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;153893;155896;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;155896;202954;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;202954;206959;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;206959;356142;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;2859220;3876471;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;3884481;4761559;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;5297218;5341272;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;6569783;6650882;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;6650882;6662897;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
0fea3f47-4534-7227-4bb6-3845523705d1;883075;1078398;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
0fea3f47-4534-7227-4bb6-3845523705d1;1115460;1201602;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
0fea3f47-4534-7227-4bb6-3845523705d1;2158187;2258353;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
0a983924-b0f1-b527-1f5c-fea95c274ca1;946532;1286602;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
0a983924-b0f1-b527-1f5c-fea95c274ca1;1934735;2786910;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
0a983924-b0f1-b527-1f5c-fea95c274ca1;5257418;5317430;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
0a983924-b0f1-b527-1f5c-fea95c274ca1;6687711;6840743;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
0a983924-b0f1-b527-1f5c-fea95c274ca1;6873750;7064789;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
230f9959-8c89-6a8c-db9a-d0eac2f761e0;985265;1325498;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
230f9959-8c89-6a8c-db9a-d0eac2f761e0;1973943;2826529;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
230f9959-8c89-6a8c-db9a-d0eac2f761e0;5298225;5358266;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
230f9959-8c89-6a8c-db9a-d0eac2f761e0;6729207;6890318;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
230f9959-8c89-6a8c-db9a-d0eac2f761e0;6899324;6924341;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
230f9959-8c89-6a8c-db9a-d0eac2f761e0;6924341;7106466;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
fe65af83-d0d9-4b4d-e1b7-0ec24076bc8b;3735691;3929838;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
4b3575cd-d029-25ef-4aca-c74a66133d88;777667;971056;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
af12036d-bd95-a340-abf9-2e7ec15c6d13;4500;9581;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
2419521e-c2de-9147-518b-59eb8bf5d12a;35836;71027;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
2419521e-c2de-9147-518b-59eb8bf5d12a;71027;729298;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
2419521e-c2de-9147-518b-59eb8bf5d12a;729298;763312;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
ef89db60-94dd-3346-53c5-d5fd5db8052d;94762;102892;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
62713dcd-ae41-321c-0429-3b8a62344c6f;188959;239029;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
a0a9e894-65a6-ae23-2a85-1e34bfa9c8ce;2024135;2124417;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
a0a9e894-65a6-ae23-2a85-1e34bfa9c8ce;3743978;4031789;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
a0a9e894-65a6-ae23-2a85-1e34bfa9c8ce;4681619;4682621;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
a0a9e894-65a6-ae23-2a85-1e34bfa9c8ce;4682621;4688638;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
a0a9e894-65a6-ae23-2a85-1e34bfa9c8ce;4688638;4727748;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
a0a9e894-65a6-ae23-2a85-1e34bfa9c8ce;4727748;4907254;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
a0a9e894-65a6-ae23-2a85-1e34bfa9c8ce;4907254;4908257;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
4c9d0bbf-0dfe-92a5-27e9-deaf755ff661;1969708;2069989;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
4c9d0bbf-0dfe-92a5-27e9-deaf755ff661;3689535;3977343;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
4c9d0bbf-0dfe-92a5-27e9-deaf755ff661;4628170;4652237;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
4c9d0bbf-0dfe-92a5-27e9-deaf755ff661;4698367;4853803;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
4c9d0bbf-0dfe-92a5-27e9-deaf755ff661;4627167;4852800;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
bf969ea5-80a5-8481-ac90-a44f097a0fca;4686071;6157291;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
bf969ea5-80a5-8481-ac90-a44f097a0fca;8571088;8740653;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
b2a56eff-a755-4e41-ebd8-d8cdcc2fb9dd;4740894;6212425;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
b2a56eff-a755-4e41-ebd8-d8cdcc2fb9dd;8626733;8796333;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
b2a56eff-a755-4e41-ebd8-d8cdcc2fb9dd;9105604;9425849;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
d22119fa-84d2-166b-4b03-a00a9f4173be;313915;484487;Glued Tuned, Corus 54E1/54E5;20221206;C;20
d22119fa-84d2-166b-4b03-a00a9f4173be;561294;613164;Glued Tuned, Corus 54E1/54E5;20221206;C;20
bff6f9b7-e2e6-03d8-8036-6cc95f836eb3;3901;235548;Glued Tuned, Corus 54E1/54E5;20221206;C;20
bff6f9b7-e2e6-03d8-8036-6cc95f836eb3;235548;302470;Glued Tuned, Corus 54E1/54E5;20221206;C;20
bff6f9b7-e2e6-03d8-8036-6cc95f836eb3;315454;604115;Glued Tuned, Corus 54E1/54E5;20221206;C;20
bff6f9b7-e2e6-03d8-8036-6cc95f836eb3;604115;614104;Glued Tuned, Corus 54E1/54E5;20221206;C;20
bff6f9b7-e2e6-03d8-8036-6cc95f836eb3;614104;763928;Glued Tuned, Corus 54E1/54E5;20221206;C;20
bd2923da-01e4-dc13-8991-deff30aff47f;522156;532193;Glued Tuned, Corus 54E1/54E5;20221206;C;20
bd2923da-01e4-dc13-8991-deff30aff47f;532193;692398;Glued Tuned, Corus 54E1/54E5;20221206;C;20
66e54676-7734-1dad-d3df-59c25d783fa2;319597;935333;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
66e54676-7734-1dad-d3df-59c25d783fa2;935333;985311;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
66e54676-7734-1dad-d3df-59c25d783fa2;1177229;1484097;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
66e54676-7734-1dad-d3df-59c25d783fa2;1484097;1576058;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
66e54676-7734-1dad-d3df-59c25d783fa2;1576058;2285753;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
66e54676-7734-1dad-d3df-59c25d783fa2;2285753;2518653;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
b8144e45-7017-89f0-f114-84fe3e863683;4481285;4498282;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
b8144e45-7017-89f0-f114-84fe3e863683;4633264;4956221;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
be682352-5ccd-3a09-c8a3-b92aaaf172a8;4421826;4535801;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
be682352-5ccd-3a09-c8a3-b92aaaf172a8;4572792;4896719;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
cb885083-6a3e-baed-8d54-b66ac7751bb2;5480113;5123828;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
cb885083-6a3e-baed-8d54-b66ac7751bb2;5109817;4879632;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
f2d53ff0-0124-b87e-12f5-ddd8bb639a3a;13418032;13401015;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
f2d53ff0-0124-b87e-12f5-ddd8bb639a3a;13401015;13265886;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
f2d53ff0-0124-b87e-12f5-ddd8bb639a3a;5543470;5189129;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
f2d53ff0-0124-b87e-12f5-ddd8bb639a3a;5171112;4942893;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
30dbfa9e-6fce-4616-afe6-5d2fa6b0a48d;5582750;5775452;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
30dbfa9e-6fce-4616-afe6-5d2fa6b0a48d;5790507;5883847;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
30dbfa9e-6fce-4616-afe6-5d2fa6b0a48d;18203733;18549995;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
0efa2273-02f0-41cf-8a4a-c3e9c0b68a5e;746282;1231283;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
c0e2fd51-510f-48b5-ac83-acba50019c56;4143647;4336297;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
c0e2fd51-510f-48b5-ac83-acba50019c56;4351347;4444662;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
c0e2fd51-510f-48b5-ac83-acba50019c56;16761216;17131466;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
c0e2fd51-510f-48b5-ac83-acba50019c56;17137486;17162571;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
c0e2fd51-510f-48b5-ac83-acba50019c56;17513755;18015448;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;63261;264593;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;264593;282623;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;388798;819509;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;819509;839542;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;877605;1503638;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;1503638;1516660;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;4454508;4524624;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;4664856;4711933;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;4741983;4769027;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;5163679;5175699;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;5208753;5242809;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;8362959;8559283;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;8609366;8756609;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;8794672;8962949;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;9134232;9222377;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;9222377;9452758;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;9452758;9488817;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;9488817;9490821;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;9520870;9526880;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;9533892;9678130;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;9719197;9769280;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;9925538;10014685;Uuden Silent Track 54E1 type A;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;12758213;13062716;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
48cddcde-3de4-c9dc-c85c-c26b7fd001c0;13118808;13133833;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;4500;187602;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;245685;606197;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;606197;734379;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;767426;1426362;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;4376553;4446652;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;4586851;4634920;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;4663961;4692001;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;5097577;5109594;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;5130624;5164672;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;8284104;8481384;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;8529452;8680667;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;8719722;8884957;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;9023153;9373651;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;9373651;9441748;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;9441748;9454767;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;9454767;9598971;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;9640030;9690101;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;9846323;9936451;Uuden Silent Track 54E1 type A;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;12660320;12678346;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;12678346;12982778;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;12982778;13019831;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;13038858;13053879;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
d19af175-c244-e3ad-dea3-81e38ae690ae;74789;200882;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
d19af175-c244-e3ad-dea3-81e38ae690ae;200882;595175;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
f00c3f54-883b-f239-5885-fed809999e00;61600;126641;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
f00c3f54-883b-f239-5885-fed809999e00;126641;127642;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
9d3675b9-b5d0-167d-c00c-37def95798f1;9136349;9073302;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
9d3675b9-b5d0-167d-c00c-37def95798f1;9073302;8553916;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
54f22966-b4c4-bd00-a463-603f6317eeb8;7968471;7868391;Glued Tuned, Corus 54E1/54E5;20221206;C;20
54f22966-b4c4-bd00-a463-603f6317eeb8;7839365;7744280;S&V Vicon AMSA 54 FS type A;20221206;C;20
54f22966-b4c4-bd00-a463-603f6317eeb8;7718256;7067675;Glued Tuned, Corus 54E1/54E5;20221206;C;20
54f22966-b4c4-bd00-a463-603f6317eeb8;5809551;5571339;S&V Vicon AMSA 54 FS type A;20221206;C;20
54f22966-b4c4-bd00-a463-603f6317eeb8;5524297;5282080;S&V Vicon AMSA 54 FS type A;20221206;C;20
54f22966-b4c4-bd00-a463-603f6317eeb8;4515395;3964903;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
54f22966-b4c4-bd00-a463-603f6317eeb8;1787959;1685868;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
54f22966-b4c4-bd00-a463-603f6317eeb8;1382597;949209;Clipped Tuned, Corus 54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;89434;388657;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;5152201;5234262;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;5415397;5895755;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;6887492;7497947;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;7558992;7777938;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;89434;388657;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;5152201;5234262;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;5413396;5892752;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;6887492;7497947;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;7558992;7777938;S&V,VICONAMSA 5RQ/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;81428;377649;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;377649;388657;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;5152201;5234262;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;5413396;5892752;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;6887492;7497947;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;7558992;7777938;S&V,VICONAMSA 54VS/54E1/54E5;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;377649;388657;S&V Vicon AMSA 54 FS type A;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;5152201;5234262;S&V Vicon AMSA 54 FS type A;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;5413396;5892752;S&V Vicon AMSA 54 FS type A;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;6887492;7497947;S&V Vicon AMSA 54 FS type A;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;7558992;7777938;S&V Vicon AMSA 54 FS type A;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;89434;388657;S&V Vicon AMSA 54 FS type A;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;5156204;5239266;S&V Vicon AMSA 54 FS type A;20221206;C;20
1c2fe2ea-d906-8339-b8e6-179313a42a47;5413396;5892752;S&V Vicon AMSA 54 FS type A;20221206;C;20
