NAAM;PUIC;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;GEOCODE_KM_VAN;NR_BEGIN;PUIC_BEGIN;OBJECTTYPE_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;GEOCODE_KM_TOT;NR_EIND;PUIC_EIND;OBJECTTYPE_EIND;KANTCODE_EIND;LRS_VAN;LRS_TOT;LENGTE_GEOM;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
983R;8b02d777-f016-4f54-a1bb-1a688b4b6345;545;b;Roosendaal;22.905169;983;b7656f44-d772-4b51-b94d-e266878d803f;WISSEL_GW;R;545;b;Roosendaal;22.120002;994;55f0f227-f2c9-44e6-b2d5-b078a525181d;WISSEL_GW;V;34066;805482;771416;20221206;C;20
4603R;93ddd169-a499-4d1c-a5d2-d298a5606e2f;938;;CUP Valburg;2.630468;4603;76aa0819-819e-4e41-84cb-7218f48646bf;WISSEL_GW;R;938;;CUP Valburg;3.495175;4621;c0172811-3ff3-4c31-a550-8356890ffe44;WISSEL_GW;V;36492;899750;863258;20221206;C;20
68L;79cd9465-cbb9-48f3-9493-e18edbf58db8;486;c;Amsterdam Westhaven (gebied);202.263827;68;efce07e4-293d-446d-94f8-33650f4593ba;WISSEL_GW;L;486;c;Amsterdam Westhaven (gebied);202.363317;70;56466049-a7cd-47b7-bebe-4b006b345a32;WISSEL_GW;L;34065;133824;99758;20221206;C;20
1BV;03af1306-3b7a-41a4-8de1-d739498b74c2;066;a;Landgraaf - Haanrade Grens;25.766432;1B;5b3242a9-91c9-4466-9864-f0239599a4c9;WISSEL_GW;V;066;a;Landgraaf - Haanrade Grens;25.77814;3;9a391f20-3bc2-44aa-a5ed-db8e68378fba;WISSEL_GW;V;3900;15529;11629;20221206;C;20
43V;408c5e93-4e83-4948-8242-ceca312440f0;504;b;Heerlen;18.140793;43;b02b2093-9428-4541-a29d-8aa4f3ea09e5;WISSEL_GW;V;504;b;Heerlen;18.162341;49/51A;d0488afb-25d0-4c9e-8521-a59fec26bd24;WISSEL_EW;S;3900;25007;21107;20221206;C;20
259BV;701ba8a8-337e-4086-9350-b87f343bdbd4;135;;Weesp Aansl. - Lelystad Industrieterrein;21.69038;259B;7593fae3-f66f-47a1-961c-424978045fe7;WISSEL_GW;V;135;;Weesp Aansl. - Lelystad Industrieterrein;22.014746;269A;ffd803b7-3bac-400b-a33f-8d2c852bb6bb;WISSEL_GW;V;3901;328307;324406;20221206;C;20
475BV;36d0efd7-7271-4bfc-992b-f93e5f50d2b0;105;;Woerden - Gouda;29.551601;475B;ee793caa-3f28-44fe-aa99-fa682d0e7f3a;WISSEL_GW;V;105;;Woerden - Gouda;29.961645;495A;b5a6e4a4-1d0d-4a21-8fc3-9ef8453b0a72;WISSEL_GW;V;4500;413886;409387;20221206;C;20
930R;301a426e-d8c3-415e-beab-3da63c0fca7d;545;b;Roosendaal;22.225423;930;4045e7d6-734d-4070-a1a6-cd4c4608bb8c;WISSEL_GW;R;545;b;Roosendaal;22.492216;ES_930R;d1417e79-c80a-4ec2-914c-ca3be963175a;EINDESPOOR;;31975;298644;266668;20221206;C;20
395AR;a046e1c0-5db6-4e37-acd5-c257678c227d;062;;Sittard - Roermond;30.744529;395A;2e1fbb70-ddd2-4752-ae07-c82ff0d66b49;WISSEL_GW;R;062;;Sittard - Roermond;38.078763;431;903e170b-8740-4a0a-ba37-b2b985d67f57;WISSEL_GW;V;58132;7416049;7357917;20221206;C;20
4453R;b47e57dc-c4fe-4745-b3fb-710271428cd4;155;b;Meteren Aansl. - Ressen = Bemmel;88.046081;4453;a634affe-6dc1-4782-87af-d7ae1501e37a;WISSEL_GW;R;938;;CUP Valburg;3.625303;4629/4631;1d479f0e-50fb-47a8-b5ff-57bc9e64fedb;WISSEL_EW;P;68183;113550;45367;20221206;C;20
13AR;4afed2a7-9ae3-4ecc-a867-303bd66a51e3;090;;Den Dolder - Amersfoort;19.195722;13A;8370c9a5-31f6-4e73-af9f-fc6db81386fa;WISSEL_GW;R;506;b;Amersfoort;43.863314;89A;f2f189a6-903a-46f8-bf5b-4031e8cc94e9;WISSEL_GW;V;36469;1147251;1110782;20221206;C;20
1355R;900da213-b737-4797-83aa-9c9f293350a1;564;b;Den Haag Binckhorst;23.859792;1355;7b5a3421-84a7-4f0d-bf5e-657161ea2ba8;WISSEL_GW;R;564;d;Den Haag Binckhorst;100.318767;ES_1355R;a655d7cc-de48-4d82-b13d-1a7d045e3c21;EINDESPOOR;;36470;380199;343729;20221206;C;20
303AV;7fda741f-4feb-4a4d-9883-83e783235a46;515;b;Vught Aansl.;50.914963;303A;2ab41ca4-69c7-4482-981e-8585a4c8fca7;WISSEL_GW;V;614;c;s Hertogenbosch;48.545292;2233;a9d95fa2-02f1-47d8-b347-02b4a3ec462a;WISSEL_GW;L;3900;2383049;2379149;20221206;C;20
2351R;5a5871bc-e6e5-420d-ae00-d11a638befff;121;b;Breda - Lage Zwaluwe;233.006185;2351;3134a8ba-0312-4841-be10-2890684e20af;WISSEL_GW;R;121;b;Breda - Lage Zwaluwe;233.013462;2353;1044cb63-6e8f-4331-a840-cc43928296f8;WISSEL_GW;R;125982;133269;7287;20221206;C;20
7129R;25ee4c5e-0ffe-4b49-a43e-553227dd2e17;805;a;Dordrecht Zeehaventerrein;105.452821;7129;fe1065f4-02d2-423f-8b51-60905efa51b0;WISSEL_GW;R;805;a;Dordrecht Zeehaventerrein;105.664761;ES_7129R;049fd1eb-9e3d-43e7-9a2c-e206d13d1650;EINDESPOOR;;34088;248417;214329;20221206;C;20
249Q;5256eb0c-5b01-49bb-8d9a-d9139a960459;555;;Rotterdam Centraal;83.569007;249/259B;ebc4f48d-7c11-4bf1-b268-b485e32e37d5;WISSEL_EW;Q;555;;Rotterdam Centraal;83.859631;SJ_249Q;9a1f84e3-e827-4595-a3e0-b7ad172202c3;STOOTJUK;;25989;300337;274348;20221206;C;20
1529R;7ad8d20a-a814-428f-9bea-e5962fdb3689;478;a;Rotterdam Europoort 4;0.914801;1529;11219997-ae9e-49a1-993c-88630761272b;WISSEL_GW;R;478;a;Rotterdam Europoort 4;1.8;1547;172949bb-b96a-4ee3-b320-6b67b8429431;WISSEL_GW;R;36491;916546;880055;20221206;C;20
237AP;955dfe49-0238-4f46-b434-bfe72e33d270;553;c;Sittard;21.420307;235B/237A;39a9cbf2-6531-41a4-9041-175eed928d79;WISSEL_EW;P;553;c;Sittard;21.791212;271A;c136837e-aaf2-4f93-b8a3-1667b17a9009;WISSEL_GW;V;25990;393068;367078;20221206;C;20
1375BV;846008ee-cf3d-40b7-8a4a-522e2d01a134;054;a;Boxtel - Eindhoven;54.449349;1375B;d6ee69f2-8c0d-48c2-9b62-029af0e97b46;WISSEL_GW;V;054;a;Boxtel - Eindhoven;54.468143;1377A;70d8643b-3853-42d7-a376-90b2a46e576b;WISSEL_GW;V;3900;22672;18771;20221206;C;20
237R;bf021d48-0b15-4412-97f6-8e5d0c6b7112;026;;Hengelo - Oldenzaal Grens;26.082123;237;ef73b95e-2061-4b6a-83da-619b1d9353b7;WISSEL_GW;R;026;;Hengelo - Oldenzaal Grens;26.853107;257;475ba2b2-1939-48e5-8216-1ca890d61f21;WISSEL_GW;L;34065;807706;773642;20221206;C;20
X0605R;791d359a-7e01-4d27-a649-c72ae599db60;527;c;Haarlem;17.688629;X0605;fb4f642e-dcb8-492f-a230-bbb81fdf343e;WISSEL_GW;R;527;c;Haarlem;17.844116;ES_X0605R;ad8a1c10-d84d-40eb-be2f-9da8e2172c3c;EINDESPOOR;;32012;184131;152120;20221206;C;20
211AV;df637502-c5d3-43f9-9638-8a3e9fbcb84e;555;;Rotterdam Centraal;83.251309;211A;5cd158fc-7b4b-47bf-8c0e-5d1636df3a08;WISSEL_GW;V;114;a;Rotterdam Kleiweg - Rotterdam Westelijke Splitsing;53.980186;407A;af871f5c-7a6b-4386-b751-965c4683fb18;WISSEL_GW;V;3899;1260460;1256561;20221206;C;20
1061R;abab4a06-67e5-4538-be08-40a285a27c79;133;a;Amsterdam Riekerpolder - Warmond;13.814328;1061;3496934a-63b9-4b0b-9676-4a4f711d4cda;WISSEL_GW;R;133;a;Amsterdam Riekerpolder - Warmond;14.586763;1079;96f78a3f-0211-4b8f-b424-c3bcff56ce20;WISSEL_GW;L;56253;822038;765785;20221206;C;20
4093R;e1930112-a958-40f9-9f4b-0163eb2ba1c8;604;a;Hattemerbroek;47.535881;4093;4b5c7d2f-6334-48bd-9823-5b7af7756166;WISSEL_GW;R;603;a;Zwolle;2.382484;4227;384f047e-1b96-4605-b3e9-352605426d0c;WISSEL_GW;V;36471;1322011;1285540;20221206;C;20
139AV;a8a03d1d-c57e-45c6-8786-10c94e58d943;105;;Woerden - Gouda;31.435174;139A;a6bb284e-7fef-4936-8c6d-0ad1f083051c;WISSEL_GW;V;105;;Woerden - Gouda;30.197966;495B;415652da-5d4d-4768-8746-f775303a96f2;WISSEL_GW;V;4499;1237972;1233472;20221206;C;20
1173AL;a178e2a2-7725-46fe-b5e8-9c4eb21fd3ef;542;a;Dordrecht;29.164622;1173A;71e8be97-12f6-4a6b-a367-c64a31b9155f;WISSEL_GW;L;542;a;Dordrecht;29.39007;1193A;72f804ea-14df-41a2-992c-9ef56eb42c3b;WISSEL_GW;V;47020;273150;226130;20221206;C;20
3549BS;e237aaa5-4090-4f4d-bb39-d21712c2f95d;924;a;Kijfhoek;35.540241;3549B/3557;33d9c0a2-234a-470b-994e-c0a208c3ae2b;WISSEL_EW;S;924;a;Kijfhoek;35.533063;3553;86594624-228f-4499-b9c7-7548978e496a;WISSEL_GW;R;23010;30229;7220;20221206;C;20
123BT;24fe1229-fd84-42ec-bd98-4246a178e42a;485;b;Amsterdam Hemhaven (gebied);50.023522;123A/123B;4b0c7b2e-d2e7-4d1c-8422-2dfe1ef2d490;WISSEL_EW;T;485;b;Amsterdam Hemhaven (gebied);50.406047;ES_123BT;8b294189-44fd-4d6b-a293-cfd95a3ad1ce;EINDESPOOR;;23013;405714;382701;20221206;C;20
5007R;16751f7a-bc96-4650-b7d7-3033ee8f6be4;139;;Zaandam - Amsterdam Sloterdijk;177.387807;5007;4677b368-359c-47bc-90e1-b17dd9cb3c0c;WISSEL_GW;R;523;b;Amsterdam Sloterdijk;177.451343;5009B;8faecd60-6840-42fd-9600-802a912dcec2;WISSEL_GW;R;58136;122188;64052;20221206;C;20
295AR;0572db59-6597-4ac8-92a5-4dd130ed9532;127;a;Roosendaal - Vlissingen;8.269231;295A;4b1429f4-049a-4b26-a2aa-6a7b56af1d79;WISSEL_GW;R;127;a;Roosendaal - Vlissingen;12.204095;309A;0eaddb3a-548a-40d9-b644-8fae6d1caba3;WISSEL_GW;V;61146;3998985;3937840;20221206;C;20
1101AL;05110c53-5ea8-4a62-a1c2-a8376e5cbcd0;617;b;Boxtel;59.6;1101A;93ab348a-c628-47b6-b90b-1efcd22860e3;WISSEL_GW;L;617;a;Boxtel;39.51893;1163;cfab4801-2a72-4264-b300-8b948e1665bf;WISSEL_GW;R;58128;918223;860096;20221206;C;20
958L;2c78d0da-aaae-46b6-b9b2-4771c24a6d57;474;a;Rotterdam Europoort 1;101.020355;958;cc44117a-d61e-465f-ba27-4160e9302e03;WISSEL_GW;L;474;a;Rotterdam Europoort 1;101.09466;959;c2c1b9bf-a2c7-4dc0-805f-b8f47b67e238;WISSEL_GW;V;31699;104629;72930;20221206;C;20
25P;1ca50087-313b-471f-9b39-55747caed1f6;501;;Groningen;80.186092;19B/25;4883c8b4-4f22-42e0-8eb3-cee8ebb666f6;WISSEL_EW;P;501;;Groningen;80.393406;SJ_25P;024ecaba-2d3e-41bf-b264-23478fea28a9;STOOTJUK;;23010;232099;209088;20221206;C;20
4075R;1115b426-7228-4cd2-91d4-e46e180423da;926;;Zwolle Rangeerterrein;1.109616;4075;cb7bcc56-5768-4257-8626-f711b6e7c35d;WISSEL_GW;R;926;;Zwolle Rangeerterrein;1.472734;4113;8c276704-3160-4095-b919-2f1f55a79d82;WISSEL_GW;R;36497;399968;363471;20221206;C;20
301AR;302bb06f-6d0b-412a-b9a8-b670f63d540d;012;;Meppel - Assen;8.316832;301A;eeaeaeb4-4d03-465c-ac06-f97cf82dbace;WISSEL_GW;R;012;;Meppel - Assen;8.482438;303B;868d7d09-f2cd-44f9-94bf-2444363de37c;WISSEL_GW;L;58132;224174;166041;20221206;C;20
407L;30c421de-203c-48d9-ae25-e33f7cf4d052;510;b;Elst;9.829001;407;eb5b4da6-52f7-413d-a045-08e6f168c044;WISSEL_GW;L;510;b;Elst;8.748588;ES_407L;ab7bd7ea-a679-4249-bd75-b578194d096d;EINDESPOOR;;36493;1117974;1081480;20221206;C;20
251V;678d33cb-af20-48ba-8acd-a3447a29ba8d;470;a;Botlek;100.491593;251;c8dc8492-4bfc-4604-a285-ba8d06f546d6;WISSEL_GW;V;950;a;Barendrecht Vork - Rotterdam Maasvlakte;16.178254;301/303A;2cba566c-bc34-43ad-b4f8-f1c79b5ef1fe;WISSEL_EW;Q;4501;1071881;1067380;20221206;C;20
31BV;0bd390b7-4bef-45d0-83a7-703c3bab5e56;017;;Amersfoort Aansl. - Hattemerbroek;62.13142;31B;6b03ae93-8c64-462d-ae74-3ce4a8f7dfbc;WISSEL_GW;V;017;;Amersfoort Aansl. - Hattemerbroek;69.527801;43A;bc0d116c-9416-4e3b-bea5-3efc541dc6c1;WISSEL_GW;V;4500;7403865;7399365;20221206;C;20
245L;7c293922-1864-425c-9232-c005cdd5520d;555;;Rotterdam Centraal;83.570255;245;28c5018e-176e-43ec-8034-d7854ed5c119;WISSEL_GW;L;555;;Rotterdam Centraal;83.556343;247;de1ec461-ab6c-404c-98c7-c72d6e367f06;WISSEL_GW;V;34065;47419;13354;20221206;C;20
11R;ef56f255-4677-436e-81e1-fad31dfb9db0;851;a;Born Franciscushaven;100.122061;11;b5854c98-863c-42c5-b2ca-8dca044e2534;WISSEL_GW;R;433;;Sittard - Born;5.849434;35;6140c54e-f240-44f2-bf05-a790a4d76e55;WISSEL_GW;R;36491;419974;383483;20221206;C;20
353BV;2ca76176-85d1-427b-be0f-173598bcc194;043;;Kesteren - Geldermalsen;33.266532;353B;cac73f86-2e5c-44e2-b33b-06697019dfc7;WISSEL_GW;V;043;;Kesteren - Geldermalsen;37.004108;361;e39e0f08-3288-464b-b98d-62ceebac33aa;WISSEL_GW;V;3900;3749173;3745273;20221206;C;20
133BV;1c609fa8-626a-4028-9838-c805faaec7e1;586;;Amsterdam Centraal;80.785636;133B;8abcf2d4-01d3-4145-9e97-58b1c14df31a;WISSEL_GW;V;586;;Amsterdam Centraal;80.924042;211A;935b1762-3295-402c-8696-6b1b7aaae7e1;WISSEL_GW;V;3600;141197;137597;20221206;C;20
135R;c2f25f72-36cb-41fe-a79b-dfd0f8e951d1;201;;Sauwerd - Delfzijl;37.253256;135;aad9181e-4174-4de4-85fc-3e34139e15a2;WISSEL_GW;R;201;;Sauwerd - Delfzijl;37.891256;ES_135R;8c817bab-1564-41e2-a875-6d9963d81478;EINDESPOOR;;36470;675873;639403;20221206;C;20
1137L;e63dd706-c83e-4ace-af89-691e0f02a81e;478;a;Rotterdam Europoort 4;0.680368;1137;f9c54982-d53f-499f-b89b-2877678737fa;WISSEL_GW;L;478;a;Rotterdam Europoort 4;0.458956;K1033;fb7f47e6-6c18-4232-a750-335683cbbae3;KRUISING;Q;36470;283457;246987;20221206;C;20
367L;c1936568-6a99-475b-aa32-09556454b033;940;;Amersfoort Bokkeduinen;43.160976;367;062a1135-b83c-44d4-a251-c57be67182d0;WISSEL_GW;L;940;;Amersfoort Bokkeduinen;42.736822;SJ_367L;8b1f21f6-9631-41d3-9d35-f7b3307ce002;STOOTJUK;;34064;449550;415486;20221206;C;20
1151V;c6a61c58-072f-42d1-8239-4ae3523ca304;478;a;Rotterdam Europoort 4;0.746003;1151;1dfcac86-c642-46f8-9c8e-cff8a5527b3a;WISSEL_GW;V;478;a;Rotterdam Europoort 4;0.743249;1153/1155;b58da449-7346-483f-8b3f-7f33b877f061;WISSEL_EW;Q;4500;7258;2758;20221206;C;20
1351L;949a5f6f-7ca2-4824-9a8b-b970432d63a0;564;b;Den Haag Binckhorst;23.812075;1351;35c6346b-283a-4b3d-b232-7800435245f7;WISSEL_GW;L;564;d;Den Haag Binckhorst;100.282262;ES_1351L;48f6dfad-949f-4bc0-b6da-79fa0d5e8586;EINDESPOOR;;34088;393820;359732;20221206;C;20
155BV;253ec4d6-c75a-4664-99ed-7dd06315870a;624;a;Gouda;32.019796;155B;d7365963-8623-401a-82ed-000e63496bc8;WISSEL_GW;V;624;a;Gouda;32.41479;195A;a30b30dc-3bcd-4035-b625-0211bc8f2edd;WISSEL_GW;V;4500;401572;397072;20221206;C;20
351AL;f3e46516-2bdc-467b-a7a9-83973e01c776;062;;Sittard - Roermond;28.171735;351A;b0a3e313-c27f-45d0-ae6b-d6667c3c3194;WISSEL_GW;L;062;;Sittard - Roermond;30.723198;395B;c508d44a-a17a-4e6e-83d6-9b1b0d54658e;WISSEL_GW;R;36470;2590962;2554492;20221206;C;20
911L;ffb49035-ab07-499e-9c5d-980c670d7a6e;608;b;Apeldoorn;88.317708;911;c46cb9b8-519c-4728-b0cd-5a64e7ebfe22;WISSEL_GW;L;608;b;Apeldoorn;88.516714;SJ_911L;10c64571-aefc-4c6d-839a-bfde20ddbc21;STOOTJUK;;36492;236239;199747;20221206;C;20
105R;f1279965-ec6f-489e-9063-dc5c0bb6f866;664;b;Rotterdam Lombardijen;41.975084;105;2ffa1b16-e33b-4bdc-bb28-5b531e608359;WISSEL_GW;R;663;c;Rotterdam Barendrecht;200.371371;3005;8238f5c9-a7c8-48c9-8487-7806bfcd79ee;WISSEL_GW;L;36492;1500408;1463916;20221206;C;20
119AP;585ecbf5-c032-4891-8b5b-d88d7234e97c;618;b;Eindhoven;51.01499;117B/119A;7682e33b-dc78-4276-b7a6-cf109a88631e;WISSEL_EW;P;618;b;Eindhoven;50.603117;SJ_119AP;607a4cb9-6592-4fda-a96c-1c5ece4bee85;STOOTJUK;;23011;434541;411531;20221206;C;20
23BV;958ca537-fd2b-4447-b1af-44aad60bc5ab;608;b;Apeldoorn;87.787004;23B;053fade3-ff06-4928-9791-8e6881c447c1;WISSEL_GW;V;608;b;Apeldoorn;87.901733;33;483482f7-c029-4ce5-b581-6c36dbd6f9ae;WISSEL_GW;V;3900;118959;115060;20221206;C;20
1357V;8a5d57ee-bf49-442c-b322-b7383898daa3;478;a;Rotterdam Europoort 4;3.046406;1357;8d500b5e-4779-4de5-95c6-6ff150b2d677;WISSEL_GW;V;478;a;Rotterdam Europoort 4;3.070768;1359;2e00e176-34c0-48ad-8a23-2032dc6f3186;WISSEL_GW;L;3900;28831;24931;20221206;C;20
1159BV;2d0590dc-c73d-4b58-8e91-fe9f21ba1ad0;133;a;Amsterdam Riekerpolder - Warmond;19.392182;1159B;64988f61-8fdb-4648-8ddb-71f63d73fcf3;WISSEL_GW;V;133;a;Amsterdam Riekerpolder - Warmond;19.791316;1135B;a08cca00-208d-4deb-b53e-875190c48b88;WISSEL_GW;V;3900;403217;399317;20221206;C;20
3655L;9601a986-ead0-4f4e-8d8f-8c68002bf33a;529;;Breukelen;22.841835;3655;ed221bf7-a359-495a-a2e6-7fb2d2fc6a20;WISSEL_GW;L;098;;Breukelen - Utrecht Centraal;27.382224;3809;37ead031-c5c7-45e6-95c0-083ca9e86463;WISSEL_GW;R;61145;4618896;4557751;20221206;C;20
48V;470caa9c-9e6a-42ef-bf12-e32f1a3f709a;803;h;Delfzijl Stamlijn Havenschap;103.049395;48;5247dd75-8797-4296-9291-5c8da21ef449;WISSEL_GW;V;803;h;Delfzijl Stamlijn Havenschap;103.203609;52A/52B;09a307ec-6638-4f95-9efb-640f4dc0325d;WISSEL_EW;T;4750;157470;152720;20221206;C;20
61V;8a5c3d6d-048f-4245-9b9f-f31fcd9a7d4d;201;;Sauwerd - Delfzijl;14.688487;61;fd9a806e-b37b-4b46-9e6d-a64604e67ee6;WISSEL_GW;V;600;b;Sauwerd;11.200872;1025B;e71c254f-e239-4566-9dd6-2dbff97ad101;WISSEL_GW;V;3900;3505665;3501765;20221206;C;20
1225L;c95c1de9-ecfd-4fdf-919b-eb3b62bbbe98;817;a;Vlissingen Sloehaven;115.019477;1225;8e3a271f-326b-419d-b081-8a1bf86ce0f9;WISSEL_GW;L;817;e;Vlissingen Sloehaven;200.101708;1251;e7c736e2-12e2-4b8d-9901-b628c182939b;WISSEL_GW;R;34065;851687;817623;20221206;C;20
43BV;00813b47-53fd-40bb-981e-cd7128d8a5ea;618;c;Eindhoven;58.830147;43B;5e67e772-f6f4-4bba-874c-bc6e591f51a3;WISSEL_GW;V;618;b;Eindhoven;51.271734;105A;cf28cd9e-d72f-4a9b-8870-bb07c4039738;WISSEL_GW;V;3900;396282;392381;20221206;C;20
4511P;ecf2eaca-8bb0-4f1a-a43a-5b7a2c9edf0e;938;;CUP Valburg;0.216126;4509/4511;40246cb2-74dc-4eb6-abb3-74f97ec735b8;WISSEL_EW;P;938;;CUP Valburg;1.257671;4537;741541e2-f2ed-475e-8be0-e7b6a91e3799;WISSEL_GW;V;25990;1068144;1042154;20221206;C;20
527V;89773a62-c7d6-4094-bf4b-60cef9828824;531;c;Utrecht Centraal;36.09869;527;265b707a-1fd0-4c24-a109-826ec7c05212;WISSEL_GW;V;531;c;Utrecht Centraal;36.266688;SJ_527V;41753af3-8f03-47e8-97a1-8b37ba853761;STOOTJUK;;3600;192174;188574;20221206;C;20
25V;5f5430f7-0ff9-48ab-a9ef-3b7828379f5c;467;c;Rotterdam Waalhaven Oost;101.021988;25;b6050935-2a19-4c91-8940-4a1b0ffd61f2;WISSEL_GW;V;950;a;Barendrecht Vork - Rotterdam Maasvlakte;6.305538;609;0dafd286-5407-459c-b892-13a6b0385334;WISSEL_GW;V;4499;1064453;1059954;20221206;C;20
339V;5d0b372b-360c-4e5f-97e0-a614def37633;751;;Mariënberg;34.070595;339;660df205-d7aa-4f60-99d0-6becdb395c95;WISSEL_GW;V;205;;Mariënberg - Almelo;5.679496;403;6f594ce6-e606-418f-acd7-36a3e384b174;WISSEL_GW;V;3900;5835345;5831445;20221206;C;20
1089BV;1feea4c1-3a62-43c0-9707-9e19c68ed09f;534;b;Leiden Centraal;46.025804;1089B;137c637e-cbc0-40b5-9874-d88f94d5eeea;WISSEL_GW;V;103;;Alphen a/d Rijn - Leiden Centraal;30.591531;1141;94ebf97e-4574-4f5e-ab37-cfde2a600c47;WISSEL_GW;L;3900;1326612;1322712;20221206;C;20
1V;d1f422ff-cdfb-4a04-a67e-f0e35a314953;031;a;Zutphen - Hengelo;3.322016;1;67196017-b54d-46ed-a32d-93e6f8ab15ec;WISSEL_GW;V;031;a;Zutphen - Hengelo;9.669452;205;3ee5ec2e-d596-488f-9ba0-db8c10098b40;WISSEL_GW;V;3900;6457250;6453351;20221206;C;20
7215V;cf307642-9958-44eb-a4de-56d0bb1e60ef;822;a;Zwijndrecht Groote Lindt;103.029316;7215;ff8ad585-5d27-4c98-92f7-02e0f58af824;WISSEL_GW;V;822;a;Zwijndrecht Groote Lindt;104.268226;50;93a16a2d-add3-4bc2-b456-c0e09701ff18;WISSEL_GW;V;4500;1242922;1238423;20221206;C;20
3647L;a800a00d-3b6f-4515-846c-f5e9e6d45803;529;;Breukelen;23.0315;3647;73ae8418-c96e-4b40-8084-c4ea0f351e2f;WISSEL_GW;L;529;;Breukelen;23.132922;3661;ae863e56-d03e-440e-b96d-3b932a8e1cd8;WISSEL_GW;R;61154;162779;101624;20221206;C;20
161BV;d20ce825-5d23-4f3b-b5ef-0cd73e320da1;543;c;Hengelo;45.190729;161B;228efb6f-5120-4a7c-9e93-882fe5fffd23;WISSEL_GW;V;543;c;Hengelo;45.341998;183B/185;3d2dd913-a05a-4b1f-9cb4-e22858aecf14;WISSEL_EW;Q;3560;154837;151278;20221206;C;20
911V;1b2a1a6f-6136-4e36-919b-2a390be84330;203;;Mariënberg - Emmen;75.757684;911;235ef9f4-ac1b-40d6-b3fe-12b1774e9fed;WISSEL_GW;V;400;;Emmen - Weerdinge;76.1;ES_912V;1f1e49a5-dd19-4571-a203-c3ba3d3cd670;EINDESPOOR;;4499;348971;344471;20221206;C;20
57AV;e89cd610-eb87-4346-90bd-58995c6e55ef;560;a;Den Haag Centraal;24.876154;57A;1f6bbdf8-e7f9-4bb2-9b69-0e0958446f17;WISSEL_GW;V;560;a;Den Haag Centraal;25.305733;ES_57AV;53421a17-95e9-4f9a-ba6b-ab496268fe0c;EINDESPOOR;;4500;435394;430894;20221206;C;20
2369AL;ca6d1e22-a365-4e81-a497-40e06854e846;924;a;Kijfhoek;36.754564;2369A;7105dbdb-d637-4b5e-a721-07be9806c5b5;WISSEL_GW;L;924;a;Kijfhoek;37.22002;2371A/B;bcabfcfe-20d8-4cc1-bfa4-cc50af490111;KRUISING;P;34064;506485;472421;20221206;C;20
33L;d3e93ff7-875b-4c43-a465-e27659c16d21;927;;Watergraafsmeer;904.513004;33;ab70868c-ba3d-4ada-84e1-9d59a2822bfc;WISSEL_GW;L;927;;Watergraafsmeer;905.078217;3023;4f183a22-8713-491a-93cd-4bbb450f087d;WISSEL_GW;R;34065;537727;503662;20221206;C;20
1141R;09be7810-a215-4ecb-95d5-d33fd0279c52;478;a;Rotterdam Europoort 4;0.784294;1141;28585e47-5277-4a8a-8859-5b16d1c7b621;WISSEL_GW;R;478;a;Rotterdam Europoort 4;1.645926;1257;028c8bec-99fb-49c7-918d-1ecfdecd4086;WISSEL_GW;L;34064;898280;864215;20221206;C;20
87BV;b0e33f8c-f51c-4ec2-9fc2-66846aefe498;123;;Breda - Tilburg;20.780363;87B;35f639a1-b269-4ee4-a958-0a59381d51ad;WISSEL_GW;V;551;b;Tilburg;21.581887;101;bc02c3c1-c3da-43f6-a4ce-8e2b5ef15107;WISSEL_GW;L;3900;806822;802922;20221206;C;20
906R;e439eb99-36e9-4004-9a33-9cf7a01a139a;550;;Leeuwarden;25.659073;906;38bf2c59-0691-4359-85f3-01fc89222ac1;WISSEL_GW;R;550;;Leeuwarden;25.807088;910A/910B;737d5472-5847-4e7f-becc-41d730fdb391;WISSEL_EW;P;33987;186001;152015;20221206;C;20
4441R;687b83b5-8d48-4599-a9fe-25c293ae0881;155;b;Meteren Aansl. - Ressen = Bemmel;86.465938;4441;91ca9eaf-0a2d-47a8-ab46-c6b0e4fef5ca;WISSEL_GW;R;155;b;Meteren Aansl. - Ressen = Bemmel;88.371759;4461;476f4fec-4c06-4e0b-89f8-6452e9a493c2;WISSEL_GW;L;68169;1974077;1905908;20221206;C;20
3271V;c43f3df5-51ae-42d2-8621-66d3f2853af1;080;;Amsterdam Bijlmer - Nieuwersluis=Loenen;6.730099;3271;2d101350-27ce-4331-ae19-f71c2976d379;WISSEL_GW;V;080;;Amsterdam Bijlmer - Nieuwersluis=Loenen;7.936801;3291;fb593e9a-497d-43ba-b33d-53d6ae0b737c;WISSEL_GW;V;5100;1211776;1206676;20221206;C;20
1067BV;d3649d74-e8d5-466f-be5f-d6b1fc96c5ff;101;;Harmelen Aansl. - Woerden;12.28581;1067B;195173f3-bfa4-465a-9445-2a15a9d40f72;WISSEL_GW;V;533;;Woerden;15.134161;1103B;81a94c5e-6ab0-4357-b683-e88b8a64e004;WISSEL_GW;L;5100;2853563;2848463;20221206;C;20
