SEGMENT_IDENTIFICATIE;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;DOORSNIJDINGSYSTEEM;SOORT_OBJECT;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
14a416af-4216-eba9-a9e4-d9fed8f32878;1955383;1960808;Overweg;Overweg;20221206;C;20
9aac045a-16dd-1af7-de0a-e1bb15af6f0b;8725319;8708506;Overweg;Overweg;20221206;C;20
b7ae58b4-b0bf-29f8-eab7-c099b4c6e4be;9720144;9729160;Overweg;Overweg;20221206;C;20
14a416af-4216-eba9-a9e4-d9fed8f32878;2769071;2781091;Overweg;Overweg;20221206;C;20
bbba5368-c729-d585-3735-38174efc14e1;699401;708398;Overweg;Overweg;20221206;C;20
e6f213e1-d303-cbb5-f879-4dbb45ee6b9d;287692;305736;Overweg;Overweg;20221206;C;20
a659cb84-a1ab-5813-95c3-d2b300f1116e;507560;528570;Overweg;Overweg;20221206;C;20
2ed27105-e6c8-8a6a-5c0c-627b23410740;8854446;8859242;Overweg;Overweg;20221206;C;20
6599d064-6bcd-5574-4188-133606826795;7409280;7400839;Overweg;Overweg;20221206;C;20
4f372d91-6c8f-9828-acc7-9bbc1209fb42;1571972;1589967;Overweg;Overweg;20221206;C;20
cd1388ad-52de-cd94-5674-edb57e360ad2;105168;99167;Overweg;Overweg;20221206;C;20
38dbe7b7-7c8c-b631-7880-e0d54fc6fa20;8792970;8799559;Overweg;Overweg;20221206;C;20
533958b9-fb61-d367-5094-ef1cd60db80b;6258531;6267549;Overweg;Overweg;20221206;C;20
b7ae58b4-b0bf-29f8-eab7-c099b4c6e4be;2653717;2662724;Overweg;Overweg;20221206;C;20
60cd79fb-9997-5829-6bfe-3e8e1a9c5764;2080497;2090097;Overweg;Overweg;20221206;C;20
95eba0e0-3353-c47f-636d-9855ec4f58a4;252170;267156;Overweg;Overweg;20221206;C;20
60cd79fb-9997-5829-6bfe-3e8e1a9c5764;4683067;4689044;Overweg;Overweg;20221206;C;20
4f372d91-6c8f-9828-acc7-9bbc1209fb42;4872609;4878618;Overweg;Overweg;20221206;C;20
533958b9-fb61-d367-5094-ef1cd60db80b;3814796;3821407;Overweg;Overweg;20221206;C;20
14a416af-4216-eba9-a9e4-d9fed8f32878;6199560;6208582;Overweg;Overweg;20221206;C;20
e6f213e1-d303-cbb5-f879-4dbb45ee6b9d;1975710;1985282;Overweg;Overweg;20221206;C;20
01b2657c-68b3-cd2e-301f-3cdcf0f5c5fa;364780;340695;Overweg;Overweg;20221206;C;20
0059bf8b-d17e-45ec-bd00-15ca656c98c2;68228;89258;Overweg;Overweg;20221206;C;20
56b83cab-642d-5878-4965-d1cca4d4ffc8;5510322;5517475;Overweg;Overweg;20221206;C;20
5e971903-83dc-1db5-891a-fd201d9269d3;3125672;3116613;Overweg;Overweg;20221206;C;20
a43c923d-d7f0-c225-adb6-75d64c71cc3c;7225168;7231181;Overweg;Overweg;20221206;C;20
e6f213e1-d303-cbb5-f879-4dbb45ee6b9d;4037339;4045791;Overweg;Overweg;20221206;C;20
38dbe7b7-7c8c-b631-7880-e0d54fc6fa20;1271721;1276609;Overweg;Overweg;20221206;C;20
60cd79fb-9997-5829-6bfe-3e8e1a9c5764;514621;518208;Overweg;Overweg;20221206;C;20
e6f213e1-d303-cbb5-f879-4dbb45ee6b9d;738345;745520;Overweg;Overweg;20221206;C;20
6599d064-6bcd-5574-4188-133606826795;1135663;1127219;Overweg;Overweg;20221206;C;20
6deaa35c-9dcd-f16b-97f2-c9d1b0703d6b;297369;288382;Overweg;Overweg;20221206;C;20
6599d064-6bcd-5574-4188-133606826795;6907682;6901664;Overweg;Overweg;20221206;C;20
5d368f60-5232-d7ab-9bf6-c12e420bd78b;1821793;1826635;Overweg;Overweg;20221206;C;20
a4ddc358-e5bb-fe1b-6922-596dc7dee5c1;348327;350655;Overweg;Overweg;20221206;C;20
04f6d9a3-aafb-46bd-b195-eef34f876a6a1b23a6c0-f2ce-4f3d-8a85-7da9e13bca37;-3900;-1732;Overweg;Overweg;20221206;C;20
04f6d9a3-aafb-46bd-b195-eef34f876a6a15f2a474-95e1-448b-8b57-0d29466c4455;-3900;-1732;Overweg;Overweg;20221206;C;20
60cd79fb-9997-5829-6bfe-3e8e1a9c5764;2093704;2105711;Overweg;Overweg;20221206;C;20
38dbe7b7-7c8c-b631-7880-e0d54fc6fa20;6355647;6362273;Overweg;Overweg;20221206;C;20
b7ae58b4-b0bf-29f8-eab7-c099b4c6e4be;850796;868815;Overweg;Overweg;20221206;C;20
0e6de2fa-446a-b53b-b0a8-37f49131c68b;774964;775850;Overweg;Overweg;20221206;C;20
38dbe7b7-7c8c-b631-7880-e0d54fc6fa20;3013570;3018354;Overweg;Overweg;20221206;C;20
2ed27105-e6c8-8a6a-5c0c-627b23410740;1726341;1732950;Overweg;Overweg;20221206;C;20
4f372d91-6c8f-9828-acc7-9bbc1209fb42;7227022;7235990;Overweg;Overweg;20221206;C;20
38dbe7b7-7c8c-b631-7880-e0d54fc6fa20;1743994;1756033;Overweg;Overweg;20221206;C;20
b7ae58b4-b0bf-29f8-eab7-c099b4c6e4be;10168621;10186654;Overweg;Overweg;20221206;C;20
6599d064-6bcd-5574-4188-133606826795;297420;288496;Overweg;Overweg;20221206;C;20
6599d064-6bcd-5574-4188-133606826795;6790963;6785562;Overweg;Overweg;20221206;C;20
38dbe7b7-7c8c-b631-7880-e0d54fc6fa20;3534889;3540272;Overweg;Overweg;20221206;C;20
4f372d91-6c8f-9828-acc7-9bbc1209fb42;3378302;3383150;Overweg;Overweg;20221206;C;20
b7ae58b4-b0bf-29f8-eab7-c099b4c6e4be;8729938;8734163;Overweg;Overweg;20221206;C;20
2ed27105-e6c8-8a6a-5c0c-627b23410740;8036484;8041307;Overweg;Overweg;20221206;C;20
a8049eb8-5096-8860-5934-6966ee12ff71;3979907;3987130;Overweg;Overweg;20221206;C;20
5295955e-28df-f97e-48b1-6137c9ad58f9;347357;351542;Overweg;Overweg;20221206;C;20
c237362b-21c4-af3e-2099-d0d767806be9;53662;54558;Overweg;Overweg;20221206;C;20
a659cb84-a1ab-5813-95c3-d2b300f1116e;806260;827281;Overweg;Overweg;20221206;C;20
2ed27105-e6c8-8a6a-5c0c-627b23410740;2765802;2771225;Overweg;Overweg;20221206;C;20
a8049eb8-5096-8860-5934-6966ee12ff71;1884305;1891498;Overweg;Overweg;20221206;C;20
a8049eb8-5096-8860-5934-6966ee12ff71;3451765;3458961;Overweg;Overweg;20221206;C;20
2ed27105-e6c8-8a6a-5c0c-627b23410740;14323;38381;Overweg;Overweg;20221206;C;20
5d368f60-5232-d7ab-9bf6-c12e420bd78b;1942068;1948043;Overweg;Overweg;20221206;C;20
a4ddc358-e5bb-fe1b-6922-596dc7dee5c1;153660;171622;Overweg;Overweg;20221206;C;20
38dbe7b7-7c8c-b631-7880-e0d54fc6fa20;4172164;4178112;Overweg;Overweg;20221206;C;20
b7ae58b4-b0bf-29f8-eab7-c099b4c6e4be;8371095;8375900;Overweg;Overweg;20221206;C;20
2ed27105-e6c8-8a6a-5c0c-627b23410740;6606666;6612078;Overweg;Overweg;20221206;C;20
a8049eb8-5096-8860-5934-6966ee12ff71;2936633;2942630;Overweg;Overweg;20221206;C;20
2ed27105-e6c8-8a6a-5c0c-627b23410740;7714927;7716710;Overweg;Overweg;20221206;C;20
6deaa35c-9dcd-f16b-97f2-c9d1b0703d6b;7412818;7404400;Overweg;Overweg;20221206;C;20
6deaa35c-9dcd-f16b-97f2-c9d1b0703d6b;6789681;6784308;Overweg;Overweg;20221206;C;20
6deaa35c-9dcd-f16b-97f2-c9d1b0703d6b;3076019;3070630;Overweg;Overweg;20221206;C;20
5d368f60-5232-d7ab-9bf6-c12e420bd78b;5472;20479;Overweg;Overweg;20221206;C;20
98db4f6b-50d0-5b10-a1eb-b47fabbb9ba2;576183;579795;Overweg;Overweg;20221206;C;20
4f372d91-6c8f-9828-acc7-9bbc1209fb42;240515;249527;Overweg;Overweg;20221206;C;20
38dbe7b7-7c8c-b631-7880-e0d54fc6fa20;5923010;5928936;Overweg;Overweg;20221206;C;20
72b4e890-abfb-49ef-9cfe-444927fe8c49;339400;321388;Overweg;Overweg;20221206;C;20
5e38db2b-b426-650d-30ee-f29fd4e6c21a;273249;275055;Overweg;Overweg;20221206;C;20
60cd79fb-9997-5829-6bfe-3e8e1a9c5764;845827;853011;Overweg;Overweg;20221206;C;20
64741d01-d127-f3ca-3150-0facd370bf7a;275854;279452;Overweg;Overweg;20221206;C;20
b7ae58b4-b0bf-29f8-eab7-c099b4c6e4be;7076294;7082893;Overweg;Overweg;20221206;C;20
5b957fb5-b875-4507-8fdc-b2e092e48794;2223228;2230435;Overweg;Overweg;20221206;C;20
52a75c63-d29b-4d99-b031-0618f18948c2c74c9c1c-119c-4178-b76e-25aee7998035;44730;49817;Overweg;Overweg;20221206;C;20
c53560d7-7b48-8d80-4f0f-d31496c3628d;634127;638053;Overweg;Overweg;20221206;C;20
b7ae58b4-b0bf-29f8-eab7-c099b4c6e4be;3111947;3116757;Overweg;Overweg;20221206;C;20
0b466052-a347-50ee-927a-a9e0a3863b43;774601;775501;Overweg;Overweg;20221206;C;20
a8049eb8-5096-8860-5934-6966ee12ff71;2422195;2429356;Overweg;Overweg;20221206;C;20
2ed27105-e6c8-8a6a-5c0c-627b23410740;4615879;4620087;Overweg;Overweg;20221206;C;20
38dbe7b7-7c8c-b631-7880-e0d54fc6fa20;4453224;4458591;Overweg;Overweg;20221206;C;20
14a416af-4216-eba9-a9e4-d9fed8f32878;3753058;3759660;Overweg;Overweg;20221206;C;20
b7ae58b4-b0bf-29f8-eab7-c099b4c6e4be;3608876;3615486;Overweg;Overweg;20221206;C;20
ee69943a-9e81-47e2-859a-60af7e34cf4cde5e6563-ad4a-4a52-b27b-3e15951fd308;-7950;-7349;Overweg;Overweg;20221206;C;20
ee69943a-9e81-47e2-859a-60af7e34cf4c99ab8888-2f83-4d03-8737-86047c8e251f;-7950;-7349;Overweg;Overweg;20221206;C;20
092a7c41-f7a2-9dfe-de44-ba17516f3876;9718820;9719417;Overweg;Overweg;20221206;C;20
bf9946ba-ed7e-a288-5256-91fd43981bb3;3739558;3757560;Overweg;Overweg;20221206;C;20
06c7f642-6e6f-4360-993b-009aac53d0e2;216774;226749;Overweg;Overweg;20221206;C;20
4c7c5a29-ccf2-402b-bf4b-5d6f2b12e15a;91461;99576;Overweg;Overweg;20221206;C;20
5fec879a-5294-820c-4a50-4f696f4f203d;445928;458947;Overweg;Overweg;20221206;C;20
06c7f642-6e6f-4360-993b-009aac53d0e2;381589;391297;Overweg;Overweg;20221206;C;20
2154fb65-44f7-4fce-1a57-5e2cd96e6bf2;212298;221897;Overweg;Overweg;20221206;C;20
e9433bc2-49d1-e12b-6da9-a91f61f4f461;317653;328022;Overweg;Overweg;20221206;C;20
2154fb65-44f7-4fce-1a57-5e2cd96e6bf2;1051951;1072579;Overweg;Overweg;20221206;C;20
0efa2273-02f0-41cf-8a4a-c3e9c0b68a5e;1236562;1245558;Overweg;Overweg;20221206;C;20
ab274723-27c4-02b5-9ea2-c4aa7ccb3505;14983626;14971706;Overweg;Overweg;20221206;C;20
8a408f16-280a-a75f-850a-10c46e93b5f4;37628;42149;Overweg;Overweg;20221206;C;20
ab9bd2db-e379-d40c-9978-b936dfdb76d8;485552;489158;Overweg;Overweg;20221206;C;20
a3d0d746-1bdc-c4a9-b648-4b68b027e2f0;62529;61770;Overweg;Overweg;20221206;C;20
6d345697-bd5d-4395-a7c3-611d76c68cd738266bfd-62c6-41d2-8231-ca3ce7a8c75a;-2842;-2234;Overweg;Overweg;20221206;C;20
6d345697-bd5d-4395-a7c3-611d76c68cd7932e6fe0-9eb0-4481-8ea1-a7bf69e7ca14;-2842;-2234;Overweg;Overweg;20221206;C;20
dd1552ce-a515-8d39-3629-cf065cd7b57f;463599;464824;Overweg;Overweg;20221206;C;20
1195a3e0-9fd4-429e-90b1-44438c30fb39bb4a142b-f878-4a4d-8244-dc2f9c3e4316;-4500;-650;Overweg;Overweg;20221206;C;20
1195a3e0-9fd4-429e-90b1-44438c30fb39c7abe624-41fc-4cc7-9dcf-8538201118ba;-4500;-650;Overweg;Overweg;20221206;C;20
a9ae5a6f-f72b-ca3e-449f-3b0291983bcb;4500;6252;Overweg;Overweg;20221206;C;20
8800de6a-781d-1c5a-d2d1-5d8f11d29d30;136227;148122;Overweg;Overweg;20221206;C;20
694d581d-3147-ef3a-fcc2-51e6860cf7de;88384;100321;Overweg;Overweg;20221206;C;20
2d7efeae-8830-2f6e-181a-29e2cde3b6ce;182834;194687;Overweg;Overweg;20221206;C;20
72fa34a5-90df-b652-d599-560bbed2b72e;4132167;4139996;Overweg;Overweg;20221206;C;20
7f280cdc-9e67-fb74-646a-22ac627c9674;1560235;1568021;Overweg;Overweg;20221206;C;20
7f280cdc-9e67-fb74-646a-22ac627c9674;4664228;4687067;Overweg;Overweg;20221206;C;20
75f4e3eb-f228-0c11-ccc6-f2063e6c6df1;167907;173297;Overweg;Overweg;20221206;C;20
75f4e3eb-f228-0c11-ccc6-f2063e6c6df1;152313;157726;Overweg;Overweg;20221206;C;20
ff4691c3-e246-6dff-314a-9b4f7514c02f;4365184;4377556;Overweg;Overweg;20221206;C;20
88a056c0-e78b-6779-8bea-eb7d750e55f1;1979852;1994872;Overweg;Overweg;20221206;C;20
d4875f53-7c3f-32e5-5695-99846ffe9c13;6047089;6055516;Overweg;Overweg;20221206;C;20
45ef8261-a4ff-2603-b545-b0a088e61859;13410651;13389598;Overweg;Overweg;20221206;C;20
7f21b09b-d3e7-08ca-b425-fb837371ac8e;83725;90225;Overweg;Overweg;20221206;C;20
c0177811-a80d-c093-b520-33de56ce8103;552938;539891;Overweg;Overweg;20221206;C;20
462d647a-588e-8d23-2317-28bf0fc8ecbc;85697;101426;Overweg;Overweg;20221206;C;20
4fb0a4af-68e5-40ea-03c1-c520f99d9b71;745089;747775;Overweg;Overweg;20221206;C;20
b43aed5a-9085-0145-f240-acea910dfc4d;3381156;3365427;Overweg;Overweg;20221206;C;20
a224037e-9ead-3450-c417-adfafe2c89cf;495381;501376;Overweg;Overweg;20221206;C;20
08f7dddb-01e4-ee6a-70ae-c2e0dd0161e3;58717;60518;Overweg;Overweg;20221206;C;20
97a79930-22fd-1aad-3e44-25dd65ecb914;849279;825237;Overweg;Overweg;20221206;C;20
486c6b66-db8b-ed94-d27a-4fe575cf0769;244917;268538;Overweg;Overweg;20221206;C;20
b37918e3-af47-cd49-61c0-40aafca5d3ea;9894259;9902649;Overweg;Overweg;20221206;C;20
db0b8a7d-891b-671d-4ac3-cb0a010f2b9c;382337;355205;Overweg;Overweg;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;2908977;2917953;Overweg;Overweg;20221206;C;20
461fe199-c6f0-7e6b-510a-2174c49e75c2;206686;224684;Overweg;Overweg;20221206;C;20
4c9d0bbf-0dfe-92a5-27e9-deaf755ff661;5990584;5997893;Overweg;Overweg;20221206;C;20
dabcd267-5ba8-3dd8-51c2-9fbfcfbf03d1;279211;297605;Overweg;Overweg;20221206;C;20
848ff555-5144-2278-6881-b9490528e943;2594642;2601220;Overweg;Overweg;20221206;C;20
669d72d0-5d64-27fd-db0d-97d300f9830e;2126520;2135812;Overweg;Overweg;20221206;C;20
c048a368-0b10-42d1-7cfb-4b4c71c7ac57;2819676;2826918;Overweg;Overweg;20221206;C;20
2a916bcd-b34e-4e11-b072-d4bb332caa31;3292545;3302282;Overweg;Overweg;20221206;C;20
fc399da8-f3eb-ae53-fc07-86b02a58a0c9;15450;27471;Overweg;Overweg;20221206;C;20
52bfbde8-d5de-84f8-a98b-e32f8dd5b718;1628659;1634657;Overweg;Overweg;20221206;C;20
7661c11b-f6c4-3304-64ff-1dea828f4f61;3761258;3743144;Overweg;Overweg;20221206;C;20
b9cc753e-e595-9064-d10b-01458dfd62c0;3581419;3572427;Overweg;Overweg;20221206;C;20
88c95fd3-3349-8544-3a65-c9c2725ac629;166277;193347;Overweg;Overweg;20221206;C;20
ff98a471-5bb9-304f-6fdc-84f63f4be5df;53824;70699;Overweg;Overweg;20221206;C;20
ec9197b7-9625-eb16-5152-02d58cd24354;4307105;4293888;Overweg;Overweg;20221206;C;20
a67f864f-886d-7a20-0cb4-6eb1593833ef;998717;1007695;Overweg;Overweg;20221206;C;20
dad6eadd-4cec-df62-9c52-0fedf12e2ef5;29416;8415;Overweg;Overweg;20221206;C;20
2445194f-ae36-832b-e2c7-1cff689db1a3;314064;324677;Overweg;Overweg;20221206;C;20
23531a97-01cf-b2ba-8f87-5bb76a150f26;261833;285407;Overweg;Overweg;20221206;C;20
bf969ea5-80a5-8481-ac90-a44f097a0fca;8590621;8597878;Overweg;Overweg;20221206;C;20
fe65af83-d0d9-4b4d-e1b7-0ec24076bc8b;2983601;3007613;Overweg;Overweg;20221206;C;20
ff088187-1df7-ea34-feee-1480d6c0e8ca;93681;121965;Overweg;Overweg;20221206;C;20
36d0bec4-2d6a-024c-53d0-812288b9ebf4;1776464;1786378;Overweg;Overweg;20221206;C;20
954cd0c1-81a6-f6cc-6e2f-3017e9552207;256802;268653;Overweg;Overweg;20221206;C;20
9b19a879-3bb7-c177-2696-5fad8b2c0ba9;1810114;1834121;Overweg;Overweg;20221206;C;20
7661c11b-f6c4-3304-64ff-1dea828f4f61;3157632;3146221;Overweg;Overweg;20221206;C;20
b43aed5a-9085-0145-f240-acea910dfc4d;4360210;4336684;Overweg;Overweg;20221206;C;20
12868be5-79cf-3b9b-19d9-8473c12ae2f7;34065;43145;Overweg;Overweg;20221206;C;20
2fc03475-9738-43c5-a0dc-bafd368264d766a90e00-fa4c-4c60-a208-b1d18aa8bc5c;32776;34065;Overweg;Overweg;20221206;C;20
da5cc8b6-5578-25af-6ffe-7391ffc255c4;1177294;1179851;Overweg;Overweg;20221206;C;20
d9a3915f-35f2-22b1-4f5b-89611c0c9468;250794;259181;Overweg;Overweg;20221206;C;20
d70675d9-584e-ece8-9cb1-2483939f9be6;325574;333966;Overweg;Overweg;20221206;C;20
0c8da50c-a67a-adbe-c3dc-a684e2194b7c;5520417;5532384;Overweg;Overweg;20221206;C;20
32f099e8-64e6-785d-482b-77dbcc2ffeae;839137;841136;Overweg;Overweg;20221206;C;20
6b7a5267-95b6-7423-782d-dde47b66d80b;835515;837514;Overweg;Overweg;20221206;C;20
b9e8e596-f37b-d618-e4d6-2992a04208ab;847849;849848;Overweg;Overweg;20221206;C;20
289a4742-9967-4ee2-ab9f-ed3c33044562;561588;568692;Overweg;Overweg;20221206;C;20
6599d064-6bcd-5574-4188-133606826795;8006927;7997375;Overweg;Overweg;20221206;C;20
58c7d7e0-ae33-ab75-fbed-1ab873e7d6ef;10761035;10767052;Overweg;Overweg;20221206;C;20
