ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT
1139494;506_572L_43.7;0,000;0,579;506_b;43,672;44,247
1139495;519_97AL_47.2;0,000;0,133;519_a;47,227;47,360
1139496;542_1281L_30.0;0,000;0,036;542_a;30,021;30,055
1139497;817_1275L_200.3;0,000;0,198;817_e;200,271;200,473
1139498;070_307R_25.9;0,000;0,779;070__;25,935;25,158
1139499;664_875V_41.9;0,000;0,784;664_b;41,865;42,648
1139500;817_909L_115.2;0,000;0,896;817_a;115,187;114,264
1139501;626_39V_32.7;1,043;1,144;626_a;1,300;1,400
1139502;586_231AR_81.0;0,000;0,062;586__;80,979;81,040
1139503;553_309AL_22.2;0,000;0,095;553_c;22,200;22,293
1139504;924_2375R_37.4;0,000;0,320;924_a;37,373;37,054
1139505;478_1273L_1.8;0,000;0,152;478_a;1,791;1,936
1139506;508_936V_90.8;0,000;0,170;508__;90,781;90,614
1139507;560_45BV_24.9;0,000;0,059;560_a;24,872;24,811
1139508;560_21BqV_25.0;0,000;0,032;560_a;25,002;25,034
1139509;586_2545BqV_80.4;0,000;0,034;586__;80,418;80,385
1139510;663_325V_41.1;0,157;0,929;664_b;41,300;42,064
1139511;663_325V_41.1;0,000;0,157;663_a;41,147;41,300
1139512;817_1213L_115.3;0,000;1,094;817_a;115,321;114,205
1139513;817_1213L_115.3;1,094;1,116;817_e;200,100;200,121
1139514;212_133V_20.8;0,000;6,271;212__;20,840;27,074
1139515;950_931L_11.5;0,000;0,125;950_a;11,526;11,405
1139516;486_86V_205.3;0,000;0,142;486_c;205,282;205,425
1139517;486_905V_75.3;0,000;0,009;486_b;75,328;75,319
1139518;486_903R_75.4;0,000;0,087;486_b;75,365;75,450
1139519;550_41BR_25.3;0,725;9,481;001_a;24,600;15,875
1139520;508_2109R_91.5;0,000;0,632;508__;91,516;92,161
1139521;486_904R_75.5;0,000;0,438;486_b;75,454;75,892
1139522;028_1033V_53.1;0,000;0,392;028__;53,066;53,458
1139523;028_1037L_53.1;0,000;0,112;028__;53,079;53,191
1139524;585_1201L_9.7;0,000;0,103;585__;9,659;9,766
1139525;624_189AL_32.3;0,000;0,308;624__;32,294;32,600
1139526;624_207AR_32.5;0,000;0,090;624__;32,517;32,607
1139527;504_19L_17.2;7,824;8,004;521_b;22,126;22,304
1139528;504_19L_17.2;0,000;0,125;504_b;17,197;17,072
1139529;585_1209R_9.6;0,000;0,103;585__;9,621;9,725
1139530;927_937V_906.0;0,000;0,054;927__;906,049;906,101
1139531;479_2007L_300.8;0,000;0,960;479_a;300,776;301,730
1139532;520_971R_0.6;0,000;0,363;520_a;0,610;0,979
1139533;586_2545AR_80.3;0,000;0,062;586__;80,340;80,402
1139534;537_251BL_2.8;0,618;1,720;106__;2,200;1,100
1139535;537_251BL_2.8;1,720;2,223;624__;33,200;32,714
1139536;603_179AL_3.9;0,000;0,402;603_a;3,899;4,300
1139537;121_523AR_8.4;0,000;5,880;121_a;8,369;2,500
1139538;121_523AR_8.4;5,880;7,479;544_b;21,560;23,151
1139539;560_1279AL_24.9;0,000;0,061;560_a;24,920;24,857
1139540;560_1281BV_24.9;0,000;0,261;560_a;24,857;24,579
1139541;555_505L_83.1;0,000;0,133;555__;83,053;83,181
1139542;564_958L_24.1;0,000;0,057;564_b;24,135;24,079
1139543;478_1123AR_0.6;0,000;0,052;478_a;0,633;0,685
1139544;074_1293AR_35.9;0,000;0,083;074__;35,867;35,949
1139545;074_1295AL_36.0;0,000;0,083;074__;35,976;36,059
1139546;032_7L_16.0;0,000;0,264;032__;16,020;16,282
1139547;128_9AR_12.1;0,000;0,600;128__;12,112;12,709
1139548;478_1239pV_1.7;0,000;0,034;478_a;1,725;1,759
1139549;478_1335R_2.1;0,000;0,898;478_a;2,118;3,007
1139550;476_80V_103.0;0,000;1,254;476_a;102,991;101,738
1139551;536_249AL_60.8;0,000;0,585;536__;60,772;61,359
1139552;517_253AL_0.9;0,066;1,539;516_a;1,000;2,471
1139553;517_253AL_0.9;0,000;0,066;517_a;0,934;1,000
1139554;543_137AV_44.7;0,332;4,611;031_a;44,400;40,131
1139555;543_137AV_44.7;0,000;0,332;543_c;44,732;44,400
1139556;543_145pV_44.9;0,000;0,031;543_c;44,891;44,861
1139557;543_155AR_44.9;0,000;0,041;543_c;44,946;44,987
1139558;543_906R_45.4;0,000;0,098;543_c;45,397;45,300
1139559;543_908L_45.3;0,000;0,749;543_c;45,300;46,054
1139560;081_961V_74.4;0,000;0,033;081__;74,398;74,366
1139561;519_39BV_46.1;0,000;0,889;519_a;46,086;46,977
1139562;553_255R_21.5;0,000;0,736;553_c;21,470;22,216
1139563;514_943L_18.1;0,000;0,301;514_a;18,075;18,374
1139564;606_101AL_0.8;0,000;0,206;606_a;0,843;1,046
1139565;586_265R_81.1;0,000;0,319;586__;81,098;81,403
1139566;588_361AL_1.6;0,000;0,235;588__;1,636;1,869
1139567;586_2537BpV_80.4;0,000;0,034;586__;80,356;80,323
1139568;478_1173qV_0.7;0,000;0,034;478_a;0,733;0,766
1139569;139_319AL_175.2;0,000;2,123;139__;175,244;177,371
1139570;586_2521L_80.2;0,000;0,133;586__;80,213;80,346
1139571;815_912AR_5.0;0,000;0,780;815_a;5,021;5,807
1139572;520_135BR_0.7;0,000;0,351;520_a;0,691;0,342
1139573;617_1115AR_38.9;0,000;0,682;617_a;38,891;39,574
1139574;586_61BpV_80.4;0,000;0,032;586__;80,370;80,338
1139575;586_149AL_80.8;0,000;0,036;586__;80,789;80,827
1139576;486_803L_76.6;0,000;0,317;486_b;76,645;76,328
1139577;486_914BL_75.9;0,000;0,319;486_b;75,946;76,264
1139578;478_1357V_3.0;0,000;0,068;478_a;3,044;3,114
1139579;478_1351V_3.0;0,000;0,038;478_a;3,005;3,042
1139580;927_3051AR_905.3;0,000;0,041;927__;905,337;905,376
1139581;927_3053AR_905.3;0,000;0,052;927__;905,327;905,376
1139582;537_251BL_2.8;0,000;0,618;537_a;2,818;2,200
1139583;514_911R_18.1;0,000;0,308;514_a;18,068;18,373
1139584;614_2229L_48.4;0,290;0,297;051__;48,702;48,709
1139585;614_2229L_48.4;0,000;0,290;614_c;48,414;48,700
1139586;514_161AL_16.4;0,233;4,841;044__;16,200;11,600
1139587;545_221AR_23.7;0,000;0,109;545_b;23,722;23,832
1139588;553_227R_21.4;0,000;0,052;553_c;21,404;21,456
1139589;586_333AR_81.4;0,000;0,295;586__;81,403;81,700
1139590;586_333AR_81.4;0,295;0,511;588__;0,869;1,095
1139591;522_902R_57.5;0,000;0,173;522_b;57,482;57,653
1139592;522_149BqV_57.4;0,000;0,033;522_b;57,407;57,374
1139593;553_225BpV_21.4;0,000;0,034;553_c;21,420;21,387
1139594;553_231AL_21.3;0,000;0,064;553_c;21,260;21,324
1139595;603_179AL_3.9;0,402;2,515;014__;74,900;77,000
1139596;603_179AL_3.9;2,515;2,586;602_b;77,000;77,071
1139597;503_109BV_43.6;0,000;0,377;503_c;43,556;43,183
1139598;543_137AL_44.7;0,000;0,111;543_c;44,732;44,842
1139599;097_4331V_21.3;0,000;0,467;097__;21,264;20,798
1139600;097_3611R_21.7;0,000;0,103;097__;21,734;21,837
1139601;533_1119BR_15.3;0,000;0,070;533__;15,311;15,242
1139602;586_285AL_81.2;0,000;0,035;586__;81,230;81,266
1139603;609_201V_28.5;0,000;0,072;609__;28,468;28,539
1139604;035_933R_52.7;0,000;0,461;035__;52,684;52,223
1139605;055_399BV_19.7;0,000;9,796;055__;19,672;29,461
1139606;522_161R_57.5;0,000;0,261;522_b;57,456;57,715
1139607;522_173AL_57.7;0,000;0,059;522_b;57,691;57,751
1139608;476_52R_201.7;0,000;0,133;476_b;201,732;201,599
1139609;586_2541BpV_80.4;0,000;0,034;586__;80,356;80,323
1139610;055_413AL_29.6;0,000;7,782;055__;29,587;37,364
1139611;504_15V_17.1;0,000;0,056;504_b;17,141;17,197
1139612;078_209R_64.9;0,000;0,763;078__;64,932;65,695
1139613;588_824L_1.8;0,000;0,301;588__;1,799;2,124
1139614;555_225BL_83.4;0,000;0,830;555__;83,360;82,559
1139615;555_225BL_83.4;0,830;1,103;540_g;101,262;101,520
1139616;555_225BL_83.4;1,103;1,238;540_c;54,359;54,235
1139617;801_902L_7.7;0,000;0,743;801_a;7,673;8,412
1139618;801_919L_8.3;0,000;0,050;801_a;8,265;8,216
1139619;206_143L_29.8;0,000;2,231;206__;29,793;32,021
1139620;124_181L_3.2;0,000;0,102;124_a;3,230;3,333
1139621;609_207V_28.7;0,000;0,043;609__;28,676;28,720
1139622;133_1125L_19.1;0,000;0,141;133_a;19,104;19,246
1139623;501_181AL_81.0;0,756;1,413;552_b;81,800;82,458
1139624;485_122L_200.2;0,000;1,533;485_f;200,169;201,702
1139625;485_122L_200.2;1,533;1,536;485_b;50,003;50,000
1139626;603_3079L_2.5;0,000;0,424;603_a;2,525;2,949
1139627;506_562R_43.6;0,000;0,506;506_b;43,573;44,075
1139628;801_931V_301.9;0,000;0,205;801_d;301,898;302,105
1139629;801_930R_301.2;0,000;0,685;801_d;301,215;301,898
1129540;586_331AR_81.4;0,000;0,045;586__;81,403;81,449
1129541;099_1021AR_6.1;0,000;0,221;099__;6,053;6,275
1129542;201_135L_37.2;0,000;0,094;201__;37,215;37,309
1129543;531_2613R_34.5;0,000;0,325;531_c;34,508;34,831
1129544;586_371V_81.3;0,000;0,122;586__;81,256;81,380
1129545;586_95pV_80.5;0,000;0,031;586__;80,525;80,494
1129546;071_29V_27.9;0,000;0,017;071__;27,883;27,900
1129547;071_29V_27.9;0,017;0,025;520_b;27,900;27,908
1129548;666_4211V_47.3;0,000;0,030;666_b;47,305;47,335
1129549;514_49AR_65.2;0,000;0,131;514_b;65,236;65,367
1129550;514_49BpV_65.3;0,000;0,031;514_b;65,299;65,268
1129551;514_51AR_65.3;0,000;0,061;514_b;65,284;65,345
1129552;534_1029BV_45.3;0,000;0,266;534_b;45,250;45,513
1129553;534_1085AR_45.8;0,000;0,145;534_b;45,842;45,986
1129554;055_305BV_10.8;0,000;0,044;055__;10,831;10,875
1129555;117_1AL_15.4;0,000;2,304;117__;15,353;17,657
1129556;555_245V_83.6;0,000;0,016;555__;83,608;83,625
1129557;105_97R_23.5;0,000;0,972;105__;23,548;24,520
1129558;666_4205R_47.3;0,000;0,186;666_b;47,290;47,476
1129559;506_507L_43.0;0,000;0,542;506_b;43,038;43,584
1129560;506_87AL_43.9;0,000;0,048;506_b;43,869;43,894
1129561;506_137BV_44.1;0,000;0,415;506_b;44,101;44,516
1129562;555_520L_83.3;0,000;0,063;555__;83,275;83,338
1129563;163_981V_44.7;0,000;0,019;163__;44,731;44,752
1129564;163_979L_44.6;0,000;0,102;163__;44,626;44,731
1128547;087_7R_21.1;0,000;0,822;087__;21,128;21,941
1128548;501_173AL_81.0;0,000;0,060;501__;80,979;81,039
1128549;501_175AL_81.0;0,000;0,060;501__;80,979;81,039
1128550;011_36V_68.7;0,000;0,018;011__;68,653;68,671
1128551;011_37BR_68.7;0,000;0,016;011__;68,671;68,687
1128552;011_37AqV_68.7;0,000;0,031;011__;68,686;68,656
1128553;011_37ApV_68.7;0,000;0,031;011__;68,686;68,655
1128554;437_968L_0.8;0,000;0,666;437_a;0,824;0,156
1128555;437_976L_0.6;0,000;0,400;437_a;0,605;0,205
1128556;517_41AL_69.0;0,000;0,054;517_b;69,033;69,087
1128557;517_35BpV_69.1;0,000;0,034;517_b;69,050;69,017
1128558;517_31BV_69.0;0,000;0,079;517_b;69,008;69,087
1128559;087_117BV_16.6;0,000;0,017;087__;16,589;16,606
1128560;009_83AR_137.6;0,000;0,060;009__;137,590;137,649
1128561;009_83BV_137.6;0,000;0,073;009__;137,649;137,722
1128562;009_85AL_137.7;0,000;0,073;009__;137,722;137,794
1128563;009_103AL_138.5;0,000;0,062;009__;138,545;138,607
1128564;009_103BV_138.6;0,000;0,111;009__;138,607;138,716
1128565;009_103AR_138.5;0,000;0,233;009__;138,545;138,777
1128566;009_105AR_138.7;0,000;0,060;009__;138,716;138,777
1128567;517_11BV_68.7;0,000;0,253;517_b;68,726;68,974
1128568;950_63R_40.9;0,000;0,668;950_a;40,855;41,524
1128569;950_99V_41.7;0,000;0,041;950_a;41,655;41,696
1128570;015_1079R_100.5;0,000;0,352;015__;100,455;100,805
1128881;626_5BR_32.0;0,000;0,303;626_c;31,960;31,659
1128882;626_5BR_32.0;0,303;0,404;626_b;22,600;22,500
1128883;626_5BR_32.0;0,404;9,881;216__;22,500;13,036
1128884;094_1067AV_3.4;0,000;0,019;094__;3,375;3,355
1128885;950_69L_40.9;0,000;0,804;950_a;40,850;41,655
1128886;950_815L_41.8;0,000;0,488;950_a;41,762;42,249
1128887;950_109AR_41.8;0,000;0,041;950_a;41,775;41,816
1128888;950_105qV_41.8;0,000;0,032;950_a;41,791;41,759
1128889;950_109BpV_41.8;0,000;0,032;950_a;41,832;41,799
1128890;012_311pV_19.4;0,000;0,032;012__;19,392;19,360
1129198;035_155BV_60.7;0,000;0,030;035__;60,666;60,695
1129199;085_207BV_19.2;0,000;0,104;085__;19,238;19,342
1129200;514_951L_65.3;0,000;0,113;514_b;65,285;65,172
1129201;514_951R_65.3;0,000;0,113;514_b;65,285;65,172
1129202;127_349AR_27.8;0,000;0,142;127_a;27,804;27,946
1129203;514_107AR_17.1;0,000;0,064;514_a;17,059;16,995
1129204;603_105AR_2.9;0,000;0,064;603_a;2,876;2,941
1129205;018_241L_52.5;0,000;0,088;018__;52,501;52,589
1129206;543_161AR_45.1;0,000;0,064;543_c;45,125;45,189
1129207;543_183BqV_45.4;0,000;0,031;543_c;45,380;45,349
1129208;543_161BV_45.2;0,000;0,176;543_c;45,189;45,365
1129209;543_907R_45.3;0,000;0,026;543_c;45,274;45,300
1129210;609_5L_29.7;0,231;10,969;030__;29,900;40,600
1129211;503_101AR_43.7;0,000;0,064;503_c;43,668;43,604
1129565;031_79V_37.5;0,000;1,911;031_a;37,522;39,432
1129566;486_60V_201.9;0,000;1,903;486_c;201,940;200,021
1129567;163_955BL_44.3;0,000;0,122;163__;44,313;44,189
1129568;089_291AL_46.3;0,000;0,099;089__;46,304;46,403
1129569;555_357L_84.1;0,000;0,081;555__;84,152;84,230
1129570;624_167AR_32.1;0,000;0,321;624__;32,076;32,398
1129571;624_151BV_31.9;0,000;0,174;624__;31,905;32,076
1129572;503_181AR_42.2;0,000;0,088;503_c;42,209;42,121
1129573;543_135AR_14.9;0,000;0,056;543_a;14,930;14,986
1129574;543_135BV_15.0;0,000;0,014;543_a;14,986;15,000
1129575;543_135BV_15.0;0,014;0,100;543_c;44,760;44,842
1129576;543_137BpV_44.9;0,000;0,032;543_c;44,858;44,826
1129577;543_147AR_44.9;0,000;0,016;543_c;44,876;44,892
1129578;586_335AL_81.4;0,000;0,073;586__;81,449;81,523
1129579;586_333BqV_81.5;0,000;0,028;586__;81,463;81,434
1129580;586_337AR_81.5;0,000;0,062;586__;81,465;81,526
1129581;586_315V_81.3;0,000;0,111;586__;81,293;81,402
1129582;586_233V_81.0;0,000;0,054;586__;81,044;81,098
1129583;586_231AL_81.0;0,000;0,066;586__;80,979;81,044
1129584;586_153BV_80.9;0,000;0,173;586__;80,873;81,044
1128571;527_121L_17.4;0,062;0,497;527_f;500,665;501,100
1128572;527_121L_17.4;0,000;0,062;527_c;17,423;17,486
1128573;527_121L_17.4;0,497;6,840;083__;1,100;7,448
1128574;603_79BpV_2.5;0,000;0,032;603_a;2,487;2,455
1128575;128_23BV_12.5;0,000;0,041;128__;12,531;12,572
1128576;017_317BV_24.1;0,000;0,380;017__;24,080;24,460
1128577;017_29AL_61.5;0,000;0,674;017__;61,453;62,128
1128578;586_2569AL_80.7;0,000;0,060;586__;80,688;80,748
1128579;586_131AqV_80.7;0,000;0,034;586__;80,719;80,754
1128580;586_131AR_80.7;0,000;0,047;586__;80,736;80,783
1128581;609_129AR_26.8;0,000;0,102;609__;26,784;26,682
1128891;556_1427V_6.1;0,477;5,269;076__;6,600;11,399
1128892;556_1427V_6.1;0,000;0,477;556__;6,122;6,600
1128893;801_924R_12.0;0,000;0,385;801_a;11,964;12,349
1128894;801_923V_11.9;0,000;0,016;801_a;11,947;11,964
1128895;543_169AR_45.2;0,000;0,027;543_c;45,196;45,223
1128896;543_181AR_45.2;0,000;0,052;543_c;45,223;45,274
1128897;543_157BV_45.0;0,000;0,157;543_c;45,039;45,196
1128898;543_169AL_45.2;0,000;0,052;543_c;45,196;45,247
1128899;543_181BpV_45.3;0,000;0,031;543_c;45,289;45,258
1128900;543_169BpV_45.3;0,000;0,032;543_c;45,263;45,232
1128901;545_941L_22.2;0,000;0,181;545_b;22,210;22,391
1128902;545_97R_22.5;0,000;0,263;545_b;22,476;22,739
1128903;545_95L_22.4;0,000;0,030;545_b;22,447;22,476
1128904;545_271L_22.7;0,000;0,038;545_b;22,741;22,779
1128905;011_67ApV_69.0;0,000;0,033;011__;68,967;69,000
1128906;543_161BL_45.2;0,000;0,064;543_c;45,189;45,125
1129212;031_245R_24.1;0,000;0,310;031_a;24,119;24,428
1129213;586_279AR_81.1;0,000;0,082;586__;81,135;81,214
1129214;586_255AR_81.1;0,000;0,064;586__;81,062;81,125
1129215;586_255BL_81.1;0,000;0,064;586__;81,125;81,062
1129216;586_287AL_81.3;0,000;0,047;586__;81,266;81,313
1129217;586_285BpV_81.3;0,000;0,032;586__;81,282;81,250
1129218;617_1197AL_40.1;0,000;0,103;617_a;40,138;40,240
1129219;063_31AR_13.7;0,000;0,060;063__;13,691;13,751
1129220;586_109BV_80.6;0,000;0,145;586__;80,599;80,744
1129221;586_159BqV_80.8;0,000;0,031;586__;80,839;80,806
1129222;586_161AR_80.8;0,000;0,145;586__;80,823;80,968
1129223;201_927V_37.8;0,000;0,027;201__;37,750;37,777
1129224;586_377R_81.4;0,000;0,064;586__;81,447;81,380
1129225;586_379AL_81.4;0,000;0,064;586__;81,380;81,447
1129226;586_331BR_81.5;0,000;0,027;586__;81,474;81,447
1129227;586_275AL_81.2;0,000;0,217;586__;81,225;81,447
1129228;131_1R_16.4;0,000;0,235;131__;16,388;16,622
1129229;524_253BL_70.4;0,000;0,171;524_b;70,429;70,258
1129230;543_171AL_45.2;0,000;0,041;543_c;45,247;45,288
1129231;212_95R_11.9;0,000;0,348;212__;11,852;12,202
1129232;212_95L_11.9;0,000;0,349;212__;11,852;12,202
1129233;519_79R_47.0;0,000;0,110;519_a;46,995;46,886
1129234;119_121BV_21.3;0,000;0,036;119_a;21,288;21,253
1129235;543_926R_45.6;0,000;0,110;543_c;45,572;45,675
1129236;545_213AL_23.6;0,000;0,064;545_b;23,576;23,639
1129237;542_1253BqV_29.9;0,000;0,031;542_a;29,889;29,858
1129238;817_1221R_115.1;0,924;0,930;817_e;200,100;200,106
1129585;586_231BV_81.0;0,000;0,024;586__;81,040;81,063
1129586;588_801L_1.6;0,000;0,064;588__;1,550;1,613
1129587;012_363L_33.4;0,000;0,688;012__;33,404;34,089
1129588;478_1149V_0.7;0,000;0,029;478_a;0,749;0,720
1129589;133_1019V_8.7;0,000;4,717;133_a;8,738;13,460
1129590;586_53AR_80.3;0,000;0,028;586__;80,274;80,301
1129591;586_49qV_80.4;0,000;0,028;586__;80,373;80,345
1129592;586_57AR_80.3;0,000;0,049;586__;80,359;80,407
1129593;624_155AR_31.9;0,000;0,098;624__;31,920;32,017
1129594;624_147AL_31.7;0,000;0,249;624__;31,669;31,920
1129595;586_385AL_81.1;0,000;0,091;586__;81,114;81,203
1129596;608_37AR_88.0;0,000;0,052;608_b;87,982;88,035
1129597;608_33R_87.9;0,000;0,078;608_b;87,904;87,982
1129598;004_3BV_101.8;0,000;0,075;653_a;101,808;101,883
1129599;624_255R_32.7;0,000;0,272;624__;32,693;32,961
1129600;588_867AL_2.3;0,000;0,111;588__;2,284;2,401
1129601;553_201L_21.0;0,000;0,249;553_c;20,982;21,231
1129602;514_942L_18.0;0,000;0,023;514_a;18,052;18,075
1128582;536_329BV_62.0;0,414;4,900;112__;62,400;66,891
1128583;536_329BV_62.0;0,000;0,414;536__;61,984;62,400
1128584;553_917L_21.5;0,000;0,042;553_c;21,519;21,560
1128585;553_227L_21.4;0,000;0,068;553_c;21,404;21,470
1128586;553_245AR_21.4;0,000;0,072;553_c;21,378;21,449
1128587;553_209BqV_21.3;0,000;0,034;553_c;21,290;21,256
1128588;555_173AR_83.2;0,000;0,113;555__;83,217;83,328
1128589;519_37AR_46.3;0,000;0,060;519_a;46,293;46,353
1128590;544_1107V_1.0;0,000;0,085;544_a;0,998;1,083
1128591;544_1113V_1.1;0,000;0,045;544_a;1,083;1,128
1128592;541_141AR_2.2;0,188;0,222;135__;2,400;2,434
1128593;135_2227L_15.4;0,000;0,159;135__;15,380;15,538
1128594;555_173BL_83.3;0,761;1,402;540_g;101,258;101,900
1128595;555_173BL_83.3;1,402;1,497;114_b;101,900;101,999
1128596;503_129L_43.1;0,000;0,187;503_c;43,096;43,279
1128597;543_221AL_16.0;0,000;0,058;543_b;15,955;16,012
1128598;098_3835L_27.9;0,000;0,158;098__;27,867;28,025
1128907;519_95BV_47.3;0,000;0,438;519_a;47,291;47,728
1128908;525_439L_78.1;0,000;0,057;525_b;78,051;78,103
1128909;105_1201BV_18.3;0,000;0,025;105__;18,325;18,349
1128910;201_137AL_37.3;0,000;0,093;201__;37,309;37,402
1128911;501_181AR_81.0;0,000;0,067;501__;81,044;81,111
1128912;501_173BV_81.0;0,000;0,005;501__;81,039;81,044
1128913;501_23R_80.1;0,000;0,133;501__;80,142;80,275
1128914;602_221AL_77.3;0,000;0,100;602_b;77,263;77,363
1128915;467_23V_101.1;0,000;0,046;467_c;101,072;101,025
1128916;524_251AL_70.4;0,000;0,328;524_b;70,368;70,696
1128917;524_913L_70.4;0,000;0,042;524_b;70,405;70,447
1128918;555_281AR_83.5;0,000;0,224;555__;83,520;83,750
1128919;555_285AR_83.6;0,000;0,123;555__;83,625;83,750
1128920;801_957AL_7.8;0,000;0,003;801_a;7,775;7,772
1128921;801_957AL_7.8;0,003;0,222;801_g;600,044;600,259
1128922;032_365L_16.5;0,000;0,155;032__;16,532;16,381
1128923;666_4227V_47.7;0,000;0,030;666_b;47,686;47,716
1128924;666_4231R_47.7;0,000;0,169;666_b;47,716;47,885
1128925;470_80L_202.0;0,000;0,552;470_e;202,003;202,554
1128926;817_911L_115.1;0,000;0,806;817_a;115,112;114,312
1128927;927_13L_904.4;0,038;0,062;050__;4,327;4,304
1128928;927_13L_904.4;0,000;0,038;927__;904,363;904,326
1128929;476_52L_201.7;0,000;0,319;476_b;201,732;201,406
1129239;817_1221R_115.1;0,000;0,924;817_a;115,125;114,204
