ID;SPOORTAK_IDENTIFICATIE;GEOCODE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
12438;009_45AL_126.7;009__;0,000;0,060;2017-06-28
13673;468_62V_101.7;468_a;0,000;0,185;2017-06-28
8529;508_923qV_91.1;508__;0,000;0,034;2017-06-28
12623;550_41BqV_25.3;550__;0,000;0,034;2017-06-28
11624;514_55AL_65.3;514_b;0,000;0,055;2017-06-28
14896;506_175BV_44.4;506_b;0,000;0,696;2017-06-28
15095;085_205BV_19.0;085__;0,000;0,169;2017-06-28
6176;927_938V_906.1;927__;0,000;0,140;2017-06-28
10444;625_261AV_15.8;625_b;0,000;0,368;2017-06-28
3304;514_141ApV_16.6;514_a;0,000;0,031;2017-06-28
1874;125_1017BV_30.8;125__;0,000;7,612;2017-06-28
12724;116_1349AR_31.9;116_a;0,000;0,898;2017-06-28
2158;618_137BV_50.8;618_b;0,000;0,691;2017-06-28
6696;938_4501L_0.1;938__;0,000;0,157;2017-06-28
864;203_367V_48.0;203__;0,000;4,551;2017-06-28
8558;161_2535L_21.1;161__;0,000;0,106;2017-06-28
12118;517_91BpV_69.5;517_b;0,000;0,034;2017-06-28
15238;506_31BpV_43.2;506_b;0,000;0,032;2017-06-28
9329;203_393R_55.1;203__;0,000;0,460;2017-06-28
1214;664_131AV_42.9;664_b;0,000;0,363;2017-06-28
16364;585_1209L_9.6;128__;0,171;0,477;2017-06-28
3816;017_33V_62.2;017__;0,000;7,436;2017-06-28
10671;544_1067AR_23.4;544_b;0,000;0,087;2017-06-28
3491;851_11R_100.2;851_a;0,000;0,060;2017-06-28
1637;545_995L_23.7;545_b;0,000;0,168;2017-06-28
5847;525_980V_78.3;525_b;0,000;0,120;2017-06-28
11886;924_3577R_35.7;924_a;0,000;0,054;2017-06-28
12242;517_157BR_70.0;517_b;0,002;0,062;2017-06-28
14615;073_1215BV_22.0;619__;12,486;12,647;2017-06-28
1397;517_165V_0.2;517_a;0,000;0,069;2017-06-28
832;610_147AR_14.3;610__;0,000;0,044;2017-06-28
10742;046_203R_34.7;046__;0,000;1,305;2017-06-28
3466;516_255L_1.0;516_a;0,000;1,348;2017-06-28
14396;094_1063AL_3.5;094__;0,000;0,067;2017-06-28
9426;801_925V_12.3;801_p;0,242;2,459;2017-06-28
13328;081_980L_74.4;081__;0,000;0,041;2017-06-28
12673;135_2061R_42.7;135__;0,000;0,106;2017-06-28
12234;553_275BV_21.9;553_c;0,000;0,631;2017-06-28
14165;116_2397AR_37.5;116_a;0,000;0,110;2017-06-28
2043;121_503L_9.4;121_a;0,000;0,155;2017-06-28
11915;017_435AR_40.8;017__;0,000;0,100;2017-06-28
15882;624_149AR_31.6;624__;0,000;0,176;2017-06-28
9822;543_931L_45.6;543_c;0,000;0,065;2017-06-28
12426;087_23BV_22.0;087__;0,000;0,432;2017-06-28
4964;585_1163AL_8.3;585__;0,000;0,102;2017-06-28
2896;817_55V_402.2;817_i;0,000;0,906;2017-06-28
7729;661_115R_21.6;661_b;0,000;0,444;2017-06-28
16656;129_24L_30.2;129__;0,000;0,506;2017-06-28
6759;520_163L_36.6;520_c;0,000;0,047;2017-06-28
6273;623_335pV_17.7;623__;0,000;0,034;2017-06-28
13301;817_74AR_206.2;817_e;0,000;0,383;2017-06-28
6895;508_2083V_91.4;508__;0,000;0,006;2017-06-28
2099;051_299V_50.6;051__;0,000;1,938;2017-06-28
14167;533_1103AR_15.1;533__;0,000;0,102;2017-06-28
15827;620_97BV_42.7;620__;0,000;0,034;2017-06-28
3638;145_935AL_54.7;145__;0,000;1,496;2017-06-28
13535;831_902L_101.9;831_a;0,000;0,429;2017-06-28
5079;556_1405R_5.4;556__;0,000;0,693;2017-06-28
5721;506_565V_43.7;506_b;0,000;0,549;2017-06-28
4273;112_6119R_67.8;112__;0,000;0,130;2017-06-28
11138;506_39BqV_43.2;506_b;0,000;0,034;2017-06-28
15440;534_1081BpV_46.0;534_b;0,000;0,031;2017-06-28
3044;604_13AR_47.5;603_d;0,102;0,934;2017-06-28
7632;553_225BqV_21.4;553_c;0,000;0,034;2017-06-28
15996;504_912V_18.1;504_b;0,000;0,026;2017-06-28
17085;127_479AR_73.8;127_a;0,000;0,192;2017-06-28
9749;163_1013ApV_43.4;163__;0,000;0,034;2017-06-28
12848;950_7V_6.4;950_a;0,000;0,024;2017-06-28
17236;525_431AR_77.9;525_b;0,000;0,060;2017-06-28
9960;926_2079R_0.7;926__;0,000;0,359;2017-06-28
15324;555_295BV_83.6;555__;0,000;0,074;2017-06-28
14731;950_79pV_41.0;950_a;0,000;0,032;2017-06-28
12373;128_35AR_12.7;128__;0,000;0,185;2017-06-28
725;817_683V_701.4;817_e;1,703;5,048;2017-06-28
10501;545_189BV_23.4;545_b;0,000;0,277;2017-06-28
16717;163_253BL_43.4;163__;0,000;0,128;2017-06-28
10544;528_61AL_0.5;528_a;0,000;0,060;2017-06-28
5604;478_1577R_2.0;478_a;0,000;0,120;2017-06-28
13030;543_918L_45.7;543_c;0,000;0,224;2017-06-28
12809;543_219V_15.9;543_b;0,000;0,042;2017-06-28
17108;586_283BqV_81.2;586__;0,000;0,031;2017-06-28
4742;534_1083AqV_45.9;534_b;0,000;0,031;2017-06-28
9234;924_12-18V_35.4;924_a;0,000;0,078;2017-06-28
165;588_847L_2.2;588__;0,000;0,211;2017-06-28
5020;479_1709L_304.4;479_a;0,000;0,080;2017-06-28
14451;550_83AR_25.6;550__;0,000;0,053;2017-06-28
12481;550_83BpV_25.7;550__;0,000;0,034;2017-06-28
973;114_411AL_53.8;132__;1,854;2,028;2017-06-28
3752;586_319AR_81.3;586__;0,000;0,045;2017-06-28
16338;817_44R_119.9;817_a;0,000;0,346;2017-06-28
5;117_1843V_6.3;547_c;3,379;4,264;2017-06-28
2440;618_61R_58.9;618_c;0,000;0,003;2017-06-28
13174;751_331R_33.8;751__;0,000;0,674;2017-06-28
13633;085_321BV_32.6;085__;0,000;0,241;2017-06-28
10650;545_920ApV_21.7;545_b;0,000;0,034;2017-06-28
2215;551_163R_24.0;125__;0,220;5,885;2017-06-28
614;005_77L_114.3;005__;0,000;0,663;2017-06-28
14653;588_361BV_1.7;588__;0,000;0,031;2017-06-28
16760;127_375BV_38.5;127_a;0,000;9,967;2017-06-28
7654;508_935L_90.9;508__;0,000;0,092;2017-06-28
16699;011_16L_68.0;011__;0,000;0,544;2017-06-28
