ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
113958134;203_471R_75.4;BVL;Overijssel;0,000;0,370;2017-06-28
113958139;026_243BV_26.1;BAAN;Twente;0,000;0,803;2017-06-28
113958140;026_243BV_26.1;BVL;Twente;0,000;0,803;2017-06-28
113958143;026_243BV_26.1;BASIS;Twente;0,000;0,803;2017-06-28
113958444;586_295BpV_81.3;BASIS;Amsterdam;0,000;0,031;2017-06-28
113958445;586_295BpV_81.3;BAAN;Amsterdam;0,000;0,031;2017-06-28
113958447;586_295BpV_81.3;BVL;Amsterdam;0,000;0,031;2017-06-28
113958450;503_911L_42.8;BVL;IJsselstreek;0,000;0,114;2017-06-28
113958452;503_911L_42.8;BASIS;IJsselstreek;0,000;0,114;2017-06-28
113958453;503_911L_42.8;BAAN;IJsselstreek;0,000;0,114;2017-06-28
113958457;503_922V_42.4;BVL;IJsselstreek;0,000;0,021;2017-06-28
113958459;503_922V_42.4;BASIS;IJsselstreek;0,000;0,021;2017-06-28
113958460;503_922V_42.4;BAAN;IJsselstreek;0,000;0,021;2017-06-28
113958464;503_921V_42.5;BVL;IJsselstreek;0,000;0,027;2017-06-28
113958466;503_921V_42.5;BASIS;IJsselstreek;0,000;0,027;2017-06-28
113958467;503_921V_42.5;BAAN;IJsselstreek;0,000;0,027;2017-06-28
113958471;503_193AL_40.8;BVL;IJsselstreek;0,000;0,104;2017-06-28
113958807;133_1019V_8.7;BASIS;Haarlem;0,000;4,717;2017-06-28
113958808;012_313AL_19.4;BAAN;Drenthe;0,000;0,036;2017-06-28
113958810;012_313AL_19.4;BVL;Drenthe;0,000;0,036;2017-06-28
113958814;012_311pV_19.4;BASIS;Drenthe;0,000;0,032;2017-06-28
113958815;012_311pV_19.4;BAAN;Drenthe;0,000;0,032;2017-06-28
113958817;012_311pV_19.4;BVL;Drenthe;0,000;0,032;2017-06-28
113958821;950_109BpV_41.8;BASIS;Europoort;0,000;0,032;2017-06-28
113958822;950_109BpV_41.8;BAAN;Europoort;0,000;0,032;2017-06-28
113959125;012_361BV_33.4;BASIS;Drenthe;0,000;0,031;2017-06-28
113959126;012_361BV_33.4;BAAN;Drenthe;0,000;0,031;2017-06-28
113959128;012_361BV_33.4;BVL;Drenthe;0,000;0,031;2017-06-28
113959132;012_313BqV_19.4;BASIS;Drenthe;0,000;0,032;2017-06-28
113959133;012_313BqV_19.4;BAAN;Drenthe;0,000;0,032;2017-06-28
113959135;012_313BqV_19.4;BVL;Drenthe;0,000;0,032;2017-06-28
113959139;163_1013AR_43.4;BASIS;Europoort;0,000;0,026;2017-06-28
113959140;163_1013AR_43.4;BAAN;Europoort;0,000;0,026;2017-06-28
113959142;163_1013AR_43.4;BVL;Europoort;0,000;0,026;2017-06-28
113959148;506_159BqV_44.3;BASIS;Amersfoort;0,000;0,034;2017-06-28
113959149;506_159BqV_44.3;BAAN;Amersfoort;0,000;0,034;2017-06-28
113959150;506_159BqV_44.3;BVL;Amersfoort;0,000;0,034;2017-06-28
113959152;128_5BV_12.3;BASIS;Weesp;0,000;0,060;2017-06-28
113961902;131_2L_16.7;BVL;Goes;0,000;0,060;2017-06-28
113961903;131_2L_16.7;BAAN;Goes;0,000;0,060;2017-06-28
113961904;131_2L_16.7;BASIS;Goes;0,000;0,060;2017-06-28
113961910;617_1155BV_39.5;BAAN;Boxtel;0,000;0,578;2017-06-28
113961912;617_1155BV_39.5;BASIS;Boxtel;0,000;0,578;2017-06-28
113960816;127_393AL_48.5;BASIS;Goes;0,000;0,064;2017-06-28
113960821;545_945R_22.4;BVL;Roosendaal;0,000;0,256;2017-06-28
113960822;545_945R_22.4;BAAN;Roosendaal;0,000;0,256;2017-06-28
113960823;545_945R_22.4;BASIS;Roosendaal;0,000;0,256;2017-06-28
113961174;524_245R_69.8;BVL;Alkmaar;0,000;0,357;2017-06-28
113961176;031_79V_37.5;BAAN;Twente;0,000;1,911;2017-06-28
113961177;031_79V_37.5;BVL;Twente;0,000;1,911;2017-06-28
113961550;618_863L_50.5;BAAN;Eindhoven;0,000;0,066;2017-06-28
113961551;618_863L_50.5;BASIS;Eindhoven;0,000;0,066;2017-06-28
113961555;801_923V_11.9;BVL;Roosendaal;0,000;0,016;2017-06-28
113961556;801_923V_11.9;BAAN;Roosendaal;0,000;0,016;2017-06-28
113961557;801_923V_11.9;BASIS;Roosendaal;0,000;0,016;2017-06-28
113961561;950_55AL_40.7;BVL;Europoort;0,000;0,066;2017-06-28
113961565;950_55BpV_40.8;BASIS;Europoort;0,000;0,031;2017-06-28
113961566;950_55BpV_40.8;BAAN;Europoort;0,000;0,031;2017-06-28
113961568;950_55BpV_40.8;BVL;Europoort;0,000;0,031;2017-06-28
113961572;950_59AL_40.8;BASIS;Europoort;0,000;0,049;2017-06-28
113961573;950_59AL_40.8;BAAN;Europoort;0,000;0,049;2017-06-28
113961913;617_1113AR_38.9;BVL;Boxtel;0,000;0,642;2017-06-28
113961917;617_1113AR_38.9;BAAN;Boxtel;0,000;0,642;2017-06-28
113961919;617_1113AR_38.9;BASIS;Boxtel;0,000;0,642;2017-06-28
113961921;527_117R_0.5;BVL;Haarlem;0,000;0,080;2017-06-28
113961924;527_117R_0.5;BASIS;Haarlem;0,000;0,080;2017-06-28
113961926;527_117R_0.5;BAAN;Haarlem;0,000;0,080;2017-06-28
113961928;527_101BqV_17.4;BVL;Haarlem;0,000;0,035;2017-06-28
113961931;586_89AR_80.5;BVL;Amsterdam;0,000;0,050;2017-06-28
113961934;203_395L_55.1;BASIS;Overijssel;0,000;0,732;2017-06-28
113960829;626_3AR_31.7;BASIS;Heerhugowaard;0,000;0,606;2017-06-28
113943363;924_27-56V_35.5;BVL;Dordrecht;0,000;0,065;2017-06-28
113943367;924_27-56V_35.5;BAAN;Dordrecht;0,000;0,065;2017-06-28
113943368;924_27-56V_35.5;BASIS;Dordrecht;0,000;0,065;2017-06-28
113943373;129_16L_30.0;BVL;Goes;0,000;0,228;2017-06-28
113943374;129_16L_30.0;BAAN;Goes;0,000;0,228;2017-06-28
113943375;129_16L_30.0;BASIS;Goes;0,000;0,228;2017-06-28
113943380;129_6L_29.2;BVL;Goes;0,000;0,383;2017-06-28
113943381;129_6L_29.2;BAAN;Goes;0,000;0,383;2017-06-28
113942463;924_2369AL_36.7;BVL;Europoort;0,284;0,661;2017-06-28
113942474;924_2369AL_36.7;BASIS;Europoort;0,251;0,284;2017-06-28
113942475;924_2369AL_36.7;BAAN;Europoort;0,251;0,284;2017-06-28
113942481;513_127AR_26.0;BAAN;Geldermalsen;0,000;0,110;2017-06-28
113942482;513_127AR_26.0;BASIS;Geldermalsen;0,000;0,110;2017-06-28
113942483;513_127AL_26.0;BVL;Geldermalsen;0,000;0,183;2017-06-28
113942829;924_3593BqV_35.8;BAAN;Dordrecht;0,000;0,034;2017-06-28
113942830;924_3593BqV_35.8;BASIS;Dordrecht;0,000;0,034;2017-06-28
