ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
303;612_7BL_60.6;Schrey & Veit, VICON-AMSA 5RQ;0,391;11,641;28-6-2017
304;507_231AV_93.6;Schrey & Veit, VICON-AMSA 5RQ;0,05;1,107;28-6-2017
305;507_231BL_93.6;Schrey & Veit, VICON-AMSA 5RQ;0,117;1,14;28-6-2017
306;057_1BL_5.6;Clipped Tuned, type Corus 54E1;3,272;3,582;28-6-2017
307;057_1BL_5.6;Clipped Tuned, type Corus 54E1;2,384;3,209;28-6-2017
308;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,463;0,829;28-6-2017
309;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,782;1,199;28-6-2017
310;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,062;10,774;28-6-2017
311;057_1AV_5.5;Clipped Tuned, type Corus 54E1;3,184;3,509;28-6-2017
312;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,844;1,262;28-6-2017
313;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,463;0,823;28-6-2017
314;605_25AL_34.1;Schrey & Veit, VICON-AMSA 5RQ;0,029;0,143;28-6-2017
315;605_25AL_34.1;Schrey & Veit, VICON-AMSA 5RQ;0,143;3,143;28-6-2017
316;078_207R_64.9;Schrey & Veit, VICON-AMSA 5RQ;0,026;1,003;28-6-2017
317;078_227V_65.7;Schrey & Veit, VICON-AMSA 5RQ;0;0,324;28-6-2017
318;078_231AL_66.0;Schrey & Veit, VICON-AMSA 5RQ;0,031;3,613;28-6-2017
319;078_231BV_66.0;Schrey & Veit, VICON-AMSA 5RQ;0,003;3,552;28-6-2017
320;017_27R_61.4;Clipped Tuned, type Corus 54E1;0,028;0,736;28-6-2017
321;050_463AR_4.2;Clipped Tuned, type Corus 54E1;2,175;3,568;28-6-2017
322;587_481R_7.0;Clipped Tuned, type Corus 54E1;0,028;0,834;28-6-2017
323;050_465R_4.3;Clipped Tuned, type Corus 54E1;0,027;2,096;28-6-2017
324;050_465R_4.3;Clipped Tuned, type Corus 54E1;2,097;2,556;28-6-2017
325;545_75BL_22.3;Onbekend;18,146;18,491;28-6-2017
326;614_2123V_47.5;Schrey & Veit, VICON-AMSA 54VS;0,002;0,398;28-6-2017
327;046_255BV_41.6;Schrey & Veit, VICON-AMSA 54VS;0,081;5,126;28-6-2017
328;135_273BV_22.2;Schrey & Veit, VICON-AMSA 54VS;0,003;17,209;28-6-2017
329;135_275BV_22.2;Schrey & Veit, VICON-AMSA 54VS;0,003;17,202;28-6-2017
330;135_2035V_40.5;Schrey & Veit, VICON-AMSA 54VS;0;2,149;28-6-2017
331;135_2029V_40.4;Schrey & Veit, VICON-AMSA 54VS;0,003;2,277;28-6-2017
332;009_115AR_148.1;Clipped Tuned, type Corus 54E1;0,609;1,300;28-6-2017
333;009_117R_148.2;Clipped Tuned, type Corus 54E1;0,534;0,620;28-6-2017
334;009_117R_148.2;Clipped Tuned, type Corus 54E1;0,680;0,698;28-6-2017
335;009_129V_148.9;Clipped Tuned, type Corus 54E1;0,000;0,214;28-6-2017
336;009_129V_148.9;Clipped Tuned, type Corus 54E1;0,386;0,461;28-6-2017
337;009_131AL_149.4;Clipped Tuned, type Corus 54E1;0,040;0,327;28-6-2017
338;009_131BV_149.4;Clipped Tuned, type Corus 54E1;0,000;0,281;28-6-2017
339;017_351AR_31.8;Clipped Tuned, type Corus 54E1;0,151;0,296;28-6-2017
340;017_351BR_31.9;Clipped Tuned, type Corus 54E1;0,872;1,046;28-6-2017
341;017_351BV_31.9;Clipped Tuned, type Corus 54E1;0,046;0,046;28-6-2017
342;017_351BV_31.9;Clipped Tuned, type Corus 54E1;0,048;0,145;28-6-2017
343;017_9AR_49.3;Clipped Tuned, type Corus 54E1;0,063;0,180;28-6-2017
344;017_9BR_49.4;Clipped Tuned, type Corus 54E1;0,063;0,110;28-6-2017
345;017_9BR_49.4;Clipped Tuned, type Corus 54E1;0,061;0,061;28-6-2017
346;024_201BV_25.8;Schrey & Veit, VICON-AMSA 54VS;0,000;0,004;28-6-2017
347;051_299V_50.6;Schrey & Veit, VICON-AMSA 5RQ;1,287;1,437;28-6-2017
348;054_1315BV_47.5;Clipped Tuned, type Corus 54E1;2,185;3,028;28-6-2017
349;078_209L_64.9;Schrey & Veit, VICON-AMSA 5RQ;0,368;0,433;28-6-2017
350;078_209L_64.9;Schrey & Veit, VICON-AMSA 5RQ;0,434;0,434;28-6-2017
351;078_209L_64.9;Schrey & Veit, VICON-AMSA 5RQ;0,434;0,606;28-6-2017
352;078_209L_64.9;Schrey & Veit, VICON-AMSA 5RQ;0,606;0,765;28-6-2017
353;078_209L_64.9;Schrey & Veit, VICON-AMSA 5RQ;0,765;0,765;28-6-2017
354;085_215AL_19.8;Schrey & Veit, VICON-AMSA 54VS;6,738;6,861;28-6-2017
355;085_215AL_19.8;Schrey & Veit, VICON-AMSA 54VS;7,173;7,350;28-6-2017
356;085_215AL_19.8;Schrey & Veit, VICON-AMSA 54VS;7,866;8,151;28-6-2017
357;085_215AL_19.8;Schrey & Veit, VICON-AMSA 54VS;8,411;9,092;28-6-2017
358;085_215AL_19.8;Schrey & Veit, VICON-AMSA 54VS;10,520;10,649;28-6-2017
359;087_23BV_22.0;Clipped Tuned, type Corus 54E1;0,320;0,432;28-6-2017
360;087_39V_22.4;Clipped Tuned, type Corus 54E1;0,000;0,036;28-6-2017
361;087_41AL_22.5;Clipped Tuned, type Corus 54E1;0,000;0,385;28-6-2017
362;087_41BV_22.5;Clipped Tuned, type Corus 54E1;0,000;0,095;28-6-2017
363;105_111V_24.5;Clipped Tuned, type Corus 54E1;0,375;0,430;28-6-2017
364;105_113V_24.5;Clipped Tuned, type Corus 54E1;0,375;0,432;28-6-2017
365;112_467BV_67.2;Schrey & Veit, VICON-AMSA 54VS;2,980;3,590;28-6-2017
366;112_6123V_67.9;Schrey & Veit, VICON-AMSA 54VS;2,290;2,907;28-6-2017
367;117_1AV_15.4;Schrey & Veit, VICON-AMSA 5RQ;3,060;3,486;28-6-2017
368;122_65L_2.8;Schrey & Veit, VICON-AMSA 5RQ;4,150;4,430;28-6-2017
369;122_65L_2.8;Schrey & Veit, VICON-AMSA 5RQ;16,719;17,136;28-6-2017
370;122_65L_2.8;Schrey & Veit, VICON-AMSA 5RQ;17,486;17,986;28-6-2017
371;123_1AR_10.6;Clipped Tuned, type Corus 54E1;0,000;0,176;28-6-2017
372;123_1AR_10.6;Clipped Tuned, type Corus 54E1;0,232;1,038;28-6-2017
373;123_1BV_10.6;Clipped Tuned, type Corus 54E1;0,000;0,013;28-6-2017
374;123_27V_11.5;Clipped Tuned, type Corus 54E1;0,001;0,001;28-6-2017
375;123_29AL_11.6;Clipped Tuned, type Corus 54E1;0,318;0,318;28-6-2017
376;123_29AL_11.6;Clipped Tuned, type Corus 54E1;0,342;0,342;28-6-2017
377;123_29BV_11.6;Clipped Tuned, type Corus 54E1;0,004;0,031;28-6-2017
378;123_29BV_11.6;Clipped Tuned, type Corus 54E1;8,219;8,309;28-6-2017
379;123_61BV_19.9;Clipped Tuned, type Corus 54E1;0,000;0,017;28-6-2017
380;127_307AL_12.2;Schrey & Veit, VICON-AMSA 5RQ;0,001;0,001;28-6-2017
381;127_313L_12.3;Schrey & Veit, VICON-AMSA 5RQ;0,032;0,679;28-6-2017
382;127_313L_12.3;Schrey & Veit, VICON-AMSA 5RQ;0,680;0,970;28-6-2017
383;127_323V_13.1;Schrey & Veit, VICON-AMSA 5RQ;0,000;0,112;28-6-2017
384;127_323V_13.1;Schrey & Veit, VICON-AMSA 5RQ;0,001;0,001;28-6-2017
385;127_325BV_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,000;0,029;28-6-2017
386;127_327V_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,000;0,010;28-6-2017
387;127_349BV_27.9;Schrey & Veit, VICON-AMSA 5RQ;0,000;0,023;28-6-2017
388;127_391BL_48.6;Schrey & Veit, VICON-AMSA 5RQ;0,063;0,064;28-6-2017
389;128_33V_12.8;Clipped Tuned, type Corus 54E1;0,227;0,475;28-6-2017
390;128_61BV_13.3;Clipped Tuned, type Corus 54E1;0,007;0,025;28-6-2017
391;135_2035V_40.5;Clipped Tuned, type Corus 54E1;1,014;1,932;28-6-2017
392;135_2035V_40.5;Clipped Tuned, type Corus 54E1;1,852;1,852;28-6-2017
393;135_2035V_40.5;Clipped Tuned, type Corus 54E1;1,929;1,929;28-6-2017
394;144_1501L_151.8;Schrey & Veit, VICON-AMSA 54VS;1,337;1,411;28-6-2017
395;161_2511R_20.1;Clipped Tuned, type Corus 54E1;0,000;0,000;28-6-2017
396;161_2531V_20.9;Clipped Tuned, type Corus 54E1;0,105;0,222;28-6-2017
397;161_2537V_21.2;Clipped Tuned, type Corus 54E1;0,000;0,034;28-6-2017
398;163_165AR_43.6;Schrey & Veit, VICON-AMSA 5RQ;0,028;0,644;28-6-2017
399;163_917BV_43.5;Onbekend;0,000;0,100;28-6-2017
400;163_919BV_43.6;Clipped Tuned, type Corus 54E1;0,000;0,678;28-6-2017
401;163_923AL_43.5;Schrey & Veit, VICON-AMSA 5RQ;0,029;0,428;28-6-2017
402;163_927AR_43.6;Onbekend;0,039;0,162;28-6-2017
403;163_927AR_43.6;Schrey & Veit, VICON-AMSA 5RQ;0,198;0,372;28-6-2017
404;163_951BV_44.0;Schrey & Veit, VICON-AMSA 5RQ;0,002;0,400;28-6-2017
405;163_953BV_44.0;Schrey & Veit, VICON-AMSA 5RQ;0,001;0,028;28-6-2017
406;163_953BV_44.0;Onbekend;0,028;0,155;28-6-2017
407;163_953BV_44.0;Schrey & Veit, VICON-AMSA 5RQ;0,374;0,374;28-6-2017
408;163_965V_44.4;Schrey & Veit, VICON-AMSA 5RQ;0,049;0,186;28-6-2017
409;163_965V_44.4;Schrey & Veit, VICON-AMSA 5RQ;0,186;0,186;28-6-2017
410;163_967V_44.4;Schrey & Veit, VICON-AMSA 5RQ;0,000;0,264;28-6-2017
411;163_969V_44.4;Clipped Tuned, type Corus 54E1;0,001;0,263;28-6-2017
412;163_971R_44.6;Clipped Tuned, type Corus 54E1;0,000;0,173;28-6-2017
413;163_973R_44.7;Schrey & Veit, VICON-AMSA 5RQ;0,102;0,103;28-6-2017
414;163_973R_44.7;Schrey & Veit, VICON-AMSA 5RQ;0,000;0,001;28-6-2017
415;163_973V_44.7;Schrey & Veit, VICON-AMSA 5RQ;0,000;0,017;28-6-2017
416;163_977V_44.8;Schrey & Veit, VICON-AMSA 5RQ;0,054;0,054;28-6-2017
417;508_2057R_91.1;Schrey & Veit, VICON-AMSA 5RQ;0,063;0,778;28-6-2017
418;508_2057R_91.1;Schrey & Veit, VICON-AMSA 5RQ;0,085;0,085;28-6-2017
419;508_2109R_91.5;Schrey & Veit, VICON-AMSA 5RQ;0,049;0,049;28-6-2017
420;508_2109R_91.5;Schrey & Veit, VICON-AMSA 5RQ;0,055;0,381;28-6-2017
421;514_49AV_65.2;Schrey & Veit, VICON-AMSA 54VS;8,437;8,540;28-6-2017
422;514_49BR_65.3;Schrey & Veit, VICON-AMSA 54VS;8,489;8,656;28-6-2017
423;528_3BV_28.0;Clipped Tuned, type Corus 54E1;0,041;0,115;28-6-2017
424;543_217BV_15.9;Clipped Tuned, type Corus 54E1;0,005;0,005;28-6-2017
425;544_1081L_0.1;Clipped Tuned, type Corus 54E1;0,164;0,579;28-6-2017
426;544_1081L_0.1;Clipped Tuned, type Corus 54E1;0,167;0,167;28-6-2017
427;544_1083BV_0.3;Clipped Tuned, type Corus 54E1;0,240;0,636;28-6-2017
428;544_1107L_1.0;Clipped Tuned, type Corus 54E1;0,116;0,117;28-6-2017
429;544_1115AL_1.1;Schrey & Veit, VICON-AMSA 5RQ;0,063;0,231;28-6-2017
430;544_1119AR_1.0;Schrey & Veit, VICON-AMSA 5RQ;0,171;0,299;28-6-2017
431;544_1135BV_1.4;Clipped Tuned, type Corus 54E1;0,006;0,777;28-6-2017
432;545_221BV_23.8;Schrey & Veit, VICON-AMSA 5RQ;0,931;1,280;28-6-2017
433;545_221BV_23.8;Schrey & Veit, VICON-AMSA 5RQ;1,933;2,711;28-6-2017
434;545_221BV_23.8;Schrey & Veit, VICON-AMSA 5RQ;2,711;2,782;28-6-2017
435;545_221BV_23.8;Schrey & Veit, VICON-AMSA 5RQ;5,257;5,320;28-6-2017
436;545_221BV_23.8;Schrey & Veit, VICON-AMSA 5RQ;6,687;6,825;28-6-2017
437;545_221BV_23.8;Schrey & Veit, VICON-AMSA 5RQ;6,827;7,065;28-6-2017
438;552_227AR_82.5;Clipped Tuned, type Corus 54E1;4,389;4,552;28-6-2017
439;552_227AR_82.5;Clipped Tuned, type Corus 54E1;3,893;4,360;28-6-2017
440;552_229BV_82.6;Clipped Tuned, type Corus 54E1;4,280;4,561;28-6-2017
441;552_229BV_82.6;Clipped Tuned, type Corus 54E1;3,800;4,277;28-6-2017
442;561_97BV_59.6;Clipped Tuned, type Corus 54E1;0,545;0,545;28-6-2017
443;561_97BV_59.6;Clipped Tuned, type Corus 54E1;0,431;0,529;28-6-2017
444;562_161L_61.2;Schrey & Veit, VICON-AMSA 54VS;12,341;12,341;28-6-2017
445;562_161L_61.2;Schrey & Veit, VICON-AMSA 54VS;12,344;13,400;28-6-2017
446;562_161L_61.2;Schrey & Veit, VICON-AMSA 54VS;13,079;13,079;28-6-2017
447;587_481L_7.0;Clipped Tuned, type Corus 54E1;0,073;0,328;28-6-2017
448;587_481L_7.0;Clipped Tuned, type Corus 54E1;0,328;0,461;28-6-2017
449;589_971BV_149.6;Schrey & Veit, VICON-AMSA 5RQ;0,002;0,485;28-6-2017
450;603_181BV_4.0;Schrey & Veit, VICON-AMSA 54VS;16,794;17,715;28-6-2017
451;603_181BV_4.0;Schrey & Veit, VICON-AMSA 54VS;15,604;15,695;28-6-2017
452;604_13BV_47.6;Schrey & Veit, VICON-AMSA 5RQ;0,140;0,575;28-6-2017
453;605_21AR_34.0;Schrey & Veit, VICON-AMSA 5RQ;0,035;0,073;28-6-2017
454;606_111V_1.0;Clipped Tuned, type Corus 54E1;1,181;1,375;28-6-2017
455;606_111V_1.0;Clipped Tuned, type Corus 54E1;1,182;1,182;28-6-2017
456;606_111V_1.0;Clipped Tuned, type Corus 54E1;1,405;1,663;28-6-2017
457;606_111V_1.0;Clipped Tuned, type Corus 54E1;1,702;1,702;28-6-2017
458;606_111V_1.0;Clipped Tuned, type Corus 54E1;1,702;1,905;28-6-2017
459;606_111V_1.0;Clipped Tuned, type Corus 54E1;1,930;1,930;28-6-2017
460;614_2127V_47.5;Schrey & Veit, VICON-AMSA 5RQ;0,037;0,288;28-6-2017
461;614_2127V_47.5;Schrey & Veit, VICON-AMSA 5RQ;0,090;0,090;28-6-2017
462;614_2127V_47.5;Schrey & Veit, VICON-AMSA 5RQ;0,287;0,287;28-6-2017
463;614_2131R_47.6;Schrey & Veit, VICON-AMSA 5RQ;0,010;0,010;28-6-2017
464;654_409BV_49.7;Clipped Tuned, type Corus 54E1;16,416;17,465;28-6-2017
465;654_409BV_49.7;Onbekend;17,480;17,480;28-6-2017
466;664_143AR_43.1;Schrey & Veit, VICON-AMSA 5RQ;0,023;0,437;28-6-2017
467;664_873BV_41.9;Clipped Tuned, type Corus 54E1;0,040;0,315;28-6-2017
468;664_873BV_41.9;Schrey & Veit, VICON-AMSA 5RQ;0,316;0,764;28-6-2017
469;664_893AL_42.6;Schrey & Veit, VICON-AMSA 5RQ;0,000;0,001;28-6-2017
470;664_893AL_42.6;Schrey & Veit, VICON-AMSA 5RQ;0,057;0,090;28-6-2017
471;664_895BV_42.8;Schrey & Veit, VICON-AMSA 5RQ;0,004;0,117;28-6-2017
472;664_895BV_42.8;Schrey & Veit, VICON-AMSA 5RQ;0,217;0,217;28-6-2017
473;664_897BL_42.9;Clipped Tuned, type Corus 54E1;0,047;0,748;28-6-2017
474;664_897BV_42.9;Clipped Tuned, type Corus 54E1;0,002;0,310;28-6-2017
475;664_901BV_43.0;Schrey & Veit, VICON-AMSA 5RQ;0,000;0,118;28-6-2017
476;664_901BV_43.0;Schrey & Veit, VICON-AMSA 5RQ;0,157;0,169;28-6-2017
477;664_907AR_43.2;Schrey & Veit, VICON-AMSA 5RQ;0,000;0,003;28-6-2017
478;664_907AR_43.2;Schrey & Veit, VICON-AMSA 5RQ;0,059;0,364;28-6-2017
479;664_917AR_43.2;Clipped Tuned, type Corus 54E1;0,107;0,293;28-6-2017
480;664_917AR_43.2;Clipped Tuned, type Corus 54E1;0,392;0,393;28-6-2017
481;664_917AR_43.2;Clipped Tuned, type Corus 54E1;0,000;0,003;28-6-2017
482;950_475AR_8.2;Clipped Tuned, type Corus 54E1;0,739;1,642;28-6-2017
483;950_475BV_8.3;Clipped Tuned, type Corus 54E1;0,626;1,535;28-6-2017
