ID;INVOERDATUM;VERSIE_NUMMER;ACTION;MODFWE;ELONG;TOSTARTAT;TOENDAT;SRCACTION;DASSIGNNAME;DASSIGNFROM;DASSIGNTO;DNAME;DLENGTH;FWENAME;FWELENGTH
131;2017-06-28;9;NEWTOP;;;;;;;;;;;166_1213L_145.4;479
133;2017-06-28;9;NEWTOP;;;;;;;;;;;116_2255R_209.7;23435
135;2017-06-28;9;NEWTOP;;;;;;;;;;;166_1225V_144.9;472
137;2017-06-28;9;NEWTOP;;;;;;;;;;;527_910L_500.7;35
139;2017-06-28;9;NEWTOP;;;;;;;;;;;166_1213R_145.4;479
141;2017-06-28;9;NEWTOP;;;;;;;;;;;116_2257V_209.8;23072
143;2017-06-28;9;NEWTOP;;;;;;;;;;;468_506L_101.2;474
145;2017-06-28;9;NEWTOP;;;;;;;;;;;531_2411R_1.5;1136
147;2017-06-28;9;NEWTOP;;;;;;;;;;;527_915L_500.7;36
149;2017-06-28;9;NEWTOP;;;;;;;;;;;166_1213V_145.4;48
151;2017-06-28;9;NEWTOP;;;;;;;;;;;166_2199R_144.4;286
153;2017-06-28;9;NEWTOP;;;;;;;;;;;116_2251R_209.5;103
155;2017-06-28;9;NEWTOP;;;;;;;;;;;116_2253V_209.6;66
157;2017-06-28;9;NEWTOP;;;;;;;;;;;950_1020V_7.5;79
159;2017-06-28;9;NEWTOP;;;;;;;;;;;950_1020R_7.5;93
161;2017-06-28;9;NEWTOP;;;;;;;;;;;468_506R_101.2;474
163;2017-06-28;9;NEWTOP;;;;;;;;;;;527_920L_500.7;204
165;2017-06-28;9;NEWTOP;;;;;;;;;;;527_922R_500.8;128
167;2017-06-28;9;NEWTOP;;;;;;;;;;;527_922L_500.8;129
169;2017-06-28;9;NEWTOP;;;;;;;;;;;527_920R_500.7;41
171;2017-06-28;9;NEWTOP;;;;;;;;;;;527_921R_500.8;42
173;2017-06-28;9;NEWTOP;;;;;;;;;;;527_917L_500.7;212
175;2017-06-28;9;NEWTOP;;;;;;;;;;;527_911R_500.7;36
177;2017-06-28;9;NEWTOP;;;;;;;;;;;527_912L_500.8;123
179;2017-06-28;9;NEWTOP;;;;;;;;;;;527_921L_500.8;163
181;2017-06-28;9;NEWTOP;;;;;;;;;;;527_915R_500.7;249
183;2017-06-28;9;NEWTOP;;;;;;;;;;;527_917R_500.7;210
185;2017-06-28;9;NEWTOP;;;;;;;;;;;116_2251L_209.5;270
187;2017-06-28;9;NEWTOP;;;;;;;;;;;116_2255L_209.7;102
189;2017-06-28;9;NEWTOP;;;;;;;;;;;527_912R_500.8;181
191;2017-06-28;9;NEWTOP;;;;;;;;;;;527_911L_500.7;67
193;2017-06-28;9;NEWTOP;;;;;;;;;;;527_910R_500.7;35
194;2017-06-28;9;NEWTOP;;;;;;;;;;;539_53AV_79.1;186
196;2017-06-28;9;NEWTOP;;;;;;;;;;;531_2323V_33.8;1649
200;2017-06-28;9;NEWTOP;;;;;;;;;;;539_53BR_79.2;86
203;2017-06-28;9;NEWTOP;;;;;;;;;;;950_1020L_7.5;82
205;2017-06-28;9;NEWTOP;;;;;;;;;;;531_2321R_33.6;1042
210;2017-06-28;9;NEWTOP;;;;;;;;;;;055_455V_38.7;73
212;2017-06-28;9;NEWTOP;;;;;;;;;;;531_2323R_33.8;4798
215;2017-06-28;9;NEWTOP;;;;;;;;;;;133_1169R_19.8;638
217;2017-06-28;9;NEWTOP;;;;;;;;;;;100_2025AV_2.9;1118
219;2017-06-28;9;NEWTOP;;;;;;;;;;;100_2021AV_2.9;1364
223;2017-06-28;9;NEWTOP;;;;;;;;;;;543_151V_44.8;335
227;2017-06-28;9;NEWTOP;;;;;;;;;;;133_1167V_19.9;401
229;2017-06-28;9;NEWTOP;;;;;;;;;;;047_41L_42.5;1951
231;2017-06-28;9;NEWTOP;;;;;;;;;;;531_2321V_33.6;4562
233;2017-06-28;9;NEWTOP;;;;;;;;;;;047_41R_42.5;74
236;2017-06-28;9;NEWTOP;;;;;;;;;;;047_33AL_41.9;57
238;2017-06-28;9;NEWTOP;;;;;;;;;;;531_1471R_1.2;129
241;2017-06-28;9;NEWTOP;;;;;;;;;;;531_2411L_1.5;1098
249;2017-06-28;9;NEWTOP;;;;;;;;;;;531_2347L_34.3;1102
254;2017-06-28;9;NEWTOP;;;;;;;;;;;120_800V_200.7;1076
256;2017-06-28;9;NEWTOP;;;;;;;;;;;531_2409R_1.8;899
268;2017-06-28;9;NEWTOP;;;;;;;;;;;008_934L_22.3;117
270;2017-06-28;9;NEWTOP;;;;;;;;;;;831_914V_201.0;253
274;2017-06-28;9;NEWTOP;;;;;;;;;;;831_915R_201.0;315
276;2017-06-28;9;NEWTOP;;;;;;;;;;;801_922R_9.1;1423
278;2017-06-28;9;NEWTOP;;;;;;;;;;;654_403BL_49.6;19
281;2017-06-28;9;NEWTOP;;;;;;;;;;;008_931L_22.4;30
283;2017-06-28;9;NEWTOP;;;;;;;;;;;008_1255L_22.1;246
286;2017-06-28;9;NEWTOP;;;;;;;;;;;040_2R_45.8;766
295;2017-06-28;9;NEWTOP;;;;;;;;;;;040_10R_46.7;121
301;2017-06-28;9;NEWTOP;;;;;;;;;;;040_2L_45.8;767
302;2017-06-28;9;NEWTOP;;;;;;;;;;;047_31qV_41.9;34
303;2017-06-28;9;NEWTOP;;;;;;;;;;;047_33AR_41.9;124
