ID;SPOORTAK_IDENTIFICATIE;DOELGROEP;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;LOKALE_SNELHEID;DATUM_VERWERKING
110827706;519_85BR_47.1;T;0,000;0,030;130;2017-06-01
110827707;519_85BV_47.1;T;0,000;0,014;130;2017-06-01
110827708;517_85BqV_69.5;T;0,000;0,034;40;2017-06-01
110827709;517_87L_69.4;T;0,000;0,081;40;2017-06-01
110827710;517_87pV_69.4;T;0,000;0,034;40;2017-06-01
110827711;519_87AL_46.9;T;0,000;0,133;80;2017-06-01
110827712;519_87BV_47.0;T;0,000;0,049;130;2017-06-01
110827713;517_89AL_69.4;T;0,000;0,040;40;2017-06-01
110827714;517_89AR_69.4;T;0,000;0,133;40;2017-06-01
110827715;517_89BR_69.5;T;0,000;0,112;40;2017-06-01
110827716;517_89BqV_69.5;T;0,000;0,034;40;2017-06-01
110827717;520_91AL_0.2;T;0,000;0,064;40;2017-06-01
110827787;520_123BV_0.6;T;0,000;0,016;40;2017-06-01
110827788;520_125pV_0.6;T;0,000;0,032;40;2017-06-01
110827789;517_125L_69.4;T;0,000;0,697;40;2017-06-01
110827790;517_125R_69.4;T;0,000;0,027;40;2017-06-01
110827791;517_127L_69.4;T;0,000;0,633;40;2017-06-01
110827792;517_127R_69.4;T;0,000;0,632;40;2017-06-01
110827793;520_127AL_0.6;T;0,000;0,041;40;2017-06-01
110827794;520_127AR_0.6;T;0,000;0,213;40;2017-06-01
110827795;520_127BpV_0.7;T;0,000;0,034;40;2017-06-01
110827796;520_129AL_0.6;T;0,000;0,040;40;2017-06-01
110827797;520_129AR_0.6;T;0,000;0,120;40;2017-06-01
110827798;520_129BqV_0.7;T;0,000;0,034;40;2017-06-01
110827799;520_131L_0.6;T;0,000;0,245;40;2017-06-01
110827960;553_271BV_21.9;T;0,480;0,618;80;2017-06-01
110827961;553_273AL_21.8;T;0,000;0,063;40;2017-06-01
110827962;553_273BV_21.9;T;0,000;0,027;40;2017-06-01
110827963;553_273BV_21.9;T;0,027;0,342;70;2017-06-01
110827964;553_275AL_21.8;T;0,000;0,063;70;2017-06-01
110827965;553_275AR_21.8;T;0,000;0,064;40;2017-06-01
110827966;553_275BL_21.9;T;0,000;0,063;70;2017-06-01
110827967;553_275BV_21.9;T;0,000;0,489;70;2017-06-01
110827968;553_275BV_21.9;T;0,489;0,631;80;2017-06-01
110827969;553_277AL_21.8;T;0,000;0,063;40;2017-06-01
110827970;553_277BV_21.9;T;0,000;0,487;70;2017-06-01
110827971;553_277BV_21.9;T;0,487;0,629;80;2017-06-01
110827972;553_297V_22.0;T;0,000;0,245;40;2017-06-01
110827973;553_301R_22.3;T;0,000;0,050;40;2017-06-01
110827974;553_301V_22.3;T;0,000;0,033;40;2017-06-01
110827848;517_153BV_69.9;T;0,000;0,284;40;2017-06-01
110827849;520_155AL_0.8;T;0,000;0,057;40;2017-06-01
110827850;517_155AL_69.9;T;0,000;0,052;40;2017-06-01
110827851;517_155BqV_69.9;T;0,000;0,034;40;2017-06-01
110827852;517_157AL_69.9;T;0,000;0,052;40;2017-06-01
110827853;517_157AR_69.9;T;0,000;0,238;40;2017-06-01
110827854;517_157BR_70.0;T;0,000;0,062;40;2017-06-01
110827855;517_157BV_70.0;T;0,000;0,093;40;2017-06-01
110827856;517_159L_69.9;T;0,000;0,193;40;2017-06-01
110827857;553_197L_20.8;T;0,000;0,415;130;2017-06-01
110827858;553_197L_20.8;T;0,415;0,457;80;2017-06-01
110827859;553_197R_20.8;T;0,000;0,058;40;2017-06-01
110827860;553_199V_20.9;T;0,000;0,110;70;2017-06-01
110827747;519_97BV_47.4;T;0,014;5,693;130;2017-06-01
110827748;519_97BV_47.4;T;5,693;5,753;130;2017-06-01
110827800;520_131R_0.6;T;0,000;0,242;40;2017-06-01
110827801;520_131V_0.6;T;0,000;0,026;40;2017-06-01
110827888;520_217BpV_1.3;T;0,000;0,034;100;2017-06-01
110827889;553_217BqV_21.3;T;0,000;0,034;80;2017-06-01
110827890;520_219AL_1.2;T;0,000;0,051;40;2017-06-01
110827891;520_219AR_1.2;T;0,000;1,021;100;2017-06-01
110827892;553_219AL_21.3;T;0,000;0,041;40;2017-06-01
110827893;553_219AR_21.3;T;0,000;0,029;80;2017-06-01
110827140;161_2675L_31.7;T;1,960;3,373;160;2017-06-01
110827141;161_2675L_31.7;T;3,373;3,647;200;2017-06-01
110827142;161_2675R_31.7;T;0,000;0,106;80;2017-06-01
110827143;161_2677V_31.9;T;0,000;0,069;200;2017-06-01
110827144;161_2677V_31.9;T;0,069;1,199;160;2017-06-01
110827145;161_2677V_31.9;T;1,199;1,849;140;2017-06-01
110827146;161_2677V_31.9;T;1,849;3,259;160;2017-06-01
110827147;161_2677V_31.9;T;3,259;3,425;200;2017-06-01
110827739;519_95BV_47.3;T;0,084;5,436;130;2017-06-01
110827740;519_95BV_47.3;T;5,436;5,873;130;2017-06-01
110827741;517_95BV_69.6;T;0,000;0,304;40;2017-06-01
110827742;519_97AL_47.2;T;0,000;0,133;80;2017-06-01
110827743;519_97AR_47.2;T;0,000;0,151;80;2017-06-01
110827864;520_201AR_0.8;T;0,000;0,550;40;2017-06-01
110827865;520_201BV_0.9;T;0,000;0,074;40;2017-06-01
110827866;520_203V_1.0;T;0,000;0,028;40;2017-06-01
110827867;553_203V_21.2;T;0,000;0,033;70;2017-06-01
110827868;520_205V_1.0;T;0,000;0,036;40;2017-06-01
110827869;520_207V_1.1;T;0,000;0,087;40;2017-06-01
110827870;553_207L_21.1;T;0,000;0,055;40;2017-06-01
110827871;553_207R_21.1;T;0,000;0,136;70;2017-06-01
110827872;553_209AL_21.2;T;0,000;0,039;70;2017-06-01
110827749;517_99AL_69.4;T;0,000;0,120;40;2017-06-01
110827750;517_99AR_69.4;T;0,000;0,137;40;2017-06-01
110827751;517_99BV_69.6;T;0,000;0,204;40;2017-06-01
110827752;063_101BV_19.2;T;0,000;0,053;130;2017-06-01
110827753;063_103AL_19.3;T;0,000;0,093;130;2017-06-01
110827754;063_103AL_19.3;T;0,093;1,478;130;2017-06-01
110827755;063_103AL_19.3;T;1,478;1,518;130;2017-06-01
110827756;063_103AR_19.3;T;0,000;0,057;40;2017-06-01
110827757;063_103BV_19.4;T;0,000;0,036;130;2017-06-01
110827941;063_259AR_2.4;T;1,870;1,959;100;2017-06-01
110827942;063_259AR_2.4;T;1,959;2,273;80;2017-06-01
110827148;161_2701L_35.3;T;0,000;0,106;80;2017-06-01
110827149;161_2701R_35.3;T;0,000;0,258;140;2017-06-01
110827150;161_2703V_35.4;T;0,000;0,045;140;2017-06-01
110827915;553_235BpV_21.4;T;0,000;0,034;40;2017-06-01
110827916;553_237AL_21.4;T;0,000;0,062;40;2017-06-01
110827917;553_237AR_21.4;T;0,000;0,397;40;2017-06-01
110827918;553_237BV_21.5;T;0,000;0,754;40;2017-06-01
110827919;553_239L_21.3;T;0,000;0,155;70;2017-06-01
110827920;553_239R_21.3;T;0,000;0,125;70;2017-06-01
110827921;553_243V_21.4;T;0,000;0,082;70;2017-06-01
110827922;553_245AL_21.4;T;0,000;0,415;80;2017-06-01
